date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2015-10-28,0,4,83,50,12,False
2015-10-29,1,4,77,48,7,False
2015-10-30,0,1,78,51,12,False
2015-10-31,0,2,45,42,7,False
2015-11-01,0,1,49,61,8,False
2015-11-02,1,3,83,55,10,False
2015-11-03,1,3,98,52,10,False
2015-11-04,1,3,88,53,9,False
2015-11-05,1,2,99,51,14,False
2015-11-06,0,2,81,55,11,False
2015-11-07,0,1,45,48,8,False
2015-11-08,1,3,44,58,10,False
2015-11-09,1,3,80,54,9,False
2015-11-10,1,2,78,52,9,False
2015-11-11,2,2,76,51,10,False
2015-11-12,1,2,83,51,9,False
2015-11-13,1,3,80,53,10,False
2015-11-14,1,2,36,37,7,False
2015-11-15,0,1,48,61,8,False
2015-11-16,1,4,82,49,10,False
2015-11-17,1,3,84,45,12,False
2015-11-18,1,4,79,48,10,False
2015-11-19,1,3,79,49,9,False
2015-11-20,1,2,71,42,11,False
2015-11-21,1,2,44,39,11,False
2015-11-22,1,2,46,65,11,False
2015-11-23,0,2,84,45,11,False
2015-11-24,1,2,76,44,8,False
2015-11-25,1,1,58,43,9,False
2015-11-26,0,0,27,28,9,False
2015-11-27,1,0,33,30,11,False
2015-11-28,0,2,33,32,12,False
2015-11-29,1,1,41,58,14,False
2015-11-30,1,2,79,46,13,False
2015-12-01,1,2,96,63,9,False
2015-12-02,1,2,86,61,9,False
2015-12-03,1,3,88,52,12,False
2015-12-04,2,2,81,44,9,False
2015-12-05,0,2,47,37,11,False
2015-12-06,1,2,54,57,9,False
2015-12-07,0,2,80,47,10,False
2015-12-08,1,3,94,46,8,False
2015-12-09,1,3,84,47,9,False
2015-12-10,1,4,80,44,10,False
2015-12-11,1,3,74,41,11,False
2015-12-12,0,2,39,47,8,False
2015-12-13,1,1,43,63,12,False
2015-12-14,0,3,74,43,13,False
2015-12-15,1,1,90,49,8,False
2015-12-16,0,3,75,47,9,False
2015-12-17,0,2,83,49,7,False
2015-12-18,0,1,61,42,10,False
2015-12-19,0,3,41,38,8,False
2015-12-20,1,1,33,71,10,False
2015-12-21,1,1,60,44,8,False
2015-12-22,0,1,56,45,8,False
2015-12-23,1,1,55,44,8,False
2015-12-24,1,0,34,61,13,False
2015-12-25,0,0,16,30,8,False
2015-12-26,0,1,26,31,12,False
2015-12-27,0,1,29,66,10,False
2015-12-28,1,1,61,46,9,False
2015-12-29,0,1,70,39,11,False
2015-12-30,0,2,57,43,11,False
2015-12-31,0,0,52,47,10,False
2016-01-01,0,1,30,40,9,False
2016-01-02,1,1,40,38,9,False
2016-01-03,0,3,34,71,9,False
2016-01-04,1,2,76,56,9,False
2016-01-05,0,2,75,52,12,False
2016-01-06,1,3,78,52,11,False
2016-01-07,1,3,75,50,10,False
2016-01-08,0,2,73,48,7,False
2016-01-09,0,2,47,47,10,False
2016-01-10,0,1,42,65,9,False
2016-01-11,1,3,70,51,10,False
2016-01-12,0,3,77,53,8,False
2016-01-13,1,2,78,54,8,False
2016-01-14,1,2,75,53,9,False
2016-01-15,1,2,66,48,8,False
2016-01-16,0,2,49,41,8,False
2016-01-17,1,1,45,70,8,False
2016-01-18,1,3,64,54,12,False
2016-01-19,1,3,85,47,8,False
2016-01-20,1,3,99,52,8,False
2016-01-21,1,4,88,50,9,False
2016-01-22,1,3,77,42,12,False
2016-01-23,1,1,49,41,9,False
2016-01-24,0,3,51,66,6,False
2016-01-25,1,3,95,50,8,False
2016-01-26,0,4,95,50,7,False
2016-01-27,1,4,98,50,11,False
2016-01-28,1,5,88,51,6,False
2016-01-29,1,3,81,45,10,False
2016-01-30,0,1,55,49,11,False
2016-01-31,0,2,59,67,9,False
2016-02-01,1,4,86,60,10,False
2016-02-02,1,4,100,51,8,False
2016-02-03,1,3,93,51,9,False
2016-02-04,1,4,97,46,12,False
2016-02-05,1,4,83,48,8,False
2016-02-06,0,1,59,41,11,False
2016-02-07,0,2,55,53,11,False
2016-02-08,1,2,80,47,10,False
2016-02-09,2,2,90,52,11,False
2016-02-10,1,3,91,49,10,False
2016-02-11,1,4,90,49,11,False
2016-02-12,1,3,78,44,9,False
2016-02-13,1,0,55,37,9,False
2016-02-14,1,2,50,59,7,False
2016-02-15,0,2,74,43,12,False
2016-02-16,0,3,84,51,9,False
2016-02-17,1,4,91,51,12,False
2016-02-18,1,3,86,53,9,False
2016-02-19,1,2,79,45,10,False
2016-02-20,0,2,47,43,9,False
2016-02-21,1,2,56,70,10,False
