date,boom,breadwinner,buy,capitalize,charitable,isPartial
2006-02-01,4,0,68,0,2,False
2006-02-02,3,0,67,0,1,False
2006-02-03,3,0,71,0,1,False
2006-02-04,5,0,92,0,1,False
2006-02-05,4,0,89,0,1,False
2006-02-06,2,0,68,0,1,False
2006-02-07,4,0,71,1,1,False
2006-02-08,4,0,67,1,2,False
2006-02-09,3,0,67,0,1,False
2006-02-10,4,0,72,0,1,False
2006-02-11,4,0,82,0,0,False
2006-02-12,4,0,84,0,1,False
2006-02-13,3,0,70,0,1,False
2006-02-14,3,0,67,1,1,False
2006-02-15,3,0,67,0,1,False
2006-02-16,4,0,65,0,1,False
2006-02-17,3,0,72,0,2,False
2006-02-18,5,0,82,0,1,False
2006-02-19,3,0,88,0,1,False
2006-02-20,3,0,83,0,1,False
2006-02-21,3,0,66,0,2,False
2006-02-22,3,0,66,0,1,False
2006-02-23,3,0,65,0,1,False
2006-02-24,4,0,70,0,1,False
2006-02-25,4,0,85,0,1,False
2006-02-26,4,0,86,0,2,False
2006-02-27,4,0,72,1,2,False
2006-02-28,4,0,64,0,1,False
2006-03-01,3,0,65,0,2,False
2006-03-02,4,0,66,1,1,False
2006-03-03,3,0,65,0,2,False
2006-03-04,4,0,89,0,1,False
2006-03-05,4,0,89,0,1,False
2006-03-06,4,0,67,1,2,False
2006-03-07,3,0,64,0,1,False
2006-03-08,4,0,65,0,1,False
2006-03-09,3,0,66,0,1,False
2006-03-10,2,0,67,1,1,False
2006-03-11,5,0,83,0,1,False
2006-03-12,4,0,89,0,1,False
2006-03-13,3,0,68,1,1,False
2006-03-14,4,0,64,1,2,False
2006-03-15,4,0,70,0,1,False
2006-03-16,3,0,66,0,1,False
2006-03-17,5,0,69,0,1,False
2006-03-18,4,0,86,0,0,False
2006-03-19,4,0,89,0,1,False
2006-03-20,3,0,68,1,1,False
2006-03-21,4,0,66,1,2,False
2006-03-22,4,0,65,0,2,False
2006-03-23,5,0,67,1,1,False
2006-03-24,4,0,67,0,1,False
2006-03-25,3,0,83,0,1,False
2006-03-26,4,0,84,0,2,False
2006-03-27,3,0,71,0,1,False
2006-03-28,5,0,63,0,1,False
2006-03-29,4,0,63,1,1,False
2006-03-30,4,0,66,0,1,False
2006-03-31,5,0,67,0,1,False
2006-04-01,4,0,83,0,0,False
2006-04-02,5,0,85,0,1,False
2006-04-03,3,0,69,0,2,False
2006-04-04,4,0,65,0,2,False
2006-04-05,4,0,63,0,2,False
2006-04-06,3,0,63,0,1,False
2006-04-07,3,0,67,0,1,False
2006-04-08,4,0,87,0,1,False
2006-04-09,5,0,86,0,1,False
2006-04-10,3,0,67,0,2,False
2006-04-11,3,0,64,0,2,False
2006-04-12,4,0,65,0,1,False
2006-04-13,3,0,65,0,2,False
2006-04-14,3,0,73,0,1,False
2006-04-15,4,0,83,0,1,False
2006-04-16,4,0,78,0,1,False
2006-04-17,4,0,65,0,2,False
2006-04-18,4,0,69,0,1,False
2006-04-19,3,0,61,0,2,False
2006-04-20,3,0,63,1,1,False
2006-04-21,4,0,63,0,1,False
2006-04-22,5,0,81,0,1,False
2006-04-23,4,0,79,0,0,False
2006-04-24,3,0,69,0,1,False
2006-04-25,3,0,64,1,1,False
2006-04-26,4,0,66,0,1,False
2006-04-27,3,0,60,0,1,False
2006-04-28,3,0,64,0,1,False
2006-04-29,5,0,84,0,1,False
2006-04-30,3,0,81,0,1,False
2006-05-01,4,0,69,0,1,False
2006-05-02,3,0,66,0,1,False
2006-05-03,3,0,64,0,0,False
2006-05-04,4,0,66,1,1,False
2006-05-05,3,0,66,1,1,False
2006-05-06,4,0,84,0,1,False
2006-05-07,4,0,83,0,0,False
2006-05-08,4,0,72,0,1,False
2006-05-09,3,0,67,0,2,False
2006-05-10,3,0,65,0,2,False
2006-05-11,4,0,64,0,1,False
2006-05-12,4,0,70,0,1,False
2006-05-13,4,0,94,0,0,False
2006-05-14,4,0,94,0,1,False
2006-05-15,4,0,72,0,1,False
2006-05-16,4,0,65,0,1,False
2006-05-17,3,0,63,0,1,False
2006-05-18,3,0,66,0,1,False
2006-05-19,4,0,70,0,1,False
2006-05-20,4,0,78,0,1,False
2006-05-21,3,0,82,0,0,False
2006-05-22,3,0,70,0,1,False
2006-05-23,3,0,69,0,1,False
2006-05-24,4,0,69,0,1,False
2006-05-25,4,0,71,1,1,False
2006-05-26,4,0,69,0,1,False
2006-05-27,4,0,89,0,0,False
2006-05-28,4,0,95,0,1,False
2006-05-29,3,0,85,0,0,False
2006-05-30,4,0,72,0,1,False
2006-05-31,3,0,66,0,1,False
2006-06-01,3,0,68,0,1,False
2006-06-02,4,0,69,0,1,False
2006-06-03,3,0,86,0,1,False
2006-06-04,4,0,90,0,0,False
2006-06-05,4,0,68,0,1,False
2006-06-06,3,0,71,0,1,False
2006-06-07,2,0,73,0,1,False
2006-06-08,3,0,73,0,2,False
2006-06-09,3,0,68,0,1,False
2006-06-10,4,0,85,0,0,False
2006-06-11,4,0,96,0,1,False
2006-06-12,3,0,78,0,1,False
2006-06-13,4,0,70,0,1,False
2006-06-14,3,0,71,0,1,False
2006-06-15,3,0,72,0,1,False
2006-06-16,3,0,71,0,1,False
2006-06-17,4,0,84,0,0,False
2006-06-18,4,0,96,0,1,False
2006-06-19,4,0,71,0,1,False
2006-06-20,4,0,71,1,1,False
2006-06-21,3,0,70,0,1,False
2006-06-22,3,0,70,1,1,False
2006-06-23,4,0,69,0,1,False
2006-06-24,4,0,87,0,1,False
2006-06-25,3,0,89,0,0,False
2006-06-26,3,0,78,0,1,False
2006-06-27,4,0,74,1,1,False
2006-06-28,3,0,71,1,1,False
2006-06-29,3,0,73,0,1,False
2006-06-30,5,0,70,0,1,False
2006-07-01,6,0,88,0,1,False
2006-07-02,6,0,92,0,0,False
2006-07-03,10,0,84,0,1,False
2006-07-04,8,0,86,0,0,False
2006-07-05,4,0,66,0,1,False
2006-07-06,3,0,71,0,1,False
2006-07-07,2,0,73,0,1,False
2006-07-08,4,0,87,0,0,False
2006-07-09,3,0,84,0,1,False
2006-07-10,4,0,70,0,1,False
2006-07-11,3,0,71,1,2,False
2006-07-12,3,0,70,0,1,False
2006-07-13,3,0,71,0,1,False
2006-07-14,3,0,68,0,1,False
2006-07-15,4,0,86,0,1,False
2006-07-16,2,0,93,0,0,False
2006-07-17,4,0,72,0,1,False
2006-07-18,4,0,74,1,1,False
2006-07-19,3,0,75,1,1,False
2006-07-20,3,0,70,0,1,False
2006-07-21,3,0,72,0,1,False
2006-07-22,3,0,92,0,1,False
2006-07-23,4,0,97,0,1,False
2006-07-24,3,0,75,0,1,False
2006-07-25,3,0,75,0,1,False
2006-07-26,3,0,69,0,1,False
2006-07-27,3,0,66,0,1,False
2006-07-28,3,0,75,0,1,False
2006-07-29,3,0,83,0,1,False
2006-07-30,4,0,100,0,0,False
2006-07-31,3,0,82,0,1,False
2006-08-01,2,0,75,1,1,False
2006-08-02,3,0,71,0,1,False
2006-08-03,3,0,77,0,1,False
2006-08-04,4,0,77,0,1,False
2006-08-05,4,0,88,0,1,False
2006-08-06,4,0,99,0,0,False
2006-08-07,3,0,78,0,1,False
2006-08-08,4,0,74,0,2,False
2006-08-09,3,0,75,0,1,False
2006-08-10,3,0,74,0,1,False
2006-08-11,3,0,76,0,1,False
2006-08-12,3,0,86,0,0,False
2006-08-13,4,0,86,0,1,False
2006-08-14,3,0,82,0,1,False
2006-08-15,4,0,76,0,1,False
2006-08-16,3,0,77,0,1,False
2006-08-17,4,0,68,0,1,False
2006-08-18,3,0,75,0,1,False
2006-08-19,4,0,86,0,0,False
2006-08-20,3,0,99,0,1,False
2006-08-21,4,0,72,0,1,False
2006-08-22,3,0,75,0,1,False
2006-08-23,3,0,73,0,1,False
2006-08-24,3,0,71,0,1,False
2006-08-25,3,0,73,0,1,False
2006-08-26,3,0,85,0,0,False
2006-08-27,3,0,88,0,0,False
2006-08-28,3,0,73,0,2,False
2006-08-29,2,0,80,0,1,False
2006-08-30,3,0,72,0,1,False
2006-08-31,4,0,70,0,1,False
2006-09-01,3,0,76,0,1,False
2006-09-02,4,0,85,0,1,False
2006-09-03,3,0,97,0,1,False
2006-09-04,3,0,89,0,0,False
2006-09-05,3,0,73,0,1,False
2006-09-06,3,0,67,1,1,False
2006-09-07,3,0,65,1,1,False
2006-09-08,3,0,73,0,1,False
2006-09-09,4,0,86,0,1,False
2006-09-10,3,0,91,0,0,False
2006-09-11,3,0,68,0,1,False
