date,charity,community,compensate,compensation,contribute,isPartial
2004-01-01,3,51,0,1,0,False
2004-01-02,4,74,0,2,1,False
2004-01-03,3,55,0,3,1,False
2004-01-04,3,54,0,4,0,False
2004-01-05,4,88,0,4,1,False
2004-01-06,4,100,0,5,0,False
2004-01-07,3,88,0,5,0,False
2004-01-08,2,80,0,4,0,False
2004-01-09,2,82,0,6,0,False
2004-01-10,2,57,0,2,1,False
2004-01-11,3,66,0,3,1,False
2004-01-12,4,84,0,5,1,False
2004-01-13,4,94,0,5,1,False
2004-01-14,4,82,0,4,1,False
2004-01-15,4,77,0,4,1,False
2004-01-16,2,67,0,4,1,False
2004-01-17,3,55,0,3,0,False
2004-01-18,2,50,0,3,1,False
2004-01-19,2,69,0,5,0,False
2004-01-20,3,81,0,6,0,False
2004-01-21,2,80,0,4,1,False
2004-01-22,2,72,0,5,1,False
2004-01-23,4,69,0,4,1,False
2004-01-24,3,54,0,2,0,False
2004-01-25,3,59,0,2,1,False
2004-01-26,3,80,0,6,0,False
2004-01-27,4,82,0,4,1,False
2004-01-28,3,77,0,5,0,False
2004-01-29,3,66,0,6,0,False
2004-01-30,3,64,0,4,0,False
2004-01-31,3,47,0,3,0,False
2004-02-01,2,53,0,3,0,False
2004-02-02,2,63,0,4,0,False
2004-02-03,2,68,0,4,0,False
2004-02-04,2,70,0,3,1,False
2004-02-05,4,62,0,5,0,False
2004-02-06,2,59,0,4,1,False
2004-02-07,3,44,0,1,0,False
2004-02-08,4,56,0,2,0,False
2004-02-09,3,65,0,6,0,False
2004-02-10,3,67,0,4,1,False
2004-02-11,3,67,0,4,0,False
2004-02-12,3,60,0,4,0,False
2004-02-13,3,62,0,3,1,False
2004-02-14,2,41,0,3,0,False
2004-02-15,3,51,0,2,0,False
2004-02-16,3,71,0,4,1,False
2004-02-17,3,71,0,5,0,False
2004-02-18,4,62,0,6,1,False
2004-02-19,4,64,0,4,0,False
2004-02-20,3,61,0,5,1,False
2004-02-21,2,50,0,2,1,False
2004-02-22,1,52,0,2,0,False
2004-02-23,4,66,0,4,0,False
2004-02-24,3,66,0,5,1,False
2004-02-25,3,67,0,4,0,False
2004-02-26,4,66,0,4,1,False
2004-02-27,6,67,0,4,0,False
2004-02-28,3,47,0,2,0,False
2004-02-29,3,43,0,3,0,False
2004-03-01,3,80,0,5,0,False
2004-03-02,4,71,0,5,1,False
2004-03-03,4,52,0,4,0,False
2004-03-04,4,70,0,7,1,False
2004-03-05,1,68,0,5,1,False
2004-03-06,2,52,0,3,1,False
2004-03-07,4,55,0,1,0,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,4,78,0,6,0,False
2004-03-11,3,52,0,5,1,False
2004-03-12,3,63,0,6,1,False
2004-03-13,4,53,0,4,0,False
2004-03-14,4,55,0,4,0,False
2004-03-15,3,80,0,4,0,False
2004-03-16,3,67,0,4,1,False
2004-03-17,3,69,0,2,1,False
2004-03-18,3,72,0,5,0,False
2004-03-19,2,60,0,3,1,False
2004-03-20,3,52,0,1,1,False
2004-03-21,3,52,0,3,0,False
2004-03-22,3,61,0,3,1,False
2004-03-23,0,0,0,0,0,True
2004-03-24,3,76,0,6,1,False
2004-03-25,3,57,0,3,0,False
2004-03-26,2,74,0,4,1,False
2004-03-27,3,57,0,3,1,False
2004-03-28,4,55,0,2,0,False
2004-03-29,3,85,0,6,0,False
2004-03-30,4,79,0,4,1,False
2004-03-31,2,72,0,5,0,False
2004-04-01,4,71,0,5,0,False
2004-04-02,4,68,0,6,1,False
2004-04-03,3,51,0,3,0,False
2004-04-04,3,53,0,2,1,False
2004-04-05,2,81,0,5,0,False
2004-04-06,3,77,0,6,1,False
2004-04-07,3,76,0,5,0,False
2004-04-08,2,74,0,6,0,False
2004-04-09,2,68,0,4,1,False
2004-04-10,2,52,0,3,0,False
2004-04-11,1,45,0,4,0,False
2004-04-12,0,0,0,0,0,True
2004-04-13,0,0,0,0,0,True
2004-04-14,4,69,0,4,0,False
2004-04-15,3,73,0,5,1,False
2004-04-16,4,71,0,5,0,False
2004-04-17,3,57,0,4,1,False
2004-04-18,3,55,0,4,0,False
2004-04-19,3,79,0,6,0,False
2004-04-20,3,77,0,7,0,False
2004-04-21,3,82,0,6,1,False
2004-04-22,2,74,0,4,1,False
2004-04-23,4,72,0,6,0,False
2004-04-24,3,51,0,2,0,False
2004-04-25,2,55,0,2,1,False
2004-04-26,3,87,0,4,0,False
2004-04-27,3,78,0,4,0,False
2004-04-28,4,69,0,4,1,False
2004-04-29,4,66,0,6,1,False
2004-04-30,4,74,0,4,1,False
2004-05-01,3,55,0,3,0,False
2004-05-02,3,60,0,3,1,False
2004-05-03,3,79,0,6,0,False
2004-05-04,4,76,0,4,1,False
2004-05-05,4,73,0,5,1,False
2004-05-06,3,75,0,4,0,False
2004-05-07,2,72,0,4,1,False
2004-05-08,3,52,0,3,0,False
2004-05-09,4,52,0,2,1,False
2004-05-10,5,82,0,3,0,False
2004-05-11,3,86,0,5,0,False
2004-05-12,3,71,0,4,1,False
2004-05-13,3,73,0,4,1,False
2004-05-14,4,71,0,4,0,False
2004-05-15,3,57,0,1,0,False
2004-05-16,2,61,0,3,1,False
2004-05-17,4,84,0,5,0,False
2004-05-18,3,82,0,5,0,False
2004-05-19,3,79,0,4,0,False
2004-05-20,2,68,0,6,0,False
2004-05-21,4,68,0,3,0,False
2004-05-22,2,50,0,3,1,False
2004-05-23,2,57,0,1,1,False
2004-05-24,3,86,0,3,0,False
2004-05-25,3,74,0,4,0,False
2004-05-26,3,71,0,4,0,False
2004-05-27,3,72,0,5,0,False
2004-05-28,3,65,0,4,0,False
2004-05-29,4,47,0,3,0,False
2004-05-30,4,51,0,1,1,False
2004-05-31,3,49,0,1,1,False
2004-06-01,3,76,0,5,0,False
2004-06-02,3,78,0,4,0,False
2004-06-03,2,76,0,6,0,False
2004-06-04,2,67,0,5,0,False
2004-06-05,3,52,0,2,0,False
2004-06-06,2,57,0,4,0,False
2004-06-07,2,81,0,3,0,False
2004-06-08,4,73,0,6,0,False
2004-06-09,3,72,0,4,1,False
2004-06-10,4,68,0,5,1,False
2004-06-11,3,65,0,4,0,False
2004-06-12,3,46,0,1,1,False
2004-06-13,3,51,0,3,0,False
2004-06-14,3,82,0,6,0,False
2004-06-15,2,71,0,6,0,False
2004-06-16,4,79,0,5,0,False
2004-06-17,3,70,0,6,0,False
2004-06-18,3,62,0,5,0,False
2004-06-19,3,47,0,3,0,False
2004-06-20,4,48,0,2,0,False
2004-06-21,4,75,0,4,0,False
2004-06-22,3,73,0,5,1,False
2004-06-23,4,79,0,4,0,False
2004-06-24,4,69,0,4,1,False
2004-06-25,2,70,0,3,0,False
2004-06-26,3,47,0,1,0,False
2004-06-27,3,57,0,2,0,False
2004-06-28,4,72,0,5,0,False
2004-06-29,5,74,0,5,0,False
2004-06-30,4,70,0,4,0,False
2004-07-01,2,66,0,4,1,False
2004-07-02,5,64,0,4,1,False
2004-07-03,3,46,0,1,1,False
2004-07-04,3,46,0,2,0,False
2004-07-05,3,56,0,2,0,False
2004-07-06,4,80,0,4,1,False
2004-07-07,4,64,0,5,0,False
2004-07-08,3,78,0,5,0,False
2004-07-09,3,67,0,4,1,False
2004-07-10,2,51,0,1,0,False
2004-07-11,4,58,0,2,0,False
2004-07-12,4,76,0,4,0,False
2004-07-13,4,74,0,5,0,False
2004-07-14,3,48,0,4,0,False
2004-07-15,3,70,0,6,1,False
2004-07-16,3,64,0,4,1,False
2004-07-17,2,58,0,3,0,False
2004-07-18,4,55,0,3,0,False
2004-07-19,4,74,0,6,1,False
2004-07-20,4,75,0,5,0,False
2004-07-21,4,72,0,6,1,False
2004-07-22,4,73,0,5,1,False
2004-07-23,5,68,0,4,1,False
2004-07-24,2,45,0,2,1,False
2004-07-25,3,47,0,2,0,False
2004-07-26,3,73,0,5,0,False
2004-07-27,3,72,0,5,1,False
2004-07-28,2,71,0,5,0,False
2004-07-29,3,71,0,4,1,False
2004-07-30,2,68,0,6,1,False
2004-07-31,2,42,0,4,0,False
2004-08-01,4,57,0,3,0,False
2004-08-02,3,74,0,5,0,False
2004-08-03,2,80,0,4,0,False
2004-08-04,4,76,0,5,0,False
2004-08-05,2,77,0,6,1,False
2004-08-06,4,68,0,4,0,False
2004-08-07,2,50,0,1,0,False
2004-08-08,2,55,0,2,0,False
2004-08-09,3,78,0,3,1,False
2004-08-10,4,82,0,5,1,False
2004-08-11,2,79,0,4,0,False
2004-08-12,4,69,0,5,0,False
2004-08-13,3,65,0,3,1,False
2004-08-14,2,49,0,2,0,False
2004-08-15,3,53,0,3,0,False
2004-08-16,4,83,0,4,0,False
2004-08-17,4,90,0,4,0,False
2004-08-18,4,84,0,5,0,False
2004-08-19,3,83,0,5,0,False
2004-08-20,3,68,0,5,0,False
2004-08-21,2,52,0,3,0,False
2004-08-22,4,68,0,3,0,False
2004-08-23,2,100,0,4,1,False
2004-08-24,3,88,0,3,0,False
2004-08-25,4,81,0,3,0,False
2004-08-26,3,73,0,4,0,False
2004-08-27,2,65,0,4,0,False
2004-08-28,2,53,0,2,0,False
2004-08-29,4,56,0,2,0,False
2004-08-30,4,82,0,4,1,False
2004-08-31,4,83,0,5,1,False
2004-09-01,3,70,0,5,0,False
2004-09-02,3,66,0,5,0,False
2004-09-03,2,55,0,4,0,False
2004-09-04,4,47,0,2,0,False
2004-09-05,2,50,0,2,0,False
2004-09-06,4,51,0,3,1,False
2004-09-07,3,85,0,4,0,False
2004-09-08,4,74,0,5,1,False
2004-09-09,4,68,0,5,0,False
2004-09-10,3,65,0,3,1,False
2004-09-11,3,54,0,3,0,False
2004-09-12,3,57,0,2,0,False
2004-09-13,4,74,0,4,1,False
