date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2015-08-02,2,5,50,0,5,False
2015-08-03,0,16,37,0,12,False
2015-08-04,1,18,35,0,16,False
2015-08-05,1,12,23,0,23,False
2015-08-06,1,16,40,0,10,False
2015-08-07,0,9,27,0,7,False
2015-08-08,1,7,43,0,10,False
2015-08-09,1,6,50,0,10,False
2015-08-10,1,17,71,0,16,False
2015-08-11,0,19,74,1,12,False
2015-08-12,1,13,35,0,12,False
2015-08-13,1,13,29,0,14,False
2015-08-14,1,20,36,0,7,False
2015-08-15,1,9,61,0,10,False
2015-08-16,0,1,40,0,8,False
2015-08-17,1,18,28,1,11,False
2015-08-18,2,16,32,0,15,False
2015-08-19,1,13,32,0,11,False
2015-08-20,2,21,23,1,11,False
2015-08-21,1,14,25,0,9,False
2015-08-22,2,5,28,0,5,False
2015-08-23,1,5,45,0,9,False
2015-08-24,1,19,23,0,13,False
2015-08-25,1,16,25,0,16,False
2015-08-26,2,21,25,0,15,False
2015-08-27,1,22,24,0,9,False
2015-08-28,1,16,27,0,14,False
2015-08-29,0,4,39,0,12,False
2015-08-30,2,7,39,0,15,False
2015-08-31,1,19,27,1,13,False
2015-09-01,1,24,27,1,17,False
2015-09-02,2,21,22,0,17,False
2015-09-03,2,32,29,0,11,False
2015-09-04,2,22,23,0,19,False
2015-09-05,0,5,29,0,12,False
2015-09-06,1,7,41,0,8,False
2015-09-07,3,13,32,0,13,False
2015-09-08,3,23,29,0,14,False
2015-09-09,2,30,23,1,17,False
2015-09-10,2,27,23,0,16,False
2015-09-11,1,27,39,0,12,False
2015-09-12,1,5,46,0,9,False
2015-09-13,1,9,41,0,18,False
2015-09-14,3,21,30,0,13,False
2015-09-15,2,33,23,0,12,False
2015-09-16,1,35,23,0,17,False
2015-09-17,4,29,28,0,14,False
2015-09-18,1,32,17,0,12,False
2015-09-19,2,10,90,0,10,False
2015-09-20,1,9,91,0,14,False
2015-09-21,1,27,27,0,23,False
2015-09-22,3,31,23,0,17,False
2015-09-23,2,30,24,0,22,False
2015-09-24,2,34,37,0,12,False
2015-09-25,1,27,27,0,13,False
2015-09-26,2,9,30,0,4,False
2015-09-27,2,7,42,0,9,False
2015-09-28,2,31,32,0,14,False
2015-09-29,2,37,26,0,15,False
2015-09-30,3,36,30,0,11,False
2015-10-01,1,38,33,1,17,False
2015-10-02,2,24,27,0,17,False
2015-10-03,0,7,51,0,5,False
2015-10-04,1,14,55,0,14,False
2015-10-05,4,41,32,0,13,False
2015-10-06,3,40,38,0,13,False
2015-10-07,3,46,27,0,16,False
2015-10-08,1,42,25,0,13,False
2015-10-09,2,36,33,0,11,False
2015-10-10,1,14,33,0,10,False
2015-10-11,1,16,43,0,15,False
2015-10-12,2,37,20,0,13,False
2015-10-13,2,39,29,0,18,False
2015-10-14,2,32,30,0,16,False
2015-10-15,1,37,32,0,13,False
2015-10-16,2,36,28,0,16,False
2015-10-17,2,6,35,0,9,False
2015-10-18,1,15,43,0,9,False
2015-10-19,4,35,63,0,13,False
2015-10-20,1,44,45,0,23,False
2015-10-21,3,43,40,0,16,False
2015-10-22,4,38,28,0,16,False
2015-10-23,2,28,29,0,13,False
2015-10-24,4,11,55,0,8,False
2015-10-25,1,17,45,0,10,False
2015-10-26,5,40,33,1,15,False
2015-10-27,3,46,42,0,14,False
2015-10-28,4,46,35,0,15,False
2015-10-29,3,38,32,0,14,False
2015-10-30,1,28,41,1,16,False
2015-10-31,1,9,57,0,11,False
2015-11-01,1,20,52,0,10,False
2015-11-02,2,48,45,0,16,False
2015-11-03,4,39,62,0,17,False
2015-11-04,3,38,38,0,14,False
2015-11-05,2,48,31,0,14,False
2015-11-06,1,42,31,0,17,False
2015-11-07,1,13,25,0,14,False
2015-11-08,1,15,27,0,7,False
2015-11-09,2,45,30,0,20,False
2015-11-10,3,50,25,0,17,False
2015-11-11,2,37,25,1,18,False
2015-11-12,3,53,27,0,12,False
