date,privileged,productive,productivity,profit,profitable,isPartial
2011-08-19,2,5,10,59,6,False
2011-08-20,1,3,5,46,4,False
2011-08-21,2,3,6,40,6,False
2011-08-22,2,4,7,57,6,False
2011-08-23,2,4,8,65,6,False
2011-08-24,3,4,8,66,5,False
2011-08-25,1,6,9,64,6,False
2011-08-26,1,3,7,54,4,False
2011-08-27,1,2,4,42,3,False
2011-08-28,2,2,4,49,3,False
2011-08-29,1,5,8,60,5,False
2011-08-30,2,5,9,71,7,False
2011-08-31,2,4,8,66,5,False
2011-09-01,1,5,12,65,4,False
2011-09-02,2,3,9,57,4,False
2011-09-03,0,5,6,41,4,False
2011-09-04,1,1,5,41,4,False
2011-09-05,0,5,8,49,5,False
2011-09-06,3,5,10,61,6,False
2011-09-07,2,4,12,65,5,False
2011-09-08,1,4,8,72,3,False
2011-09-09,1,4,7,68,5,False
2011-09-10,1,5,5,42,6,False
