date,privileged,productive,productivity,profit,profitable,isPartial
2010-12-15,4,5,8,63,5,False
2010-12-16,1,5,9,63,3,False
2010-12-17,2,6,5,57,4,False
2010-12-18,0,2,6,51,2,False
2010-12-19,0,1,5,35,4,False
2010-12-20,1,4,6,55,3,False
2010-12-21,2,2,3,53,6,False
2010-12-22,2,2,5,53,4,False
2010-12-23,1,2,3,43,3,False
2010-12-24,1,3,2,30,2,False
2010-12-25,0,2,3,18,4,False
2010-12-26,1,1,3,31,3,False
2010-12-27,1,2,7,43,5,False
2010-12-28,0,4,4,51,3,False
2010-12-29,1,3,6,54,6,False
2010-12-30,2,2,6,51,4,False
2010-12-31,1,4,7,35,3,False
2011-01-01,2,1,1,34,4,False
2011-01-02,1,3,7,45,7,False
2011-01-03,1,5,7,67,5,False
2011-01-04,2,3,8,76,2,False
2011-01-05,1,6,8,76,3,False
2011-01-06,2,3,9,71,4,False
2011-01-07,3,3,8,62,5,False
2011-01-08,2,3,5,51,3,False
2011-01-09,1,1,4,53,5,False
2011-01-10,1,2,7,75,6,False
2011-01-11,2,3,11,75,5,False
2011-01-12,3,4,8,64,5,False
2011-01-13,1,5,10,76,6,False
2011-01-14,2,4,10,78,6,False
2011-01-15,2,3,6,56,3,False
2011-01-16,1,1,7,47,5,False
2011-01-17,1,7,5,65,5,False
2011-01-18,3,7,9,79,6,False
2011-01-19,2,5,13,88,7,False
2011-01-20,2,4,10,88,4,False
2011-01-21,1,4,8,70,4,False
2011-01-22,0,3,6,51,5,False
2011-01-23,1,4,8,59,7,False
2011-01-24,0,5,10,86,6,False
2011-01-25,1,8,9,84,6,False
2011-01-26,3,2,9,86,5,False
2011-01-27,2,5,11,83,5,False
2011-01-28,2,7,9,88,4,False
2011-01-29,1,4,9,58,5,False
2011-01-30,1,4,9,65,5,False
2011-01-31,3,7,11,85,6,False
2011-02-01,1,2,10,86,3,False
2011-02-02,1,4,8,77,5,False
2011-02-03,2,4,9,82,6,False
2011-02-04,2,6,6,70,5,False
2011-02-05,1,4,5,62,4,False
2011-02-06,2,6,11,56,4,False
2011-02-07,3,6,13,85,7,False
2011-02-08,2,6,12,88,5,False
2011-02-09,2,5,12,88,4,False
2011-02-10,3,2,9,92,6,False
2011-02-11,1,4,9,70,4,False
2011-02-12,0,3,7,63,6,False
2011-02-13,1,7,8,65,6,False
2011-02-14,4,5,12,74,5,False
2011-02-15,4,6,7,82,6,False
2011-02-16,2,4,8,79,5,False
2011-02-17,2,4,8,82,7,False
2011-02-18,3,5,12,74,3,False
2011-02-19,2,4,6,55,6,False
2011-02-20,1,4,10,59,5,False
2011-02-21,2,4,8,78,6,False
2011-02-22,0,5,10,85,6,False
2011-02-23,3,5,10,96,6,False
2011-02-24,2,5,11,82,5,False
2011-02-25,2,4,10,75,6,False
2011-02-26,1,4,4,59,6,False
2011-02-27,1,4,9,65,6,False
2011-02-28,1,4,13,88,7,False
2011-03-01,3,5,12,85,5,False
2011-03-02,3,5,11,79,6,False
2011-03-03,4,5,11,83,4,False
2011-03-04,2,5,7,76,7,False
2011-03-05,1,1,7,61,6,False
2011-03-06,1,3,7,49,4,False
2011-03-07,2,5,10,88,5,False
2011-03-08,2,4,10,89,5,False
2011-03-09,2,4,13,86,4,False
2011-03-10,4,3,9,82,6,False
2011-03-11,2,4,8,70,4,False
2011-03-12,1,4,7,49,5,False
2011-03-13,1,5,6,59,6,False
2011-03-14,1,5,10,83,4,False
2011-03-15,1,4,10,80,5,False
2011-03-16,5,4,7,82,5,False
2011-03-17,2,5,11,79,3,False
2011-03-18,2,5,9,78,5,False
2011-03-19,1,3,5,48,4,False
2011-03-20,2,4,7,60,4,False
2011-03-21,2,5,12,78,6,False
2011-03-22,2,4,11,80,10,False
2011-03-23,2,4,8,83,7,False
2011-03-24,2,4,10,80,6,False
2011-03-25,1,6,8,74,3,False
2011-03-26,2,3,8,60,5,False
2011-03-27,2,3,7,55,6,False
2011-03-28,2,3,16,96,4,False
2011-03-29,2,5,15,83,4,False
2011-03-30,2,7,10,81,5,False
2011-03-31,1,3,10,80,3,False
2011-04-01,2,5,6,65,4,False
2011-04-02,1,3,7,51,4,False
2011-04-03,1,4,6,61,5,False
2011-04-04,2,4,11,81,5,False
2011-04-05,2,5,9,90,5,False
2011-04-06,4,4,13,86,3,False
2011-04-07,1,4,9,72,3,False
2011-04-08,2,5,8,79,5,False
2011-04-09,2,5,4,55,4,False
2011-04-10,2,6,9,55,2,False
2011-04-11,1,7,11,82,6,False
2011-04-12,3,5,9,96,5,False
2011-04-13,3,5,11,80,5,False
2011-04-14,1,5,8,82,6,False
2011-04-15,1,5,10,69,5,False
2011-04-16,1,4,4,56,5,False
2011-04-17,2,5,5,67,4,False
2011-04-18,3,4,10,85,5,False
2011-04-19,2,6,11,80,6,False
2011-04-20,3,5,10,87,3,False
2011-04-21,0,6,10,80,7,False
2011-04-22,2,2,8,63,4,False
2011-04-23,2,2,9,58,5,False
2011-04-24,2,3,6,58,6,False
2011-04-25,3,3,10,76,6,False
2011-04-26,2,6,12,100,8,False
2011-04-27,2,4,10,84,7,False
2011-04-28,2,7,12,83,4,False
2011-04-29,3,4,9,60,4,False
2011-04-30,1,2,8,52,7,False
2011-05-01,2,3,9,58,5,False
2011-05-02,2,4,12,73,4,False
2011-05-03,2,7,14,85,7,False
2011-05-04,1,6,12,83,3,False
2011-05-05,3,7,11,77,3,False
2011-05-06,2,4,12,64,4,False
2011-05-07,2,3,7,50,5,False
2011-05-08,2,4,5,45,6,False
2011-05-09,4,5,11,77,4,False
2011-05-10,2,5,13,76,5,False
2011-05-11,1,8,9,75,7,False
2011-05-12,3,5,10,77,5,False
2011-05-13,2,4,8,67,5,False
2011-05-14,1,4,5,46,4,False
2011-05-15,1,2,8,56,5,False
2011-05-16,1,4,9,77,6,False
2011-05-17,2,6,8,82,6,False
2011-05-18,2,3,13,85,7,False
2011-05-19,3,4,12,73,5,False
2011-05-20,2,5,10,60,4,False
2011-05-21,1,3,5,48,3,False
2011-05-22,1,3,8,60,2,False
2011-05-23,2,4,9,69,5,False
2011-05-24,1,5,9,69,4,False
2011-05-25,1,3,9,69,6,False
2011-05-26,2,4,10,64,4,False
2011-05-27,2,5,7,64,3,False
2011-05-28,0,3,7,37,2,False
2011-05-29,2,4,3,39,3,False
2011-05-30,1,3,6,51,6,False
2011-05-31,2,1,8,63,3,False
2011-06-01,2,5,10,69,5,False
2011-06-02,1,4,7,76,3,False
2011-06-03,2,4,6,63,4,False
2011-06-04,1,2,4,39,4,False
2011-06-05,1,3,7,44,7,False
2011-06-06,1,5,11,67,3,False
2011-06-07,1,3,5,70,3,False
2011-06-08,2,4,9,80,4,False
2011-06-09,2,3,10,66,3,False
2011-06-10,2,5,5,63,6,False
2011-06-11,2,3,7,50,1,False
2011-06-12,2,2,8,52,5,False
2011-06-13,0,5,7,62,6,False
2011-06-14,1,4,10,73,4,False
2011-06-15,2,4,9,72,5,False
2011-06-16,2,4,10,76,6,False
2011-06-17,3,3,7,62,6,False
2011-06-18,2,2,4,45,7,False
2011-06-19,3,2,2,43,5,False
2011-06-20,4,5,8,75,4,False
2011-06-21,1,5,7,71,4,False
2011-06-22,2,6,7,70,6,False
2011-06-23,3,3,9,66,4,False
2011-06-24,2,3,7,56,3,False
2011-06-25,0,3,3,41,3,False
2011-06-26,2,2,5,49,7,False
2011-06-27,1,4,6,66,5,False
2011-06-28,2,6,8,70,5,False
2011-06-29,1,4,10,75,3,False
2011-06-30,3,6,7,67,5,False
2011-07-01,2,6,8,69,4,False
2011-07-02,2,4,6,39,3,False
2011-07-03,2,3,4,38,5,False
2011-07-04,1,3,7,49,6,False
2011-07-05,2,5,8,66,7,False
2011-07-06,2,3,6,73,4,False
2011-07-07,2,5,11,71,7,False
2011-07-08,2,6,8,63,4,False
2011-07-09,1,4,4,42,3,False
2011-07-10,0,5,9,48,5,False
2011-07-11,1,5,9,67,4,False
2011-07-12,1,2,8,71,4,False
2011-07-13,2,5,10,75,5,False
2011-07-14,3,5,8,66,5,False
2011-07-15,3,4,5,59,2,False
2011-07-16,1,2,4,38,3,False
2011-07-17,1,4,5,47,7,False
2011-07-18,2,3,4,66,6,False
2011-07-19,2,6,7,78,7,False
2011-07-20,3,3,8,82,5,False
2011-07-21,2,4,5,62,5,False
2011-07-22,1,5,7,62,4,False
2011-07-23,2,1,3,50,3,False
2011-07-24,1,4,5,49,4,False
2011-07-25,3,3,6,69,5,False
2011-07-26,1,4,8,78,4,False
2011-07-27,1,4,7,73,4,False
2011-07-28,2,2,8,70,3,False
2011-07-29,2,5,8,63,5,False
2011-07-30,0,2,5,49,6,False
2011-07-31,1,5,7,50,5,False
2011-08-01,2,6,7,63,6,False
2011-08-02,2,6,9,62,3,False
2011-08-03,2,3,8,66,4,False
2011-08-04,1,4,9,64,5,False
2011-08-05,2,6,7,65,6,False
2011-08-06,1,2,4,49,7,False
2011-08-07,1,4,5,43,6,False
2011-08-08,2,5,8,65,6,False
2011-08-09,1,3,7,65,6,False
2011-08-10,1,3,7,70,4,False
2011-08-11,1,3,7,61,5,False
2011-08-12,2,3,7,59,4,False
2011-08-13,0,5,4,42,4,False
2011-08-14,2,2,6,44,5,False
2011-08-15,1,3,7,68,6,False
2011-08-16,2,3,6,59,5,False
2011-08-17,0,4,9,58,5,False
2011-08-18,1,4,8,68,6,False
