date,bargain,benefactor,beneficiary,benefit,benevolence,isPartial
2016-07-08,15,2,5,60,0,False
2016-07-09,17,1,4,40,2,False
2016-07-10,19,1,2,54,1,False
2016-07-11,16,1,11,66,1,False
2016-07-12,16,2,7,72,2,False
2016-07-13,12,1,8,65,1,False
2016-07-14,12,1,8,64,1,False
2016-07-15,16,1,5,58,1,False
2016-07-16,17,1,4,45,2,False
2016-07-17,19,1,3,51,1,False
2016-07-18,17,1,8,71,2,False
2016-07-19,13,1,8,61,1,False
2016-07-20,16,2,10,64,1,False
2016-07-21,15,1,9,56,1,False
2016-07-22,17,0,6,64,0,False
2016-07-23,16,1,4,45,1,False
2016-07-24,18,2,3,47,1,False
2016-07-25,16,1,8,64,1,False
2016-07-26,17,1,9,65,0,False
2016-07-27,17,2,6,66,1,False
2016-07-28,15,1,5,66,1,False
2016-07-29,15,0,6,60,1,False
2016-07-30,17,2,5,46,1,False
2016-07-31,24,3,5,46,1,False
2016-08-01,15,1,6,64,2,False
2016-08-02,13,1,9,62,1,False
2016-08-03,18,1,6,67,1,False
2016-08-04,14,0,6,63,1,False
2016-08-05,15,1,8,58,1,False
2016-08-06,16,1,5,44,1,False
2016-08-07,16,1,5,42,1,False
2016-08-08,14,1,5,63,2,False
2016-08-09,15,2,9,62,1,False
2016-08-10,16,1,8,64,1,False
2016-08-11,14,2,6,59,1,False
2016-08-12,15,0,6,60,1,False
2016-08-13,19,1,3,41,0,False
2016-08-14,22,2,4,40,1,False
2016-08-15,14,1,10,60,1,False
2016-08-16,14,1,9,59,1,False
2016-08-17,14,1,7,69,1,False
2016-08-18,16,1,10,65,1,False
2016-08-19,12,1,7,56,1,False
2016-08-20,18,1,4,39,1,False
2016-08-21,15,1,4,40,1,False
2016-08-22,15,1,11,64,1,False
2016-08-23,16,0,9,69,2,False
2016-08-24,13,2,6,69,2,False
2016-08-25,16,1,10,67,2,False
2016-08-26,17,2,7,65,1,False
2016-08-27,18,1,3,50,0,False
2016-08-28,21,1,5,50,2,False
2016-08-29,14,1,8,70,2,False
2016-08-30,16,2,7,76,2,False
2016-08-31,16,2,7,75,2,False
2016-09-01,16,2,6,70,2,False
2016-09-02,17,1,7,68,1,False
2016-09-03,16,2,4,41,1,False
2016-09-04,17,1,3,45,1,False
2016-09-05,18,2,4,43,1,False
2016-09-06,14,1,8,74,2,False
2016-09-07,13,1,7,76,3,False
2016-09-08,15,1,7,77,2,False
2016-09-09,17,2,7,71,2,False
2016-09-10,19,0,4,48,0,False
2016-09-11,15,1,4,53,1,False
2016-09-12,16,2,6,75,2,False
2016-09-13,13,2,6,71,2,False
2016-09-14,14,1,9,74,2,False
2016-09-15,16,1,7,74,1,False
2016-09-16,15,2,7,64,3,False
2016-09-17,15,1,5,51,2,False
2016-09-18,16,1,4,56,1,False
2016-09-19,17,2,9,73,2,False
2016-09-20,15,2,8,74,3,False
2016-09-21,14,3,8,82,1,False
2016-09-22,15,2,7,81,3,False
2016-09-23,15,3,8,73,2,False
2016-09-24,13,9,4,52,1,False
2016-09-25,17,9,3,54,2,False
2016-09-26,16,6,7,70,3,False
