date,hustle,hustler,inflation,jobless,laid,isPartial
2012-07-23,15,16,27,0,22,False
2012-07-24,15,18,24,1,24,False
2012-07-25,18,19,19,1,21,False
2012-07-26,22,20,28,4,24,False
2012-07-27,14,18,23,2,25,False
2012-07-28,19,24,18,0,21,False
2012-07-29,18,31,20,2,19,False
2012-07-30,20,23,25,0,22,False
2012-07-31,13,17,23,2,23,False
2012-08-01,14,23,27,1,24,False
2012-08-02,15,22,25,3,24,False
2012-08-03,14,23,25,4,21,False
2012-08-04,13,27,17,1,21,False
2012-08-05,13,27,19,1,21,False
2012-08-06,16,23,21,1,20,False
2012-08-07,13,20,24,0,22,False
2012-08-08,13,19,20,1,21,False
2012-08-09,17,20,25,4,18,False
2012-08-10,13,19,20,3,22,False
2012-08-11,18,26,21,1,20,False
2012-08-12,21,28,20,2,26,False
2012-08-13,13,20,22,0,25,False
2012-08-14,10,21,24,1,23,False
2012-08-15,17,22,24,1,24,False
2012-08-16,12,19,24,5,23,False
2012-08-17,19,25,24,4,20,False
2012-08-18,16,24,22,3,18,False
2012-08-19,13,18,23,0,23,False
2012-08-20,13,20,24,1,25,False
2012-08-21,15,16,23,0,19,False
2012-08-22,14,17,23,2,22,False
2012-08-23,15,20,27,4,28,False
2012-08-24,16,21,23,1,23,False
2012-08-25,20,27,22,2,23,False
2012-08-26,17,23,22,0,24,False
2012-08-27,11,16,29,0,25,False
2012-08-28,16,20,30,1,23,False
2012-08-29,18,16,25,2,22,False
2012-08-30,16,22,31,3,22,False
2012-08-31,14,19,25,1,24,False
2012-09-01,13,22,19,1,19,False
2012-09-02,21,26,15,1,24,False
2012-09-03,21,25,27,2,22,False
2012-09-04,22,17,35,2,22,False
2012-09-05,19,22,32,1,27,False
2012-09-06,18,16,38,4,24,False
2012-09-07,15,17,27,8,27,False
2012-09-08,16,23,26,1,18,False
2012-09-09,21,30,29,2,31,False
2012-09-10,14,21,36,1,20,False
2012-09-11,19,22,28,1,26,False
2012-09-12,16,17,34,1,24,False
2012-09-13,14,22,42,4,22,False
2012-09-14,17,16,42,3,24,False
2012-09-15,20,22,35,1,22,False
2012-09-16,19,17,27,0,23,False
2012-09-17,13,18,42,1,23,False
2012-09-18,18,17,37,1,23,False
2012-09-19,20,19,41,2,21,False
2012-09-20,17,17,39,3,24,False
2012-09-21,16,21,36,2,22,False
2012-09-22,19,20,28,1,24,False
2012-09-23,19,22,25,1,18,False
2012-09-24,13,16,30,2,23,False
2012-09-25,15,16,34,1,25,False
2012-09-26,18,16,34,2,22,False
2012-09-27,17,21,36,4,23,False
2012-09-28,16,20,27,3,26,False
2012-09-29,18,20,23,1,24,False
2012-09-30,17,19,32,1,27,False
2012-10-01,14,23,36,2,20,False
2012-10-02,16,20,40,1,27,False
2012-10-03,15,24,37,1,25,False
2012-10-04,14,19,39,3,22,False
2012-10-05,12,21,28,22,20,False
2012-10-06,15,28,23,6,20,False
2012-10-07,17,28,24,4,20,False
2012-10-08,14,19,34,4,25,False
2012-10-09,18,16,38,1,17,False
2012-10-10,25,19,33,1,21,False
2012-10-11,18,19,39,15,20,False
2012-10-12,17,19,26,6,21,False
2012-10-13,30,20,25,2,16,False
2012-10-14,23,21,27,1,26,False
2012-10-15,19,22,34,2,24,False
2012-10-16,24,17,42,3,21,False
2012-10-17,19,16,32,3,23,False
2012-10-18,14,18,37,10,21,False
2012-10-19,15,16,35,5,25,False
2012-10-20,20,24,28,1,20,False
2012-10-21,15,16,28,2,23,False
2012-10-22,13,20,32,1,25,False
2012-10-23,17,15,34,2,17,False
2012-10-24,18,21,42,1,23,False
2012-10-25,16,20,34,5,22,False
2012-10-26,15,18,29,4,20,False
2012-10-27,15,23,23,0,21,False
2012-10-28,14,25,20,1,16,False
2012-10-29,11,20,26,0,23,False
2012-10-30,17,18,35,1,25,False
2012-10-31,15,18,32,1,22,False
2012-11-01,14,14,36,7,27,False
2012-11-02,18,19,31,9,17,False
2012-11-03,20,19,25,2,21,False
2012-11-04,16,19,24,1,22,False
2012-11-05,12,19,33,2,25,False
2012-11-06,19,13,31,1,19,False
2012-11-07,16,18,33,2,23,False
2012-11-08,14,17,39,3,24,False
2012-11-09,16,21,31,3,28,False
2012-11-10,17,23,22,2,22,False
2012-11-11,17,22,30,1,23,False
2012-11-12,13,15,30,1,26,False
2012-11-13,21,16,35,1,18,False
2012-11-14,16,14,43,1,22,False
2012-11-15,15,25,39,14,24,False
2012-11-16,15,19,39,5,25,False
2012-11-17,16,26,21,3,26,False
2012-11-18,17,21,29,2,19,False
2012-11-19,14,16,33,2,20,False
2012-11-20,20,19,33,2,22,False
2012-11-21,15,18,34,3,17,False
2012-11-22,20,18,22,2,15,False
2012-11-23,15,23,21,0,14,False
2012-11-24,16,23,23,1,20,False
2012-11-25,19,24,31,1,23,False
2012-11-26,18,15,34,1,21,False
2012-11-27,20,17,38,1,21,False
2012-11-28,21,19,38,2,24,False
2012-11-29,19,17,37,4,19,False
2012-11-30,16,17,39,2,25,False
2012-12-01,26,18,25,1,26,False
2012-12-02,16,22,31,1,26,False
2012-12-03,16,19,39,2,21,False
2012-12-04,16,14,36,3,21,False
2012-12-05,17,16,38,1,22,False
2012-12-06,15,15,40,2,25,False
2012-12-07,24,17,36,2,26,False
2012-12-08,19,26,25,1,26,False
2012-12-09,21,16,31,1,22,False
2012-12-10,18,23,37,1,23,False
2012-12-11,19,17,42,1,21,False
2012-12-12,22,16,37,1,17,False
2012-12-13,17,16,33,2,23,False
2012-12-14,18,16,30,2,21,False
2012-12-15,23,19,21,0,20,False
2012-12-16,24,19,25,1,22,False
2012-12-17,20,14,30,1,22,False
2012-12-18,32,18,37,1,19,False
2012-12-19,26,13,30,1,21,False
2012-12-20,21,20,31,3,22,False
2012-12-21,22,18,20,1,21,False
2012-12-22,24,22,19,1,19,False
2012-12-23,30,23,19,0,21,False
2012-12-24,25,20,17,1,19,False
2012-12-25,28,17,21,0,20,False
2012-12-26,19,23,20,1,16,False
2012-12-27,18,19,21,3,18,False
2012-12-28,17,25,22,1,22,False
2012-12-29,14,23,21,1,18,False
2012-12-30,16,24,20,0,24,False
2012-12-31,16,18,22,0,23,False
2013-01-01,17,20,19,1,19,False
2013-01-02,17,15,25,1,24,False
2013-01-03,15,18,30,2,21,False
2013-01-04,17,16,27,2,24,False
2013-01-05,19,24,22,1,19,False
2013-01-06,20,20,22,1,21,False
2013-01-07,20,19,33,0,25,False
2013-01-08,16,18,29,0,21,False
2013-01-09,15,18,26,1,22,False
2013-01-10,16,19,31,3,22,False
2013-01-11,15,17,34,2,19,False
2013-01-12,20,23,23,1,23,False
2013-01-13,18,17,29,1,21,False
2013-01-14,17,15,34,1,24,False
2013-01-15,23,18,31,1,25,False
2013-01-16,16,15,30,1,22,False
2013-01-17,12,19,36,2,24,False
2013-01-18,20,16,29,3,24,False
2013-01-19,22,20,25,0,21,False
2013-01-20,20,19,21,1,18,False
2013-01-21,15,17,27,1,24,False
2013-01-22,16,17,30,1,19,False
2013-01-23,12,18,32,0,21,False
2013-01-24,11,16,31,4,24,False
2013-01-25,14,19,24,2,23,False
2013-01-26,25,20,21,1,20,False
2013-01-27,23,21,34,1,24,False
2013-01-28,11,15,28,1,19,False
2013-01-29,16,19,38,2,24,False
2013-01-30,18,17,35,1,22,False
