date,bankrupt,bankruptcy,costliness,costly,default
2004-06-05,0.0,57.0167333835,0,0.0,83.0207849432
2004-06-06,8.56841413693,39.7389353885,0,5.29285714286,86.5535843025
2004-06-07,17.1368282739,69.11119198,0,0.0,111.283179817
2004-06-08,4.28420706846,95.0278889724,0,7.93928571429,113.049579497
2004-06-09,34.2736565477,93.3001091729,0,2.64642857143,114.815979177
2004-06-10,17.1368282739,89.8445495739,0,2.64642857143,86.5535843025
2004-06-11,0.0,76.0223111779,0,0.0,118.348778536
2004-06-12,21.4210353423,29.3722565915,0,0.0,84.7871846229
2004-06-13,21.4210353423,63.9278525815,0,5.29285714286,77.7215859043
2004-06-14,12.8526212054,93.3001091729,0,2.64642857143,102.451181419
2004-06-15,29.9894494793,127.855705163,0,0.0,146.61117341
2004-06-16,21.4210353423,93.3001091729,0,2.64642857143,139.545574692
2004-06-17,29.9894494793,93.3001091729,0,0.0,128.947176614
2004-06-18,29.9894494793,91.5723293734,0,0.0,141.311974371
2004-06-19,0.0,46.6500545865,0,0.0,74.188786545
2004-06-20,0.0,53.5611737845,0,0.0,67.1231878264
2004-06-21,38.5578636162,82.9334303759,0,0.0,95.3855827007
2004-06-22,29.9894494793,82.9334303759,0,0.0,136.012775332
2004-06-23,21.4210353423,91.5723293734,0,0.0,116.582378856
2004-06-24,12.8526212054,107.122347569,0,0.0,128.947176614
2004-06-25,29.9894494793,91.5723293734,0,0.0,113.049579497
2004-06-26,0.0,32.8278161905,0,0.0,79.4879855839
2004-06-27,21.4210353423,74.2945313784,0,0.0,93.6191830211
2004-06-28,4.28420706846,110.577907168,0,0.0,88.3199839821
2004-06-29,0.0,89.8445495739,0,0.0,123.647977575
2004-06-30,17.1368282739,117.489026366,0,2.64642857143,162.508770527
2004-07-01,42.8420706846,82.9334303759,0,0.0,160.742370847
2004-07-02,51.4104848216,91.5723293734,0,0.0,104.217581099
2004-07-03,42.8420706846,65.655632381,0,0.0,75.9551862246
2004-07-04,12.8526212054,32.8278161905,0,0.0,79.4879855839
2004-07-05,8.56841413693,65.655632381,0,0.0,105.983980779
2004-07-06,38.5578636162,115.761246566,0,0.0,120.115178216
2004-07-07,12.8526212054,129.583484962,0,2.64642857143,128.947176614
2004-07-08,12.8526212054,134.766824361,0,0.0,95.3855827007
2004-07-09,4.28420706846,103.66678797,0,0.0,155.443171809
2004-07-10,0.0,57.0167333835,0,0.0,107.750380458
2004-07-11,21.4210353423,48.377834386,0,0.0,70.6559871857
2004-07-12,0.0,101.93900817,0,7.93928571429,127.180776934
2004-07-13,12.8526212054,96.7556687719,0,0.0,141.311974371
2004-07-14,0.0,91.5723293734,0,0.0,174.873568285
2004-07-15,17.1368282739,126.127925363,0,0.0,120.115178216
2004-07-16,12.8526212054,65.655632381,0,0.0,144.844773731
2004-07-17,0.0,51.833393985,0,0.0,81.2543852636
2004-07-18,29.9894494793,39.7389353885,0,5.29285714286,109.516780138
2004-07-19,4.28420706846,110.577907168,0,0.0,120.115178216
2004-07-20,42.8420706846,93.3001091729,0,2.64642857143,114.815979177
2004-07-21,4.28420706846,74.2945313784,0,0.0,144.844773731
2004-07-22,17.1368282739,120.944585965,0,7.93928571429,98.91838206
2004-07-23,12.8526212054,79.4778707769,0,2.64642857143,150.14397277
2004-07-24,8.56841413693,39.7389353885,0,0.0,120.115178216
2004-07-25,8.56841413693,65.655632381,0,0.0,49.45919103
2004-07-26,12.8526212054,86.3889899749,0,0.0,137.779175012
2004-07-27,34.2736565477,108.850127368,0,2.64642857143,141.311974371
2004-07-28,17.1368282739,108.850127368,0,0.0,95.3855827007
2004-07-29,4.28420706846,98.4834485714,0,2.64642857143,134.246375653
2004-07-30,17.1368282739,77.7500909774,0,7.93928571429,151.910372449
2004-07-31,21.4210353423,36.2833757895,0,0.0,114.815979177
2004-08-01,21.4210353423,55.288953584,0,0.0,105.983980779
2004-08-02,17.1368282739,103.66678797,0,7.93928571429,118.348778536
2004-08-03,34.2736565477,105.394567769,0,0.0,136.012775332
2004-08-04,4.28420706846,72.5667515789,0,2.64642857143,148.37757309
2004-08-05,21.4210353423,77.7500909774,0,2.64642857143,114.815979177
2004-08-06,4.28420706846,89.8445495739,0,0.0,114.815979177
2004-08-07,21.4210353423,57.0167333835,0,0.0,74.188786545
2004-08-08,8.56841413693,32.8278161905,0,0.0,104.217581099
2004-08-09,38.5578636162,101.93900817,0,0.0,104.217581099
2004-08-10,21.4210353423,108.850127368,0,0.0,123.647977575
2004-08-11,17.1368282739,84.6612101754,0,2.64642857143,134.246375653
2004-08-12,17.1368282739,96.7556687719,0,0.0,98.91838206
2004-08-13,25.7052424108,74.2945313784,0,0.0,123.647977575
2004-08-14,17.1368282739,55.288953584,0,0.0,75.9551862246
2004-08-15,21.4210353423,43.1944949875,0,0.0,75.9551862246
2004-08-16,12.8526212054,91.5723293734,0,2.64642857143,120.115178216
2004-08-17,12.8526212054,105.394567769,0,2.64642857143,125.414377255
2004-08-18,12.8526212054,105.394567769,0,2.64642857143,114.815979177
2004-08-19,29.9894494793,115.761246566,0,0.0,130.713576294
2004-08-20,29.9894494793,112.305686967,0,0.0,134.246375653
2004-08-21,8.56841413693,48.377834386,0,0.0,100.68478174
2004-08-22,0.0,62.200072782,0,0.0,83.0207849432
2004-08-23,17.1368282739,96.7556687719,0,0.0,104.217581099
2004-08-24,21.4210353423,79.4778707769,0,0.0,143.078374051
2004-08-25,17.1368282739,103.66678797,0,0.0,109.516780138
2004-08-26,4.28420706846,93.3001091729,0,0.0,123.647977575
2004-08-27,21.4210353423,88.1167697744,0,0.0,151.910372449
2004-08-28,0.0,36.2833757895,0,0.0,83.0207849432
2004-08-29,8.56841413693,76.0223111779,0,0.0,65.3567881468
2004-08-30,21.4210353423,81.2056505764,0,2.64642857143,104.217581099
2004-08-31,8.56841413693,96.7556687719,0,0.0,123.647977575
2004-09-01,29.9894494793,81.2056505764,0,0.0,134.246375653
2004-09-02,29.9894494793,84.6612101754,0,2.64642857143,134.246375653
2004-09-03,29.9894494793,101.93900817,0,0.0,95.3855827007
2004-09-04,8.56841413693,70.8389717795,0,0.0,84.7871846229
2004-09-05,0.0,46.6500545865,0,0.0,95.3855827007
2004-09-06,8.56841413693,48.377834386,0,0.0,63.5903884671
2004-09-07,34.2736565477,81.2056505764,0,0.0,102.451181419
2004-09-08,38.5578636162,98.4834485714,0,2.64642857143,121.881577895
2004-09-09,34.2736565477,88.1167697744,0,0.0,100.68478174
2004-09-10,38.5578636162,84.6612101754,0,2.64642857143,134.246375653
2004-09-11,14.8477934503,51.833393985,0,0.0,96.1192846929
2004-09-12,18.5597418128,48.377834386,0,0.0,82.6625848359
2004-09-13,33.4075352631,122.672365764,0,3.52857142857,128.799841488
2004-09-14,18.5597418128,88.1167697744,0,3.52857142857,117.265527325
2004-09-15,18.5597418128,88.1167697744,0,0.0,128.799841488
2004-09-16,7.42389672514,82.9334303759,0,0.0,113.420755938
2004-09-17,11.1358450877,89.8445495739,0,0.0,84.5849705297
2004-09-18,7.42389672514,44.922274787,0,0.0,84.5849705297
2004-09-19,0.0,31.100036391,0,5.29285714286,101.886441774
2004-09-20,11.1358450877,91.5723293734,0,0.0,103.808827468
2004-09-21,3.71194836257,89.8445495739,0,0.0,94.196898999
2004-09-22,37.1194836257,105.394567769,0,0.0,140.334155652
2004-09-23,22.2716901754,117.489026366,0,0.0,98.0416703867
2004-09-24,25.983638538,82.9334303759,0,0.0,113.420755938
2004-09-25,14.8477934503,55.288953584,0,0.0,82.6625848359
2004-09-26,7.42389672514,62.200072782,0,0.0,76.8954277543
2004-09-27,25.983638538,92.2236087842,0,1.76428571429,80.740199142
2004-09-28,29.6955869005,80.1944424211,0,1.76428571429,115.343141631
2004-09-29,22.2716901754,94.2284698448,0,1.76428571429,78.8178134482
2004-09-30,14.8477934503,114.27708045,0,0.0,96.1192846929
2004-10-01,7.42389672514,62.1506928763,0,0.0,128.799841488
2004-10-02,33.4075352631,50.1215265132,0,0.0,92.2745133052
2004-10-03,11.1358450877,38.09236015,0,0.0,99.9640560806
2004-10-04,14.8477934503,94.2284698448,0,0.0,105.731213162
2004-10-05,18.5597418128,100.243053026,0,1.76428571429,132.644612876
2004-10-06,22.2716901754,118.286802571,0,3.52857142857,107.653598856
2004-10-07,14.8477934503,118.286802571,0,0.0,117.265527325
2004-10-08,7.42389672514,92.2236087842,0,0.0,132.644612876
2004-10-09,18.5597418128,62.1506928763,0,0.0,51.9044137342
2004-10-10,14.8477934503,64.1555539369,0,0.0,121.110298713
2004-10-11,7.42389672514,74.1798592395,0,1.76428571429,94.196898999
2004-10-12,0.0,32.0777769684,0,0.0,86.5073562236
2004-10-13,11.1358450877,110.267358329,0,0.0,123.032684407
2004-10-14,14.8477934503,86.2090256026,0,1.76428571429,99.9640560806
2004-10-15,11.1358450877,74.1798592395,0,0.0,111.498370244
2004-10-16,7.42389672514,28.0680548474,0,0.0,90.3521276113
2004-10-17,18.5597418128,54.1312486342,0,0.0,51.9044137342
2004-10-18,25.983638538,80.1944424211,0,1.76428571429,86.5073562236
2004-10-19,11.1358450877,100.243053026,0,0.0,96.1192846929
2004-10-20,22.2716901754,106.257636208,0,0.0,99.9640560806
2004-10-21,18.5597418128,96.2333309053,0,0.0,101.886441774
2004-10-22,22.2716901754,96.2333309053,0,0.0,117.265527325
2004-10-23,0.0,42.1020822711,0,0.0,109.57598455
2004-10-24,18.5597418128,56.1361096947,0,0.0,88.4297419174
2004-10-25,3.71194836257,96.2333309053,0,0.0,98.0416703867
2004-10-26,11.1358450877,72.174998179,0,1.76428571429,124.955070101
2004-10-27,22.2716901754,126.306246813,0,0.0,109.57598455
2004-10-28,37.1194836257,134.325691055,0,3.52857142857,90.3521276113
2004-10-29,33.4075352631,80.1944424211,0,0.0,67.283499285
2004-10-30,0.0,30.0729159079,0,0.0,82.6625848359
2004-10-31,18.5597418128,52.1263875737,0,0.0,92.2745133052
2004-11-01,14.8477934503,82.1993034816,0,0.0,107.653598856
2004-11-02,18.5597418128,82.1993034816,0,0.0,101.886441774
2004-11-03,11.1358450877,86.2090256026,0,0.0,84.5849705297
2004-11-04,7.42389672514,80.1944424211,0,0.0,117.265527325
2004-11-05,22.2716901754,102.247914087,0,3.52857142857,92.2745133052
2004-11-06,11.1358450877,30.0729159079,0,3.52857142857,73.0506563666
2004-11-07,7.42389672514,46.1118043921,0,3.52857142857,88.4297419174
2004-11-08,40.8314319883,60.1458318158,0,0.0,78.8178134482
2004-11-09,0.0,0.0,0,0.0,0.0
2004-11-10,0.0,72.174998179,0,0.0,117.265527325
2004-11-11,11.1358450877,72.174998179,0,1.76428571429,98.0416703867
2004-11-12,14.8477934503,86.2090256026,0,0.0,90.3521276113
2004-11-13,25.983638538,58.1409707553,0,3.52857142857,123.032684407
2004-11-14,11.1358450877,58.1409707553,0,0.0,76.8954277543
2004-11-15,11.1358450877,98.2381919658,0,1.76428571429,84.5849705297
2004-11-16,18.5597418128,98.2381919658,0,8.82142857143,90.3521276113
2004-11-17,22.2716901754,106.257636208,0,1.76428571429,105.731213162
2004-11-18,14.8477934503,76.1847203,0,1.76428571429,103.808827468
2004-11-19,11.1358450877,48.1166654526,0,0.0,134.56699857
2004-11-20,29.6955869005,80.1944424211,0,0.0,76.8954277543
2004-11-21,18.5597418128,82.1993034816,0,5.29285714286,65.3611135912
2004-11-22,7.42389672514,86.2090256026,0,0.0,92.2745133052
2004-11-23,29.6955869005,96.2333309053,0,1.76428571429,101.886441774
2004-11-24,14.8477934503,64.1555539369,0,1.76428571429,86.5073562236
2004-11-25,0.0,86.2090256026,0,0.0,113.420755938
2004-11-26,7.42389672514,36.0874990895,0,0.0,103.808827468
2004-11-27,7.42389672514,54.1312486342,0,3.52857142857,98.0416703867
2004-11-28,29.6955869005,38.09236015,0,0.0,53.826799428
2004-11-29,18.5597418128,100.243053026,0,1.76428571429,92.2745133052
2004-11-30,14.8477934503,86.2090256026,0,0.0,107.653598856
2004-12-01,22.2716901754,94.2284698448,0,3.52857142857,73.0506563666
2004-12-02,11.1358450877,90.2187477237,0,0.0,113.420755938
2004-12-03,25.983638538,104.252775147,0,0.0,128.799841488
2004-12-04,7.42389672514,56.1361096947,0,3.52857142857,105.731213162
2004-12-05,29.6955869005,46.1118043921,0,0.0,49.9820280403
2004-12-06,29.6955869005,102.247914087,0,3.52857142857,107.653598856
2004-12-07,14.8477934503,104.252775147,0,0.0,107.653598856
2004-12-08,22.2716901754,106.257636208,0,1.76428571429,123.032684407
2004-12-09,14.8477934503,62.1506928763,0,5.29285714286,96.1192846929
2004-12-10,11.1358450877,82.1993034816,0,0.0,84.5849705297
2004-12-11,22.2716901754,58.1409707553,0,0.0,90.3521276113
2004-12-12,11.1358450877,80.1944424211,0,0.0,86.5073562236
2004-12-13,14.8477934503,64.1555539369,0,0.0,109.57598455
2004-12-14,11.1358450877,98.2381919658,0,0.0,119.187913019
2004-12-15,14.8477934503,114.27708045,0,0.0,113.420755938
2004-12-16,14.8477934503,64.1555539369,0,0.0,126.877455795
2004-12-17,3.71194836257,76.1847203,0,0.0,99.9640560806
2004-12-18,11.1358450877,82.1993034816,0,0.0,90.3521276113
2004-12-19,7.42389672514,30.0729159079,0,0.0,76.8954277543
2004-12-20,25.983638538,74.1798592395,0,1.76428571429,99.9640560806
2004-12-21,3.71194836257,88.2138866632,0,0.0,96.1192846929
2004-12-22,7.42389672514,88.2138866632,0,0.0,111.498370244
2004-12-23,11.1358450877,60.1458318158,0,0.0,98.0416703867
2004-12-24,18.5597418128,46.1118043921,0,0.0,121.110298713
2004-12-25,18.5597418128,24.0583327263,0,0.0,80.740199142
2004-12-26,0.0,70.1701371184,0,0.0,55.7491851219
2004-12-27,3.71194836257,62.1506928763,0,1.76428571429,71.1282706727
2004-12-28,11.1358450877,72.174998179,0,1.76428571429,130.722227182
2004-12-29,11.1358450877,100.243053026,0,1.76428571429,130.722227182
2004-12-30,7.42389672514,76.1847203,0,0.0,98.0416703867
2004-12-31,11.1358450877,84.2041645421,0,0.0,46.1372566526
2005-01-01,18.5597418128,38.09236015,0,5.29285714286,71.1282706727
2005-01-02,7.42389672514,62.1506928763,0,0.0,92.2745133052
2005-01-03,14.8477934503,86.2090256026,0,0.0,71.1282706727
2005-01-04,14.8477934503,112.272219389,0,0.0,124.955070101
2005-01-05,11.1358450877,116.281941511,0,0.0,109.57598455
2005-01-06,29.6955869005,112.272219389,0,1.76428571429,88.4297419174
2005-01-07,14.8477934503,78.1895813605,0,0.0,107.653598856
2005-01-08,25.983638538,46.1118043921,0,0.0,113.420755938
2005-01-09,3.71194836257,50.1215265132,0,0.0,73.0506563666
2005-01-10,7.42389672514,78.1895813605,0,0.0,103.808827468
2005-01-11,11.1358450877,98.2381919658,0,1.76428571429,96.1192846929
2005-01-12,22.2716901754,100.243053026,0,3.52857142857,117.265527325
2005-01-13,11.1358450877,74.1798592395,0,0.0,130.722227182
2005-01-14,18.5597418128,72.174998179,0,0.0,146.101312733
2005-01-15,11.1358450877,56.1361096947,0,0.0,86.5073562236
2005-01-16,0.0,68.1652760579,0,1.76428571429,84.5849705297
2005-01-17,14.8477934503,70.1701371184,0,0.0,113.420755938
2005-01-18,22.2716901754,96.2333309053,0,0.0,107.653598856
2005-01-19,14.8477934503,92.2236087842,0,1.76428571429,113.420755938
2005-01-20,7.42389672514,84.2041645421,0,1.76428571429,84.5849705297
2005-01-21,7.42389672514,80.1944424211,0,0.0,113.420755938
2005-01-22,14.8477934503,52.1263875737,0,0.0,98.0416703867
2005-01-23,3.71194836257,60.1458318158,0,0.0,49.9820280403
2005-01-24,25.983638538,102.247914087,0,3.52857142857,98.0416703867
2005-01-25,11.1358450877,88.2138866632,0,0.0,128.799841488
2005-01-26,11.1358450877,90.2187477237,0,1.76428571429,119.187913019
2005-01-27,11.1358450877,92.2236087842,0,0.0,92.2745133052
2005-01-28,11.1358450877,62.1506928763,0,0.0,124.955070101
2005-01-29,11.1358450877,54.1312486342,0,0.0,107.653598856
2005-01-30,0.0,58.1409707553,0,1.76428571429,86.5073562236
2005-01-31,14.8477934503,80.1944424211,0,0.0,107.653598856
2005-02-01,7.42389672514,90.2187477237,0,1.76428571429,109.57598455
2005-02-02,25.983638538,122.296524692,0,0.0,88.4297419174
2005-02-03,18.5597418128,110.267358329,0,0.0,103.808827468
2005-02-04,0.0,92.2236087842,0,0.0,109.57598455
2005-02-05,22.2716901754,46.1118043921,0,1.76428571429,103.808827468
2005-02-06,11.1358450877,54.1312486342,0,1.76428571429,88.4297419174
2005-02-07,11.1358450877,82.1993034816,0,1.76428571429,101.886441774
2005-02-08,7.42389672514,72.174998179,0,1.76428571429,92.2745133052
2005-02-09,11.1358450877,90.2187477237,0,0.0,98.0416703867
2005-02-10,14.8477934503,76.1847203,0,1.76428571429,117.265527325
2005-02-11,11.1358450877,88.2138866632,0,3.52857142857,117.265527325
2005-02-12,0.0,54.1312486342,0,0.0,96.1192846929
2005-02-13,0.0,48.1166654526,0,0.0,63.4387278973
2005-02-14,7.42389672514,92.2236087842,0,1.76428571429,105.731213162
2005-02-15,11.1358450877,98.2381919658,0,0.0,111.498370244
2005-02-16,11.1358450877,106.257636208,0,3.52857142857,111.498370244
2005-02-17,11.1358450877,96.2333309053,0,0.0,105.731213162
2005-02-18,25.983638538,88.2138866632,0,1.76428571429,124.955070101
2005-02-19,3.71194836257,68.1652760579,0,0.0,82.6625848359
