date,inexpensive,inherit,invaluable,legal,lucrative
2004-02-26,9.96184987911,1.43178695286,0.0,114.923361008,0.0
2004-02-27,8.71661864422,1.43178695286,0.0,109.578088403,0.0
2004-02-28,7.47138740933,1.43178695286,0.0,78.8427709242,0.0
2004-02-29,0.0,0.0,0.0,77.506452773,0.0
2004-03-01,12.4523123489,0.0,0.0,113.587042857,0.0
2004-03-02,12.4523123489,2.86357390572,0.0,112.250724706,0.0
2004-03-03,4.98092493956,5.72714781145,0.0,76.1701346217,0.0
2004-03-04,14.9427748187,5.72714781145,0.0,97.5512250418,0.0
2004-03-05,16.1880060536,12.8860825758,0.0,112.250724706,0.0
2004-03-06,3.73569370467,0.0,0.0,76.1701346217,0.0
2004-03-07,17.4332372884,0.0,0.0,68.1522257142,0.0
2004-03-08,0.0,0.0,0.0,0.0,0.0
2004-03-09,0.0,0.0,0.0,0.0,0.0
2004-03-10,12.4523123489,4.29536085859,0.0,133.631815126,0.0
2004-03-11,11.207081114,2.86357390572,0.0,86.8606798318,0.0
2004-03-12,14.9427748187,0.0,0.0,106.905452101,0.0
2004-03-13,11.207081114,4.29536085859,0.0,80.1790890755,0.0
2004-03-14,12.4523123489,2.86357390572,0.0,81.5154072267,0.0
2004-03-15,8.71661864422,1.43178695286,0.0,106.905452101,0.0
2004-03-16,9.96184987911,2.86357390572,0.0,113.587042857,0.0
2004-03-17,17.4332372884,2.86357390572,0.0,102.896497647,0.0
2004-03-18,11.207081114,2.86357390572,0.0,93.5422705881,0.0
2004-03-19,7.47138740933,1.43178695286,0.0,96.2149068906,0.0
2004-03-20,14.9427748187,1.43178695286,0.0,81.5154072267,0.0
2004-03-21,9.96184987911,0.0,0.0,92.2059524368,0.0
2004-03-22,6.22615617445,0.0,0.0,89.5333161343,0.0
2004-03-23,0.0,0.0,0.0,0.0,0.0
2004-03-24,4.98092493956,1.43178695286,0.0,133.631815126,0.0
2004-03-25,16.1880060536,5.72714781145,0.0,100.223861344,0.0
2004-03-26,4.98092493956,1.43178695286,0.0,100.223861344,0.0
2004-03-27,4.98092493956,2.86357390572,0.0,101.560179496,0.0
2004-03-28,8.71661864422,1.43178695286,0.0,89.5333161343,0.0
2004-03-29,7.47138740933,5.72714781145,0.0,108.241770252,0.0
2004-03-30,9.96184987911,1.43178695286,0.0,116.259679159,0.0
2004-03-31,8.71661864422,2.86357390572,0.0,116.259679159,0.0
2004-04-01,6.22615617445,0.0,0.0,106.905452101,0.0
2004-04-02,7.47138740933,2.86357390572,0.0,90.8696342855,0.0
2004-04-03,9.96184987911,0.0,0.0,86.8606798318,0.0
2004-04-04,12.4523123489,0.0,0.0,93.5422705881,0.0
2004-04-05,4.98092493956,0.0,0.0,98.8875431931,0.0
2004-04-06,7.47138740933,1.43178695286,0.0,110.914406554,0.0
2004-04-07,9.96184987911,1.43178695286,0.0,104.232815798,0.0
2004-04-08,12.4523123489,1.43178695286,0.0,96.2149068906,0.0
2004-04-09,7.47138740933,0.0,0.0,96.2149068906,0.0
2004-04-10,16.1880060536,1.43178695286,0.0,84.1880435293,0.0
2004-04-11,3.73569370467,0.0,0.0,84.1880435293,0.0
2004-04-12,0.0,0.0,0.0,0.0,0.0
2004-04-13,0.0,0.0,0.0,0.0,0.0
2004-04-14,8.71661864422,4.29536085859,0.0,82.851725378,0.0
2004-04-15,4.98092493956,4.29536085859,0.0,98.8875431931,0.0
2004-04-16,9.96184987911,1.43178695286,0.0,98.8875431931,0.0
2004-04-17,6.22615617445,1.43178695286,0.0,70.8248620167,0.0
2004-04-18,7.47138740933,4.29536085859,0.0,97.5512250418,0.0
2004-04-19,13.6975435838,1.43178695286,0.0,102.896497647,0.0
2004-04-20,11.207081114,1.43178695286,0.0,98.8875431931,0.0
2004-04-21,7.47138740933,1.43178695286,0.0,116.259679159,0.0
2004-04-22,3.73569370467,2.86357390572,0.0,104.232815798,0.0
2004-04-23,11.207081114,1.43178695286,0.0,100.223861344,0.0
2004-04-24,4.98092493956,1.43178695286,0.0,84.1880435293,0.0
2004-04-25,12.4523123489,2.86357390572,0.0,74.8338164704,0.0
2004-04-26,11.207081114,2.86357390572,0.0,106.905452101,0.0
2004-04-27,9.96184987911,1.43178695286,0.0,104.232815798,0.0
2004-04-28,11.207081114,1.43178695286,0.0,94.8785887393,0.0
2004-04-29,8.71661864422,2.86357390572,0.0,92.2059524368,0.0
2004-04-30,14.9427748187,1.43178695286,0.0,84.1880435293,0.0
2004-05-01,6.22615617445,1.43178695286,0.0,62.8069531091,0.0
2004-05-02,8.71661864422,1.43178695286,0.0,78.8427709242,0.0
2004-05-03,11.207081114,2.86357390572,0.0,90.8696342855,0.0
2004-05-04,18.6784685233,1.43178695286,0.0,106.905452101,0.0
2004-05-05,3.73569370467,2.86357390572,0.0,97.5512250418,0.0
2004-05-06,11.207081114,1.43178695286,0.0,118.932315462,0.0
2004-05-07,3.73569370467,1.43178695286,0.0,88.196997983,0.0
2004-05-08,9.96184987911,0.0,0.0,69.4885438654,0.0
2004-05-09,18.6784685233,2.86357390572,0.0,70.8248620167,0.0
2004-05-10,6.22615617445,0.0,0.0,96.2149068906,0.0
2004-05-11,12.4523123489,2.86357390572,0.0,122.941269916,0.0
2004-05-12,11.207081114,2.86357390572,0.0,98.8875431931,0.0
2004-05-13,9.96184987911,1.43178695286,0.0,94.8785887393,0.0
2004-05-14,6.22615617445,5.72714781145,0.0,98.8875431931,0.0
2004-05-15,11.207081114,1.43178695286,0.0,57.4616805041,0.0
2004-05-16,11.207081114,0.0,0.0,88.196997983,0.0
2004-05-17,7.47138740933,1.43178695286,0.0,96.2149068906,0.0
2004-05-18,16.1880060536,2.86357390572,0.0,96.2149068906,0.0
2004-05-19,7.47138740933,0.0,0.0,116.259679159,0.0
2004-05-20,9.96184987911,2.86357390572,0.0,100.223861344,0.0
2004-05-21,11.207081114,4.29536085859,0.0,89.5333161343,0.0
2004-05-22,6.22615617445,2.86357390572,0.0,80.1790890755,0.0
2004-05-23,17.4332372884,1.43178695286,0.0,85.5243616805,0.0
2004-05-24,8.71661864422,0.0,0.0,113.587042857,0.0
2004-05-25,8.71661864422,1.43178695286,0.0,104.232815798,0.0
2004-05-26,13.6975435838,0.0,0.0,112.250724706,0.0
2004-05-27,4.98092493956,2.86357390572,0.0,93.5422705881,0.0
2004-05-28,8.71661864422,1.43178695286,0.0,93.5422705881,0.0
2004-05-29,3.73569370467,1.43178695286,0.0,58.7979986554,0.0
2004-05-30,14.9427748187,0.0,0.0,74.8338164704,0.0
2004-05-31,12.4523123489,2.86357390572,0.0,80.1790890755,0.0
2004-06-01,7.47138740933,4.29536085859,0.0,104.232815798,0.0
2004-06-02,4.98092493956,2.86357390572,0.0,108.241770252,0.0
2004-06-03,11.207081114,0.0,0.0,94.8785887393,0.0
2004-06-04,16.1880060536,5.72714781145,0.0,110.914406554,0.0
2004-06-05,7.47138740933,2.86357390572,0.0,81.5154072267,0.0
2004-06-06,9.96184987911,1.43178695286,0.0,62.8069531091,0.0
2004-06-07,6.22615617445,2.86357390572,0.0,101.560179496,0.0
2004-06-08,8.71661864422,1.43178695286,0.0,112.250724706,0.0
2004-06-09,7.47138740933,1.43178695286,0.0,120.268633613,0.0
2004-06-10,9.96184987911,5.72714781145,0.0,126.95022437,0.0
2004-06-11,12.4523123489,1.43178695286,0.0,100.223861344,0.0
2004-06-12,4.98092493956,0.0,0.0,76.1701346217,0.0
2004-06-13,19.9236997582,1.43178695286,0.0,100.223861344,0.0
2004-06-14,6.22615617445,1.43178695286,0.0,98.8875431931,0.0
2004-06-15,9.96184987911,1.43178695286,0.0,100.223861344,0.0
2004-06-16,8.71661864422,1.43178695286,0.0,100.223861344,0.0
2004-06-17,9.96184987911,1.43178695286,0.0,84.1880435293,0.0
2004-06-18,6.22615617445,1.43178695286,0.0,93.5422705881,0.0
2004-06-19,11.207081114,0.0,0.0,85.5243616805,0.0
2004-06-20,8.71661864422,1.43178695286,0.0,74.8338164704,0.0
2004-06-21,16.1880060536,0.0,0.0,108.241770252,0.0
2004-06-22,11.207081114,1.43178695286,0.0,112.250724706,0.0
2004-06-23,9.96184987911,1.43178695286,0.0,94.8785887393,0.0
2004-06-24,8.71661864422,1.43178695286,0.0,114.923361008,0.0
2004-06-25,16.1880060536,1.43178695286,0.0,93.5422705881,0.0
2004-06-26,13.6975435838,2.86357390572,0.0,72.1611801679,0.0
2004-06-27,12.4523123489,2.86357390572,0.0,84.1880435293,0.0
2004-06-28,6.22615617445,1.43178695286,0.0,104.232815798,0.0
2004-06-29,4.98092493956,1.43178695286,0.0,120.268633613,0.0
2004-06-30,11.207081114,2.86357390572,0.0,113.587042857,0.0
2004-07-01,8.71661864422,1.43178695286,0.0,98.8875431931,0.0
2004-07-02,8.71661864422,0.0,0.0,85.5243616805,0.0
2004-07-03,9.96184987911,1.43178695286,0.0,62.8069531091,0.0
2004-07-04,2.49046246978,0.0,0.0,85.5243616805,0.0
2004-07-05,9.96184987911,1.43178695286,0.0,98.8875431931,0.0
2004-07-06,7.47138740933,0.0,0.0,108.241770252,0.0
2004-07-07,12.4523123489,1.43178695286,0.0,112.250724706,0.0
2004-07-08,7.47138740933,2.86357390572,0.0,114.923361008,0.0
2004-07-09,12.4523123489,1.43178695286,0.0,109.578088403,0.0
2004-07-10,17.4332372884,1.43178695286,0.0,78.8427709242,0.0
2004-07-11,11.207081114,0.0,0.0,102.896497647,0.0
2004-07-12,8.71661864422,1.43178695286,0.0,102.896497647,0.0
2004-07-13,14.9427748187,2.86357390572,0.0,97.5512250418,0.0
2004-07-14,16.1880060536,0.0,0.0,78.8427709242,0.0
2004-07-15,4.98092493956,2.86357390572,0.0,126.95022437,0.0
2004-07-16,6.22615617445,2.86357390572,0.0,93.5422705881,0.0
2004-07-17,7.47138740933,1.43178695286,0.0,74.8338164704,0.0
2004-07-18,11.207081114,0.0,0.0,85.5243616805,0.0
2004-07-19,8.71661864422,2.86357390572,0.0,109.578088403,0.0
2004-07-20,11.207081114,1.43178695286,0.0,114.923361008,0.0
2004-07-21,17.4332372884,2.86357390572,0.0,101.560179496,0.0
2004-07-22,11.207081114,2.86357390572,0.0,121.604951764,0.0
2004-07-23,4.98092493956,1.43178695286,0.0,100.223861344,0.0
2004-07-24,13.6975435838,1.43178695286,0.0,78.8427709242,0.0
2004-07-25,7.47138740933,0.0,0.0,70.8248620167,0.0
2004-07-26,8.71661864422,1.43178695286,0.0,112.250724706,0.0
2004-07-27,11.207081114,1.43178695286,0.0,101.560179496,0.0
2004-07-28,11.207081114,0.0,0.0,93.5422705881,0.0
2004-07-29,9.96184987911,1.43178695286,0.0,106.905452101,0.0
2004-07-30,9.96184987911,2.86357390572,0.0,101.560179496,0.0
2004-07-31,8.71661864422,0.0,0.0,89.5333161343,0.0
2004-08-01,8.71661864422,1.43178695286,0.0,81.5154072267,0.0
2004-08-02,11.207081114,2.86357390572,0.0,89.5333161343,0.0
2004-08-03,12.4523123489,2.86357390572,0.0,96.2149068906,0.0
2004-08-04,12.4523123489,0.0,0.0,101.560179496,0.0
2004-08-05,8.71661864422,4.29536085859,0.0,98.8875431931,0.0
2004-08-06,1.24523123489,1.43178695286,0.0,96.2149068906,0.0
2004-08-07,13.6975435838,1.43178695286,0.0,82.851725378,0.0
2004-08-08,13.6975435838,1.43178695286,0.0,81.5154072267,0.0
2004-08-09,7.47138740933,0.0,0.0,108.241770252,0.0
2004-08-10,9.96184987911,4.29536085859,0.0,124.277588067,0.0
2004-08-11,6.22615617445,1.43178695286,0.0,108.241770252,0.0
2004-08-12,11.207081114,0.0,0.0,120.268633613,0.0
2004-08-13,12.4523123489,0.0,0.0,82.851725378,0.0
2004-08-14,16.1880060536,1.43178695286,0.0,82.851725378,0.0
2004-08-15,3.73569370467,1.43178695286,0.0,54.7890442016,0.0
2004-08-16,8.71661864422,1.43178695286,0.0,97.5512250418,0.0
2004-08-17,8.71661864422,1.43178695286,0.0,98.8875431931,0.0
2004-08-18,12.4523123489,1.43178695286,0.0,118.932315462,0.0
2004-08-19,13.6975435838,1.43178695286,0.0,100.223861344,0.0
2004-08-20,8.71661864422,0.0,0.0,81.5154072267,0.0
2004-08-21,9.96184987911,0.0,0.0,73.4974983192,0.0
2004-08-22,8.71661864422,2.86357390572,0.0,84.1880435293,0.0
2004-08-23,12.4523123489,1.43178695286,0.0,108.241770252,0.0
2004-08-24,7.47138740933,2.86357390572,0.0,110.914406554,0.0
2004-08-25,12.4523123489,2.86357390572,0.0,112.250724706,0.0
2004-08-26,12.4523123489,1.43178695286,0.0,109.578088403,0.0
2004-08-27,13.6975435838,1.43178695286,0.0,102.896497647,0.0
2004-08-28,9.96184987911,0.0,0.0,85.5243616805,0.0
2004-08-29,12.4523123489,1.43178695286,0.0,85.5243616805,0.0
2004-08-30,13.6975435838,1.43178695286,0.0,110.914406554,0.0
2004-08-31,11.207081114,1.43178695286,0.0,110.914406554,0.0
2004-09-01,12.4523123489,2.86357390572,0.0,105.569133949,0.0
2004-09-02,13.6975435838,1.43178695286,0.0,114.923361008,0.0
2004-09-03,9.96184987911,2.86357390572,0.0,90.8696342855,0.0
2004-09-04,8.71661864422,0.0,0.0,94.8785887393,0.0
2004-09-05,12.4523123489,0.0,0.0,80.1790890755,0.0
2004-09-06,9.96184987911,1.43178695286,0.0,89.5333161343,0.0
2004-09-07,7.47138740933,1.43178695286,0.0,94.8785887393,0.0
2004-09-08,8.71661864422,1.43178695286,0.0,109.578088403,0.0
2004-09-09,3.73569370467,1.43178695286,0.0,97.5512250418,0.0
2004-09-10,8.71661864422,1.43178695286,0.0,94.8785887393,0.0
2004-09-11,4.98092493956,1.82781313131,0.0,76.1701346217,0.0
2004-09-12,17.4332372884,0.0,0.0,73.4974983192,0.0
2004-09-13,7.47138740933,1.82781313131,0.0,122.941269916,0.0
2004-09-14,9.96184987911,1.82781313131,0.0,110.914406554,0.0
2004-09-15,7.47138740933,1.82781313131,0.0,105.569133949,0.0
2004-09-16,7.47138740933,0.0,0.0,112.250724706,0.0
2004-09-17,6.22615617445,0.0,0.0,86.8606798318,0.0
2004-09-18,7.47138740933,1.82781313131,0.0,74.8338164704,0.0
2004-09-19,9.96184987911,1.82781313131,0.0,76.1701346217,0.0
2004-09-20,4.98092493956,1.82781313131,0.0,106.905452101,0.0
2004-09-21,14.9427748187,3.65562626263,0.0,105.569133949,0.0
2004-09-22,9.96184987911,1.82781313131,0.0,110.914406554,0.0
2004-09-23,7.47138740933,1.82781313131,0.0,109.578088403,0.0
2004-09-24,8.71661864422,1.82781313131,0.0,93.5422705881,0.0
2004-09-25,11.207081114,1.82781313131,0.0,89.5333161343,0.0
2004-09-26,14.9427748187,0.0,0.0,78.8427709242,0.0
2004-09-27,15.6070216788,0.0,0.0,111.128842996,0.0
2004-09-28,9.93174106832,0.0,0.0,106.742178141,0.0
2004-09-29,11.3505612209,0.0,0.0,114.053286233,0.0
2004-09-30,8.5129209157,1.82781313131,0.0,105.279956523,0.0
2004-10-01,9.93174106832,3.65562626263,0.0,100.893291668,0.0
2004-10-02,11.3505612209,0.0,0.0,77.4977457736,0.0
2004-10-03,15.6070216788,1.82781313131,0.0,92.1199619573,0.0
2004-10-04,5.67528061047,1.82781313131,0.0,125.75105918,0.0
2004-10-05,12.7693813736,0.0,0.0,115.515507851,0.0
2004-10-06,9.93174106832,0.0,0.0,97.9688484308,0.0
2004-10-07,7.09410076309,1.82781313131,0.0,122.826615943,0.0
2004-10-08,8.5129209157,3.65562626263,0.0,100.893291668,0.0
2004-10-09,12.7693813736,0.0,0.0,93.5821835757,0.0
2004-10-10,15.6070216788,0.0,0.0,73.1110809185,0.0
2004-10-11,12.7693813736,1.82781313131,0.0,114.053286233,0.0
2004-10-12,8.5129209157,10.9668787879,0.0,125.75105918,0.0
2004-10-13,8.5129209157,0.0,0.0,114.053286233,0.0
2004-10-14,14.1882015262,0.0,0.0,127.213280798,0.0
2004-10-15,5.67528061047,1.82781313131,0.0,108.204399759,0.0
2004-10-16,7.09410076309,0.0,0.0,73.1110809185,0.0
2004-10-17,8.5129209157,1.82781313131,0.0,96.5066268124,0.0
2004-10-18,12.7693813736,1.82781313131,0.0,108.204399759,0.0
2004-10-19,7.09410076309,1.82781313131,0.0,111.128842996,0.0
2004-10-20,9.93174106832,0.0,0.0,100.893291668,0.0
2004-10-21,8.5129209157,1.82781313131,0.0,103.817734904,0.0
2004-10-22,14.1882015262,1.82781313131,0.0,114.053286233,0.0
2004-10-23,2.83764030523,1.82781313131,0.0,76.0355241552,0.0
2004-10-24,12.7693813736,0.0,0.0,92.1199619573,0.0
2004-10-25,7.09410076309,3.65562626263,0.0,124.288837561,0.0
2004-10-26,7.09410076309,3.65562626263,0.0,108.204399759,0.0
2004-10-27,8.5129209157,1.82781313131,0.0,116.97772947,0.0
2004-10-28,9.93174106832,0.0,0.0,105.279956523,0.0
2004-10-29,14.1882015262,7.31125252525,0.0,71.6488593001,0.0
2004-10-30,8.5129209157,0.0,0.0,95.044405194,0.0
2004-10-31,7.09410076309,1.82781313131,0.0,80.4221890103,0.0
2004-11-01,11.3505612209,3.65562626263,0.0,124.288837561,0.0
2004-11-02,7.09410076309,0.0,0.0,95.044405194,0.0
2004-11-03,7.09410076309,1.82781313131,0.0,83.3466322471,0.0
2004-11-04,9.93174106832,3.65562626263,0.0,112.591064614,0.0
2004-11-05,12.7693813736,1.82781313131,0.0,97.9688484308,0.0
2004-11-06,12.7693813736,5.48343939394,0.0,84.8088538654,0.0
2004-11-07,7.09410076309,3.65562626263,0.0,90.6577403389,0.0
2004-11-08,9.93174106832,3.65562626263,0.0,125.75105918,0.0
2004-11-09,0.0,0.0,0.0,0.0,0.0
2004-11-10,5.67528061047,1.82781313131,0.0,106.742178141,0.0
2004-11-11,7.09410076309,1.82781313131,0.0,103.817734904,0.0
2004-11-12,9.93174106832,0.0,0.0,111.128842996,0.0
2004-11-13,7.09410076309,0.0,0.0,71.6488593001,0.0
2004-11-14,19.8634821366,1.82781313131,0.0,81.8844106287,0.0
2004-11-15,11.3505612209,1.82781313131,0.0,114.053286233,0.0
2004-11-16,9.93174106832,0.0,0.0,103.817734904,0.0
2004-11-17,8.5129209157,1.82781313131,0.0,121.364394325,0.0
2004-11-18,11.3505612209,0.0,0.0,111.128842996,0.0
2004-11-19,4.25646045785,0.0,0.0,103.817734904,0.0
2004-11-20,18.444661984,1.82781313131,0.0,83.3466322471,0.0
2004-11-21,12.7693813736,3.65562626263,0.0,83.3466322471,0.0
2004-11-22,8.5129209157,3.65562626263,0.0,111.128842996,0.0
2004-11-23,7.09410076309,1.82781313131,0.0,111.128842996,0.0
2004-11-24,8.5129209157,3.65562626263,0.0,89.1955187206,0.0
2004-11-25,11.3505612209,1.82781313131,0.0,71.6488593001,0.0
2004-11-26,14.1882015262,0.0,0.0,80.4221890103,0.0
2004-11-27,8.5129209157,1.82781313131,0.0,81.8844106287,0.0
2004-11-28,11.3505612209,1.82781313131,0.0,67.262194445,0.0
2004-11-29,9.93174106832,1.82781313131,0.0,119.902172706,0.0
2004-11-30,11.3505612209,1.82781313131,0.0,111.128842996,0.0
2004-12-01,4.25646045785,3.65562626263,0.0,99.4310700491,0.0
2004-12-02,7.09410076309,1.82781313131,0.0,89.1955187206,0.0
2004-12-03,8.5129209157,1.82781313131,0.0,100.893291668,0.0
2004-12-04,9.93174106832,3.65562626263,0.0,84.8088538654,0.0
2004-12-05,12.7693813736,1.82781313131,0.0,87.7332971022,0.0
2004-12-06,14.1882015262,1.82781313131,0.0,99.4310700491,0.0
2004-12-07,11.3505612209,1.82781313131,0.0,106.742178141,0.0
2004-12-08,12.7693813736,3.65562626263,0.0,95.044405194,0.0
2004-12-09,12.7693813736,3.65562626263,0.0,112.591064614,0.0
2004-12-10,9.93174106832,1.82781313131,0.0,90.6577403389,0.0
2004-12-11,12.7693813736,1.82781313131,0.0,74.5733025369,0.0
2004-12-12,11.3505612209,1.82781313131,0.0,70.1866376817,0.0
2004-12-13,12.7693813736,1.82781313131,0.0,102.355513286,0.0
2004-12-14,11.3505612209,5.48343939394,0.0,99.4310700491,0.0
2004-12-15,11.3505612209,3.65562626263,0.0,97.9688484308,0.0
2004-12-16,11.3505612209,1.82781313131,0.0,96.5066268124,0.0
2004-12-17,8.5129209157,0.0,0.0,87.7332971022,0.0
2004-12-18,7.09410076309,1.82781313131,0.0,81.8844106287,0.0
2004-12-19,11.3505612209,1.82781313131,0.0,52.6399782613,0.0
2004-12-20,11.3505612209,0.0,0.0,103.817734904,0.0
2004-12-21,5.67528061047,3.65562626263,0.0,81.8844106287,0.0
2004-12-22,8.5129209157,1.82781313131,0.0,92.1199619573,0.0
2004-12-23,9.93174106832,1.82781313131,0.0,78.959967392,0.0
2004-12-24,5.67528061047,1.82781313131,0.0,54.1021998797,0.0
2004-12-25,9.93174106832,0.0,0.0,54.1021998797,0.0
2004-12-26,7.09410076309,1.82781313131,0.0,58.4888647348,0.0
2004-12-27,12.7693813736,1.82781313131,0.0,84.8088538654,0.0
2004-12-28,7.09410076309,1.82781313131,0.0,96.5066268124,0.0
2004-12-29,9.93174106832,1.82781313131,0.0,102.355513286,0.0
2004-12-30,7.09410076309,1.82781313131,0.0,100.893291668,0.0
2004-12-31,14.1882015262,0.0,0.0,68.7244160634,0.0
2005-01-01,14.1882015262,7.31125252525,0.0,62.8755295899,0.0
2005-01-02,9.93174106832,3.65562626263,0.0,71.6488593001,0.0
2005-01-03,7.09410076309,0.0,0.0,89.1955187206,0.0
2005-01-04,8.5129209157,1.82781313131,0.0,102.355513286,0.0
2005-01-05,7.09410076309,3.65562626263,0.0,119.902172706,0.0
2005-01-06,8.5129209157,1.82781313131,0.0,112.591064614,0.0
2005-01-07,9.93174106832,1.82781313131,0.0,119.902172706,0.0
2005-01-08,17.0258418314,1.82781313131,0.0,83.3466322471,0.0
2005-01-09,14.1882015262,3.65562626263,0.0,76.0355241552,0.0
2005-01-10,8.5129209157,3.65562626263,0.0,109.666621378,0.0
2005-01-11,14.1882015262,5.48343939394,0.0,108.204399759,0.0
2005-01-12,12.7693813736,3.65562626263,0.0,108.204399759,0.0
2005-01-13,11.3505612209,1.82781313131,0.0,115.515507851,0.0
2005-01-14,11.3505612209,3.65562626263,0.0,84.8088538654,0.0
2005-01-15,14.1882015262,3.65562626263,0.0,92.1199619573,0.0
2005-01-16,11.3505612209,1.82781313131,0.0,73.1110809185,0.0
2005-01-17,11.3505612209,1.82781313131,0.0,112.591064614,0.0
2005-01-18,7.09410076309,3.65562626263,0.0,97.9688484308,0.0
2005-01-19,8.5129209157,1.82781313131,0.0,118.439951088,0.0
2005-01-20,11.3505612209,3.65562626263,0.0,102.355513286,0.0
2005-01-21,9.93174106832,1.82781313131,0.0,97.9688484308,0.0
2005-01-22,8.5129209157,0.0,0.0,73.1110809185,0.0
2005-01-23,5.67528061047,1.82781313131,0.0,76.0355241552,0.0
2005-01-24,11.3505612209,0.0,0.0,112.591064614,0.0
2005-01-25,11.3505612209,3.65562626263,0.0,128.675502417,0.0
2005-01-26,11.3505612209,3.65562626263,0.0,112.591064614,0.0
2005-01-27,9.93174106832,1.82781313131,0.0,97.9688484308,0.0
2005-01-28,8.5129209157,0.0,0.0,99.4310700491,0.0
2005-01-29,4.25646045785,1.82781313131,0.0,89.1955187206,0.0
2005-01-30,9.93174106832,3.65562626263,0.0,81.8844106287,0.0
2005-01-31,9.93174106832,1.82781313131,0.0,115.515507851,0.0
2005-02-01,8.5129209157,3.65562626263,0.0,121.364394325,0.0
2005-02-02,11.3505612209,0.0,0.0,103.817734904,0.0
2005-02-03,7.09410076309,3.65562626263,0.0,116.97772947,0.0
2005-02-04,8.5129209157,5.48343939394,0.0,90.6577403389,0.0
2005-02-05,7.09410076309,1.82781313131,0.0,89.1955187206,0.0
