date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2016-07-08,0,34,26,30,7,False
2016-07-09,1,42,28,32,9,False
2016-07-10,1,38,21,24,7,False
2016-07-11,0,38,30,27,7,False
2016-07-12,0,39,33,38,10,False
2016-07-13,0,31,39,39,8,False
2016-07-14,0,34,40,28,16,False
2016-07-15,0,29,35,29,8,False
2016-07-16,0,46,11,19,4,False
2016-07-17,3,35,25,24,8,False
2016-07-18,0,25,49,34,14,False
2016-07-19,0,36,36,34,18,False
2016-07-20,1,39,23,33,8,False
2016-07-21,0,36,29,41,11,False
2016-07-22,0,30,21,39,7,False
2016-07-23,1,48,25,19,8,False
2016-07-24,0,47,12,35,4,False
2016-07-25,0,31,34,36,9,False
2016-07-26,1,44,25,31,16,False
2016-07-27,0,44,42,25,11,False
2016-07-28,1,38,37,31,11,False
2016-07-29,0,31,30,35,5,False
2016-07-30,1,61,16,37,3,False
2016-07-31,1,64,22,26,5,False
2016-08-01,0,37,29,32,11,False
2016-08-02,0,35,31,41,4,False
2016-08-03,0,40,34,37,8,False
2016-08-04,0,48,36,32,15,False
2016-08-05,0,50,27,32,12,False
2016-08-06,1,34,15,22,1,False
2016-08-07,0,48,28,30,6,False
2016-08-08,0,48,29,28,7,False
2016-08-09,0,26,31,36,12,False
2016-08-10,1,30,29,49,11,False
2016-08-11,0,45,33,27,11,False
2016-08-12,0,41,28,32,7,False
2016-08-13,0,36,19,19,0,False
2016-08-14,1,37,11,24,10,False
2016-08-15,0,35,26,38,11,False
2016-08-16,0,41,26,30,16,False
2016-08-17,4,44,37,48,11,False
2016-08-18,0,32,30,38,7,False
2016-08-19,0,36,44,26,11,False
2016-08-20,0,34,17,23,3,False
2016-08-21,1,39,18,30,3,False
2016-08-22,1,40,25,31,12,False
2016-08-23,0,30,39,47,10,False
2016-08-24,1,27,34,59,7,False
2016-08-25,0,33,41,33,9,False
2016-08-26,0,30,33,51,5,False
2016-08-27,0,32,17,48,4,False
2016-08-28,1,40,16,36,4,False
2016-08-29,0,46,35,34,12,False
2016-08-30,0,34,33,52,12,False
2016-08-31,1,49,34,70,12,False
2016-09-01,1,43,24,75,12,False
