date,gain,generosity,gift,gold,guide,isPartial
2011-02-09,8,0,23,44,60,False
2011-02-10,7,0,24,42,61,False
2011-02-11,7,0,26,45,59,False
2011-02-12,7,0,26,50,69,False
2011-02-13,8,0,26,46,74,False
2011-02-14,8,0,27,44,60,False
2011-02-15,8,0,19,43,58,False
2011-02-16,8,0,18,44,58,False
2011-02-17,8,0,17,43,57,False
2011-02-18,7,0,17,44,55,False
2011-02-19,6,0,18,53,65,False
2011-02-20,8,0,18,47,74,False
2011-02-21,8,0,18,49,64,False
2011-02-22,8,0,16,50,60,False
2011-02-23,8,0,18,44,63,False
2011-02-24,8,0,17,44,59,False
2011-02-25,7,0,17,42,57,False
2011-02-26,6,0,18,53,67,False
2011-02-27,8,0,20,48,73,False
2011-02-28,7,0,20,42,56,False
2011-03-01,8,0,18,46,57,False
2011-03-02,9,0,18,45,56,False
2011-03-03,8,0,18,43,56,False
2011-03-04,7,0,18,46,55,False
2011-03-05,6,0,20,50,67,False
2011-03-06,7,0,19,47,69,False
2011-03-07,9,0,17,45,61,False
2011-03-08,8,0,17,44,60,False
2011-03-09,8,0,16,44,60,False
2011-03-10,8,0,17,45,60,False
2011-03-11,7,0,15,40,54,False
2011-03-12,7,0,17,42,63,False
2011-03-13,7,0,18,39,63,False
2011-03-14,7,0,14,39,58,False
2011-03-15,8,0,15,41,60,False
2011-03-16,8,0,16,42,55,False
2011-03-17,8,0,16,44,59,False
2011-03-18,7,0,16,44,58,False
2011-03-19,8,0,18,47,61,False
2011-03-20,7,0,18,46,68,False
2011-03-21,8,0,17,43,59,False
2011-03-22,8,0,17,44,60,False
2011-03-23,8,0,17,43,59,False
2011-03-24,8,0,17,41,54,False
2011-03-25,7,0,17,44,56,False
2011-03-26,8,0,18,46,60,False
2011-03-27,7,0,17,45,68,False
2011-03-28,8,0,17,43,61,False
2011-03-29,9,0,17,45,62,False
2011-03-30,8,0,18,43,57,False
2011-03-31,8,0,18,43,55,False
2011-04-01,7,0,18,41,55,False
2011-04-02,7,0,16,43,60,False
2011-04-03,7,0,16,45,68,False
2011-04-04,8,0,18,41,62,False
2011-04-05,8,0,18,43,60,False
2011-04-06,8,0,18,44,59,False
2011-04-07,9,0,18,45,57,False
2011-04-08,8,0,18,45,54,False
2011-04-09,7,0,18,44,63,False
2011-04-10,8,0,18,46,72,False
2011-04-11,8,0,18,44,59,False
2011-04-12,8,0,18,44,60,False
2011-04-13,9,0,19,44,59,False
2011-04-14,8,0,19,43,56,False
2011-04-15,8,0,17,42,58,False
2011-04-16,7,0,18,46,65,False
2011-04-17,7,0,18,46,67,False
2011-04-18,8,0,19,46,58,False
2011-04-19,9,0,20,49,61,False
2011-04-20,7,0,19,47,61,False
2011-04-21,8,0,20,47,59,False
2011-04-22,7,0,20,49,63,False
2011-04-23,6,0,19,49,69,False
2011-04-24,7,0,16,46,74,False
2011-04-25,8,0,20,47,65,False
2011-04-26,9,0,20,48,63,False
2011-04-27,8,0,21,47,58,False
2011-04-28,8,0,20,46,58,False
2011-04-29,7,0,20,46,55,False
2011-04-30,6,0,20,47,66,False
2011-05-01,7,0,23,43,66,False
2011-05-02,7,0,23,44,56,False
2011-05-03,8,0,27,44,59,False
2011-05-04,8,0,30,45,59,False
2011-05-05,8,0,29,49,57,False
2011-05-06,7,0,29,49,57,False
2011-05-07,7,0,31,46,63,False
2011-05-08,7,0,27,44,66,False
2011-05-09,8,0,20,45,60,False
2011-05-10,9,0,19,44,59,False
2011-05-11,8,0,19,46,58,False
2011-05-12,8,0,20,43,56,False
2011-05-13,7,0,20,42,55,False
2011-05-14,6,0,20,45,63,False
2011-05-15,8,0,18,46,72,False
2011-05-16,8,0,20,45,57,False
2011-05-17,8,0,20,45,59,False
2011-05-18,7,0,20,46,56,False
2011-05-19,8,0,20,45,56,False
2011-05-20,7,0,19,43,56,False
2011-05-21,7,0,20,43,64,False
2011-05-22,8,0,19,44,72,False
2011-05-23,8,0,18,44,58,False
2011-05-24,8,0,20,44,60,False
2011-05-25,8,0,19,41,55,False
2011-05-26,7,0,19,41,58,False
2011-05-27,8,0,19,43,56,False
2011-05-28,7,0,19,43,65,False
2011-05-29,7,0,19,42,72,False
2011-05-30,7,0,17,46,69,False
2011-05-31,8,0,19,42,61,False
2011-06-01,9,0,21,43,58,False
2011-06-02,8,0,20,42,57,False
2011-06-03,7,0,21,44,56,False
2011-06-04,7,0,21,49,64,False
2011-06-05,7,0,21,48,67,False
2011-06-06,8,0,21,49,61,False
2011-06-07,8,0,20,54,58,False
2011-06-08,8,0,20,50,55,False
2011-06-09,8,0,20,46,57,False
2011-06-10,7,0,21,51,53,False
2011-06-11,7,0,22,53,67,False
2011-06-12,7,0,21,54,70,False
2011-06-13,7,0,21,49,60,False
2011-06-14,8,0,23,51,60,False
2011-06-15,7,0,24,55,58,False
2011-06-16,7,0,24,45,56,False
2011-06-17,7,0,25,51,56,False
2011-06-18,7,0,26,51,62,False
2011-06-19,8,0,27,65,69,False
2011-06-20,8,0,19,54,62,False
2011-06-21,7,0,18,48,62,False
2011-06-22,9,0,20,52,61,False
2011-06-23,7,0,19,70,59,False
2011-06-24,7,0,17,53,57,False
2011-06-25,7,0,18,74,66,False
2011-06-26,8,0,17,100,68,False
2011-06-27,8,0,18,48,62,False
2011-06-28,8,0,19,45,60,False
2011-06-29,8,0,18,45,57,False
2011-06-30,9,0,18,41,57,False
2011-07-01,7,0,17,41,58,False
2011-07-02,7,0,19,42,60,False
2011-07-03,7,0,18,44,64,False
2011-07-04,7,0,14,43,67,False
2011-07-05,7,0,16,41,59,False
2011-07-06,8,0,18,42,59,False
2011-07-07,8,0,19,44,59,False
2011-07-08,8,0,18,44,60,False
2011-07-09,7,0,17,45,61,False
2011-07-10,8,0,17,44,66,False
2011-07-11,8,0,18,43,61,False
2011-07-12,7,0,18,45,57,False
2011-07-13,8,0,17,45,59,False
2011-07-14,8,0,19,47,57,False
2011-07-15,7,0,17,45,56,False
2011-07-16,8,0,19,44,62,False
2011-07-17,7,0,17,47,68,False
2011-07-18,8,0,18,49,58,False
2011-07-19,8,0,18,50,59,False
2011-07-20,8,0,19,47,56,False
2011-07-21,8,0,18,45,60,False
2011-07-22,7,0,18,44,56,False
2011-07-23,7,0,18,43,60,False
2011-07-24,7,0,18,45,64,False
2011-07-25,8,0,17,49,60,False
2011-07-26,8,0,19,47,63,False
2011-07-27,7,0,18,47,60,False
2011-07-28,7,0,17,45,55,False
2011-07-29,7,0,17,45,53,False
2011-07-30,7,0,18,47,62,False
2011-07-31,7,0,19,47,68,False
2011-08-01,8,0,18,47,58,False
2011-08-02,8,0,18,48,61,False
2011-08-03,8,0,19,53,58,False
2011-08-04,8,0,18,55,58,False
2011-08-05,8,0,18,56,58,False
2011-08-06,6,0,19,51,64,False
2011-08-07,7,0,18,48,68,False
2011-08-08,7,0,18,71,57,False
2011-08-09,8,0,18,68,58,False
2011-08-10,8,0,18,66,58,False
2011-08-11,7,0,18,65,60,False
2011-08-12,7,0,18,58,58,False
2011-08-13,7,0,20,54,62,False
2011-08-14,7,0,19,53,66,False
2011-08-15,8,1,20,53,60,False
2011-08-16,8,0,19,53,62,False
2011-08-17,8,0,18,53,59,False
2011-08-18,8,0,18,61,56,False
2011-08-19,7,0,19,62,55,False
2011-08-20,6,0,19,57,63,False
2011-08-21,6,0,17,55,66,False
2011-08-22,7,0,18,59,57,False
2011-08-23,7,0,17,59,55,False
2011-08-24,7,0,18,62,57,False
2011-08-25,8,0,17,56,54,False
2011-08-26,7,0,17,53,55,False
2011-08-27,7,0,16,48,65,False
2011-08-28,7,0,16,45,67,False
2011-08-29,7,0,16,50,60,False
2011-08-30,7,0,17,51,57,False
2011-08-31,8,0,18,49,57,False
2011-09-01,8,0,17,46,58,False
2011-09-02,7,0,17,47,57,False
2011-09-03,6,0,18,47,67,False
2011-09-04,7,0,18,45,66,False
2011-09-05,7,0,18,50,70,False
2011-09-06,8,0,18,51,57,False
2011-09-07,7,0,18,49,58,False
2011-09-08,7,0,18,47,61,False
2011-09-09,7,0,18,45,54,False
2011-09-10,7,0,19,47,65,False
