date,bargain,benefactor,beneficiary,benefit,benevolence,isPartial
2014-06-07,16,6,4,52,1,False
2014-06-08,12,2,3,55,1,False
2014-06-09,14,2,11,75,1,False
2014-06-10,20,3,11,77,1,False
2014-06-11,20,2,5,79,2,False
2014-06-12,17,1,9,78,1,False
2014-06-13,18,3,7,65,2,False
2014-06-14,16,2,3,46,0,False
2014-06-15,13,1,5,52,1,False
2014-06-16,17,2,6,66,1,False
2014-06-17,17,4,7,81,1,False
2014-06-18,16,4,7,89,1,False
2014-06-19,17,3,9,71,1,False
2014-06-20,15,2,6,69,2,False
2014-06-21,16,3,4,54,2,False
2014-06-22,17,3,3,48,1,False
2014-06-23,16,4,9,71,1,False
2014-06-24,16,5,14,76,1,False
2014-06-25,14,3,8,72,1,False
2014-06-26,14,2,8,75,2,False
2014-06-27,12,1,12,68,1,False
2014-06-28,18,1,5,51,1,False
2014-06-29,17,2,4,57,1,False
2014-06-30,17,2,8,77,1,False
2014-07-01,16,3,10,65,2,False
2014-07-02,16,3,8,77,2,False
2014-07-03,15,2,6,74,1,False
2014-07-04,19,2,2,48,0,False
2014-07-05,20,2,4,42,2,False
2014-07-06,18,1,5,52,1,False
2014-07-07,19,3,6,73,2,False
2014-07-08,18,2,8,73,2,False
2014-07-09,17,3,9,65,2,False
2014-07-10,17,2,8,68,1,False
2014-07-11,16,2,9,72,2,False
2014-07-12,22,0,4,54,1,False
2014-07-13,19,3,4,46,2,False
2014-07-14,13,3,7,72,1,False
2014-07-15,16,11,10,85,2,False
2014-07-16,16,4,10,83,2,False
2014-07-17,17,2,9,78,2,False
2014-07-18,15,2,9,78,1,False
2014-07-19,18,3,5,51,1,False
2014-07-20,20,2,5,48,1,False
2014-07-21,14,2,11,73,1,False
2014-07-22,19,4,7,78,1,False
2014-07-23,15,3,7,77,1,False
2014-07-24,17,2,7,75,1,False
2014-07-25,17,1,9,65,2,False
2014-07-26,17,3,4,47,1,False
2014-07-27,15,1,5,49,1,False
2014-07-28,22,1,7,80,1,False
2014-07-29,20,3,8,75,2,False
2014-07-30,16,3,11,79,2,False
2014-07-31,14,3,8,74,2,False
2014-08-01,17,1,9,72,2,False
2014-08-02,19,1,4,58,1,False
2014-08-03,17,3,2,50,2,False
2014-08-04,20,1,5,74,2,False
2014-08-05,16,6,8,84,1,False
2014-08-06,18,3,8,74,0,False
2014-08-07,19,2,9,71,2,False
2014-08-08,16,2,7,65,1,False
2014-08-09,17,1,3,51,0,False
2014-08-10,17,2,5,53,1,False
2014-08-11,19,4,10,68,1,False
2014-08-12,16,10,8,66,1,False
2014-08-13,20,4,6,74,1,False
2014-08-14,15,3,6,67,1,False
2014-08-15,16,4,8,71,2,False
2014-08-16,19,4,3,50,1,False
2014-08-17,15,2,2,53,1,False
2014-08-18,17,2,8,76,1,False
2014-08-19,21,10,11,79,1,False
2014-08-20,17,5,7,76,2,False
2014-08-21,17,3,8,76,1,False
