date,gain,generosity,gift,gold,guide,isPartial
2013-09-26,10,0,21,51,53,False
2013-09-27,9,0,22,48,50,False
2013-09-28,9,0,21,48,54,False
2013-09-29,10,0,20,49,62,False
2013-09-30,9,0,21,47,53,False
2013-10-01,9,0,20,48,49,False
2013-10-02,10,0,21,46,48,False
2013-10-03,9,0,21,48,50,False
2013-10-04,8,0,21,47,47,False
2013-10-05,9,0,21,48,51,False
2013-10-06,9,0,21,49,56,False
2013-10-07,9,0,22,47,51,False
2013-10-08,9,0,23,48,51,False
2013-10-09,9,0,21,47,50,False
2013-10-10,9,0,22,46,51,False
2013-10-11,8,0,20,47,46,False
2013-10-12,8,0,20,51,51,False
2013-10-13,9,0,21,48,59,False
2013-10-14,10,0,23,47,50,False
2013-10-15,9,0,23,51,51,False
2013-10-16,9,0,23,53,50,False
2013-10-17,9,0,22,49,49,False
2013-10-18,8,0,22,51,47,False
2013-10-19,8,0,23,53,53,False
2013-10-20,10,0,22,51,58,False
2013-10-21,10,0,23,49,51,False
2013-10-22,9,0,23,46,51,False
2013-10-23,10,0,22,46,51,False
2013-10-24,9,0,22,46,48,False
2013-10-25,8,0,21,47,47,False
2013-10-26,8,0,21,55,56,False
2013-10-27,8,0,23,49,57,False
2013-10-28,9,0,24,47,50,False
2013-10-29,9,0,24,48,49,False
2013-10-30,10,0,23,52,49,False
2013-10-31,8,0,22,47,48,False
2013-11-01,8,0,24,47,48,False
2013-11-02,9,0,28,49,53,False
2013-11-03,12,0,27,50,53,False
2013-11-04,9,0,27,46,50,False
2013-11-05,9,0,27,46,54,False
2013-11-06,9,0,28,45,48,False
2013-11-07,9,0,28,45,48,False
2013-11-08,8,0,28,47,48,False
2013-11-09,9,0,32,50,51,False
2013-11-10,9,0,30,50,56,False
2013-11-11,9,0,33,46,50,False
2013-11-12,9,0,31,47,50,False
2013-11-13,9,0,32,47,49,False
2013-11-14,10,0,32,47,45,False
2013-11-15,8,0,32,47,47,False
2013-11-16,8,0,32,52,53,False
2013-11-17,8,0,34,49,54,False
2013-11-18,9,0,34,45,50,False
2013-11-19,9,0,36,48,50,False
2013-11-20,8,0,37,48,49,False
2013-11-21,9,0,36,47,47,False
2013-11-22,9,0,35,47,46,False
2013-11-23,7,0,37,53,50,False
2013-11-24,8,0,41,51,55,False
2013-11-25,8,0,42,47,50,False
2013-11-26,8,0,42,49,48,False
2013-11-27,7,0,40,47,50,False
2013-11-28,6,0,38,44,51,False
2013-11-29,6,0,51,51,51,False
2013-11-30,7,0,52,56,53,False
2013-12-01,7,0,50,51,54,False
2013-12-02,9,0,57,51,49,False
2013-12-03,9,0,57,51,50,False
2013-12-04,9,0,57,50,49,False
2013-12-05,9,0,58,48,49,False
2013-12-06,8,0,57,52,49,False
2013-12-07,8,0,61,55,56,False
2013-12-08,8,0,69,52,57,False
2013-12-09,8,0,65,50,51,False
2013-12-10,8,0,71,50,52,False
2013-12-11,9,0,74,49,53,False
2013-12-12,9,0,74,50,51,False
2013-12-13,8,0,78,50,46,False
2013-12-14,7,0,85,55,53,False
2013-12-15,8,0,92,53,57,False
2013-12-16,8,0,91,53,53,False
2013-12-17,9,0,92,50,48,False
2013-12-18,8,0,92,50,49,False
2013-12-19,8,0,97,53,46,False
2013-12-20,8,0,92,52,46,False
2013-12-21,6,0,93,55,50,False
2013-12-22,8,0,86,50,55,False
2013-12-23,8,0,100,52,50,False
2013-12-24,7,0,99,50,51,False
2013-12-25,6,0,87,53,56,False
2013-12-26,8,0,66,55,53,False
2013-12-27,8,0,50,52,52,False
2013-12-28,9,0,43,58,56,False
2013-12-29,9,0,38,55,59,False
2013-12-30,9,0,35,49,54,False
2013-12-31,8,0,34,52,51,False
2014-01-01,8,0,28,46,54,False
2014-01-02,9,0,30,49,54,False
2014-01-03,9,0,30,48,53,False
2014-01-04,8,0,31,55,58,False
2014-01-05,9,0,27,50,61,False
2014-01-06,8,0,24,48,55,False
2014-01-07,9,0,25,49,53,False
2014-01-08,9,0,25,46,54,False
2014-01-09,9,0,24,46,50,False
2014-01-10,10,0,24,49,52,False
2014-01-11,9,0,24,52,57,False
2014-01-12,10,0,26,60,61,False
2014-01-13,10,0,23,49,54,False
2014-01-14,10,0,23,50,52,False
2014-01-15,10,0,23,47,51,False
2014-01-16,10,0,21,47,53,False
2014-01-17,9,0,23,50,51,False
2014-01-18,8,0,25,56,55,False
2014-01-19,9,0,23,50,61,False
2014-01-20,10,0,23,50,55,False
2014-01-21,9,0,21,52,52,False
2014-01-22,9,0,21,50,53,False
2014-01-23,10,0,22,46,49,False
2014-01-24,9,0,22,51,49,False
2014-01-25,9,0,25,56,56,False
2014-01-26,9,0,23,54,61,False
2014-01-27,9,0,21,48,52,False
2014-01-28,9,0,23,48,49,False
2014-01-29,9,0,22,46,50,False
2014-01-30,9,0,22,49,51,False
2014-01-31,8,0,23,53,47,False
2014-02-01,8,0,25,59,52,False
2014-02-02,9,0,22,49,60,False
2014-02-03,8,0,22,46,45,False
2014-02-04,9,0,25,48,50,False
2014-02-05,9,0,26,49,50,False
2014-02-06,9,0,23,50,49,False
2014-02-07,9,0,25,51,48,False
2014-02-08,8,0,27,73,55,False
2014-02-09,9,0,26,84,61,False
2014-02-10,10,0,26,82,51,False
2014-02-11,9,0,28,63,51,False
2014-02-12,9,0,27,64,46,False
2014-02-13,9,0,29,62,48,False
2014-02-14,7,0,32,59,45,False
2014-02-15,8,0,25,67,53,False
2014-02-16,9,0,21,65,56,False
2014-02-17,10,0,20,63,52,False
2014-02-18,10,0,20,66,49,False
2014-02-19,10,0,20,65,49,False
2014-02-20,9,0,19,83,48,False
2014-02-21,9,0,20,77,47,False
2014-02-22,10,0,21,72,51,False
2014-02-23,10,0,21,78,57,False
2014-02-24,10,0,20,62,51,False
2014-02-25,11,0,20,59,51,False
2014-02-26,10,0,20,63,49,False
2014-02-27,10,0,19,57,49,False
2014-02-28,9,0,19,56,48,False
2014-03-01,8,0,21,59,49,False
2014-03-02,9,0,21,55,58,False
2014-03-03,10,0,19,50,48,False
2014-03-04,10,0,20,53,51,False
2014-03-05,9,0,20,51,49,False
2014-03-06,10,0,20,49,50,False
2014-03-07,9,0,21,50,49,False
2014-03-08,9,0,21,54,50,False
2014-03-09,10,0,20,53,56,False
2014-03-10,10,0,20,48,53,False
2014-03-11,10,0,20,46,51,False
2014-03-12,9,0,19,47,47,False
2014-03-13,9,0,20,48,50,False
2014-03-14,9,0,20,51,46,False
2014-03-15,8,0,22,52,51,False
2014-03-16,9,0,22,52,58,False
2014-03-17,10,0,19,48,51,False
2014-03-18,10,0,20,48,50,False
2014-03-19,10,0,19,46,50,False
2014-03-20,9,0,21,45,50,False
2014-03-21,9,0,19,46,47,False
2014-03-22,9,0,23,50,48,False
2014-03-23,9,0,20,52,56,False
2014-03-24,10,0,20,47,51,False
2014-03-25,10,0,20,46,49,False
2014-03-26,9,0,20,47,50,False
2014-03-27,10,0,20,48,48,False
2014-03-28,9,0,20,48,45,False
2014-03-29,8,0,21,50,49,False
2014-03-30,10,0,22,50,55,False
2014-03-31,9,0,19,51,51,False
2014-04-01,9,0,20,47,50,False
2014-04-02,9,0,21,44,47,False
2014-04-03,10,0,21,44,47,False
2014-04-04,9,0,21,46,46,False
2014-04-05,9,0,21,50,51,False
2014-04-06,9,0,21,46,55,False
2014-04-07,10,0,19,44,51,False
2014-04-08,10,0,21,45,49,False
2014-04-09,10,0,20,46,48,False
2014-04-10,10,0,20,45,46,False
2014-04-11,9,0,21,44,44,False
2014-04-12,9,0,22,47,50,False
2014-04-13,9,0,21,47,54,False
2014-04-14,11,0,21,45,49,False
2014-04-15,9,0,21,46,47,False
2014-04-16,10,0,22,47,50,False
2014-04-17,9,0,21,45,47,False
2014-04-18,8,0,23,48,50,False
2014-04-19,8,0,22,46,51,False
2014-04-20,9,0,21,48,56,False
2014-04-21,11,0,22,46,52,False
2014-04-22,10,0,22,45,49,False
2014-04-23,9,0,22,44,47,False
2014-04-24,10,0,22,45,46,False
2014-04-25,9,0,23,47,47,False
2014-04-26,8,0,22,47,51,False
2014-04-27,9,0,23,48,54,False
2014-04-28,9,0,24,46,49,False
2014-04-29,10,0,23,46,49,False
2014-04-30,10,0,23,47,50,False
2014-05-01,10,0,24,46,47,False
2014-05-02,8,0,25,49,45,False
2014-05-03,8,0,25,48,50,False
2014-05-04,9,0,24,48,50,False
2014-05-05,9,0,28,47,51,False
2014-05-06,10,0,29,44,48,False
2014-05-07,11,0,30,45,49,False
2014-05-08,9,0,30,45,46,False
2014-05-09,8,0,32,46,44,False
2014-05-10,9,0,37,47,47,False
2014-05-11,9,0,30,48,50,False
2014-05-12,10,0,23,44,50,False
2014-05-13,11,0,23,44,48,False
2014-05-14,11,0,23,45,50,False
2014-05-15,12,0,23,47,47,False
2014-05-16,10,0,23,47,43,False
2014-05-17,11,0,25,46,48,False
2014-05-18,13,0,24,50,54,False
2014-05-19,11,0,24,44,50,False
2014-05-20,11,0,25,46,48,False
2014-05-21,11,0,23,43,48,False
2014-05-22,9,0,22,44,45,False
2014-05-23,10,0,23,45,43,False
2014-05-24,10,0,22,47,48,False
2014-05-25,11,0,21,49,51,False
2014-05-26,10,0,22,51,56,False
2014-05-27,11,0,23,46,50,False
2014-05-28,10,0,23,46,47,False
2014-05-29,9,0,23,46,45,False
2014-05-30,9,0,23,45,44,False
2014-05-31,8,0,26,48,48,False
2014-06-01,10,0,24,53,54,False
2014-06-02,10,0,25,49,52,False
2014-06-03,10,0,25,47,51,False
2014-06-04,9,0,25,47,49,False
2014-06-05,9,0,24,45,45,False
2014-06-06,9,0,24,45,44,False
2014-06-07,9,0,25,49,48,False
2014-06-08,9,0,24,46,53,False
2014-06-09,10,0,25,47,49,False
