date,partnership,patron,patronage,precious,priceless,isPartial
2014-06-07,22,35,2,38,7,False
2014-06-08,22,32,0,32,7,False
2014-06-09,55,29,2,34,6,False
2014-06-10,49,27,2,29,5,False
2014-06-11,47,30,2,35,7,False
2014-06-12,46,29,2,41,3,False
2014-06-13,42,34,1,39,6,False
2014-06-14,21,43,2,39,7,False
2014-06-15,25,37,1,32,4,False
2014-06-16,49,25,0,37,4,False
2014-06-17,54,27,2,33,5,False
2014-06-18,51,29,1,34,3,False
2014-06-19,50,24,2,35,4,False
2014-06-20,47,40,1,33,4,False
2014-06-21,18,31,1,30,4,False
2014-06-22,20,29,0,37,4,False
2014-06-23,45,36,1,33,3,False
2014-06-24,51,26,2,33,4,False
2014-06-25,50,27,1,35,6,False
2014-06-26,45,29,1,29,6,False
2014-06-27,46,32,1,39,4,False
2014-06-28,19,37,1,33,5,False
2014-06-29,17,39,0,41,4,False
2014-06-30,42,32,2,32,6,False
2014-07-01,45,30,2,41,4,False
2014-07-02,37,31,1,36,4,False
2014-07-03,43,35,2,32,6,False
2014-07-04,22,37,2,39,5,False
2014-07-05,21,44,1,35,4,False
2014-07-06,19,43,2,37,4,False
2014-07-07,49,26,1,37,4,False
2014-07-08,58,26,2,30,4,False
2014-07-09,50,34,1,35,4,False
2014-07-10,50,27,1,38,5,False
2014-07-11,43,28,0,30,5,False
2014-07-12,26,29,0,40,6,False
2014-07-13,23,32,1,43,2,False
2014-07-14,53,26,2,37,6,False
2014-07-15,43,27,1,38,4,False
2014-07-16,56,27,1,42,8,False
2014-07-17,52,34,1,37,4,False
2014-07-18,47,39,2,29,3,False
2014-07-19,22,41,2,37,5,False
2014-07-20,18,37,2,39,6,False
2014-07-21,45,34,1,28,5,False
2014-07-22,53,25,1,38,6,False
2014-07-23,52,33,1,36,5,False
2014-07-24,51,35,1,35,7,False
2014-07-25,45,39,1,34,2,False
2014-07-26,28,38,0,41,4,False
2014-07-27,27,46,2,34,6,False
2014-07-28,54,27,2,39,5,False
2014-07-29,48,31,2,31,4,False
2014-07-30,52,30,2,36,6,False
2014-07-31,50,35,1,40,4,False
2014-08-01,43,26,0,40,5,False
2014-08-02,18,32,1,42,3,False
2014-08-03,27,38,2,43,3,False
2014-08-04,42,30,2,34,7,False
2014-08-05,54,28,1,36,5,False
2014-08-06,50,30,1,37,3,False
2014-08-07,50,30,1,37,4,False
2014-08-08,49,35,1,38,5,False
2014-08-09,23,39,1,34,3,False
2014-08-10,20,39,2,37,3,False
2014-08-11,46,25,1,37,7,False
2014-08-12,45,25,1,33,3,False
2014-08-13,48,33,1,42,3,False
2014-08-14,44,33,1,39,6,False
2014-08-15,52,40,2,33,9,False
2014-08-16,21,42,1,35,7,False
2014-08-17,18,34,2,33,21,False
2014-08-18,55,30,1,34,12,False
2014-08-19,52,29,1,36,7,False
2014-08-20,50,26,2,40,5,False
2014-08-21,47,33,1,32,7,False
2014-08-22,47,26,1,33,11,False
2014-08-23,17,36,1,36,8,False
2014-08-24,20,36,1,50,8,False
2014-08-25,51,29,3,38,5,False
2014-08-26,54,28,3,30,5,False
2014-08-27,50,29,2,35,6,False
2014-08-28,52,34,3,33,7,False
2014-08-29,41,27,2,29,6,False
2014-08-30,19,33,2,34,7,False
2014-08-31,17,34,1,38,9,False
2014-09-01,27,32,0,29,6,False
2014-09-02,49,29,2,37,4,False
2014-09-03,57,28,2,32,6,False
2014-09-04,53,32,2,36,6,False
2014-09-05,56,29,2,35,4,False
2014-09-06,23,35,1,32,7,False
2014-09-07,29,37,2,38,10,False
2014-09-08,56,31,3,34,4,False
2014-09-09,59,30,3,35,5,False
2014-09-10,58,30,2,32,4,False
2014-09-11,51,23,1,36,5,False
2014-09-12,51,31,2,34,7,False
2014-09-13,28,39,1,42,5,False
2014-09-14,29,40,2,34,5,False
2014-09-15,57,37,4,36,6,False
2014-09-16,57,34,4,33,4,False
2014-09-17,51,38,3,36,4,False
2014-09-18,51,38,2,28,8,False
2014-09-19,50,37,4,29,7,False
2014-09-20,19,36,1,34,7,False
2014-09-21,24,43,1,37,5,False
2014-09-22,53,30,2,33,5,False
2014-09-23,57,30,5,31,4,False
2014-09-24,54,30,5,33,5,False
2014-09-25,59,28,3,33,5,False
2014-09-26,55,41,3,32,6,False
2014-09-27,29,48,3,39,4,False
2014-09-28,24,45,2,33,8,False
2014-09-29,61,38,6,32,9,False
2014-09-30,62,35,3,32,4,False
2014-10-01,48,32,5,37,5,False
2014-10-02,55,30,4,35,5,False
2014-10-03,42,31,3,31,7,False
2014-10-04,16,37,2,34,6,False
2014-10-05,25,44,2,33,3,False
2014-10-06,56,34,6,26,5,False
2014-10-07,54,34,4,36,5,False
2014-10-08,55,37,5,35,5,False
2014-10-09,51,34,5,38,5,False
2014-10-10,47,32,3,29,3,False
2014-10-11,23,36,3,36,5,False
2014-10-12,20,44,0,34,7,False
2014-10-13,42,33,2,33,5,False
2014-10-14,57,27,4,32,5,False
2014-10-15,54,36,5,29,4,False
2014-10-16,44,41,5,36,6,False
2014-10-17,40,36,4,36,4,False
2014-10-18,22,35,1,37,5,False
2014-10-19,25,42,3,25,4,False
2014-10-20,56,39,5,29,5,False
2014-10-21,54,44,5,34,6,False
2014-10-22,52,34,4,32,6,False
2014-10-23,57,42,4,39,9,False
2014-10-24,40,46,3,33,5,False
2014-10-25,26,51,2,32,8,False
2014-10-26,21,48,3,30,9,False
2014-10-27,54,42,5,29,6,False
2014-10-28,52,40,5,36,5,False
2014-10-29,57,45,5,27,3,False
2014-10-30,55,47,4,36,4,False
2014-10-31,49,39,2,34,6,False
2014-11-01,24,48,2,43,4,False
2014-11-02,23,40,2,32,6,False
2014-11-03,55,49,7,37,5,False
2014-11-04,54,37,5,41,4,False
2014-11-05,54,31,6,36,4,False
2014-11-06,60,36,4,35,7,False
2014-11-07,45,40,4,37,5,False
2014-11-08,23,45,1,39,5,False
2014-11-09,24,36,2,37,5,False
2014-11-10,56,41,3,37,4,False
2014-11-11,49,36,4,32,5,False
2014-11-12,56,33,3,38,4,False
2014-11-13,43,35,5,36,4,False
2014-11-14,44,43,2,38,5,False
2014-11-15,29,39,2,40,5,False
2014-11-16,20,43,1,33,7,False
2014-11-17,51,36,3,38,5,False
2014-11-18,56,34,4,38,5,False
2014-11-19,54,42,3,33,5,False
2014-11-20,50,33,5,36,4,False
2014-11-21,49,37,3,44,5,False
2014-11-22,24,41,2,34,3,False
2014-11-23,23,43,1,40,4,False
2014-11-24,54,33,6,38,2,False
2014-11-25,50,30,6,33,7,False
2014-11-26,35,31,2,35,6,False
2014-11-27,15,36,1,36,7,False
2014-11-28,16,36,1,30,8,False
2014-11-29,14,42,2,45,7,False
2014-11-30,24,41,3,41,6,False
2014-12-01,52,30,2,46,6,False
2014-12-02,53,38,4,44,7,False
2014-12-03,46,37,3,43,3,False
2014-12-04,55,41,4,43,4,False
2014-12-05,45,34,5,44,4,False
2014-12-06,22,45,3,41,4,False
2014-12-07,26,41,3,45,3,False
2014-12-08,49,36,5,49,6,False
2014-12-09,59,40,4,44,5,False
2014-12-10,54,38,2,37,5,False
2014-12-11,48,35,4,48,5,False
2014-12-12,48,38,5,40,4,False
2014-12-13,22,43,2,52,5,False
2014-12-14,21,51,1,69,6,False
2014-12-15,49,33,6,76,6,False
2014-12-16,39,40,4,61,7,False
2014-12-17,47,32,5,49,4,False
2014-12-18,41,40,4,42,7,False
2014-12-19,36,42,1,49,5,False
2014-12-20,17,47,1,55,5,False
2014-12-21,11,40,2,43,6,False
2014-12-22,42,42,3,38,5,False
2014-12-23,29,43,2,41,4,False
2014-12-24,18,46,0,41,4,False
2014-12-25,11,47,0,48,7,False
2014-12-26,20,41,1,40,5,False
2014-12-27,15,51,0,42,6,False
2014-12-28,16,48,0,32,6,False
2014-12-29,38,37,1,39,7,False
2014-12-30,39,38,2,38,5,False
2014-12-31,27,49,2,38,6,False
2015-01-01,14,52,2,42,8,False
2015-01-02,32,35,1,40,6,False
2015-01-03,17,43,0,38,5,False
2015-01-04,22,37,2,39,5,False
2015-01-05,43,34,2,33,5,False
2015-01-06,50,37,4,39,5,False
2015-01-07,46,30,2,36,5,False
2015-01-08,48,35,2,46,5,False
2015-01-09,44,43,3,40,7,False
2015-01-10,23,42,1,44,4,False
2015-01-11,17,43,2,42,7,False
2015-01-12,46,35,1,37,7,False
2015-01-13,48,31,4,38,4,False
2015-01-14,53,32,3,39,7,False
2015-01-15,50,28,3,46,4,False
2015-01-16,46,34,3,34,4,False
2015-01-17,27,36,1,36,4,False
2015-01-18,23,42,2,47,4,False
2015-01-19,33,31,2,39,6,False
2015-01-20,55,30,2,33,4,False
2015-01-21,55,37,4,32,5,False
2015-01-22,55,36,4,38,4,False
2015-01-23,56,38,2,37,5,False
2015-01-24,20,39,2,38,6,False
2015-01-25,22,52,0,36,5,False
2015-01-26,47,36,3,38,4,False
2015-01-27,51,27,3,49,4,False
2015-01-28,56,30,4,32,3,False
2015-01-29,57,29,3,40,5,False
2015-01-30,40,31,2,32,4,False
2015-01-31,25,40,1,32,5,False
2015-02-01,25,51,2,37,5,False
2015-02-02,55,31,3,32,5,False
2015-02-03,64,34,4,44,4,False
2015-02-04,52,36,3,32,7,False
2015-02-05,53,34,3,41,3,False
2015-02-06,55,41,4,36,5,False
2015-02-07,27,47,2,42,6,False
2015-02-08,29,46,4,39,3,False
2015-02-09,52,32,2,100,3,False
2015-02-10,50,29,5,68,6,False
2015-02-11,59,35,5,50,5,False
2015-02-12,53,37,5,42,5,False
2015-02-13,47,35,3,48,5,False
2015-02-14,23,40,1,43,8,False
2015-02-15,24,39,2,43,1,False
2015-02-16,42,32,3,34,8,False
2015-02-17,53,34,2,65,5,False
2015-02-18,49,32,2,47,5,False
2015-02-19,50,33,3,55,5,False
2015-02-20,46,31,3,43,3,False
2015-02-21,25,41,1,39,6,False
2015-02-22,32,50,2,43,7,False
2015-02-23,57,31,4,34,3,False
2015-02-24,65,30,4,40,5,False
2015-02-25,61,33,3,38,3,False
2015-02-26,50,31,2,43,5,False
2015-02-27,51,35,4,35,6,False
2015-02-28,28,42,2,38,5,False
2015-03-01,31,41,1,38,4,False
2015-03-02,53,34,5,42,5,False
2015-03-03,55,32,5,36,6,False
