date,radical,ruin,segregation,shortage,steal,isPartial
2013-01-15,55,28,22,29,64,False
2013-01-16,47,30,27,27,63,False
2013-01-17,48,25,29,31,62,False
2013-01-18,48,24,23,25,58,False
2013-01-19,27,36,9,31,61,False
2013-01-20,40,30,15,29,63,False
2013-01-21,38,24,21,28,58,False
2013-01-22,44,27,25,30,62,False
2013-01-23,51,24,17,31,58,False
2013-01-24,51,23,29,38,64,False
2013-01-25,58,30,21,44,56,False
2013-01-26,26,29,6,35,59,False
2013-01-27,38,35,11,37,65,False
2013-01-28,48,23,25,32,49,False
2013-01-29,62,23,28,43,61,False
2013-01-30,56,21,25,41,59,False
2013-01-31,57,25,24,39,64,False
2013-02-01,56,28,21,42,63,False
2013-02-02,30,31,8,33,57,False
2013-02-03,35,31,9,39,61,False
2013-02-04,49,21,25,36,63,False
2013-02-05,66,23,28,25,61,False
2013-02-06,60,28,27,33,52,False
2013-02-07,59,27,27,30,57,False
2013-02-08,45,27,26,38,49,False
2013-02-09,32,25,10,25,67,False
2013-02-10,41,30,11,30,74,False
2013-02-11,55,33,31,38,56,False
2013-02-12,55,23,26,40,53,False
2013-02-13,59,25,27,36,59,False
2013-02-14,59,23,31,29,63,False
2013-02-15,46,28,18,33,47,False
2013-02-16,33,24,15,30,66,False
2013-02-17,40,26,12,34,63,False
2013-02-18,39,28,16,32,64,False
2013-02-19,48,29,27,36,61,False
2013-02-20,61,23,29,33,59,False
2013-02-21,56,27,24,25,60,False
2013-02-22,53,23,26,32,61,False
2013-02-23,24,22,11,30,57,False
2013-02-24,45,31,16,30,68,False
2013-02-25,51,25,28,38,58,False
2013-02-26,57,30,26,37,63,False
2013-02-27,55,26,34,34,67,False
2013-02-28,59,24,30,35,65,False
2013-03-01,55,19,32,35,62,False
2013-03-02,25,27,15,29,56,False
2013-03-03,40,31,15,33,65,False
2013-03-04,54,32,25,40,50,False
2013-03-05,65,29,26,37,60,False
2013-03-06,53,28,25,37,72,False
2013-03-07,48,27,25,35,69,False
2013-03-08,53,26,23,36,52,False
2013-03-09,38,20,10,31,68,False
2013-03-10,37,26,12,35,54,False
2013-03-11,49,26,23,33,53,False
2013-03-12,52,29,30,24,62,False
2013-03-13,57,23,29,36,57,False
2013-03-14,51,26,22,34,57,False
2013-03-15,43,26,15,34,63,False
2013-03-16,28,21,6,21,68,False
2013-03-17,45,30,11,30,71,False
2013-03-18,53,23,22,31,56,False
2013-03-19,55,27,22,39,59,False
2013-03-20,60,28,33,40,52,False
2013-03-21,59,21,25,30,52,False
2013-03-22,48,23,23,32,61,False
2013-03-23,30,30,7,31,65,False
2013-03-24,41,28,12,33,52,False
2013-03-25,44,30,17,40,64,False
2013-03-26,57,19,23,41,55,False
2013-03-27,50,24,30,34,65,False
2013-03-28,43,30,24,34,60,False
2013-03-29,33,24,13,30,51,False
2013-03-30,37,34,10,28,73,False
2013-03-31,41,29,17,32,66,False
2013-04-01,46,26,17,37,60,False
2013-04-02,55,24,25,34,51,False
2013-04-03,55,26,23,33,54,False
2013-04-04,55,27,21,36,59,False
2013-04-05,45,24,26,37,53,False
2013-04-06,37,27,14,30,64,False
2013-04-07,33,32,17,33,63,False
2013-04-08,59,31,19,34,56,False
2013-04-09,55,19,26,34,55,False
2013-04-10,51,30,32,30,58,False
2013-04-11,61,26,30,29,64,False
2013-04-12,54,19,25,32,68,False
2013-04-13,31,28,12,33,62,False
2013-04-14,43,29,16,29,75,False
2013-04-15,64,28,28,33,62,False
2013-04-16,62,23,25,28,68,False
2013-04-17,67,24,29,32,73,False
2013-04-18,63,24,38,29,57,False
2013-04-19,64,24,22,20,54,False
2013-04-20,71,26,14,23,63,False
2013-04-21,66,35,16,31,72,False
2013-04-22,80,25,30,30,59,False
2013-04-23,72,27,30,30,70,False
2013-04-24,77,25,34,31,71,False
2013-04-25,72,25,27,31,65,False
2013-04-26,57,29,28,30,58,False
2013-04-27,47,29,14,28,62,False
2013-04-28,48,36,16,35,69,False
2013-04-29,60,33,41,41,68,False
2013-04-30,63,30,36,31,56,False
2013-05-01,58,30,38,38,54,False
2013-05-02,60,28,36,33,64,False
2013-05-03,53,26,28,27,71,False
2013-05-04,27,22,11,25,61,False
2013-05-05,54,20,17,23,62,False
2013-05-06,58,21,30,29,55,False
2013-05-07,60,35,34,27,60,False
2013-05-08,61,30,31,28,56,False
2013-05-09,54,30,33,19,60,False
2013-05-10,46,22,29,25,58,False
2013-05-11,42,28,10,31,64,False
2013-05-12,38,29,14,21,65,False
2013-05-13,53,25,30,30,60,False
2013-05-14,58,22,29,30,58,False
2013-05-15,58,21,34,29,66,False
2013-05-16,53,27,32,34,67,False
2013-05-17,44,23,24,30,55,False
2013-05-18,31,29,11,23,69,False
2013-05-19,46,31,15,26,66,False
2013-05-20,53,39,25,27,62,False
2013-05-21,57,23,30,27,66,False
