date,hustle,hustler,inflation,jobless,laid,isPartial
2016-09-27,36,22,78,3,49,False
2016-09-28,34,26,76,1,51,False
2016-09-29,35,22,76,3,47,False
2016-09-30,43,26,58,1,46,False
2016-10-01,46,36,36,1,44,False
2016-10-02,39,22,48,2,58,False
2016-10-03,30,21,72,3,54,False
2016-10-04,37,24,75,1,44,False
2016-10-05,38,24,78,1,38,False
2016-10-06,33,23,73,4,46,False
2016-10-07,29,21,57,2,43,False
2016-10-08,42,23,41,0,39,False
2016-10-09,34,24,46,1,41,False
2016-10-10,36,27,72,3,39,False
2016-10-11,37,23,70,0,49,False
2016-10-12,45,22,65,2,53,False
2016-10-13,57,23,77,3,52,False
2016-10-14,38,22,67,2,50,False
2016-10-15,34,27,50,2,44,False
2016-10-16,46,23,49,1,43,False
2016-10-17,39,24,65,2,50,False
2016-10-18,32,27,83,0,37,False
2016-10-19,30,23,76,1,41,False
2016-10-20,42,18,75,3,51,False
2016-10-21,41,24,59,2,41,False
2016-10-22,80,36,58,2,44,False
2016-10-23,46,27,59,1,44,False
2016-10-24,41,32,75,2,45,False
2016-10-25,35,23,79,2,44,False
2016-10-26,34,21,78,1,38,False
2016-10-27,37,25,80,3,43,False
2016-10-28,36,19,66,1,55,False
2016-10-29,45,35,53,0,47,False
2016-10-30,46,18,53,2,51,False
2016-10-31,28,24,68,1,38,False
2016-11-01,34,25,77,1,39,False
2016-11-02,32,22,86,2,46,False
2016-11-03,33,20,76,3,40,False
2016-11-04,31,14,63,3,46,False
2016-11-05,35,25,50,1,41,False
2016-11-06,36,24,55,1,50,False
2016-11-07,31,24,68,1,34,False
2016-11-08,30,16,63,1,35,False
2016-11-09,18,15,70,1,32,False
2016-11-10,33,23,83,5,46,False
2016-11-11,41,21,75,2,47,False
2016-11-12,49,24,49,0,45,False
2016-11-13,41,22,57,2,45,False
2016-11-14,36,23,83,1,38,False
2016-11-15,40,21,93,2,44,False
2016-11-16,37,22,89,2,42,False
2016-11-17,40,15,100,1,43,False
2016-11-18,34,20,80,3,38,False
2016-11-19,43,32,58,1,41,False
2016-11-20,37,22,60,2,43,False
2016-11-21,41,18,81,1,40,False
2016-11-22,35,23,76,1,34,False
2016-11-23,38,22,72,2,42,False
2016-11-24,37,21,57,2,28,False
2016-11-25,38,22,45,0,34,False
2016-11-26,35,23,39,1,36,False
2016-11-27,41,26,53,0,38,False
2016-11-28,42,23,78,1,42,False
2016-11-29,37,19,93,2,49,False
2016-11-30,36,22,87,3,43,False
2016-12-01,36,21,81,3,42,False
2016-12-02,41,24,87,5,47,False
2016-12-03,47,31,61,4,44,False
2016-12-04,42,23,77,2,43,False
2016-12-05,32,25,96,1,38,False
2016-12-06,38,25,95,1,44,False
2016-12-07,37,23,86,1,42,False
2016-12-08,38,22,96,3,51,False
2016-12-09,31,24,81,2,42,False
2016-12-10,38,23,61,1,46,False
2016-12-11,44,22,70,0,42,False
2016-12-12,36,26,97,1,46,False
2016-12-13,46,22,84,3,47,False
2016-12-14,35,19,93,0,49,False
2016-12-15,32,19,92,2,46,False
2016-12-16,31,27,71,0,42,False
2016-12-17,36,27,46,0,38,False
2016-12-18,44,27,44,1,45,False
2016-12-19,36,23,65,2,45,False
2016-12-20,36,24,64,1,42,False
2016-12-21,41,24,54,2,40,False
2016-12-22,36,30,52,1,42,False
2016-12-23,31,23,39,1,40,False
2016-12-24,35,21,42,0,37,False
2016-12-25,38,28,54,1,39,False
2016-12-26,42,22,45,0,38,False
2016-12-27,42,23,39,0,36,False
2016-12-28,46,25,43,0,49,False
2016-12-29,33,22,43,4,41,False
2016-12-30,39,25,36,1,37,False
2016-12-31,34,27,44,0,42,False
2017-01-01,36,29,39,1,45,False
2017-01-02,37,22,44,0,37,False
2017-01-03,32,21,58,1,40,False
2017-01-04,34,22,69,1,45,False
2017-01-05,38,21,60,3,48,False
2017-01-06,31,27,51,2,38,False
2017-01-07,41,27,48,0,44,False
2017-01-08,35,31,55,2,39,False
2017-01-09,36,24,61,1,36,False
2017-01-10,39,20,65,1,49,False
2017-01-11,31,19,66,1,37,False
2017-01-12,37,21,70,3,38,False
2017-01-13,33,23,62,2,41,False
2017-01-14,42,27,51,0,35,False
2017-01-15,46,22,67,0,44,False
2017-01-16,36,26,54,1,41,False
2017-01-17,33,23,72,1,49,False
2017-01-18,35,18,65,2,46,False
2017-01-19,33,24,79,1,47,False
2017-01-20,31,24,69,0,47,False
2017-01-21,33,24,51,3,32,False
2017-01-22,37,24,56,1,34,False
2017-01-23,45,25,70,2,42,False
2017-01-24,33,24,75,2,45,False
2017-01-25,32,24,72,2,45,False
2017-01-26,39,22,80,1,46,False
2017-01-27,37,24,70,2,46,False
2017-01-28,33,29,53,0,44,False
2017-01-29,42,25,55,0,43,False
2017-01-30,28,20,76,0,37,False
2017-01-31,32,18,64,2,41,False
2017-02-01,34,17,81,1,38,False
2017-02-02,31,16,76,2,40,False
2017-02-03,36,21,67,2,48,False
2017-02-04,44,27,54,2,48,False
2017-02-05,39,27,68,1,40,False
2017-02-06,33,18,74,0,48,False
2017-02-07,29,24,72,1,46,False
2017-02-08,42,27,93,1,39,False
2017-02-09,34,21,79,4,41,False
2017-02-10,31,22,72,2,48,False
2017-02-11,38,29,56,1,43,False
2017-02-12,42,31,61,1,39,False
2017-02-13,33,26,83,3,37,False
2017-02-14,34,32,93,1,47,False
2017-02-15,29,26,79,1,49,False
2017-02-16,36,22,87,2,43,False
2017-02-17,35,22,76,1,42,False
2017-02-18,40,29,59,1,35,False
2017-02-19,40,33,62,1,40,False
2017-02-20,34,23,63,0,40,False
2017-02-21,35,29,83,1,39,False
2017-02-22,32,23,77,2,38,False
2017-02-23,33,26,72,2,48,False
2017-02-24,33,26,68,1,32,False
2017-02-25,37,30,57,1,35,False
2017-02-26,44,28,64,2,41,False
2017-02-27,34,25,74,0,41,False
2017-02-28,30,27,83,2,40,False
2017-03-01,32,24,89,1,39,False
2017-03-02,39,27,90,4,39,False
2017-03-03,36,30,76,3,43,False
2017-03-04,37,30,71,1,44,False
2017-03-05,40,33,52,1,39,False
2017-03-06,35,26,83,2,40,False
2017-03-07,38,27,72,2,39,False
2017-03-08,30,24,83,1,46,False
2017-03-09,35,24,85,3,39,False
2017-03-10,34,30,77,1,41,False
2017-03-11,35,32,43,1,41,False
2017-03-12,62,29,59,1,43,False
2017-03-13,90,26,84,2,39,False
2017-03-14,40,25,75,1,48,False
2017-03-15,37,25,84,1,44,False
2017-03-16,34,27,85,2,45,False
2017-03-17,47,23,64,2,45,False
2017-03-18,37,29,58,1,38,False
2017-03-19,38,34,58,0,38,False
2017-03-20,24,25,84,2,37,False
2017-03-21,37,28,77,2,49,False
2017-03-22,30,23,86,2,63,False
2017-03-23,37,28,79,2,46,False
2017-03-24,36,32,62,1,47,False
2017-03-25,48,29,50,1,40,False
2017-03-26,38,33,59,1,42,False
2017-03-27,34,33,78,2,40,False
2017-03-28,44,30,73,1,47,False
2017-03-29,35,33,85,2,39,False
2017-03-30,32,33,82,3,44,False
2017-03-31,43,26,72,1,46,False
2017-04-01,40,36,45,0,40,False
2017-04-02,36,45,57,2,46,False
2017-04-03,36,28,80,1,39,False
