date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2017-03-19,1,45,34,50,5,False
2017-03-20,0,39,29,48,10,False
2017-03-21,2,54,41,45,14,False
2017-03-22,1,39,47,66,10,False
2017-03-23,2,39,44,59,12,False
2017-03-24,0,35,24,53,23,False
2017-03-25,0,40,20,42,11,False
2017-03-26,1,41,21,44,9,False
2017-03-27,2,44,43,50,17,False
2017-03-28,1,33,30,58,10,False
2017-03-29,3,36,45,55,15,False
2017-03-30,2,43,38,41,20,False
2017-03-31,6,32,33,52,12,False
2017-04-01,0,50,26,43,5,False
2017-04-02,1,41,12,34,17,False
2017-04-03,2,46,32,54,8,False
2017-04-04,0,43,30,46,17,False
2017-04-05,1,41,48,51,15,False
2017-04-06,6,46,38,40,14,False
2017-04-07,0,33,29,60,17,False
2017-04-08,1,47,20,29,9,False
2017-04-09,3,37,27,37,7,False
2017-04-10,4,38,39,47,13,False
2017-04-11,1,52,42,63,10,False
2017-04-12,0,38,39,57,15,False
2017-04-13,0,39,40,50,17,False
2017-04-14,1,41,35,44,19,False
2017-04-15,1,45,15,34,4,False
2017-04-16,1,42,19,46,6,False
2017-04-17,5,34,38,52,9,False
2017-04-18,0,39,43,59,22,False
2017-04-19,0,38,37,51,15,False
2017-04-20,3,49,24,44,8,False
2017-04-21,0,34,34,42,21,False
2017-04-22,0,47,16,54,13,False
2017-04-23,3,57,22,49,4,False
2017-04-24,1,44,25,80,21,False
2017-04-25,1,36,42,52,13,False
2017-04-26,2,33,45,67,14,False
2017-04-27,0,39,42,66,11,False
2017-04-28,2,41,25,50,8,False
2017-04-29,1,34,14,38,8,False
2017-04-30,1,51,13,43,9,False
2017-05-01,1,29,26,55,12,False
2017-05-02,2,34,45,57,14,False
2017-05-03,1,33,38,54,10,False
2017-05-04,0,39,45,47,17,False
2017-05-05,0,27,33,50,13,False
2017-05-06,0,55,13,33,9,False
2017-05-07,0,44,33,41,8,False
2017-05-08,1,48,38,58,20,False
2017-05-09,2,35,41,51,16,False
2017-05-10,2,42,38,57,8,False
2017-05-11,1,36,49,56,13,False
2017-05-12,1,29,34,48,11,False
2017-05-13,0,41,30,32,6,False
2017-05-14,0,42,11,35,7,False
2017-05-15,1,47,42,45,10,False
2017-05-16,0,43,40,47,12,False
2017-05-17,0,32,31,45,16,False
2017-05-18,0,39,35,53,19,False
2017-05-19,1,43,29,61,17,False
2017-05-20,0,41,17,27,7,False
2017-05-21,1,46,17,43,6,False
2017-05-22,0,33,34,44,10,False
2017-05-23,2,34,34,45,9,False
2017-05-24,2,34,26,44,10,False
2017-05-25,1,39,29,46,13,False
2017-05-26,0,43,32,29,10,False
2017-05-27,1,43,13,28,4,False
2017-05-28,1,46,21,21,0,False
2017-05-29,1,43,25,29,8,False
2017-05-30,2,43,43,42,10,False
2017-05-31,0,39,37,46,21,False
2017-06-01,1,38,44,48,19,False
2017-06-02,0,27,37,40,19,False
2017-06-03,1,40,17,27,4,False
2017-06-04,0,39,18,27,4,False
2017-06-05,1,48,39,32,7,False
2017-06-06,3,34,47,52,16,False
2017-06-07,1,33,37,48,13,False
2017-06-08,1,32,39,31,10,False
2017-06-09,1,38,23,39,12,False
2017-06-10,1,37,9,29,7,False
2017-06-11,1,51,9,35,7,False
2017-06-12,0,32,25,38,16,False
2017-06-13,0,34,30,44,15,False
2017-06-14,1,47,31,29,15,False
2017-06-15,1,28,34,33,13,False
2017-06-16,1,28,32,45,13,False
2017-06-17,0,49,16,27,7,False
2017-06-18,0,44,13,29,4,False
2017-06-19,1,42,45,34,13,False
2017-06-20,3,35,41,33,10,False
2017-06-21,1,35,29,44,19,False
2017-06-22,0,37,26,37,10,False
2017-06-23,1,41,32,44,12,False
2017-06-24,0,65,20,38,5,False
2017-06-25,0,41,23,35,3,False
2017-06-26,0,51,37,48,6,False
2017-06-27,2,52,38,40,21,False
2017-06-28,0,30,33,31,15,False
2017-06-29,0,37,37,45,12,False
2017-06-30,0,42,31,41,9,False
2017-07-01,0,57,17,21,10,False
2017-07-02,1,43,18,48,6,False
2017-07-03,3,36,28,37,7,False
2017-07-04,1,35,16,33,6,False
2017-07-05,0,38,27,27,13,False
2017-07-06,2,35,30,36,21,False
2017-07-07,1,32,38,33,12,False
2017-07-08,0,48,27,34,1,False
2017-07-09,1,44,17,41,10,False
2017-07-10,1,41,39,35,19,False
2017-07-11,0,48,43,38,19,False
2017-07-12,1,43,51,36,12,False
2017-07-13,0,42,46,40,12,False
2017-07-14,1,44,32,27,21,False
