date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2010-04-05,0,1,81,69,9,False
2010-04-06,1,2,86,77,10,False
2010-04-07,0,3,91,60,9,False
2010-04-08,0,3,84,58,7,False
2010-04-09,0,1,80,55,9,False
2010-04-10,0,2,44,61,10,False
2010-04-11,0,1,44,72,12,False
2010-04-12,0,2,89,68,6,False
2010-04-13,1,4,89,62,11,False
2010-04-14,0,3,80,70,14,False
2010-04-15,1,2,78,68,12,False
2010-04-16,0,3,73,58,10,False
2010-04-17,0,1,45,49,7,False
2010-04-18,0,3,49,75,9,False
2010-04-19,1,1,78,46,12,False
2010-04-20,0,2,77,52,10,False
2010-04-21,0,3,86,62,9,False
2010-04-22,1,4,87,44,10,False
2010-04-23,0,2,77,56,13,False
2010-04-24,1,2,56,42,9,False
2010-04-25,0,1,39,70,6,False
2010-04-26,0,4,81,66,9,False
2010-04-27,0,3,85,70,9,False
2010-04-28,1,3,79,53,6,False
2010-04-29,0,1,82,56,9,False
2010-04-30,0,1,76,50,12,False
2010-05-01,1,3,41,48,9,False
2010-05-02,1,0,52,73,9,False
2010-05-03,1,2,100,52,10,False
2010-05-04,0,1,96,53,8,False
2010-05-05,0,2,84,49,6,False
2010-05-06,0,3,84,60,8,False
2010-05-07,0,1,65,49,9,False
2010-05-08,1,1,46,51,11,False
2010-05-09,0,1,37,50,9,False
2010-05-10,1,1,82,54,13,False
2010-05-11,0,1,93,63,11,False
2010-05-12,0,3,85,52,13,False
2010-05-13,0,2,76,52,12,False
2010-05-14,0,3,81,56,10,False
2010-05-15,0,1,40,48,12,False
2010-05-16,1,3,39,64,14,False
2010-05-17,0,1,74,65,11,False
2010-05-18,0,2,81,47,6,False
2010-05-19,0,4,74,52,11,False
2010-05-20,1,4,77,49,10,False
2010-05-21,1,4,74,48,10,False
2010-05-22,1,1,35,48,12,False
2010-05-23,0,1,55,52,8,False
2010-05-24,1,2,80,56,10,False
2010-05-25,0,4,77,49,9,False
2010-05-26,0,2,73,48,9,False
2010-05-27,0,3,81,47,12,False
2010-05-28,2,2,68,38,9,False
2010-05-29,0,2,39,36,12,False
2010-05-30,0,1,29,54,8,False
2010-05-31,1,1,42,48,13,False
2010-06-01,1,6,85,46,11,False
2010-06-02,0,2,92,49,9,False
2010-06-03,0,2,85,49,11,False
2010-06-04,1,1,68,50,12,False
2010-06-05,2,1,37,33,9,False
2010-06-06,1,1,42,70,14,False
2010-06-07,0,3,71,60,13,False
2010-06-08,0,2,79,55,11,False
2010-06-09,0,1,85,54,11,False
2010-06-10,0,0,73,46,16,False
2010-06-11,1,1,73,48,19,False
2010-06-12,0,1,40,44,12,False
2010-06-13,0,1,44,70,7,False
2010-06-14,0,1,68,61,11,False
2010-06-15,0,4,75,55,13,False
2010-06-16,0,3,87,59,13,False
2010-06-17,1,3,70,51,11,False
2010-06-18,0,1,69,47,7,False
2010-06-19,0,4,34,41,14,False
2010-06-20,0,5,37,61,9,False
2010-06-21,0,2,67,53,7,False
2010-06-22,0,1,83,59,10,False
2010-06-23,0,1,70,52,10,False
2010-06-24,0,1,73,47,7,False
2010-06-25,1,2,76,49,8,False
2010-06-26,0,0,48,41,9,False
2010-06-27,0,1,43,55,13,False
2010-06-28,1,0,71,62,11,False
2010-06-29,0,3,83,56,11,False
2010-06-30,0,3,74,53,11,False
2010-07-01,1,0,91,49,10,False
2010-07-02,1,3,55,48,14,False
2010-07-03,1,2,34,47,9,False
2010-07-04,0,1,22,57,5,False
2010-07-05,1,0,42,38,10,False
2010-07-06,0,2,68,48,6,False
