date,privileged,productive,productivity,profit,profitable,isPartial
2004-09-11,3,3,10,40,0,False
2004-09-12,0,0,6,48,6,False
2004-09-13,2,0,9,53,2,False
2004-09-14,2,4,9,57,4,False
2004-09-15,0,4,8,55,8,False
2004-09-16,0,6,18,68,2,False
2004-09-17,2,10,17,54,0,False
2004-09-18,0,10,0,35,3,False
2004-09-19,0,3,10,55,0,False
2004-09-20,0,4,11,76,0,False
2004-09-21,0,2,22,61,11,False
2004-09-22,0,4,19,66,2,False
2004-09-23,0,2,15,74,2,False
2004-09-24,0,8,16,72,0,False
2004-09-25,0,3,7,69,0,False
2004-09-26,0,0,10,26,6,False
2004-09-27,2,2,13,82,2,False
2004-09-28,0,2,12,61,2,False
2004-09-29,2,2,17,64,4,False
2004-09-30,2,2,9,36,2,False
2004-10-01,2,0,4,50,2,False
2004-10-02,0,3,3,46,3,False
2004-10-03,0,0,0,47,9,False
2004-10-04,0,0,9,52,9,False
2004-10-05,0,0,11,53,4,False
2004-10-06,0,0,11,80,2,False
2004-10-07,4,0,12,48,4,False
2004-10-08,0,2,6,62,4,False
2004-10-09,0,0,10,34,3,False
2004-10-10,3,0,6,39,3,False
2004-10-11,2,4,10,54,2,False
2004-10-12,23,0,38,69,0,False
2004-10-13,2,0,22,52,2,False
2004-10-14,0,2,19,61,4,False
2004-10-15,0,2,26,55,6,False
2004-10-16,3,6,10,68,3,False
2004-10-17,3,6,6,25,0,False
2004-10-18,0,5,9,49,2,False
2004-10-19,2,4,9,87,2,False
2004-10-20,0,2,7,55,5,False
2004-10-21,0,2,20,55,6,False
2004-10-22,2,2,12,50,2,False
2004-10-23,0,0,6,26,6,False
2004-10-24,0,0,6,37,9,False
2004-10-25,2,2,18,50,5,False
2004-10-26,0,3,23,63,7,False
2004-10-27,4,0,14,69,2,False
2004-10-28,0,0,18,69,4,False
2004-10-29,0,0,16,58,8,False
2004-10-30,0,0,9,33,0,False
2004-10-31,0,0,19,35,3,False
2004-11-01,0,0,17,69,6,False
2004-11-02,0,2,12,53,8,False
2004-11-03,2,5,7,52,3,False
2004-11-04,0,2,13,68,5,False
2004-11-05,0,2,11,67,4,False
