date,privileged,productive,productivity,profit,profitable,isPartial
2006-10-13,1,2,14,59,1,False
2006-10-14,0,2,3,50,5,False
2006-10-15,2,3,13,43,2,False
2006-10-16,0,0,11,68,4,False
2006-10-17,1,2,12,82,2,False
2006-10-18,0,1,15,82,3,False
2006-10-19,3,1,11,94,3,False
2006-10-20,0,2,9,75,8,False
2006-10-21,7,0,10,39,7,False
2006-10-22,0,3,7,46,2,False
2006-10-23,5,2,10,57,5,False
2006-10-24,4,4,11,76,2,False
2006-10-25,3,3,16,70,6,False
2006-10-26,2,1,14,80,3,False
2006-10-27,3,2,15,54,0,False
2006-10-28,3,0,2,47,5,False
2006-10-29,2,5,10,71,7,False
2006-10-30,0,0,13,71,4,False
2006-10-31,1,4,6,71,3,False
2006-11-01,0,4,11,83,8,False
2006-11-02,4,5,12,59,5,False
2006-11-03,0,5,14,63,4,False
2006-11-04,0,2,6,35,3,False
2006-11-05,0,3,6,56,2,False
2006-11-06,1,5,15,69,7,False
2006-11-07,2,1,9,80,4,False
2006-11-08,0,8,9,81,2,False
2006-11-09,4,0,20,80,3,False
2006-11-10,1,3,11,79,3,False
2006-11-11,0,0,8,46,6,False
2006-11-12,0,5,14,58,2,False
2006-11-13,1,2,10,73,5,False
2006-11-14,2,7,12,67,5,False
2006-11-15,3,3,5,78,4,False
2006-11-16,2,0,16,68,2,False
2006-11-17,0,5,10,62,3,False
2006-11-18,2,0,8,50,2,False
2006-11-19,0,2,11,49,9,False
2006-11-20,1,2,6,72,6,False
2006-11-21,3,1,13,66,5,False
2006-11-22,1,2,11,57,5,False
2006-11-23,0,3,3,24,2,False
2006-11-24,0,5,17,46,3,False
2006-11-25,2,3,8,51,5,False
2006-11-26,0,3,14,39,3,False
2006-11-27,0,1,7,49,1,False
2006-11-28,2,4,13,68,1,False
2006-11-29,1,6,10,65,1,False
2006-11-30,1,4,18,62,5,False
2006-12-01,1,8,13,65,3,False
2006-12-02,0,4,7,45,3,False
2006-12-03,0,4,7,54,1,False
