date,expense,expensive,fine,ghetto,intervention,isPartial
2017-03-19,14,62,83,25,12,False
2017-03-20,21,61,81,20,18,False
2017-03-21,20,59,87,23,23,False
2017-03-22,19,56,87,21,25,False
2017-03-23,20,58,79,20,21,False
2017-03-24,18,59,82,23,17,False
2017-03-25,11,60,90,23,14,False
2017-03-26,14,66,81,25,15,False
2017-03-27,22,56,83,21,20,False
2017-03-28,20,61,83,22,21,False
2017-03-29,21,57,87,24,23,False
2017-03-30,21,60,81,22,22,False
2017-03-31,20,55,86,26,17,False
2017-04-01,13,57,87,23,12,False
2017-04-02,16,66,84,25,15,False
2017-04-03,22,63,84,23,22,False
2017-04-04,23,55,83,23,20,False
2017-04-05,20,53,83,25,22,False
2017-04-06,22,62,84,20,20,False
2017-04-07,19,57,83,22,20,False
2017-04-08,15,60,84,25,13,False
2017-04-09,16,65,85,24,14,False
2017-04-10,24,63,84,24,20,False
2017-04-11,22,61,84,22,21,False
2017-04-12,19,58,79,21,20,False
2017-04-13,22,60,87,22,20,False
2017-04-14,18,53,82,23,13,False
2017-04-15,15,61,84,24,8,False
2017-04-16,16,69,82,27,11,False
2017-04-17,24,59,84,25,17,False
2017-04-18,22,57,81,24,22,False
2017-04-19,16,59,90,20,19,False
2017-04-20,16,60,85,24,19,False
2017-04-21,14,60,86,23,16,False
2017-04-22,10,56,81,26,12,False
2017-04-23,11,64,87,25,13,False
2017-04-24,19,63,90,22,20,False
2017-04-25,18,64,85,25,22,False
2017-04-26,17,63,85,23,25,False
2017-04-27,17,66,78,20,19,False
2017-04-28,16,58,84,24,16,False
2017-04-29,10,59,83,23,13,False
2017-04-30,11,66,84,26,15,False
2017-05-01,19,66,88,22,22,False
2017-05-02,18,62,87,22,23,False
2017-05-03,17,59,83,24,23,False
2017-05-04,17,65,83,23,20,False
2017-05-05,15,64,85,23,17,False
2017-05-06,8,67,85,23,12,False
2017-05-07,8,67,83,24,12,False
2017-05-08,18,65,85,22,23,False
2017-05-09,18,67,87,24,20,False
2017-05-10,15,59,84,22,18,False
2017-05-11,16,63,82,23,18,False
2017-05-12,14,64,86,22,15,False
2017-05-13,9,63,83,23,8,False
2017-05-14,7,71,81,22,9,False
2017-05-15,15,62,81,22,21,False
2017-05-16,14,66,85,24,17,False
2017-05-17,14,60,82,22,15,False
2017-05-18,13,56,81,21,16,False
2017-05-19,11,59,80,20,14,False
2017-05-20,6,61,89,23,9,False
2017-05-21,8,64,79,24,12,False
2017-05-22,14,59,83,21,18,False
2017-05-23,13,58,82,21,20,False
2017-05-24,13,56,78,25,15,False
2017-05-25,14,58,80,22,16,False
2017-05-26,10,54,77,21,13,False
2017-05-27,7,61,82,25,9,False
2017-05-28,6,64,85,22,8,False
2017-05-29,8,62,87,23,15,False
2017-05-30,13,61,79,22,16,False
2017-05-31,14,56,79,22,15,False
2017-06-01,14,55,78,19,15,False
2017-06-02,11,52,73,24,12,False
2017-06-03,8,59,83,25,9,False
2017-06-04,7,62,87,24,10,False
2017-06-05,12,52,84,20,17,False
2017-06-06,15,59,83,18,13,False
2017-06-07,15,57,82,21,14,False
2017-06-08,12,56,78,19,14,False
2017-06-09,12,60,83,19,14,False
2017-06-10,7,62,80,23,9,False
2017-06-11,8,59,79,26,10,False
2017-06-12,13,54,83,23,17,False
2017-06-13,15,55,78,23,15,False
2017-06-14,13,59,85,22,17,False
2017-06-15,11,57,84,23,13,False
2017-06-16,10,59,85,22,10,False
2017-06-17,8,63,82,27,7,False
2017-06-18,8,71,81,24,9,False
2017-06-19,14,55,84,22,15,False
2017-06-20,11,59,83,18,15,False
2017-06-21,13,57,79,20,13,False
2017-06-22,15,58,83,19,12,False
2017-06-23,11,62,79,19,12,False
2017-06-24,8,67,87,26,8,False
2017-06-25,8,71,83,22,8,False
2017-06-26,12,59,89,18,15,False
2017-06-27,13,51,87,20,13,False
2017-06-28,12,59,79,18,13,False
2017-06-29,13,57,87,24,13,False
2017-06-30,10,53,86,22,12,False
2017-07-01,6,63,87,21,7,False
2017-07-02,7,69,89,22,9,False
2017-07-03,11,58,90,20,13,False
2017-07-04,8,65,82,23,9,False
2017-07-05,11,56,87,18,10,False
2017-07-06,12,58,87,24,14,False
2017-07-07,12,55,83,23,11,False
2017-07-08,7,64,85,26,6,False
2017-07-09,7,70,85,23,9,False
2017-07-10,14,62,88,20,15,False
2017-07-11,13,58,89,19,13,False
2017-07-12,16,59,84,21,14,False
2017-07-13,14,61,89,21,12,False
2017-07-14,12,56,86,22,11,False
2017-07-15,5,68,85,24,8,False
2017-07-16,8,65,86,25,10,False
2017-07-17,14,56,81,23,17,False
2017-07-18,14,62,82,20,13,False
2017-07-19,16,57,86,20,15,False
2017-07-20,11,58,87,17,13,False
2017-07-21,13,54,93,19,11,False
