date,lay,liquidate,miser,owe,recession,isPartial
2004-01-01,7,0,0,7,0,False
2004-01-02,65,0,3,0,3,False
2004-01-03,36,4,7,4,7,False
2004-01-04,40,0,0,11,0,False
2004-01-05,59,0,0,0,0,False
2004-01-06,18,3,0,0,3,False
2004-01-07,34,0,2,2,2,False
2004-01-08,43,0,0,4,0,False
2004-01-09,49,2,7,2,0,False
2004-01-10,24,0,7,3,0,False
2004-01-11,38,0,3,3,0,False
2004-01-12,42,0,2,2,0,False
2004-01-13,34,0,2,4,6,False
2004-01-14,53,0,2,0,0,False
2004-01-15,41,0,2,0,2,False
2004-01-16,42,0,2,29,0,False
2004-01-17,24,0,0,10,0,False
2004-01-18,45,0,7,0,3,False
2004-01-19,42,0,0,5,0,False
2004-01-20,22,0,0,2,6,False
2004-01-21,34,2,4,2,0,False
2004-01-22,26,0,2,6,0,False
2004-01-23,26,0,0,6,4,False
2004-01-24,46,0,3,0,3,False
2004-01-25,42,0,0,0,3,False
2004-01-26,34,0,4,2,6,False
2004-01-27,33,0,2,6,12,False
2004-01-28,49,0,6,4,4,False
2004-01-29,51,0,2,4,6,False
2004-01-30,30,0,0,2,0,False
2004-01-31,26,0,7,10,3,False
2004-02-01,52,0,0,7,7,False
2004-02-02,29,0,2,2,2,False
2004-02-03,34,0,2,2,2,False
2004-02-04,28,0,4,0,2,False
2004-02-05,43,0,0,2,2,False
2004-02-06,32,0,2,4,6,False
2004-02-07,34,0,9,0,0,False
2004-02-08,43,0,5,5,0,False
2004-02-09,33,0,0,8,6,False
2004-02-10,27,0,4,0,2,False
2004-02-11,35,0,2,4,4,False
2004-02-12,37,2,0,0,2,False
2004-02-13,47,0,0,4,4,False
2004-02-14,53,0,0,3,3,False
2004-02-15,21,0,3,0,3,False
2004-02-16,36,0,2,0,2,False
2004-02-17,16,0,2,0,2,False
2004-02-18,36,0,0,6,6,False
2004-02-19,53,0,4,4,0,False
2004-02-20,29,2,2,4,2,False
2004-02-21,25,0,3,3,0,False
2004-02-22,28,0,0,0,3,False
2004-02-23,40,0,0,4,2,False
2004-02-24,50,0,0,2,4,False
2004-02-25,32,0,0,2,4,False
2004-02-26,47,0,0,2,8,False
2004-02-27,36,0,4,27,4,False
2004-02-28,46,3,0,13,0,False
2004-02-29,56,0,0,0,0,False
2004-03-01,39,0,0,0,3,False
2004-03-02,39,2,0,4,4,False
2004-03-03,66,0,0,0,13,False
2004-03-04,40,0,0,0,3,False
2004-03-05,43,0,0,0,7,False
2004-03-06,30,5,0,5,0,False
2004-03-07,28,0,0,0,18,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,35,0,0,3,0,False
2004-03-11,28,0,0,0,0,False
2004-03-12,32,0,3,3,3,False
2004-03-13,33,0,0,0,0,False
2004-03-14,16,0,0,0,3,False
2004-03-15,37,2,2,4,6,False
2004-03-16,24,0,4,6,6,False
2004-03-17,34,0,2,0,2,False
2004-03-18,34,0,0,4,4,False
2004-03-19,32,0,0,2,2,False
2004-03-20,27,0,3,7,0,False
2004-03-21,39,0,0,0,0,False
2004-03-22,69,0,0,15,0,False
2004-03-23,0,0,0,0,0,True
2004-03-24,36,0,3,0,0,False
2004-03-25,35,0,0,0,0,False
2004-03-26,30,0,6,3,0,False
2004-03-27,39,0,0,3,3,False
2004-03-28,44,0,3,3,0,False
2004-03-29,43,0,0,4,11,False
2004-03-30,39,0,4,2,2,False
2004-03-31,31,0,2,7,0,False
2004-04-01,35,0,2,2,4,False
2004-04-02,28,0,4,4,2,False
2004-04-03,39,0,3,3,3,False
2004-04-04,32,0,6,3,3,False
2004-04-05,35,0,0,6,13,False
2004-04-06,28,2,0,2,2,False
2004-04-07,25,0,2,6,4,False
2004-04-08,43,0,2,0,6,False
2004-04-09,40,0,7,2,2,False
2004-04-10,26,0,0,10,0,False
