date,costliness,costly,debtor,default,depression,isPartial
2006-02-01,0,1,1,58,80,False
2006-02-02,0,1,1,52,81,False
2006-02-03,0,0,0,49,79,False
2006-02-04,0,1,0,44,52,False
2006-02-05,0,0,0,36,54,False
2006-02-06,0,0,0,49,92,False
2006-02-07,0,0,1,56,83,False
2006-02-08,0,0,1,54,84,False
2006-02-09,0,1,0,61,79,False
2006-02-10,0,1,1,50,87,False
2006-02-11,0,0,0,47,49,False
2006-02-12,0,0,0,46,74,False
2006-02-13,0,1,0,45,76,False
2006-02-14,0,1,2,58,70,False
2006-02-15,0,1,2,50,78,False
2006-02-16,0,1,2,55,77,False
2006-02-17,0,0,2,58,69,False
2006-02-18,0,0,1,46,61,False
2006-02-19,0,1,0,42,69,False
2006-02-20,0,0,1,55,88,False
2006-02-21,0,1,1,51,85,False
2006-02-22,0,2,1,60,81,False
2006-02-23,0,0,0,54,79,False
2006-02-24,0,1,0,49,73,False
2006-02-25,0,0,0,40,61,False
2006-02-26,0,1,1,41,76,False
2006-02-27,0,0,0,45,83,False
2006-02-28,0,0,0,56,90,False
2006-03-01,0,2,0,57,88,False
2006-03-02,0,0,1,42,95,False
2006-03-03,0,0,0,59,73,False
2006-03-04,0,2,1,33,61,False
2006-03-05,0,0,0,39,57,False
2006-03-06,0,1,1,40,80,False
2006-03-07,0,1,1,57,76,False
2006-03-08,0,1,1,52,84,False
2006-03-09,0,0,1,47,82,False
2006-03-10,0,1,1,51,68,False
2006-03-11,0,0,0,45,49,False
2006-03-12,0,0,0,39,61,False
2006-03-13,0,1,1,47,71,False
2006-03-14,0,0,1,45,76,False
2006-03-15,0,1,1,51,79,False
2006-03-16,0,1,1,50,70,False
2006-03-17,0,0,1,44,69,False
2006-03-18,0,0,1,36,64,False
2006-03-19,0,0,2,44,72,False
2006-03-20,0,1,1,44,79,False
2006-03-21,0,0,0,50,100,False
2006-03-22,0,0,2,59,87,False
2006-03-23,0,1,1,50,91,False
2006-03-24,0,1,0,61,64,False
2006-03-25,0,0,1,34,60,False
2006-03-26,0,2,0,39,74,False
2006-03-27,0,0,1,46,70,False
2006-03-28,0,0,1,52,79,False
2006-03-29,0,1,0,58,75,False
2006-03-30,0,1,1,54,76,False
2006-03-31,0,0,0,64,72,False
2006-04-01,0,0,0,44,56,False
2006-04-02,0,0,0,53,61,False
2006-04-03,0,0,1,45,79,False
2006-04-04,0,0,0,54,72,False
2006-04-05,0,1,1,47,79,False
2006-04-06,0,1,1,58,91,False
2006-04-07,0,0,0,49,78,False
2006-04-08,0,0,0,51,60,False
2006-04-09,0,0,0,31,80,False
2006-04-10,0,0,2,51,79,False
2006-04-11,0,0,1,55,84,False
2006-04-12,0,0,0,49,67,False
2006-04-13,0,0,0,46,60,False
2006-04-14,0,1,1,49,53,False
2006-04-15,0,1,0,42,48,False
2006-04-16,0,1,0,39,54,False
2006-04-17,0,0,1,48,74,False
2006-04-18,0,0,0,43,86,False
2006-04-19,0,1,1,51,85,False
2006-04-20,0,1,0,48,85,False
2006-04-21,0,1,0,40,63,False
2006-04-22,0,2,0,51,55,False
2006-04-23,0,0,0,33,68,False
2006-04-24,0,0,1,42,79,False
2006-04-25,0,0,0,48,80,False
2006-04-26,0,0,2,59,92,False
2006-04-27,0,0,1,48,81,False
2006-04-28,0,1,0,48,78,False
2006-04-29,0,1,0,37,48,False
2006-04-30,0,2,0,31,80,False
2006-05-01,0,0,0,54,90,False
2006-05-02,0,0,0,51,80,False
2006-05-03,0,0,1,55,70,False
2006-05-04,0,0,1,45,84,False
2006-05-05,0,0,0,61,75,False
2006-05-06,0,0,0,40,50,False
2006-05-07,0,0,1,24,80,False
2006-05-08,0,0,0,35,71,False
2006-05-09,0,3,0,51,76,False
2006-05-10,0,0,1,51,71,False
2006-05-11,0,1,1,48,70,False
2006-05-12,0,1,1,53,69,False
2006-05-13,0,1,0,36,48,False
2006-05-14,0,1,0,31,77,False
2006-05-15,0,0,0,50,74,False
2006-05-16,0,0,0,49,62,False
2006-05-17,0,0,0,50,71,False
2006-05-18,0,1,2,48,73,False
2006-05-19,0,0,1,56,59,False
2006-05-20,0,1,0,41,61,False
2006-05-21,0,0,0,36,65,False
2006-05-22,0,0,0,45,75,False
2006-05-23,0,0,1,59,65,False
2006-05-24,0,0,0,60,63,False
2006-05-25,0,0,1,56,69,False
2006-05-26,0,1,0,46,55,False
2006-05-27,0,1,0,42,39,False
2006-05-28,0,1,1,30,46,False
