date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2007-09-08,1,0,42,40,5,False
2007-09-09,2,1,40,68,5,False
2007-09-10,0,3,86,56,7,False
2007-09-11,1,3,76,53,3,False
2007-09-12,0,2,76,53,5,False
2007-09-13,1,1,66,43,11,False
2007-09-14,0,1,67,35,3,False
2007-09-15,0,1,49,39,6,False
2007-09-16,0,1,46,54,6,False
2007-09-17,0,2,73,63,2,False
2007-09-18,1,3,76,58,5,False
2007-09-19,0,1,76,53,6,False
2007-09-20,1,3,77,48,6,False
2007-09-21,0,1,60,46,4,False
2007-09-22,0,1,43,45,8,False
2007-09-23,0,0,44,57,6,False
2007-09-24,0,1,68,52,7,False
2007-09-25,0,3,80,60,6,False
2007-09-26,0,2,82,54,5,False
2007-09-27,0,4,69,61,4,False
2007-09-28,1,1,69,53,7,False
2007-09-29,0,2,43,51,5,False
2007-09-30,0,0,37,57,7,False
2007-10-01,1,2,77,60,6,False
2007-10-02,0,2,88,56,3,False
2007-10-03,0,2,70,52,6,False
2007-10-04,0,1,66,41,4,False
2007-10-05,0,3,63,51,7,False
2007-10-06,1,1,42,40,7,False
2007-10-07,0,1,48,66,9,False
2007-10-08,0,1,67,39,3,False
2007-10-09,0,1,80,48,7,False
2007-10-10,0,1,77,55,6,False
2007-10-11,1,2,70,55,8,False
2007-10-12,1,1,54,44,4,False
2007-10-13,0,0,46,40,5,False
2007-10-14,0,2,48,52,7,False
2007-10-15,0,2,73,56,6,False
2007-10-16,0,2,72,52,5,False
2007-10-17,0,2,77,47,6,False
2007-10-18,1,2,72,46,5,False
2007-10-19,1,2,66,40,7,False
2007-10-20,0,1,41,50,5,False
2007-10-21,1,2,40,67,6,False
2007-10-22,0,2,68,58,5,False
2007-10-23,0,1,72,48,6,False
2007-10-24,0,1,84,56,2,False
2007-10-25,0,2,69,46,4,False
2007-10-26,1,1,67,49,5,False
2007-10-27,0,0,36,52,12,False
2007-10-28,0,2,39,63,10,False
2007-10-29,0,2,82,61,4,False
2007-10-30,0,1,61,47,4,False
2007-10-31,0,1,74,45,2,False
2007-11-01,0,3,64,52,3,False
2007-11-02,0,3,75,39,6,False
2007-11-03,0,0,41,47,7,False
2007-11-04,1,0,44,72,4,False
2007-11-05,0,2,68,56,7,False
2007-11-06,0,2,71,52,4,False
2007-11-07,0,2,83,44,6,False
2007-11-08,0,0,73,53,7,False
2007-11-09,0,4,61,52,5,False
2007-11-10,0,0,41,44,11,False
2007-11-11,0,1,44,54,7,False
2007-11-12,1,1,72,48,5,False
2007-11-13,0,3,70,61,7,False
2007-11-14,0,3,82,56,7,False
2007-11-15,1,3,73,50,2,False
2007-11-16,1,3,55,41,5,False
2007-11-17,1,2,49,41,4,False
2007-11-18,1,1,35,58,10,False
2007-11-19,0,2,73,59,6,False
2007-11-20,0,1,75,48,4,False
2007-11-21,1,2,63,43,7,False
2007-11-22,0,2,28,24,3,False
2007-11-23,0,1,35,36,6,False
2007-11-24,0,1,30,41,3,False
2007-11-25,0,0,34,58,7,False
2007-11-26,0,1,71,44,7,False
2007-11-27,0,1,72,46,5,False
2007-11-28,0,1,63,45,5,False
2007-11-29,0,1,67,50,5,False
2007-11-30,0,2,55,58,6,False
2007-12-01,0,3,41,48,5,False
2007-12-02,0,1,35,62,3,False
2007-12-03,0,1,62,52,6,False
2007-12-04,0,1,67,36,5,False
2007-12-05,0,1,74,42,5,False
2007-12-06,0,2,73,51,3,False
2007-12-07,0,0,63,40,3,False
2007-12-08,0,0,36,47,6,False
2007-12-09,0,3,51,57,2,False
2007-12-10,0,3,61,44,5,False
2007-12-11,0,2,74,50,5,False
2007-12-12,0,1,65,45,5,False
2007-12-13,0,1,69,35,3,False
2007-12-14,0,2,59,38,5,False
2007-12-15,0,2,37,29,6,False
2007-12-16,0,1,44,49,8,False
2007-12-17,0,0,58,47,5,False
2007-12-18,0,1,61,44,4,False
2007-12-19,0,1,67,47,4,False
2007-12-20,0,1,66,45,8,False
2007-12-21,0,1,58,46,7,False
2007-12-22,0,0,24,34,7,False
2007-12-23,0,1,35,50,4,False
2007-12-24,0,1,37,54,9,False
2007-12-25,0,0,23,38,3,False
2007-12-26,0,1,52,45,7,False
2007-12-27,0,1,56,37,8,False
2007-12-28,0,1,46,37,8,False
2007-12-29,0,1,30,38,5,False
2007-12-30,0,2,31,62,9,False
2007-12-31,0,1,41,56,7,False
2008-01-01,0,2,34,41,11,False
2008-01-02,0,2,54,49,8,False
2008-01-03,0,0,65,49,9,False
2008-01-04,0,1,67,44,5,False
2008-01-05,0,0,39,42,9,False
2008-01-06,1,2,42,61,8,False
2008-01-07,0,2,60,59,3,False
2008-01-08,0,1,76,51,3,False
2008-01-09,0,1,69,56,7,False
2008-01-10,0,1,70,53,6,False
2008-01-11,0,1,69,43,7,False
2008-01-12,0,1,46,41,10,False
2008-01-13,0,4,30,58,3,False
2008-01-14,0,1,60,52,6,False
2008-01-15,0,1,74,57,5,False
2008-01-16,0,2,75,59,7,False
2008-01-17,0,0,69,49,6,False
2008-01-18,0,0,77,40,7,False
2008-01-19,0,0,50,43,9,False
2008-01-20,0,1,44,54,8,False
2008-01-21,1,3,55,45,5,False
2008-01-22,0,2,77,55,6,False
2008-01-23,0,1,85,50,4,False
2008-01-24,0,2,72,51,6,False
2008-01-25,1,1,82,51,4,False
2008-01-26,0,1,50,58,9,False
2008-01-27,0,2,55,57,5,False
2008-01-28,1,2,84,53,6,False
2008-01-29,0,2,92,51,4,False
2008-01-30,0,2,91,54,4,False
2008-01-31,0,4,100,49,5,False
2008-02-01,0,0,65,52,5,False
2008-02-02,0,1,49,38,5,False
2008-02-03,1,1,57,54,5,False
2008-02-04,0,1,68,54,4,False
2008-02-05,0,1,72,42,5,False
2008-02-06,0,2,74,46,7,False
2008-02-07,0,2,82,38,5,False
2008-02-08,0,2,63,51,7,False
2008-02-09,0,1,45,35,6,False
2008-02-10,0,1,45,51,8,False
2008-02-11,0,2,74,47,5,False
2008-02-12,0,0,78,51,6,False
2008-02-13,1,1,68,41,4,False
2008-02-14,0,1,68,42,6,False
2008-02-15,0,1,67,49,6,False
2008-02-16,0,1,44,45,5,False
2008-02-17,0,1,40,56,12,False
2008-02-18,0,1,69,41,6,False
2008-02-19,0,2,71,46,5,False
2008-02-20,0,1,71,47,4,False
2008-02-21,0,1,78,43,6,False
2008-02-22,0,1,69,49,6,False
2008-02-23,1,1,48,48,8,False
2008-02-24,0,0,49,60,6,False
2008-02-25,0,2,81,39,4,False
2008-02-26,0,1,72,49,7,False
2008-02-27,0,1,74,45,3,False
2008-02-28,0,1,69,42,3,False
2008-02-29,0,2,71,46,6,False
2008-03-01,0,1,42,41,8,False
2008-03-02,0,1,58,59,5,False
2008-03-03,0,1,71,48,5,False
2008-03-04,0,2,83,49,5,False
2008-03-05,0,1,68,47,7,False
2008-03-06,0,3,77,44,5,False
2008-03-07,1,2,76,39,8,False
2008-03-08,0,1,48,46,6,False
2008-03-09,0,1,52,58,7,False
2008-03-10,0,4,73,47,5,False
2008-03-11,0,0,74,54,6,False
2008-03-12,0,2,76,48,5,False
2008-03-13,0,1,65,39,5,False
2008-03-14,0,1,65,48,6,False
2008-03-15,1,0,44,31,8,False
2008-03-16,1,1,53,42,3,False
2008-03-17,0,4,78,45,6,False
2008-03-18,0,0,88,36,7,False
2008-03-19,0,1,80,53,5,False
