date,advantage,affluence,affluent,afloat,allowance,isPartial
2009-07-25,67,0,1,0,21,False
2009-07-26,41,0,1,1,21,False
2009-07-27,63,0,2,0,16,False
2009-07-28,77,1,0,1,30,False
2009-07-29,81,0,1,1,28,False
2009-07-30,68,0,1,0,22,False
2009-07-31,69,0,0,1,42,False
2009-08-01,43,0,2,1,33,False
2009-08-02,50,1,2,0,16,False
2009-08-03,73,1,0,1,23,False
2009-08-04,73,0,0,2,18,False
2009-08-05,77,0,1,1,20,False
2009-08-06,63,0,1,0,13,False
2009-08-07,70,0,1,2,13,False
2009-08-08,51,1,0,2,7,False
2009-08-09,60,0,2,0,19,False
2009-08-10,75,1,1,1,22,False
2009-08-11,71,0,0,2,21,False
2009-08-12,73,0,0,1,20,False
2009-08-13,79,0,1,0,17,False
2009-08-14,61,1,0,1,15,False
2009-08-15,53,0,0,0,13,False
2009-08-16,53,0,1,1,14,False
2009-08-17,73,0,2,1,13,False
2009-08-18,74,0,2,1,17,False
2009-08-19,76,1,2,1,13,False
2009-08-20,69,0,2,1,18,False
2009-08-21,74,0,1,2,13,False
2009-08-22,55,0,2,2,7,False
2009-08-23,61,0,1,1,13,False
2009-08-24,72,0,2,0,17,False
2009-08-25,84,0,2,3,17,False
2009-08-26,82,1,2,1,13,False
2009-08-27,90,0,0,1,18,False
2009-08-28,75,1,2,0,13,False
2009-08-29,52,1,0,3,15,False
2009-08-30,51,1,1,1,14,False
2009-08-31,78,0,0,0,15,False
2009-09-01,82,0,1,0,12,False
2009-09-02,78,0,2,1,12,False
2009-09-03,71,1,2,1,14,False
2009-09-04,77,0,2,0,13,False
2009-09-05,49,0,0,1,17,False
2009-09-06,56,0,1,0,10,False
2009-09-07,54,0,3,0,10,False
2009-09-08,86,0,2,1,12,False
2009-09-09,84,1,0,1,14,False
2009-09-10,83,1,1,0,7,False
2009-09-11,85,0,0,1,11,False
2009-09-12,63,1,0,1,10,False
2009-09-13,62,0,2,0,12,False
2009-09-14,94,0,1,1,10,False
2009-09-15,85,0,2,1,15,False
2009-09-16,79,0,1,2,17,False
2009-09-17,80,0,1,1,16,False
2009-09-18,70,0,2,1,15,False
2009-09-19,53,2,1,2,16,False
2009-09-20,60,1,1,1,7,False
2009-09-21,71,1,2,2,14,False
2009-09-22,79,1,1,1,12,False
2009-09-23,85,1,3,1,13,False
2009-09-24,90,1,2,1,13,False
2009-09-25,81,0,1,0,12,False
2009-09-26,63,0,1,2,9,False
2009-09-27,63,1,1,1,10,False
2009-09-28,82,1,3,0,16,False
2009-09-29,73,1,1,1,13,False
2009-09-30,73,1,1,0,15,False
2009-10-01,83,2,2,0,17,False
2009-10-02,75,0,2,2,12,False
2009-10-03,59,0,1,1,10,False
2009-10-04,60,0,3,0,10,False
2009-10-05,81,1,1,1,13,False
2009-10-06,76,0,2,1,14,False
2009-10-07,83,1,2,0,14,False
2009-10-08,77,1,3,0,11,False
2009-10-09,85,0,3,0,12,False
2009-10-10,54,0,1,0,11,False
2009-10-11,46,1,2,1,11,False
2009-10-12,74,0,2,0,15,False
2009-10-13,80,0,0,1,13,False
2009-10-14,75,0,2,1,18,False
2009-10-15,84,1,1,1,16,False
2009-10-16,75,1,2,1,12,False
2009-10-17,65,1,2,1,12,False
2009-10-18,58,1,1,2,10,False
2009-10-19,80,0,2,0,15,False
2009-10-20,78,0,1,1,15,False
2009-10-21,77,1,0,1,11,False
2009-10-22,73,1,1,0,13,False
2009-10-23,67,0,2,0,13,False
2009-10-24,50,1,1,1,11,False
2009-10-25,49,1,2,0,13,False
2009-10-26,76,1,2,1,15,False
2009-10-27,74,1,1,0,14,False
2009-10-28,76,1,3,1,14,False
2009-10-29,76,0,1,0,13,False
2009-10-30,68,0,1,0,14,False
2009-10-31,51,0,2,2,10,False
2009-11-01,61,1,1,0,10,False
2009-11-02,86,0,3,0,17,False
2009-11-03,86,1,1,0,10,False
2009-11-04,73,1,1,0,15,False
2009-11-05,75,1,1,1,16,False
2009-11-06,77,1,1,0,11,False
2009-11-07,48,1,2,1,7,False
2009-11-08,59,2,2,1,17,False
2009-11-09,75,1,2,1,13,False
2009-11-10,84,0,1,1,15,False
2009-11-11,68,1,1,0,13,False
2009-11-12,73,1,1,1,17,False
2009-11-13,73,0,1,1,13,False
2009-11-14,55,0,2,2,10,False
2009-11-15,60,0,1,1,11,False
2009-11-16,80,1,3,1,14,False
2009-11-17,79,0,0,0,15,False
2009-11-18,74,1,2,2,14,False
2009-11-19,73,1,1,0,14,False
2009-11-20,71,1,2,1,13,False
2009-11-21,50,0,1,1,11,False
2009-11-22,58,0,1,1,8,False
2009-11-23,73,1,2,1,15,False
2009-11-24,67,1,0,0,17,False
2009-11-25,60,0,2,1,14,False
2009-11-26,37,0,1,0,12,False
2009-11-27,53,1,1,1,11,False
2009-11-28,45,1,2,1,10,False
2009-11-29,51,1,1,0,12,False
2009-11-30,82,1,1,1,18,False
2009-12-01,83,0,2,0,14,False
2009-12-02,75,0,1,2,12,False
2009-12-03,74,0,1,1,16,False
2009-12-04,69,0,1,0,12,False
2009-12-05,52,0,2,0,8,False
2009-12-06,57,0,1,0,17,False
2009-12-07,77,1,1,1,15,False
2009-12-08,80,1,1,2,16,False
2009-12-09,74,1,3,0,17,False
2009-12-10,71,1,2,1,10,False
2009-12-11,71,1,1,0,15,False
2009-12-12,48,0,2,1,12,False
2009-12-13,51,2,1,0,12,False
2009-12-14,74,0,2,0,15,False
2009-12-15,69,0,0,1,15,False
2009-12-16,74,1,1,1,18,False
2009-12-17,64,0,2,0,18,False
2009-12-18,62,0,1,0,11,False
2009-12-19,53,1,1,1,13,False
2009-12-20,55,0,1,1,13,False
2009-12-21,67,0,1,1,17,False
2009-12-22,62,0,2,0,19,False
2009-12-23,52,0,0,0,16,False
2009-12-24,40,1,1,1,11,False
2009-12-25,30,0,1,1,10,False
2009-12-26,40,0,2,0,12,False
2009-12-27,46,1,0,0,14,False
2009-12-28,72,0,1,0,18,False
2009-12-29,71,0,0,1,15,False
2009-12-30,73,0,0,1,12,False
2009-12-31,54,0,2,0,14,False
2010-01-01,46,0,0,0,10,False
2010-01-02,45,0,1,1,16,False
2010-01-03,41,1,0,1,13,False
2010-01-04,68,0,3,1,18,False
2010-01-05,81,0,1,1,18,False
2010-01-06,74,0,0,1,21,False
2010-01-07,75,0,0,0,15,False
2010-01-08,62,1,1,1,17,False
2010-01-09,64,0,1,0,13,False
2010-01-10,48,0,1,0,14,False
2010-01-11,79,1,1,1,17,False
2010-01-12,76,1,2,1,19,False
2010-01-13,78,0,1,0,15,False
2010-01-14,72,0,1,0,15,False
2010-01-15,73,0,1,0,17,False
2010-01-16,54,0,1,0,16,False
2010-01-17,50,0,2,1,17,False
2010-01-18,66,0,1,0,17,False
2010-01-19,78,1,1,0,16,False
2010-01-20,73,0,0,0,19,False
2010-01-21,70,0,2,2,15,False
2010-01-22,76,1,1,0,16,False
2010-01-23,50,0,2,0,11,False
2010-01-24,54,1,1,0,15,False
2010-01-25,68,0,1,0,17,False
2010-01-26,82,1,2,1,14,False
2010-01-27,67,1,1,0,18,False
2010-01-28,77,0,1,1,17,False
2010-01-29,78,1,1,3,16,False
2010-01-30,55,0,0,0,15,False
2010-01-31,60,0,1,0,14,False
2010-02-01,76,1,2,0,21,False
2010-02-02,79,0,1,1,20,False
2010-02-03,69,0,1,0,16,False
2010-02-04,71,1,1,0,16,False
2010-02-05,61,0,2,0,15,False
2010-02-06,58,0,0,0,13,False
2010-02-07,56,0,0,0,14,False
2010-02-08,73,1,3,1,14,False
2010-02-09,79,0,1,0,16,False
2010-02-10,73,0,1,2,12,False
2010-02-11,68,1,4,1,15,False
2010-02-12,65,0,1,0,16,False
2010-02-13,51,0,1,0,14,False
2010-02-14,55,1,1,1,15,False
2010-02-15,60,0,1,0,19,False
2010-02-16,79,0,2,0,14,False
2010-02-17,80,0,2,1,19,False
2010-02-18,72,0,2,1,17,False
2010-02-19,69,0,1,2,19,False
2010-02-20,58,0,3,5,9,False
2010-02-21,63,0,1,1,14,False
2010-02-22,85,1,1,1,15,False
2010-02-23,75,0,2,0,19,False
2010-02-24,75,0,2,0,19,False
2010-02-25,74,0,2,2,18,False
2010-02-26,74,0,2,2,13,False
2010-02-27,53,0,1,1,14,False
2010-02-28,53,2,2,1,8,False
2010-03-01,80,0,2,2,16,False
2010-03-02,78,1,1,1,19,False
2010-03-03,75,1,0,2,19,False
2010-03-04,81,0,2,1,13,False
2010-03-05,76,0,0,1,16,False
2010-03-06,52,0,2,0,14,False
2010-03-07,61,0,0,1,9,False
2010-03-08,82,0,1,1,21,False
2010-03-09,68,2,1,0,19,False
2010-03-10,67,1,2,0,18,False
2010-03-11,71,0,2,0,17,False
2010-03-12,72,2,0,1,13,False
2010-03-13,53,0,1,0,10,False
2010-03-14,45,1,2,0,12,False
2010-03-15,72,1,2,0,19,False
2010-03-16,74,1,1,0,13,False
2010-03-17,71,1,0,1,18,False
2010-03-18,70,1,2,1,16,False
2010-03-19,67,0,0,0,17,False
2010-03-20,58,0,0,0,14,False
2010-03-21,65,1,2,1,15,False
2010-03-22,100,0,2,1,18,False
2010-03-23,89,0,1,1,12,False
2010-03-24,85,0,1,1,16,False
2010-03-25,79,0,2,0,16,False
2010-03-26,70,1,2,1,21,False
2010-03-27,53,0,1,1,14,False
2010-03-28,64,0,1,1,11,False
2010-03-29,79,0,1,1,19,False
2010-03-30,77,0,3,2,19,False
2010-03-31,83,1,3,1,18,False
2010-04-01,69,0,2,1,17,False
2010-04-02,70,0,1,2,18,False
2010-04-03,53,0,0,0,16,False
2010-04-04,47,0,1,1,8,False
2010-04-05,77,0,2,0,16,False
2010-04-06,73,0,1,1,19,False
2010-04-07,75,0,2,0,19,False
2010-04-08,65,0,2,0,14,False
2010-04-09,66,0,2,0,15,False
2010-04-10,44,0,0,0,12,False
2010-04-11,59,0,1,0,12,False
2010-04-12,78,1,3,1,17,False
2010-04-13,74,0,1,1,21,False
2010-04-14,77,0,1,0,18,False
2010-04-15,77,0,2,0,17,False
2010-04-16,66,1,2,0,18,False
2010-04-17,52,0,2,1,11,False
2010-04-18,56,1,2,1,12,False
2010-04-19,83,0,1,1,16,False
2010-04-20,66,1,2,0,13,False
