date,blackmail,bribe,bum,commoner,corrupt,isPartial
2015-02-16,21,3,78,4,43,False
2015-02-17,25,3,61,3,41,False
2015-02-18,19,5,66,4,48,False
2015-02-19,26,5,64,1,45,False
2015-02-20,17,5,74,1,37,False
2015-02-21,27,4,74,0,41,False
2015-02-22,27,7,80,2,35,False
2015-02-23,22,6,64,1,49,False
2015-02-24,23,6,56,1,47,False
2015-02-25,15,5,53,1,49,False
2015-02-26,21,6,63,6,45,False
2015-02-27,20,7,61,2,43,False
2015-02-28,20,4,79,4,29,False
2015-03-01,27,5,74,2,34,False
2015-03-02,16,8,72,1,41,False
2015-03-03,18,4,59,3,58,False
2015-03-04,18,4,66,0,46,False
2015-03-05,14,4,62,4,54,False
2015-03-06,18,5,68,3,39,False
2015-03-07,31,6,84,3,28,False
2015-03-08,20,8,77,2,33,False
2015-03-09,20,6,62,1,45,False
2015-03-10,20,8,62,7,43,False
2015-03-11,16,11,78,3,55,False
2015-03-12,20,9,66,2,41,False
2015-03-13,20,5,74,2,41,False
2015-03-14,16,10,63,4,29,False
2015-03-15,22,7,64,3,33,False
2015-03-16,23,11,49,2,40,False
2015-03-17,15,10,62,0,43,False
2015-03-18,22,9,59,3,41,False
2015-03-19,23,8,59,3,40,False
2015-03-20,21,8,56,3,35,False
2015-03-21,21,6,67,6,28,False
2015-03-22,31,8,76,3,35,False
2015-03-23,17,7,66,3,37,False
2015-03-24,21,5,61,3,45,False
2015-03-25,18,9,66,2,41,False
2015-03-26,21,9,53,2,41,False
2015-03-27,18,8,58,3,38,False
2015-03-28,23,6,76,2,30,False
2015-03-29,35,6,85,1,25,False
2015-03-30,14,5,68,3,38,False
2015-03-31,21,3,66,1,32,False
2015-04-01,18,7,63,3,33,False
2015-04-02,22,4,63,1,40,False
2015-04-03,22,11,66,4,39,False
2015-04-04,23,5,77,4,25,False
2015-04-05,26,1,91,1,30,False
2015-04-06,15,5,69,3,41,False
2015-04-07,25,8,64,5,37,False
2015-04-08,21,3,75,3,44,False
2015-04-09,24,6,71,3,36,False
