date,blackmail,bribe,bum,commoner,corrupt,isPartial
2015-04-10,21,5,65,2,40,False
2015-04-11,28,6,81,2,27,False
2015-04-12,21,4,85,2,30,False
2015-04-13,15,8,67,2,45,False
2015-04-14,24,6,56,3,38,False
2015-04-15,25,7,59,3,39,False
2015-04-16,23,7,62,2,48,False
2015-04-17,23,6,61,2,46,False
2015-04-18,22,4,85,0,39,False
2015-04-19,27,2,82,2,32,False
2015-04-20,19,5,55,1,50,False
2015-04-21,20,8,59,1,40,False
2015-04-22,16,7,73,2,39,False
2015-04-23,20,3,60,3,46,False
2015-04-24,25,1,68,2,52,False
2015-04-25,20,6,70,4,34,False
2015-04-26,20,6,80,2,31,False
2015-04-27,18,7,65,2,40,False
2015-04-28,22,5,69,4,44,False
2015-04-29,23,18,66,1,42,False
2015-04-30,19,6,71,2,43,False
2015-05-01,16,9,63,4,40,False
2015-05-02,24,5,69,2,35,False
2015-05-03,25,12,87,3,42,False
2015-05-04,21,6,57,3,38,False
2015-05-05,18,13,64,0,40,False
2015-05-06,17,6,64,1,44,False
2015-05-07,22,8,60,1,43,False
2015-05-08,19,7,76,1,47,False
2015-05-09,29,6,83,0,40,False
2015-05-10,23,6,63,4,28,False
2015-05-11,23,6,63,5,51,False
2015-05-12,15,7,67,3,46,False
2015-05-13,13,6,63,6,37,False
2015-05-14,22,4,58,4,38,False
2015-05-15,18,7,63,4,41,False
2015-05-16,22,5,74,3,28,False
2015-05-17,24,2,89,2,29,False
2015-05-18,19,9,52,3,45,False
2015-05-19,18,7,66,1,33,False
2015-05-20,18,5,71,4,38,False
2015-05-21,21,9,56,1,37,False
2015-05-22,21,7,82,1,45,False
2015-05-23,24,5,80,0,24,False
2015-05-24,22,6,82,2,20,False
2015-05-25,25,9,88,2,33,False
2015-05-26,21,4,71,2,28,False
2015-05-27,18,16,72,6,45,False
2015-05-28,20,6,71,2,53,False
2015-05-29,43,10,58,4,40,False
2015-05-30,34,6,77,1,35,False
2015-05-31,24,8,86,3,31,False
2015-06-01,28,11,61,2,39,False
2015-06-02,26,14,54,1,50,False
2015-06-03,11,9,56,1,44,False
2015-06-04,28,13,63,5,37,False
2015-06-05,27,5,69,5,40,False
2015-06-06,29,6,86,2,36,False
2015-06-07,25,6,69,2,32,False
2015-06-08,20,7,60,4,35,False
2015-06-09,30,12,61,4,34,False
2015-06-10,20,14,72,4,32,False
2015-06-11,17,5,69,3,48,False
2015-06-12,26,5,59,5,27,False
2015-06-13,34,6,87,6,28,False
2015-06-14,30,9,80,2,39,False
2015-06-15,21,7,61,4,32,False
2015-06-16,24,8,70,1,33,False
2015-06-17,28,6,58,2,35,False
2015-06-18,20,4,85,3,35,False
2015-06-19,27,9,78,1,28,False
2015-06-20,19,8,94,5,26,False
2015-06-21,27,9,76,2,34,False
2015-06-22,20,10,61,1,32,False
2015-06-23,24,4,62,1,43,False
2015-06-24,21,4,60,1,30,False
2015-06-25,30,5,76,2,35,False
2015-06-26,20,5,68,5,34,False
2015-06-27,24,10,72,3,32,False
2015-06-28,27,8,83,4,42,False
2015-06-29,24,5,71,1,31,False
2015-06-30,24,6,70,2,27,False
2015-07-01,22,7,67,3,38,False
2015-07-02,31,6,68,2,40,False
2015-07-03,25,5,81,1,27,False
2015-07-04,28,12,70,2,29,False
2015-07-05,31,7,72,3,31,False
2015-07-06,20,6,58,3,39,False
2015-07-07,23,4,74,5,32,False
2015-07-08,17,4,63,3,42,False
2015-07-09,22,5,60,1,36,False
2015-07-10,18,7,71,2,31,False
2015-07-11,25,6,72,3,32,False
2015-07-12,15,3,87,4,44,False
2015-07-13,20,5,75,3,38,False
2015-07-14,22,4,71,1,39,False
2015-07-15,21,7,64,1,45,False
2015-07-16,19,8,70,2,32,False
2015-07-17,26,7,58,1,30,False
2015-07-18,22,9,75,4,32,False
2015-07-19,27,2,63,3,30,False
2015-07-20,19,8,71,3,32,False
2015-07-21,11,3,50,4,38,False
2015-07-22,29,7,66,1,44,False
2015-07-23,33,7,53,3,43,False
2015-07-24,24,5,69,2,38,False
2015-07-25,24,8,80,3,41,False
2015-07-26,27,8,69,3,30,False
2015-07-27,21,3,60,3,31,False
2015-07-28,23,8,56,2,37,False
2015-07-29,25,7,65,5,44,False
2015-07-30,21,9,64,2,46,False
2015-07-31,18,3,62,2,39,False
2015-08-01,34,5,66,1,40,False
2015-08-02,21,7,73,3,52,False
2015-08-03,28,6,59,2,30,False
2015-08-04,25,6,91,1,40,False
2015-08-05,21,4,100,2,47,False
2015-08-06,24,7,72,0,29,False
2015-08-07,20,6,50,2,35,False
2015-08-08,28,6,70,5,33,False
2015-08-09,25,7,67,5,40,False
2015-08-10,25,3,53,1,32,False
2015-08-11,20,4,65,2,40,False
2015-08-12,28,7,64,1,34,False
2015-08-13,22,4,61,4,42,False
2015-08-14,21,10,71,1,33,False
2015-08-15,26,6,82,2,41,False
2015-08-16,28,4,85,7,19,False
2015-08-17,21,7,75,2,42,False
2015-08-18,26,9,64,2,38,False
2015-08-19,22,7,54,4,59,False
2015-08-20,19,3,50,3,38,False
2015-08-21,25,6,59,1,34,False
2015-08-22,30,2,85,2,41,False
2015-08-23,30,3,83,1,39,False
2015-08-24,18,5,57,3,34,False
2015-08-25,17,10,64,4,26,False
2015-08-26,20,6,57,1,35,False
2015-08-27,21,7,58,1,32,False
2015-08-28,26,7,64,3,44,False
2015-08-29,23,3,58,6,20,False
2015-08-30,25,4,83,1,31,False
2015-08-31,22,7,68,1,40,False
2015-09-01,18,8,58,1,39,False
2015-09-02,23,9,46,1,40,False
2015-09-03,28,8,69,2,36,False
2015-09-04,21,12,63,1,44,False
2015-09-05,25,12,65,3,28,False
2015-09-06,23,6,70,0,18,False
2015-09-07,33,7,66,3,31,False
2015-09-08,28,7,48,3,41,False
2015-09-09,19,10,66,2,42,False
2015-09-10,23,7,47,3,41,False
2015-09-11,29,3,58,1,32,False
2015-09-12,24,5,68,2,27,False
2015-09-13,26,5,68,3,35,False
2015-09-14,16,8,57,3,40,False
2015-09-15,25,7,50,3,41,False
2015-09-16,15,9,61,3,43,False
2015-09-17,19,5,57,3,45,False
2015-09-18,27,8,69,3,40,False
2015-09-19,29,7,71,4,27,False
2015-09-20,41,2,86,3,41,False
2015-09-21,27,5,52,1,39,False
2015-09-22,41,4,63,2,43,False
2015-09-23,32,9,53,1,34,False
2015-09-24,28,5,46,1,48,False
2015-09-25,32,11,62,1,37,False
2015-09-26,28,5,84,1,29,False
2015-09-27,28,7,58,3,38,False
2015-09-28,30,8,59,4,46,False
2015-09-29,28,11,46,4,46,False
2015-09-30,25,4,58,3,44,False
2015-10-01,31,9,66,3,39,False
2015-10-02,24,8,54,2,44,False
2015-10-03,27,4,60,4,25,False
2015-10-04,26,8,54,2,26,False
2015-10-05,30,6,52,3,46,False
2015-10-06,28,9,51,1,39,False
2015-10-07,18,7,56,7,48,False
2015-10-08,25,8,64,0,39,False
2015-10-09,29,10,63,1,37,False
2015-10-10,23,11,68,4,30,False
2015-10-11,24,5,60,2,38,False
2015-10-12,34,10,47,1,42,False
2015-10-13,21,11,56,2,52,False
2015-10-14,32,3,44,3,53,False
2015-10-15,26,8,63,1,42,False
2015-10-16,19,3,58,1,40,False
2015-10-17,38,9,75,3,33,False
2015-10-18,28,3,55,3,38,False
2015-10-19,31,7,45,1,45,False
2015-10-20,18,6,58,3,49,False
2015-10-21,26,9,66,1,47,False
2015-10-22,28,8,59,2,41,False
2015-10-23,22,5,58,3,38,False
2015-10-24,30,5,64,3,42,False
2015-10-25,30,1,73,3,25,False
2015-10-26,18,9,64,5,45,False
2015-10-27,19,10,51,3,43,False
2015-10-28,23,7,62,1,42,False
2015-10-29,19,3,58,5,39,False
2015-10-30,26,8,61,3,41,False
2015-10-31,34,9,75,1,35,False
2015-11-01,32,4,73,4,32,False
2015-11-02,22,6,48,1,41,False
2015-11-03,18,3,56,3,53,False
2015-11-04,25,8,56,4,48,False
2015-11-05,35,8,56,2,50,False
2015-11-06,31,9,57,1,44,False
2015-11-07,34,4,72,6,28,False
2015-11-08,30,6,69,1,43,False
2015-11-09,27,5,74,2,54,False
2015-11-10,20,3,61,6,42,False
2015-11-11,27,4,69,2,48,False
2015-11-12,21,3,65,5,52,False
