date,backward,backwardness,broke,cheap,colony,isPartial
2012-02-18,0,0,5,78,3,False
2012-02-19,0,0,4,79,4,False
2012-02-20,0,0,5,75,4,False
2012-02-21,0,0,7,76,4,False
2012-02-22,1,0,5,74,4,False
2012-02-23,0,0,5,73,4,False
2012-02-24,0,0,4,73,4,False
2012-02-25,0,0,5,80,4,False
2012-02-26,0,0,5,79,4,False
2012-02-27,0,0,4,75,4,False
2012-02-28,0,0,6,75,4,False
2012-02-29,1,0,4,74,4,False
2012-03-01,1,0,4,75,4,False
2012-03-02,0,0,4,74,4,False
2012-03-03,1,0,4,79,4,False
2012-03-04,0,0,5,84,4,False
2012-03-05,0,0,4,76,4,False
2012-03-06,1,0,5,76,4,False
2012-03-07,0,0,4,71,4,False
2012-03-08,0,0,4,71,4,False
2012-03-09,0,0,4,72,4,False
2012-03-10,0,0,4,77,4,False
2012-03-11,0,0,4,77,3,False
2012-03-12,1,0,4,73,4,False
2012-03-13,0,0,5,74,4,False
2012-03-14,0,0,4,71,4,False
2012-03-15,0,0,4,69,4,False
2012-03-16,1,0,4,72,4,False
2012-03-17,0,0,4,72,3,False
2012-03-18,0,0,5,74,3,False
2012-03-19,1,0,5,69,4,False
2012-03-20,0,0,7,72,4,False
2012-03-21,0,0,5,73,4,False
2012-03-22,0,0,4,71,3,False
2012-03-23,0,0,4,70,4,False
2012-03-24,0,0,5,73,4,False
2012-03-25,0,0,5,76,5,False
2012-03-26,1,0,4,73,4,False
2012-03-27,0,0,5,73,3,False
2012-03-28,1,0,5,71,4,False
2012-03-29,0,0,4,64,4,False
2012-03-30,0,0,3,67,4,False
2012-03-31,0,0,4,69,4,False
2012-04-01,0,0,4,71,5,False
2012-04-02,0,0,4,68,4,False
2012-04-03,0,0,5,71,4,False
2012-04-04,0,0,4,70,3,False
2012-04-05,0,0,4,71,4,False
2012-04-06,0,0,4,68,3,False
2012-04-07,0,0,4,66,4,False
2012-04-08,1,0,4,68,4,False
2012-04-09,0,0,4,74,3,False
2012-04-10,0,0,5,71,4,False
2012-04-11,0,0,5,71,4,False
2012-04-12,0,0,4,69,4,False
2012-04-13,0,0,5,68,4,False
2012-04-14,0,0,4,71,4,False
2012-04-15,0,0,5,72,3,False
2012-04-16,1,0,4,70,3,False
2012-04-17,0,0,5,70,4,False
2012-04-18,0,0,4,70,4,False
2012-04-19,0,0,4,68,4,False
2012-04-20,1,0,4,64,3,False
2012-04-21,1,0,4,71,3,False
2012-04-22,0,0,5,75,3,False
2012-04-23,0,0,4,71,4,False
2012-04-24,0,0,5,72,4,False
2012-04-25,0,0,4,70,4,False
2012-04-26,0,0,4,68,4,False
2012-04-27,0,0,4,65,3,False
2012-04-28,0,0,4,73,4,False
2012-04-29,0,0,5,73,4,False
2012-04-30,1,0,4,70,3,False
2012-05-01,1,0,5,74,4,False
2012-05-02,0,0,4,71,4,False
2012-05-03,0,0,4,71,3,False
2012-05-04,0,0,4,67,5,False
2012-05-05,0,0,4,70,4,False
2012-05-06,0,0,4,72,4,False
2012-05-07,0,0,4,70,5,False
2012-05-08,0,0,8,73,4,False
2012-05-09,0,0,5,72,4,False
2012-05-10,0,0,4,69,4,False
2012-05-11,0,0,4,69,4,False
2012-05-12,0,0,5,70,3,False
2012-05-13,0,0,4,71,4,False
2012-05-14,0,0,4,72,4,False
2012-05-15,0,0,4,74,3,False
2012-05-16,0,0,4,72,3,False
2012-05-17,1,0,4,73,4,False
2012-05-18,0,0,4,67,4,False
2012-05-19,0,0,4,73,4,False
2012-05-20,0,0,4,75,4,False
2012-05-21,0,0,4,73,4,False
