date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2014-06-07,4,8,1,4,0,False
2014-06-08,5,7,0,4,0,False
2014-06-09,6,13,1,7,0,False
2014-06-10,7,13,1,7,0,False
2014-06-11,6,12,1,7,0,False
2014-06-12,5,12,1,6,0,False
2014-06-13,5,12,1,6,0,False
2014-06-14,6,8,1,4,0,False
2014-06-15,6,6,1,3,0,False
2014-06-16,5,12,1,7,0,False
2014-06-17,5,13,1,7,0,False
2014-06-18,5,13,1,7,0,False
2014-06-19,5,12,1,7,0,False
2014-06-20,5,12,1,6,0,False
2014-06-21,5,10,0,3,0,False
2014-06-22,5,7,1,3,0,False
2014-06-23,5,13,1,6,0,False
2014-06-24,6,13,1,7,0,False
2014-06-25,6,13,1,7,0,False
2014-06-26,6,13,0,6,0,False
2014-06-27,6,11,1,6,0,False
2014-06-28,6,9,1,3,0,False
2014-06-29,6,8,1,4,0,False
2014-06-30,6,14,1,6,0,False
2014-07-01,5,13,0,6,0,False
2014-07-02,5,13,1,7,0,False
2014-07-03,5,16,0,6,0,False
2014-07-04,5,13,1,3,0,False
2014-07-05,5,11,1,3,0,False
2014-07-06,6,9,0,3,0,False
2014-07-07,5,14,1,6,0,False
2014-07-08,5,14,1,7,0,False
2014-07-09,5,12,1,8,0,False
2014-07-10,5,13,1,6,0,False
2014-07-11,5,12,1,6,0,False
2014-07-12,5,9,1,4,0,False
2014-07-13,5,7,1,3,0,False
2014-07-14,4,13,1,7,0,False
2014-07-15,5,13,1,7,0,False
2014-07-16,4,12,1,7,0,False
2014-07-17,5,11,1,7,0,False
2014-07-18,5,13,1,5,0,False
2014-07-19,5,8,0,4,0,False
2014-07-20,5,7,1,3,0,False
2014-07-21,5,13,1,7,0,False
2014-07-22,5,13,1,8,0,False
2014-07-23,5,14,1,7,0,False
2014-07-24,5,11,0,7,0,False
2014-07-25,4,11,0,5,0,False
2014-07-26,6,8,0,3,0,False
2014-07-27,6,8,0,3,0,False
2014-07-28,5,14,1,7,0,False
2014-07-29,6,14,1,7,0,False
2014-07-30,7,12,0,7,0,False
2014-07-31,7,13,1,7,0,False
2014-08-01,6,12,1,6,0,False
2014-08-02,6,9,1,3,0,False
2014-08-03,7,7,0,3,0,False
2014-08-04,6,13,0,6,0,False
2014-08-05,5,12,0,7,0,False
2014-08-06,5,13,1,7,0,False
2014-08-07,6,12,0,6,0,False
2014-08-08,6,12,0,7,0,False
2014-08-09,6,9,1,4,0,False
2014-08-10,7,7,0,3,0,False
2014-08-11,15,12,0,6,0,False
2014-08-12,13,11,1,7,0,False
2014-08-13,12,12,1,8,0,False
2014-08-14,10,11,1,7,0,False
2014-08-15,9,11,1,6,0,False
2014-08-16,11,8,1,3,0,False
2014-08-17,10,8,1,4,0,False
2014-08-18,8,13,1,6,0,False
2014-08-19,8,12,1,6,0,False
2014-08-20,9,13,1,7,0,False
2014-08-21,8,11,0,7,0,False
2014-08-22,7,11,1,6,0,False
2014-08-23,9,8,0,4,0,False
2014-08-24,8,7,0,4,0,False
2014-08-25,7,13,0,7,0,False
2014-08-26,6,14,0,7,0,False
2014-08-27,7,12,1,6,0,False
2014-08-28,7,12,1,6,0,False
2014-08-29,6,12,1,6,0,False
2014-08-30,7,9,1,3,0,False
2014-08-31,8,8,0,3,0,False
2014-09-01,8,13,1,3,0,False
2014-09-02,5,17,1,6,0,False
2014-09-03,6,15,1,6,0,False
2014-09-04,7,15,1,7,0,False
2014-09-05,6,12,0,5,0,False
2014-09-06,7,10,1,3,0,False
2014-09-07,7,7,0,3,0,False
2014-09-08,6,12,1,7,0,False
2014-09-09,6,12,1,7,0,False
2014-09-10,6,11,1,7,0,False
2014-09-11,6,11,1,6,0,False
2014-09-12,6,11,1,6,0,False
2014-09-13,7,8,0,3,0,False
2014-09-14,7,7,0,3,0,False
2014-09-15,6,12,0,7,0,False
2014-09-16,6,12,0,6,0,False
2014-09-17,6,11,1,6,0,False
2014-09-18,5,11,1,6,0,False
2014-09-19,5,11,1,6,0,False
2014-09-20,7,8,1,4,0,False
2014-09-21,8,7,1,3,0,False
2014-09-22,6,13,1,7,0,False
2014-09-23,6,12,1,6,0,False
2014-09-24,8,11,1,7,0,False
2014-09-25,7,11,1,6,0,False
2014-09-26,6,12,1,5,0,False
2014-09-27,8,9,0,3,0,False
2014-09-28,8,8,0,3,0,False
2014-09-29,7,14,1,6,0,False
2014-09-30,6,13,1,6,0,False
2014-10-01,7,13,1,7,0,False
2014-10-02,6,12,1,6,0,False
2014-10-03,6,12,1,6,0,False
2014-10-04,8,8,1,3,0,False
2014-10-05,8,7,0,3,0,False
2014-10-06,7,12,1,8,0,False
2014-10-07,7,13,1,8,0,False
2014-10-08,7,12,1,6,0,False
2014-10-09,6,12,1,6,0,False
2014-10-10,7,11,1,6,0,False
2014-10-11,9,8,1,3,0,False
2014-10-12,9,8,0,3,0,False
