date,charity,community,compensate,compensation,contribute,isPartial
2013-09-26,4,83,0,5,2,False
2013-09-27,4,75,0,4,2,False
2013-09-28,4,56,0,2,1,False
2013-09-29,4,54,0,2,1,False
2013-09-30,4,84,0,5,2,False
2013-10-01,4,81,0,5,2,False
2013-10-02,5,82,0,5,2,False
2013-10-03,4,77,0,5,2,False
2013-10-04,5,71,0,4,2,False
2013-10-05,3,53,0,2,1,False
2013-10-06,3,51,0,2,1,False
2013-10-07,5,81,0,5,2,False
2013-10-08,4,80,0,5,2,False
2013-10-09,5,78,0,5,2,False
2013-10-10,5,78,0,5,2,False
2013-10-11,4,70,0,4,2,False
2013-10-12,3,48,0,2,1,False
2013-10-13,4,53,0,2,1,False
2013-10-14,4,80,0,4,2,False
2013-10-15,4,79,0,5,2,False
2013-10-16,4,80,0,4,2,False
2013-10-17,4,78,0,5,2,False
2013-10-18,4,71,0,4,1,False
2013-10-19,4,51,0,3,1,False
2013-10-20,4,51,0,2,1,False
2013-10-21,4,84,0,4,2,False
2013-10-22,5,83,0,5,2,False
2013-10-23,4,78,0,5,2,False
2013-10-24,4,76,0,5,2,False
2013-10-25,4,71,0,5,2,False
2013-10-26,3,51,0,2,1,False
2013-10-27,3,51,0,2,1,False
2013-10-28,4,82,0,5,2,False
2013-10-29,5,80,0,5,2,False
2013-10-30,5,82,0,5,2,False
2013-10-31,5,73,0,5,2,False
2013-11-01,4,71,0,4,1,False
2013-11-02,4,52,0,2,1,False
2013-11-03,4,53,0,2,1,False
2013-11-04,5,86,0,5,2,False
2013-11-05,5,83,0,5,2,False
2013-11-06,5,82,0,5,2,False
2013-11-07,5,78,0,5,2,False
2013-11-08,5,72,0,4,2,False
2013-11-09,5,50,0,2,1,False
2013-11-10,4,52,0,2,1,False
2013-11-11,5,78,0,4,2,False
2013-11-12,6,83,0,5,3,False
2013-11-13,7,83,0,5,2,False
2013-11-14,6,80,0,5,2,False
2013-11-15,5,75,0,4,2,False
2013-11-16,4,53,0,2,1,False
2013-11-17,4,51,0,3,1,False
2013-11-18,6,84,0,5,2,False
2013-11-19,5,80,0,5,2,False
2013-11-20,5,76,0,5,2,False
2013-11-21,5,78,0,5,2,False
2013-11-22,6,71,0,5,2,False
2013-11-23,3,46,0,2,1,False
2013-11-24,4,51,0,2,1,False
2013-11-25,4,78,0,5,2,False
2013-11-26,5,72,0,5,2,False
2013-11-27,4,61,0,3,1,False
2013-11-28,3,33,0,2,0,False
2013-11-29,3,41,0,2,1,False
2013-11-30,4,45,0,2,1,False
2013-12-01,5,45,0,2,1,False
2013-12-02,6,79,0,4,2,False
2013-12-03,7,80,0,5,2,False
2013-12-04,6,79,0,5,2,False
2013-12-05,6,78,0,5,2,False
2013-12-06,6,72,0,4,2,False
2013-12-07,5,51,0,2,1,False
2013-12-08,5,52,0,3,1,False
2013-12-09,6,85,0,4,2,False
2013-12-10,6,86,0,5,2,False
2013-12-11,5,78,0,5,2,False
2013-12-12,5,79,0,5,2,False
2013-12-13,5,74,0,4,2,False
2013-12-14,5,53,0,2,1,False
2013-12-15,5,52,0,2,1,False
2013-12-16,5,79,0,5,2,False
2013-12-17,6,81,0,5,2,False
2013-12-18,5,73,0,5,2,False
2013-12-19,5,70,0,4,2,False
2013-12-20,5,65,0,4,1,False
2013-12-21,4,47,0,3,1,False
2013-12-22,4,44,0,2,1,False
2013-12-23,5,60,0,4,1,False
2013-12-24,5,51,0,3,1,False
2013-12-25,4,32,0,1,0,False
2013-12-26,4,55,0,4,1,False
2013-12-27,4,59,0,4,1,False
2013-12-28,4,47,0,2,0,False
2013-12-29,4,47,0,2,1,False
2013-12-30,5,67,0,4,1,False
2013-12-31,6,62,0,4,1,False
2014-01-01,4,44,0,2,1,False
2014-01-02,4,84,0,4,1,False
2014-01-03,3,84,0,4,1,False
2014-01-04,3,59,0,2,1,False
2014-01-05,3,64,0,2,1,False
2014-01-06,4,98,0,4,1,False
2014-01-07,4,95,0,5,1,False
2014-01-08,4,96,0,6,2,False
2014-01-09,4,93,0,5,2,False
2014-01-10,4,90,0,5,2,False
2014-01-11,3,62,0,3,1,False
2014-01-12,3,59,0,2,2,False
2014-01-13,4,100,0,5,2,False
2014-01-14,4,100,0,5,2,False
2014-01-15,4,92,0,6,2,False
2014-01-16,4,87,0,6,2,False
2014-01-17,4,83,0,5,2,False
2014-01-18,3,59,0,3,1,False
2014-01-19,4,58,0,2,1,False
2014-01-20,4,74,0,4,2,False
2014-01-21,5,98,0,5,2,False
2014-01-22,5,98,0,6,2,False
2014-01-23,5,91,0,5,2,False
2014-01-24,4,87,0,5,2,False
2014-01-25,4,64,0,3,1,False
2014-01-26,3,62,0,3,1,False
2014-01-27,4,96,0,5,2,False
2014-01-28,5,92,0,6,2,False
2014-01-29,4,93,0,6,2,False
2014-01-30,5,84,0,5,2,False
2014-01-31,4,82,0,5,2,False
2014-02-01,4,59,0,3,1,False
2014-02-02,3,52,0,2,1,False
2014-02-03,5,85,0,5,2,False
2014-02-04,4,87,0,6,2,False
