date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2015-02-16,5,2,0,1,62,False
2015-02-17,5,2,0,1,68,False
2015-02-18,7,0,0,1,60,False
2015-02-19,6,1,0,0,70,False
2015-02-20,4,1,0,0,71,False
2015-02-21,3,2,0,0,61,False
2015-02-22,4,0,0,0,69,False
2015-02-23,8,1,0,0,69,False
2015-02-24,6,0,0,0,71,False
2015-02-25,6,0,0,0,64,False
2015-02-26,6,1,0,1,65,False
2015-02-27,6,1,0,1,68,False
2015-02-28,6,0,0,0,69,False
2015-03-01,4,1,0,2,73,False
2015-03-02,6,0,0,0,68,False
2015-03-03,7,0,0,0,76,False
2015-03-04,6,1,0,0,77,False
2015-03-05,5,1,0,1,71,False
2015-03-06,6,1,0,0,71,False
2015-03-07,3,1,0,0,73,False
2015-03-08,7,1,0,1,65,False
2015-03-09,6,2,0,1,69,False
2015-03-10,7,1,0,1,77,False
2015-03-11,6,1,0,1,74,False
2015-03-12,7,1,0,1,71,False
2015-03-13,7,1,0,1,71,False
2015-03-14,6,1,0,0,74,False
2015-03-15,3,1,0,0,69,False
2015-03-16,8,1,0,1,62,False
2015-03-17,8,1,0,0,72,False
2015-03-18,4,1,0,1,64,False
2015-03-19,5,0,0,1,65,False
2015-03-20,4,1,1,1,80,False
2015-03-21,2,1,0,0,74,False
2015-03-22,5,0,0,0,98,False
2015-03-23,4,2,0,1,74,False
2015-03-24,7,2,0,0,69,False
2015-03-25,7,0,0,0,60,False
2015-03-26,4,2,0,0,69,False
2015-03-27,5,1,0,0,79,False
2015-03-28,4,1,0,0,76,False
2015-03-29,3,0,0,1,82,False
2015-03-30,4,1,0,1,65,False
2015-03-31,6,1,0,1,66,False
2015-04-01,8,0,0,0,70,False
2015-04-02,5,1,1,0,55,False
2015-04-03,4,1,0,0,66,False
2015-04-04,2,1,0,1,78,False
2015-04-05,4,0,0,1,77,False
2015-04-06,6,1,0,1,57,False
2015-04-07,5,1,0,1,100,False
2015-04-08,7,1,0,1,65,False
2015-04-09,4,1,0,1,65,False
2015-04-10,5,1,0,1,54,False
2015-04-11,2,1,0,0,67,False
2015-04-12,5,1,0,1,67,False
2015-04-13,6,0,0,0,59,False
2015-04-14,5,2,0,1,69,False
2015-04-15,6,1,0,1,64,False
2015-04-16,8,1,0,0,57,False
2015-04-17,9,2,0,1,63,False
2015-04-18,4,0,0,0,54,False
2015-04-19,4,1,0,0,63,False
2015-04-20,7,1,0,1,53,False
2015-04-21,10,1,0,1,68,False
2015-04-22,7,1,0,1,63,False
2015-04-23,10,1,0,1,52,False
2015-04-24,8,2,0,1,63,False
2015-04-25,4,1,0,1,58,False
2015-04-26,7,1,0,0,64,False
2015-04-27,8,1,0,1,64,False
2015-04-28,8,1,0,1,60,False
2015-04-29,5,1,0,1,59,False
2015-04-30,8,1,0,1,60,False
2015-05-01,5,1,0,1,60,False
2015-05-02,4,1,0,0,70,False
2015-05-03,4,0,0,0,48,False
2015-05-04,5,1,0,1,62,False
2015-05-05,6,1,0,0,60,False
2015-05-06,6,0,0,0,61,False
2015-05-07,9,0,0,0,58,False
2015-05-08,5,1,0,0,60,False
2015-05-09,9,0,0,1,58,False
2015-05-10,3,1,0,0,55,False
2015-05-11,7,1,0,1,52,False
2015-05-12,5,1,0,1,72,False
2015-05-13,6,1,0,1,54,False
2015-05-14,5,1,0,1,53,False
2015-05-15,4,2,0,0,64,False
2015-05-16,5,1,0,0,59,False
2015-05-17,5,1,0,0,60,False
2015-05-18,7,1,0,0,59,False
2015-05-19,6,0,0,0,66,False
2015-05-20,5,0,1,0,58,False
2015-05-21,5,1,0,1,53,False
2015-05-22,5,1,1,0,61,False
2015-05-23,3,0,0,2,52,False
