date,gain,generosity,gift,gold,guide,isPartial
2007-01-03,6,0,21,34,75,False
2007-01-04,5,0,21,33,74,False
2007-01-05,5,0,18,37,71,False
2007-01-06,5,0,19,34,82,False
2007-01-07,5,0,20,39,86,False
2007-01-08,5,0,18,36,71,False
2007-01-09,5,0,19,32,68,False
2007-01-10,5,0,17,35,73,False
2007-01-11,5,0,18,33,67,False
2007-01-12,5,0,17,33,67,False
2007-01-13,5,0,16,40,83,False
2007-01-14,5,0,17,39,88,False
2007-01-15,5,0,16,36,82,False
2007-01-16,4,0,17,32,74,False
2007-01-17,5,0,18,33,70,False
2007-01-18,4,0,18,32,69,False
2007-01-19,5,0,19,38,66,False
2007-01-20,5,0,21,36,79,False
2007-01-21,6,0,21,36,90,False
2007-01-22,5,0,18,35,74,False
2007-01-23,6,0,19,34,76,False
2007-01-24,6,0,17,35,71,False
2007-01-25,7,0,20,34,66,False
2007-01-26,5,0,18,34,70,False
2007-01-27,5,0,19,35,77,False
2007-01-28,5,0,18,39,85,False
2007-01-29,5,0,19,36,70,False
2007-01-30,6,0,20,33,70,False
2007-01-31,6,0,18,32,69,False
2007-02-01,6,0,18,37,69,False
2007-02-02,5,0,18,36,68,False
2007-02-03,6,0,17,36,85,False
2007-02-04,5,0,17,39,86,False
2007-02-05,5,0,22,35,64,False
2007-02-06,5,0,23,35,69,False
2007-02-07,5,0,26,37,67,False
2007-02-08,6,0,23,34,65,False
2007-02-09,5,0,24,34,68,False
2007-02-10,5,0,27,38,82,False
2007-02-11,5,0,20,40,85,False
2007-02-12,4,0,32,34,71,False
2007-02-13,5,0,29,34,69,False
2007-02-14,5,0,25,32,70,False
2007-02-15,5,0,16,34,70,False
2007-02-16,4,0,15,38,67,False
2007-02-17,5,0,16,35,78,False
2007-02-18,5,0,14,37,93,False
2007-02-19,6,0,15,39,78,False
2007-02-20,5,0,16,38,69,False
2007-02-21,5,0,16,34,74,False
2007-02-22,6,0,15,36,69,False
2007-02-23,5,0,17,34,68,False
2007-02-24,5,0,16,37,77,False
2007-02-25,4,0,15,37,90,False
2007-02-26,5,0,14,33,69,False
2007-02-27,5,0,17,36,69,False
2007-02-28,5,0,16,38,66,False
2007-03-01,6,0,15,33,67,False
2007-03-02,5,0,14,35,60,False
2007-03-03,4,0,16,38,75,False
2007-03-04,6,0,13,39,82,False
2007-03-05,5,0,17,37,63,False
2007-03-06,5,0,16,33,69,False
2007-03-07,5,0,16,33,68,False
2007-03-08,4,0,17,33,70,False
2007-03-09,6,0,17,34,68,False
2007-03-10,4,0,17,38,75,False
2007-03-11,5,0,18,36,84,False
2007-03-12,6,0,15,35,74,False
2007-03-13,5,0,18,33,65,False
2007-03-14,4,0,19,34,66,False
2007-03-15,6,0,18,34,67,False
2007-03-16,4,0,17,37,71,False
2007-03-17,5,0,19,37,79,False
2007-03-18,5,0,18,36,84,False
2007-03-19,5,0,16,35,70,False
2007-03-20,6,0,14,37,71,False
2007-03-21,5,0,15,33,65,False
2007-03-22,5,0,17,32,67,False
2007-03-23,5,0,14,31,69,False
2007-03-24,4,0,17,36,82,False
2007-03-25,5,0,17,39,85,False
2007-03-26,5,0,17,35,70,False
2007-03-27,6,0,17,33,63,False
2007-03-28,6,0,18,36,68,False
2007-03-29,6,0,17,32,72,False
2007-03-30,4,0,16,32,62,False
2007-03-31,6,0,16,35,87,False
2007-04-01,6,0,16,34,88,False
2007-04-02,6,0,19,34,69,False
2007-04-03,6,0,16,34,66,False
2007-04-04,5,0,17,32,65,False
2007-04-05,4,0,17,36,69,False
2007-04-06,5,0,17,37,69,False
2007-04-07,5,0,16,35,81,False
2007-04-08,5,0,15,40,91,False
2007-04-09,5,0,16,38,72,False
2007-04-10,6,0,16,38,67,False
2007-04-11,6,0,17,34,67,False
2007-04-12,5,0,17,34,69,False
2007-04-13,5,0,16,36,65,False
2007-04-14,5,0,19,37,78,False
2007-04-15,6,0,17,37,86,False
2007-04-16,6,0,15,33,66,False
2007-04-17,5,0,16,33,67,False
2007-04-18,6,0,17,36,62,False
2007-04-19,4,0,18,32,70,False
2007-04-20,5,0,20,38,64,False
2007-04-21,4,0,15,38,74,False
2007-04-22,5,0,15,39,89,False
2007-04-23,6,0,19,36,68,False
2007-04-24,5,0,20,35,71,False
2007-04-25,5,0,19,31,69,False
2007-04-26,6,0,20,32,65,False
2007-04-27,5,0,22,36,63,False
2007-04-28,3,0,18,36,79,False
2007-04-29,5,0,17,39,84,False
2007-04-30,6,0,21,37,64,False
2007-05-01,5,0,21,34,65,False
2007-05-02,6,0,22,35,62,False
2007-05-03,6,0,22,35,62,False
2007-05-04,5,0,21,37,66,False
2007-05-05,5,0,21,41,73,False
2007-05-06,5,0,21,42,87,False
2007-05-07,5,0,24,36,67,False
2007-05-08,5,0,25,36,67,False
2007-05-09,5,0,27,35,66,False
2007-05-10,6,0,28,34,68,False
2007-05-11,5,0,27,33,62,False
2007-05-12,5,0,25,37,79,False
2007-05-13,5,0,23,39,85,False
2007-05-14,6,0,20,37,71,False
2007-05-15,7,0,21,34,70,False
2007-05-16,5,0,19,36,70,False
2007-05-17,4,0,19,37,66,False
2007-05-18,5,0,20,38,67,False
2007-05-19,5,0,19,41,84,False
2007-05-20,5,0,16,39,89,False
2007-05-21,6,0,20,36,68,False
2007-05-22,7,0,17,37,70,False
2007-05-23,5,0,19,36,66,False
2007-05-24,5,0,19,38,68,False
2007-05-25,5,0,17,37,64,False
2007-05-26,5,0,18,41,77,False
2007-05-27,3,0,18,37,90,False
2007-05-28,5,0,17,39,89,False
2007-05-29,6,0,18,35,69,False
2007-05-30,5,0,18,36,67,False
2007-05-31,5,0,18,33,65,False
2007-06-01,5,0,19,36,66,False
2007-06-02,4,0,18,38,78,False
2007-06-03,5,0,17,42,86,False
2007-06-04,5,0,19,35,72,False
2007-06-05,5,0,21,37,66,False
2007-06-06,5,0,19,36,66,False
2007-06-07,5,0,22,37,69,False
2007-06-08,6,0,20,39,65,False
2007-06-09,4,0,20,47,79,False
2007-06-10,5,0,18,45,92,False
2007-06-11,4,0,22,43,73,False
2007-06-12,5,0,22,42,71,False
2007-06-13,5,0,21,39,65,False
2007-06-14,5,0,25,46,67,False
2007-06-15,4,0,22,38,64,False
2007-06-16,6,0,23,43,77,False
2007-06-17,5,0,21,49,91,False
2007-06-18,5,0,18,39,69,False
2007-06-19,4,0,19,37,65,False
2007-06-20,5,0,19,36,63,False
2007-06-21,5,0,20,40,67,False
2007-06-22,5,0,20,41,70,False
2007-06-23,4,0,17,40,80,False
2007-06-24,5,0,16,50,86,False
2007-06-25,5,0,17,38,67,False
2007-06-26,5,0,17,36,66,False
2007-06-27,5,0,18,34,64,False
2007-06-28,5,0,20,36,66,False
2007-06-29,4,0,18,32,67,False
2007-06-30,6,0,14,34,78,False
2007-07-01,5,0,16,35,85,False
2007-07-02,5,0,17,37,68,False
2007-07-03,4,0,17,31,67,False
2007-07-04,4,0,19,36,73,False
2007-07-05,6,0,17,33,69,False
2007-07-06,5,0,16,33,70,False
2007-07-07,6,0,18,39,83,False
2007-07-08,4,0,16,39,83,False
2007-07-09,5,0,19,36,71,False
