date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2011-07-25,3,61,18,21,9,False
2011-07-26,0,43,30,30,18,False
2011-07-27,0,52,18,36,36,False
2011-07-28,0,52,31,46,19,False
2011-07-29,3,68,42,68,23,False
2011-07-30,4,92,28,80,4,False
2011-07-31,0,61,24,16,12,False
2011-08-01,0,46,43,43,18,False
2011-08-02,3,51,21,39,27,False
2011-08-03,0,69,15,36,18,False
2011-08-04,0,37,37,43,18,False
2011-08-05,3,73,29,38,10,False
2011-08-06,4,55,0,12,8,False
2011-08-07,0,55,47,31,8,False
2011-08-08,0,54,27,42,9,False
2011-08-09,0,56,32,9,32,False
2011-08-10,3,59,46,59,15,False
2011-08-11,0,47,12,37,9,False
2011-08-12,0,61,45,48,19,False
2011-08-13,0,71,36,43,0,False
2011-08-14,0,63,35,16,16,False
2011-08-15,0,49,18,42,21,False
2011-08-16,0,66,45,60,12,False
2011-08-17,0,49,34,40,18,False
2011-08-18,0,78,28,19,0,False
2011-08-19,0,67,25,54,13,False
2011-08-20,0,51,19,39,0,False
2011-08-21,0,63,51,35,8,False
2011-08-22,0,60,39,64,12,False
2011-08-23,0,58,38,41,20,False
2011-08-24,0,42,30,36,12,False
2011-08-25,0,59,24,53,18,False
2011-08-26,0,59,31,37,3,False
2011-08-27,0,55,22,37,0,False
2011-08-28,0,33,33,40,4,False
2011-08-29,0,44,12,56,15,False
2011-08-30,0,77,32,47,12,False
2011-08-31,0,36,24,51,18,False
2011-09-01,0,57,30,57,21,False
2011-09-02,0,100,19,62,12,False
2011-09-03,0,56,30,22,11,False
2011-09-04,0,66,19,62,0,False
2011-09-05,0,66,38,52,10,False
2011-09-06,0,71,18,53,26,False
2011-09-07,3,55,35,61,0,False
2011-09-08,0,44,38,96,12,False
2011-09-09,3,24,42,63,9,False
2011-09-10,0,51,22,59,7,False
