date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2010-12-15,0,31,19,38,19,False
2010-12-16,0,43,12,71,8,False
2010-12-17,4,50,21,63,8,False
2010-12-18,0,54,5,16,0,False
2010-12-19,0,28,33,39,6,False
2010-12-20,0,49,25,33,12,False
2010-12-21,0,33,33,25,21,False
2010-12-22,0,47,47,30,9,False
2010-12-23,0,62,19,33,0,False
2010-12-24,0,52,12,17,6,False
2010-12-25,0,42,14,49,7,False
2010-12-26,0,42,30,24,0,False
2010-12-27,0,46,14,28,14,False
2010-12-28,0,66,18,40,13,False
2010-12-29,0,57,39,35,17,False
2010-12-30,4,27,31,18,4,False
2010-12-31,0,72,46,62,5,False
2011-01-01,5,75,27,48,16,False
2011-01-02,0,53,53,40,9,False
2011-01-03,0,55,14,55,7,False
2011-01-04,0,43,17,83,20,False
2011-01-05,0,66,16,66,13,False
2011-01-06,0,57,30,44,10,False
2011-01-07,3,54,24,82,17,False
2011-01-08,0,68,34,38,8,False
2011-01-09,4,38,21,59,4,False
2011-01-10,7,49,33,76,26,False
2011-01-11,6,64,38,61,26,False
2011-01-12,3,49,20,29,13,False
2011-01-13,0,86,16,79,13,False
2011-01-14,0,37,30,20,13,False
2011-01-15,0,60,21,34,9,False
2011-01-16,0,69,30,26,4,False
2011-01-17,0,58,44,55,14,False
2011-01-18,0,45,38,61,10,False
2011-01-19,0,48,22,45,16,False
2011-01-20,0,87,16,51,13,False
2011-01-21,0,23,52,20,20,False
2011-01-22,0,45,20,37,4,False
2011-01-23,0,54,17,66,4,False
2011-01-24,3,64,16,26,16,False
2011-01-25,0,48,25,80,29,False
2011-01-26,3,32,41,51,3,False
2011-01-27,3,23,26,36,10,False
2011-01-28,7,70,23,54,10,False
2011-01-29,0,37,37,41,8,False
2011-01-30,0,56,28,44,4,False
2011-01-31,3,30,18,78,27,False
2011-02-01,3,33,33,59,6,False
2011-02-02,3,48,30,57,15,False
2011-02-03,0,74,28,52,15,False
2011-02-04,0,48,32,77,19,False
2011-02-05,0,47,32,32,4,False
2011-02-06,4,39,32,47,12,False
2011-02-07,0,53,50,56,12,False
2011-02-08,3,52,34,61,21,False
2011-02-09,0,37,31,62,15,False
2011-02-10,0,54,28,95,16,False
2011-02-11,0,83,40,77,7,False
2011-02-12,4,37,41,33,4,False
2011-02-13,0,79,13,33,8,False
2011-02-14,3,26,19,58,16,False
2011-02-15,0,50,19,63,6,False
2011-02-16,3,59,22,56,16,False
2011-02-17,0,64,29,67,22,False
2011-02-18,0,43,40,53,3,False
2011-02-19,0,61,33,45,4,False
2011-02-20,0,58,25,46,4,False
2011-02-21,0,46,53,49,23,False
2011-02-22,0,46,28,40,19,False
2011-02-23,9,56,28,50,16,False
2011-02-24,3,50,28,65,6,False
2011-02-25,0,45,39,32,3,False
2011-02-26,4,52,52,40,16,False
2011-02-27,0,69,29,24,4,False
2011-02-28,0,55,85,39,18,False
2011-03-01,0,68,25,43,19,False
2011-03-02,0,28,84,53,19,False
2011-03-03,0,47,66,54,13,False
2011-03-04,0,56,46,59,16,False
2011-03-05,0,52,32,28,8,False
2011-03-06,0,44,40,40,4,False
2011-03-07,0,44,28,25,6,False
2011-03-08,0,31,43,49,12,False
2011-03-09,0,62,19,65,9,False
2011-03-10,0,71,25,47,19,False
2011-03-11,3,78,47,44,22,False
2011-03-12,0,56,9,30,17,False
2011-03-13,4,62,40,31,4,False
2011-03-14,0,70,21,56,11,False
2011-03-15,0,75,43,49,10,False
2011-03-16,3,81,28,59,12,False
2011-03-17,3,59,26,26,10,False
2011-03-18,0,65,55,55,20,False
2011-03-19,0,58,25,42,8,False
2011-03-20,0,79,54,33,8,False
2011-03-21,0,37,25,68,9,False
2011-03-22,0,68,43,40,12,False
2011-03-23,3,52,25,34,18,False
2011-03-24,0,55,28,25,12,False
2011-03-25,3,59,49,29,23,False
2011-03-26,0,68,32,16,4,False
2011-03-27,0,92,36,60,4,False
2011-03-28,0,30,33,52,12,False
2011-03-29,3,80,25,65,15,False
2011-03-30,9,43,15,19,19,False
2011-03-31,0,47,22,44,16,False
2011-04-01,0,52,39,45,16,False
2011-04-02,0,62,17,17,12,False
2011-04-03,0,46,37,33,8,False
2011-04-04,3,73,34,46,18,False
2011-04-05,0,82,21,55,21,False
2011-04-06,0,34,34,62,12,False
2011-04-07,3,75,31,37,22,False
2011-04-08,0,39,23,49,16,False
2011-04-09,0,66,8,29,4,False
2011-04-10,0,58,42,25,4,False
2011-04-11,0,62,22,50,12,False
2011-04-12,3,88,24,46,6,False
2011-04-13,0,53,19,49,0,False
2011-04-14,0,57,9,44,13,False
2011-04-15,0,72,26,52,13,False
2011-04-16,0,61,32,53,8,False
2011-04-17,0,54,17,50,0,False
2011-04-18,3,65,25,56,9,False
2011-04-19,0,86,12,52,9,False
2011-04-20,3,55,22,37,15,False
2011-04-21,0,71,32,52,13,False
2011-04-22,0,38,31,45,14,False
2011-04-23,0,79,21,54,8,False
2011-04-24,0,53,22,39,0,False
2011-04-25,3,25,31,47,19,False
2011-04-26,0,46,37,67,9,False
2011-04-27,0,70,24,54,9,False
2011-04-28,0,76,27,49,9,False
2011-04-29,0,32,32,42,6,False
2011-04-30,0,71,21,38,0,False
2011-05-01,0,58,29,29,21,False
2011-05-02,6,32,29,68,9,False
2011-05-03,3,43,24,61,15,False
2011-05-04,0,27,24,55,15,False
2011-05-05,3,56,28,47,19,False
2011-05-06,0,63,23,23,7,False
2011-05-07,0,93,8,30,4,False
2011-05-08,4,34,30,21,4,False
2011-05-09,0,60,22,69,19,False
2011-05-10,0,65,19,71,12,False
2011-05-11,3,62,28,53,12,False
2011-05-12,0,50,38,60,3,False
2011-05-13,0,47,37,46,13,False
2011-05-14,4,87,25,25,8,False
2011-05-15,4,94,28,24,8,False
2011-05-16,0,58,31,61,9,False
2011-05-17,0,85,27,48,15,False
2011-05-18,0,76,9,36,12,False
2011-05-19,0,22,16,41,0,False
2011-05-20,0,76,20,46,16,False
2011-05-21,4,63,17,21,0,False
2011-05-22,0,54,25,33,8,False
2011-05-23,3,62,25,56,9,False
2011-05-24,0,53,34,53,19,False
2011-05-25,0,61,21,31,12,False
2011-05-26,3,41,44,41,13,False
2011-05-27,0,48,24,44,3,False
2011-05-28,0,65,34,47,13,False
2011-05-29,5,59,23,36,5,False
2011-05-30,0,69,37,37,24,False
2011-05-31,0,32,25,44,16,False
2011-06-01,0,68,19,56,6,False
2011-06-02,0,66,28,35,13,False
2011-06-03,0,79,26,36,7,False
2011-06-04,0,56,26,21,13,False
2011-06-05,0,60,38,26,4,False
2011-06-06,0,61,26,55,6,False
2011-06-07,3,52,31,46,28,False
2011-06-08,0,60,41,47,9,False
2011-06-09,0,51,32,51,16,False
2011-06-10,0,63,43,20,20,False
2011-06-11,0,59,21,25,4,False
2011-06-12,0,68,26,26,0,False
2011-06-13,0,48,19,29,0,False
2011-06-14,0,44,19,28,16,False
2011-06-15,0,63,28,44,35,False
2011-06-16,3,73,45,29,13,False
2011-06-17,0,54,20,27,17,False
2011-06-18,0,80,21,30,13,False
2011-06-19,0,74,39,17,9,False
2011-06-20,0,77,18,28,6,False
2011-06-21,0,50,9,37,12,False
2011-06-22,0,53,19,41,3,False
2011-06-23,0,79,35,41,9,False
2011-06-24,0,63,7,30,20,False
2011-06-25,0,80,34,47,8,False
2011-06-26,0,43,22,39,13,False
2011-06-27,0,47,25,31,22,False
2011-06-28,0,53,19,34,19,False
2011-06-29,0,44,44,44,38,False
2011-06-30,0,58,32,29,16,False
2011-07-01,0,79,34,38,10,False
2011-07-02,4,87,39,13,4,False
2011-07-03,0,36,27,27,9,False
2011-07-04,0,76,76,30,4,False
2011-07-05,0,63,30,43,17,False
2011-07-06,3,62,43,34,25,False
2011-07-07,0,78,22,41,9,False
2011-07-08,0,61,16,42,10,False
2011-07-09,0,65,41,41,0,False
2011-07-10,0,71,38,29,13,False
2011-07-11,3,66,28,44,6,False
2011-07-12,0,89,40,31,15,False
2011-07-13,0,65,28,34,3,False
2011-07-14,3,38,38,51,10,False
2011-07-15,3,33,23,16,10,False
2011-07-16,4,74,12,33,8,False
2011-07-17,4,79,25,12,8,False
2011-07-18,0,65,31,37,19,False
2011-07-19,3,76,27,42,15,False
2011-07-20,3,58,12,49,28,False
2011-07-21,0,44,25,28,25,False
2011-07-22,0,68,19,26,26,False
2011-07-23,0,62,27,43,4,False
2011-07-24,0,52,24,56,4,False
