date,prosper,prosperity,isPartial
2017-03-19,52,49,False
2017-03-20,63,77,False
2017-03-21,76,72,False
2017-03-22,63,75,False
2017-03-23,69,88,False
2017-03-24,59,63,False
2017-03-25,41,39,False
2017-03-26,54,40,False
2017-03-27,69,75,False
2017-03-28,56,73,False
2017-03-29,61,61,False
2017-03-30,66,63,False
2017-03-31,58,66,False
2017-04-01,44,57,False
2017-04-02,56,56,False
2017-04-03,51,72,False
2017-04-04,76,89,False
2017-04-05,58,76,False
2017-04-06,75,73,False
2017-04-07,72,75,False
2017-04-08,69,46,False
2017-04-09,45,48,False
2017-04-10,69,78,False
2017-04-11,63,73,False
2017-04-12,61,59,False
2017-04-13,68,76,False
2017-04-14,55,65,False
2017-04-15,53,45,False
2017-04-16,53,37,False
2017-04-17,65,71,False
2017-04-18,68,63,False
2017-04-19,55,55,False
2017-04-20,72,64,False
2017-04-21,49,67,False
2017-04-22,66,40,False
2017-04-23,59,46,False
2017-04-24,64,69,False
2017-04-25,75,60,False
2017-04-26,73,72,False
2017-04-27,62,69,False
2017-04-28,67,65,False
2017-04-29,49,60,False
2017-04-30,48,44,False
2017-05-01,60,72,False
2017-05-02,72,93,False
2017-05-03,65,74,False
2017-05-04,90,72,False
2017-05-05,68,70,False
2017-05-06,62,48,False
2017-05-07,45,45,False
2017-05-08,59,74,False
2017-05-09,68,73,False
2017-05-10,60,73,False
2017-05-11,57,80,False
2017-05-12,59,68,False
2017-05-13,57,46,False
2017-05-14,48,44,False
2017-05-15,70,65,False
2017-05-16,77,69,False
2017-05-17,75,65,False
2017-05-18,78,70,False
2017-05-19,58,62,False
2017-05-20,71,43,False
2017-05-21,47,39,False
2017-05-22,67,68,False
2017-05-23,64,61,False
2017-05-24,52,63,False
2017-05-25,65,75,False
2017-05-26,58,57,False
2017-05-27,49,45,False
2017-05-28,41,39,False
2017-05-29,53,60,False
2017-05-30,77,79,False
2017-05-31,68,66,False
2017-06-01,69,80,False
2017-06-02,71,65,False
2017-06-03,64,40,False
2017-06-04,51,45,False
2017-06-05,66,64,False
2017-06-06,64,74,False
2017-06-07,62,57,False
2017-06-08,68,58,False
2017-06-09,52,62,False
2017-06-10,64,47,False
2017-06-11,38,43,False
2017-06-12,63,60,False
2017-06-13,65,59,False
2017-06-14,63,65,False
2017-06-15,58,67,False
2017-06-16,61,72,False
2017-06-17,42,56,False
2017-06-18,30,50,False
2017-06-19,55,63,False
2017-06-20,62,63,False
2017-06-21,72,66,False
2017-06-22,59,59,False
2017-06-23,69,52,False
2017-06-24,56,44,False
2017-06-25,45,35,False
2017-06-26,68,67,False
2017-06-27,61,53,False
2017-06-28,70,62,False
2017-06-29,58,60,False
2017-06-30,59,61,False
2017-07-01,61,56,False
2017-07-02,64,47,False
2017-07-03,78,57,False
2017-07-04,62,51,False
2017-07-05,61,55,False
2017-07-06,65,61,False
2017-07-07,75,66,False
2017-07-08,51,46,False
2017-07-09,57,37,False
2017-07-10,56,67,False
2017-07-11,61,53,False
2017-07-12,71,72,False
2017-07-13,55,54,False
2017-07-14,55,67,False
2017-07-15,53,52,False
2017-07-16,43,49,False
2017-07-17,60,67,False
2017-07-18,60,77,False
2017-07-19,72,60,False
2017-07-20,65,56,False
2017-07-21,57,72,False
2017-07-22,52,50,False
2017-07-23,65,45,False
2017-07-24,62,57,False
2017-07-25,74,66,False
2017-07-26,70,79,False
2017-07-27,65,63,False
2017-07-28,63,70,False
2017-07-29,49,59,False
2017-07-30,74,39,False
2017-07-31,72,56,False
2017-08-01,78,75,False
2017-08-02,72,53,False
2017-08-03,74,71,False
2017-08-04,67,67,False
2017-08-05,61,50,False
2017-08-06,71,48,False
2017-08-07,66,61,False
2017-08-08,72,67,False
2017-08-09,81,56,False
2017-08-10,65,51,False
2017-08-11,87,60,False
2017-08-12,63,47,False
2017-08-13,61,35,False
2017-08-14,73,60,False
2017-08-15,88,71,False
2017-08-16,72,57,False
2017-08-17,82,58,False
2017-08-18,69,64,False
2017-08-19,65,53,False
2017-08-20,39,41,False
2017-08-21,55,57,False
2017-08-22,62,60,False
2017-08-23,80,51,False
2017-08-24,70,67,False
2017-08-25,71,77,False
2017-08-26,68,41,False
2017-08-27,50,35,False
2017-08-28,65,60,False
2017-08-29,86,82,False
