date,cost,crisis,deficit,depreciation,domination,isPartial
2006-02-01,86,9,5,2,1,False
2006-02-02,81,9,5,2,2,False
2006-02-03,77,9,5,1,1,False
2006-02-04,77,6,2,2,2,False
2006-02-05,77,9,4,4,2,False
2006-02-06,80,10,5,3,1,False
2006-02-07,85,9,7,2,1,False
2006-02-08,84,12,5,2,3,False
2006-02-09,93,9,7,4,2,False
2006-02-10,80,10,7,3,2,False
2006-02-11,77,8,4,3,3,False
2006-02-12,71,9,4,3,2,False
2006-02-13,81,10,3,2,3,False
2006-02-14,80,8,4,2,2,False
2006-02-15,83,9,6,2,1,False
2006-02-16,83,12,5,4,2,False
2006-02-17,72,6,4,2,1,False
2006-02-18,72,9,3,2,2,False
2006-02-19,79,7,5,1,2,False
2006-02-20,87,10,4,3,3,False
2006-02-21,80,9,3,3,2,False
2006-02-22,88,9,6,2,2,False
2006-02-23,82,11,4,3,1,False
2006-02-24,81,8,4,1,2,False
2006-02-25,72,8,2,2,2,False
2006-02-26,69,7,4,1,2,False
2006-02-27,86,12,4,2,1,False
2006-02-28,83,11,4,2,1,False
2006-03-01,80,11,5,3,1,False
2006-03-02,82,12,3,3,1,False
2006-03-03,73,8,2,1,2,False
2006-03-04,73,7,1,1,1,False
2006-03-05,68,9,3,3,2,False
2006-03-06,85,9,4,2,1,False
2006-03-07,88,12,3,2,1,False
2006-03-08,77,11,4,3,3,False
2006-03-09,92,7,5,2,2,False
2006-03-10,75,8,5,2,2,False
2006-03-11,69,8,4,2,1,False
2006-03-12,74,11,3,4,2,False
2006-03-13,82,9,4,2,1,False
2006-03-14,84,9,4,2,1,False
2006-03-15,87,8,5,2,2,False
2006-03-16,90,10,4,2,2,False
2006-03-17,78,10,5,3,1,False
2006-03-18,67,8,3,3,1,False
2006-03-19,74,12,3,2,2,False
2006-03-20,89,12,5,3,2,False
2006-03-21,89,10,5,3,1,False
2006-03-22,86,12,4,1,1,False
2006-03-23,81,10,4,2,1,False
2006-03-24,77,9,4,2,1,False
2006-03-25,72,9,3,1,2,False
2006-03-26,82,8,3,2,3,False
2006-03-27,85,11,4,2,2,False
2006-03-28,85,11,3,2,1,False
2006-03-29,81,12,4,3,2,False
2006-03-30,75,12,5,2,2,False
2006-03-31,87,8,3,3,1,False
2006-04-01,80,7,3,3,2,False
2006-04-02,74,8,4,2,2,False
2006-04-03,84,14,4,2,2,False
2006-04-04,82,12,3,3,2,False
2006-04-05,84,9,4,2,2,False
2006-04-06,81,12,4,3,1,False
2006-04-07,76,10,3,3,2,False
2006-04-08,72,7,2,3,2,False
2006-04-09,76,11,3,4,2,False
2006-04-10,88,13,5,3,2,False
2006-04-11,88,12,4,3,2,False
2006-04-12,89,13,6,2,1,False
2006-04-13,83,13,4,5,1,False
2006-04-14,74,8,3,3,1,False
2006-04-15,73,9,2,3,3,False
2006-04-16,83,8,2,3,2,False
2006-04-17,100,11,3,3,2,False
2006-04-18,87,14,5,2,1,False
2006-04-19,88,11,4,3,1,False
2006-04-20,80,9,4,2,2,False
2006-04-21,80,12,3,2,3,False
2006-04-22,78,9,3,2,1,False
2006-04-23,93,11,3,1,3,False
2006-04-24,89,14,4,2,2,False
2006-04-25,97,15,4,1,2,False
2006-04-26,91,14,4,1,2,False
2006-04-27,86,14,6,2,1,False
2006-04-28,93,14,2,2,2,False
2006-04-29,73,11,3,1,2,False
2006-04-30,80,13,2,2,3,False
2006-05-01,97,16,3,2,1,False
2006-05-02,85,16,3,2,2,False
2006-05-03,86,19,3,1,2,False
2006-05-04,84,18,5,2,2,False
2006-05-05,85,14,4,2,2,False
2006-05-06,73,10,2,1,2,False
2006-05-07,84,10,4,2,2,False
2006-05-08,83,15,4,2,1,False
2006-05-09,89,15,3,2,1,False
2006-05-10,90,12,2,1,3,False
2006-05-11,90,11,3,1,1,False
2006-05-12,77,12,3,1,2,False
2006-05-13,67,9,1,1,2,False
2006-05-14,77,14,2,1,2,False
2006-05-15,87,13,3,2,2,False
2006-05-16,84,12,4,2,1,False
2006-05-17,81,12,4,1,1,False
2006-05-18,84,10,2,1,2,False
2006-05-19,78,12,2,2,2,False
2006-05-20,77,8,2,2,3,False
2006-05-21,76,11,1,2,1,False
2006-05-22,81,12,3,1,2,False
2006-05-23,77,14,4,2,1,False
2006-05-24,85,13,3,2,1,False
2006-05-25,77,11,2,1,2,False
2006-05-26,77,10,3,1,2,False
2006-05-27,72,6,1,1,2,False
2006-05-28,66,5,3,1,1,False
2006-05-29,72,10,2,0,3,False
2006-05-30,91,11,3,1,2,False
2006-05-31,87,11,4,1,2,False
2006-06-01,82,10,2,1,1,False
2006-06-02,73,7,2,1,1,False
2006-06-03,68,8,3,1,1,False
2006-06-04,79,8,2,1,3,False
2006-06-05,80,9,3,1,1,False
2006-06-06,79,12,3,1,1,False
2006-06-07,78,8,3,2,1,False
2006-06-08,80,10,3,2,1,False
2006-06-09,68,7,3,2,4,False
2006-06-10,72,6,2,1,1,False
2006-06-11,64,9,2,1,2,False
2006-06-12,77,7,2,1,2,False
2006-06-13,81,9,3,1,1,False
