date,radical,ruin,segregation,shortage,steal,isPartial
2006-10-13,35,28,28,14,64,False
2006-10-14,46,28,11,28,60,False
2006-10-15,20,10,27,27,41,False
2006-10-16,47,11,11,26,56,False
2006-10-17,55,15,17,17,76,False
2006-10-18,42,15,15,30,70,False
2006-10-19,40,18,24,22,46,False
2006-10-20,42,21,12,21,65,False
2006-10-21,48,14,7,17,69,False
2006-10-22,33,10,23,27,73,False
2006-10-23,49,15,26,28,58,False
2006-10-24,31,17,10,42,61,False
2006-10-25,46,13,21,33,67,False
2006-10-26,34,19,19,17,70,False
2006-10-27,23,14,32,14,68,False
2006-10-28,37,23,7,3,47,False
2006-10-29,44,14,0,20,78,False
2006-10-30,43,17,9,23,73,False
2006-10-31,57,27,15,19,81,False
2006-11-01,45,4,27,29,54,False
2006-11-02,52,10,13,44,44,False
2006-11-03,40,18,11,29,76,False
2006-11-04,36,0,10,3,81,False
2006-11-05,36,19,13,13,65,False
2006-11-06,45,8,21,23,58,False
2006-11-07,44,22,14,34,60,False
2006-11-08,50,18,10,24,24,False
2006-11-09,43,19,17,28,19,False
2006-11-10,32,16,14,25,58,False
2006-11-11,29,26,16,16,86,False
2006-11-12,31,22,22,19,94,False
2006-11-13,59,16,20,16,49,False
2006-11-14,46,16,26,26,60,False
2006-11-15,51,16,22,22,65,False
2006-11-16,31,12,19,23,81,False
2006-11-17,35,15,9,35,55,False
2006-11-18,38,16,3,61,38,False
2006-11-19,29,16,10,35,93,False
2006-11-20,46,19,29,37,69,False
2006-11-21,49,21,21,25,52,False
2006-11-22,42,12,14,23,47,False
2006-11-23,24,24,3,35,77,False
2006-11-24,35,25,13,16,73,False
2006-11-25,37,17,30,20,51,False
2006-11-26,35,10,10,19,42,False
2006-11-27,36,16,24,24,56,False
2006-11-28,42,13,21,19,62,False
2006-11-29,29,8,35,21,68,False
2006-11-30,43,20,26,22,53,False
2006-12-01,44,17,15,23,57,False
2006-12-02,27,15,9,6,63,False
2006-12-03,30,15,12,18,63,False
2006-12-04,56,20,26,12,64,False
2006-12-05,35,12,33,35,66,False
2006-12-06,35,24,22,8,63,False
2006-12-07,54,26,18,12,50,False
2006-12-08,50,21,27,34,72,False
2006-12-09,30,30,18,15,87,False
2006-12-10,33,54,9,27,73,False
2006-12-11,42,22,34,24,64,False
2006-12-12,46,40,27,23,50,False
2006-12-13,45,22,29,22,71,False
2006-12-14,47,41,22,18,51,False
2006-12-15,51,24,22,26,62,False
2006-12-16,47,57,9,19,54,False
2006-12-17,33,53,23,13,63,False
2006-12-18,27,30,15,17,63,False
2006-12-19,34,23,8,15,46,False
2006-12-20,20,20,26,17,68,False
2006-12-21,30,27,7,11,73,False
2006-12-22,28,30,3,13,46,False
2006-12-23,28,38,3,10,70,False
2006-12-24,35,38,0,4,81,False
2006-12-25,17,22,0,9,65,False
2006-12-26,23,40,6,14,40,False
2006-12-27,34,46,7,12,39,False
2006-12-28,14,29,2,10,55,False
2006-12-29,20,13,3,20,54,False
2006-12-30,19,16,0,6,45,False
2006-12-31,23,33,3,7,93,False
2007-01-01,24,21,7,17,56,False
2007-01-02,32,23,15,13,57,False
2007-01-03,20,10,23,12,60,False
2007-01-04,38,10,8,36,73,False
2007-01-05,29,14,4,25,68,False
2007-01-06,30,24,3,9,71,False
2007-01-07,48,45,21,15,54,False
