date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2014-06-07,2,48,21,50,2,False
2014-06-08,2,49,20,37,10,False
2014-06-09,0,46,49,43,12,False
2014-06-10,0,29,30,46,12,False
2014-06-11,2,36,45,47,6,False
2014-06-12,3,44,44,59,11,False
2014-06-13,2,62,36,32,6,False
2014-06-14,6,49,18,35,6,False
2014-06-15,0,41,16,37,0,False
2014-06-16,2,41,51,38,8,False
2014-06-17,0,55,35,37,12,False
2014-06-18,0,59,40,29,12,False
2014-06-19,0,48,25,34,12,False
2014-06-20,0,37,37,37,14,False
2014-06-21,0,35,14,39,8,False
2014-06-22,0,40,14,14,4,False
2014-06-23,2,38,35,45,5,False
2014-06-24,2,27,44,42,12,False
2014-06-25,0,48,26,31,12,False
2014-06-26,0,36,28,46,19,False
2014-06-27,2,34,27,40,13,False
2014-06-28,0,43,21,33,0,False
2014-06-29,0,46,24,20,6,False
2014-06-30,0,48,32,31,6,False
2014-07-01,0,37,29,37,8,False
2014-07-02,0,46,52,41,11,False
2014-07-03,0,42,44,23,10,False
2014-07-04,2,33,12,29,4,False
2014-07-05,0,43,13,26,11,False
2014-07-06,2,70,24,36,8,False
2014-07-07,0,28,17,38,15,False
2014-07-08,0,33,38,55,9,False
2014-07-09,0,62,29,37,6,False
2014-07-10,5,55,31,35,11,False
2014-07-11,0,37,35,33,11,False
2014-07-12,2,36,29,32,0,False
2014-07-13,4,42,21,50,10,False
2014-07-14,0,64,41,27,12,False
2014-07-15,0,54,46,43,9,False
2014-07-16,2,43,34,43,14,False
2014-07-17,0,64,43,39,15,False
2014-07-18,0,72,33,41,8,False
2014-07-19,0,54,27,31,8,False
2014-07-20,0,55,18,51,8,False
2014-07-21,2,43,31,43,14,False
2014-07-22,0,47,46,34,11,False
2014-07-23,0,58,25,45,11,False
2014-07-24,2,72,32,34,12,False
2014-07-25,2,56,40,36,17,False
2014-07-26,2,71,35,50,2,False
2014-07-27,0,70,27,35,10,False
2014-07-28,0,38,34,29,8,False
2014-07-29,0,53,27,36,11,False
2014-07-30,2,60,32,46,18,False
2014-07-31,0,71,48,31,9,False
2014-08-01,0,49,33,41,13,False
2014-08-02,0,58,35,43,6,False
2014-08-03,0,62,23,31,6,False
2014-08-04,0,51,41,36,12,False
2014-08-05,0,48,44,42,14,False
2014-08-06,3,58,35,30,11,False
2014-08-07,0,53,30,32,14,False
2014-08-08,0,52,36,21,13,False
2014-08-09,2,67,17,25,6,False
2014-08-10,2,48,15,33,2,False
2014-08-11,0,39,31,36,9,False
2014-08-12,0,56,30,29,6,False
2014-08-13,0,42,38,24,17,False
2014-08-14,0,50,40,36,12,False
2014-08-15,0,55,25,41,14,False
2014-08-16,0,39,21,28,2,False
2014-08-17,0,51,17,34,6,False
2014-08-18,3,29,27,43,14,False
2014-08-19,0,42,36,33,6,False
2014-08-20,0,57,40,33,10,False
2014-08-21,0,46,25,33,10,False
2014-08-22,0,51,40,28,15,False
2014-08-23,0,42,20,24,6,False
2014-08-24,2,35,26,32,11,False
2014-08-25,0,47,47,53,16,False
2014-08-26,0,47,40,53,9,False
2014-08-27,0,46,32,41,12,False
2014-08-28,1,37,25,52,15,False
2014-08-29,2,50,52,53,11,False
2014-08-30,0,35,32,32,11,False
2014-08-31,2,41,22,43,2,False
2014-09-01,0,47,20,62,2,False
2014-09-02,0,41,30,53,16,False
2014-09-03,1,50,47,60,11,False
2014-09-04,1,42,27,51,13,False
2014-09-05,1,42,32,70,9,False
2014-09-06,2,46,23,42,2,False
2014-09-07,4,39,18,78,16,False
2014-09-08,1,31,38,71,23,False
2014-09-09,3,41,30,82,12,False
2014-09-10,0,48,44,89,13,False
2014-09-11,3,38,38,71,17,False
2014-09-12,1,29,29,76,13,False
2014-09-13,2,30,16,39,9,False
2014-09-14,2,36,18,76,11,False
2014-09-15,0,41,37,71,10,False
2014-09-16,1,32,35,87,8,False
2014-09-17,4,38,50,100,10,False
2014-09-18,1,37,43,59,7,False
2014-09-19,3,35,55,65,10,False
2014-09-20,0,31,29,52,2,False
2014-09-21,4,36,25,79,5,False
2014-09-22,0,51,44,91,8,False
2014-09-23,3,45,45,98,10,False
2014-09-24,7,41,30,80,11,False
2014-09-25,0,33,44,69,21,False
2014-09-26,3,34,31,78,16,False
2014-09-27,2,48,30,50,6,False
2014-09-28,0,45,20,45,4,False
2014-09-29,0,41,35,61,17,False
2014-09-30,0,32,45,63,14,False
2014-10-01,0,37,39,76,18,False
2014-10-02,0,30,38,61,13,False
2014-10-03,1,38,22,71,13,False
2014-10-04,0,47,24,36,2,False
2014-10-05,2,29,18,53,5,False
2014-10-06,1,30,43,61,14,False
2014-10-07,0,36,49,64,8,False
2014-10-08,0,42,39,69,7,False
2014-10-09,1,34,40,70,14,False
2014-10-10,0,42,28,56,10,False
2014-10-11,2,38,22,40,5,False
2014-10-12,0,27,12,43,2,False
2014-10-13,0,33,26,61,7,False
2014-10-14,3,44,54,61,19,False
2014-10-15,0,43,36,74,11,False
2014-10-16,1,37,30,85,10,False
2014-10-17,0,37,52,57,13,False
2014-10-18,0,44,28,42,4,False
2014-10-19,0,47,14,45,11,False
2014-10-20,0,34,38,54,11,False
2014-10-21,4,37,36,69,15,False
2014-10-22,3,34,51,55,11,False
2014-10-23,0,49,32,62,10,False
2014-10-24,1,37,37,51,13,False
2014-10-25,2,33,27,27,5,False
2014-10-26,4,50,23,59,4,False
2014-10-27,1,40,41,68,21,False
2014-10-28,0,33,37,64,14,False
2014-10-29,1,22,47,53,10,False
2014-10-30,3,39,25,46,13,False
2014-10-31,0,30,39,45,14,False
2014-11-01,0,30,28,37,9,False
2014-11-02,0,28,27,27,4,False
2014-11-03,0,18,34,44,21,False
