date,partnership,patron,patronage,precious,priceless,isPartial
2008-03-04,87,24,1,47,14,False
2008-03-05,71,33,1,42,15,False
2008-03-06,84,34,3,44,15,False
2008-03-07,59,29,4,50,8,False
2008-03-08,43,21,1,37,16,False
2008-03-09,25,34,1,51,7,False
2008-03-10,68,30,2,42,11,False
2008-03-11,72,41,2,44,20,False
2008-03-12,89,30,1,47,13,False
2008-03-13,69,25,0,52,11,False
2008-03-14,57,26,1,42,15,False
2008-03-15,43,35,3,59,9,False
2008-03-16,40,45,1,54,15,False
2008-03-17,87,25,1,47,13,False
2008-03-18,73,43,3,54,8,False
2008-03-19,73,41,0,45,13,False
2008-03-20,85,34,1,32,8,False
2008-03-21,59,24,1,40,9,False
2008-03-22,41,39,0,34,19,False
2008-03-23,45,32,0,60,18,False
2008-03-24,78,43,1,50,13,False
2008-03-25,78,33,5,46,9,False
2008-03-26,87,35,1,47,11,False
2008-03-27,88,24,2,59,19,False
2008-03-28,51,53,1,43,17,False
2008-03-29,36,53,10,57,28,False
2008-03-30,28,33,0,54,16,False
2008-03-31,70,31,2,53,7,False
2008-04-01,80,20,4,36,19,False
2008-04-02,75,38,2,42,25,False
2008-04-03,72,29,5,50,13,False
2008-04-04,69,29,4,51,22,False
2008-04-05,56,40,1,47,24,False
2008-04-06,55,32,1,62,12,False
2008-04-07,69,22,2,50,17,False
2008-04-08,76,20,2,57,12,False
2008-04-09,96,33,1,37,12,False
2008-04-10,72,24,1,50,16,False
2008-04-11,63,39,0,43,17,False
2008-04-12,40,37,1,41,21,False
2008-04-13,45,35,3,45,22,False
2008-04-14,83,38,0,55,15,False
2008-04-15,78,31,2,44,9,False
2008-04-16,82,30,1,30,12,False
2008-04-17,66,30,0,44,15,False
2008-04-18,60,36,2,42,18,False
2008-04-19,36,33,3,55,20,False
2008-04-20,25,44,2,48,19,False
2008-04-21,79,36,2,48,16,False
2008-04-22,100,33,3,42,12,False
2008-04-23,77,29,1,42,14,False
2008-04-24,58,27,1,36,11,False
2008-04-25,70,18,1,47,11,False
2008-04-26,29,26,0,26,24,False
2008-04-27,36,35,0,54,9,False
2008-04-28,63,31,1,30,11,False
2008-04-29,80,37,1,46,13,False
2008-04-30,88,30,2,46,11,False
2008-05-01,68,29,0,45,8,False
2008-05-02,50,29,2,35,21,False
2008-05-03,30,45,1,42,13,False
2008-05-04,36,33,5,41,17,False
2008-05-05,80,32,1,45,20,False
2008-05-06,65,31,2,38,10,False
2008-05-07,82,29,3,40,10,False
2008-05-08,89,29,3,34,9,False
2008-05-09,47,54,0,37,13,False
