date,hustle,hustler,inflation,jobless,laid,isPartial
2013-09-26,6,4,10,1,6,False
2013-09-27,5,4,10,0,5,False
2013-09-28,6,5,6,0,6,False
2013-09-29,7,5,7,0,7,False
2013-09-30,5,3,9,0,6,False
2013-10-01,6,4,9,0,6,False
2013-10-02,7,5,10,0,7,False
2013-10-03,5,4,9,1,6,False
2013-10-04,12,4,10,0,7,False
2013-10-05,9,4,7,0,7,False
2013-10-06,7,6,7,0,6,False
2013-10-07,6,4,11,0,6,False
2013-10-08,7,4,10,0,7,False
2013-10-09,7,5,10,0,7,False
2013-10-10,10,4,11,1,6,False
2013-10-11,8,5,8,0,7,False
2013-10-12,7,5,8,0,5,False
2013-10-13,9,5,7,0,6,False
2013-10-14,7,4,10,0,7,False
2013-10-15,6,4,11,0,6,False
2013-10-16,6,4,11,0,6,False
2013-10-17,7,5,11,1,7,False
2013-10-18,8,4,11,0,6,False
2013-10-19,7,7,7,0,6,False
2013-10-20,7,6,9,0,6,False
2013-10-21,7,4,10,0,7,False
2013-10-22,6,5,10,0,6,False
2013-10-23,5,4,12,0,6,False
2013-10-24,7,6,10,1,6,False
2013-10-25,6,6,9,0,6,False
2013-10-26,7,6,6,0,6,False
2013-10-27,7,6,9,0,6,False
2013-10-28,7,4,11,0,6,False
2013-10-29,7,4,11,0,5,False
2013-10-30,6,6,12,0,7,False
2013-10-31,5,4,12,1,7,False
2013-11-01,8,5,9,0,6,False
2013-11-02,9,5,6,0,7,False
2013-11-03,8,5,9,0,6,False
2013-11-04,7,4,11,0,5,False
2013-11-05,6,3,10,0,6,False
2013-11-06,6,4,9,0,6,False
2013-11-07,7,5,12,1,5,False
2013-11-08,7,5,9,0,7,False
2013-11-09,6,5,8,0,5,False
2013-11-10,8,4,8,0,5,False
2013-11-11,6,4,10,0,7,False
2013-11-12,6,4,12,0,8,False
2013-11-13,6,5,11,0,6,False
2013-11-14,7,4,10,1,6,False
2013-11-15,8,4,10,0,6,False
2013-11-16,10,5,8,1,5,False
2013-11-17,7,6,9,0,6,False
2013-11-18,5,4,10,0,7,False
2013-11-19,6,5,12,0,6,False
2013-11-20,8,6,11,0,7,False
2013-11-21,11,5,13,1,6,False
2013-11-22,16,4,10,0,7,False
2013-11-23,13,6,7,0,6,False
2013-11-24,13,5,7,0,6,False
2013-11-25,22,4,11,0,5,False
2013-11-26,16,4,9,0,6,False
2013-11-27,15,4,10,0,5,False
2013-11-28,15,5,7,0,5,False
2013-11-29,14,6,8,0,5,False
2013-11-30,14,6,7,0,6,False
2013-12-01,13,5,6,0,7,False
2013-12-02,12,4,9,0,6,False
2013-12-03,14,4,11,0,6,False
2013-12-04,26,5,12,0,6,False
2013-12-05,23,4,14,1,6,False
2013-12-06,19,4,11,1,6,False
2013-12-07,21,4,8,1,6,False
2013-12-08,28,6,8,0,6,False
2013-12-09,29,5,12,1,6,False
2013-12-10,33,4,13,0,5,False
2013-12-11,31,5,12,0,6,False
2013-12-12,49,6,13,1,6,False
2013-12-13,51,5,10,1,7,False
2013-12-14,52,6,7,0,6,False
2013-12-15,50,5,9,0,8,False
2013-12-16,40,5,10,0,7,False
2013-12-17,37,5,13,0,7,False
2013-12-18,35,6,12,0,6,False
2013-12-19,38,7,10,1,6,False
2013-12-20,56,9,8,1,6,False
2013-12-21,89,10,8,0,6,False
2013-12-22,92,10,6,0,6,False
2013-12-23,69,8,6,0,6,False
2013-12-24,67,8,6,0,5,False
2013-12-25,93,8,8,0,5,False
2013-12-26,93,8,7,1,6,False
2013-12-27,86,7,6,1,5,False
2013-12-28,100,8,5,1,5,False
2013-12-29,94,8,5,0,5,False
2013-12-30,80,7,8,0,7,False
2013-12-31,73,8,6,0,6,False
2014-01-01,86,8,5,0,6,False
2014-01-02,72,6,8,1,6,False
2014-01-03,62,6,6,0,5,False
2014-01-04,78,6,6,0,6,False
2014-01-05,72,6,8,0,6,False
2014-01-06,40,4,6,0,5,False
2014-01-07,30,7,8,1,6,False
2014-01-08,32,5,10,1,5,False
2014-01-09,33,5,9,1,7,False
2014-01-10,35,5,10,1,6,False
2014-01-11,54,6,7,0,7,False
2014-01-12,59,6,7,0,6,False
2014-01-13,90,6,9,1,6,False
2014-01-14,37,5,9,0,5,False
2014-01-15,28,4,10,1,5,False
2014-01-16,56,6,10,1,6,False
2014-01-17,51,6,9,0,6,False
2014-01-18,73,7,7,0,5,False
2014-01-19,87,10,8,0,7,False
2014-01-20,51,6,8,0,5,False
2014-01-21,29,5,9,0,5,False
2014-01-22,24,4,10,0,6,False
2014-01-23,23,5,10,1,5,False
2014-01-24,28,5,9,0,5,False
2014-01-25,47,7,7,0,6,False
2014-01-26,49,6,8,0,6,False
2014-01-27,28,4,10,0,7,False
2014-01-28,18,5,10,1,8,False
2014-01-29,18,5,12,0,6,False
2014-01-30,20,4,13,0,6,False
2014-01-31,25,4,10,0,8,False
2014-02-01,35,5,8,0,6,False
2014-02-02,31,5,8,0,6,False
2014-02-03,13,5,10,0,6,False
2014-02-04,14,4,11,0,7,False
2014-02-05,15,5,10,0,6,False
2014-02-06,13,3,12,1,6,False
2014-02-07,14,5,10,1,6,False
2014-02-08,25,6,8,0,5,False
2014-02-09,28,6,8,0,7,False
2014-02-10,13,5,11,1,6,False
2014-02-11,11,5,11,0,6,False
2014-02-12,12,4,10,1,6,False
2014-02-13,13,4,10,1,6,False
2014-02-14,15,5,9,0,7,False
2014-02-15,26,6,7,0,6,False
2014-02-16,23,7,7,0,6,False
2014-02-17,18,5,10,0,6,False
2014-02-18,14,4,11,1,6,False
2014-02-19,13,4,12,0,6,False
2014-02-20,19,3,10,1,6,False
2014-02-21,17,4,9,0,7,False
2014-02-22,27,6,7,0,5,False
2014-02-23,24,5,8,0,5,False
2014-02-24,14,5,11,0,6,False
2014-02-25,11,5,13,1,6,False
2014-02-26,14,5,12,1,7,False
2014-02-27,17,4,12,1,6,False
2014-02-28,22,4,9,0,6,False
2014-03-01,37,7,7,0,8,False
2014-03-02,53,7,8,0,6,False
2014-03-03,69,6,9,0,6,False
2014-03-04,22,4,10,0,6,False
2014-03-05,18,4,10,0,6,False
2014-03-06,16,6,12,1,7,False
2014-03-07,19,6,10,1,5,False
2014-03-08,28,5,8,0,6,False
2014-03-09,27,5,7,0,7,False
2014-03-10,14,5,12,0,6,False
2014-03-11,13,5,10,0,6,False
2014-03-12,14,5,9,0,6,False
2014-03-13,14,4,10,1,6,False
2014-03-14,20,6,10,1,6,False
2014-03-15,24,7,6,1,6,False
2014-03-16,28,6,7,0,6,False
2014-03-17,21,4,13,0,5,False
2014-03-18,28,5,19,0,6,False
2014-03-19,42,5,14,0,6,False
2014-03-20,41,5,11,0,5,False
2014-03-21,39,6,11,1,6,False
2014-03-22,75,7,9,0,6,False
2014-03-23,85,6,9,0,7,False
2014-03-24,42,6,12,0,7,False
2014-03-25,26,5,12,0,8,False
2014-03-26,24,22,12,0,7,False
2014-03-27,20,8,12,0,7,False
2014-03-28,21,10,8,0,7,False
2014-03-29,48,8,7,0,6,False
2014-03-30,55,8,11,0,6,False
2014-03-31,27,6,14,0,6,False
2014-04-01,19,6,12,0,5,False
2014-04-02,15,10,13,0,6,False
2014-04-03,14,6,13,1,6,False
2014-04-04,16,6,11,0,6,False
2014-04-05,32,8,8,1,6,False
2014-04-06,39,7,9,0,5,False
2014-04-07,17,5,11,0,6,False
2014-04-08,13,8,11,1,6,False
2014-04-09,13,6,11,1,6,False
2014-04-10,13,5,12,1,6,False
2014-04-11,14,6,10,1,7,False
2014-04-12,25,7,6,0,6,False
2014-04-13,29,7,7,0,6,False
2014-04-14,18,7,12,0,7,False
2014-04-15,13,7,12,0,7,False
2014-04-16,12,6,11,0,5,False
2014-04-17,11,6,11,1,5,False
2014-04-18,13,6,9,0,6,False
2014-04-19,23,7,8,0,7,False
2014-04-20,28,6,9,0,6,False
2014-04-21,16,7,12,0,7,False
2014-04-22,11,6,13,0,5,False
2014-04-23,12,6,13,0,7,False
2014-04-24,10,6,13,1,5,False
2014-04-25,11,6,11,1,6,False
2014-04-26,20,7,7,0,5,False
2014-04-27,23,6,11,0,6,False
2014-04-28,13,5,11,0,6,False
2014-04-29,10,5,15,0,5,False
2014-04-30,9,5,12,0,6,False
2014-05-01,8,5,14,1,6,False
2014-05-02,9,6,11,1,5,False
2014-05-03,15,7,7,0,5,False
2014-05-04,19,9,8,0,6,False
2014-05-05,11,5,13,0,6,False
2014-05-06,7,4,12,0,7,False
2014-05-07,9,5,13,0,6,False
2014-05-08,9,5,14,1,6,False
2014-05-09,9,5,9,0,7,False
2014-05-10,16,7,6,0,7,False
2014-05-11,18,8,9,0,7,False
