date,lay,liquidate,miser,owe,recession,isPartial
2011-08-26,76,1,1,10,18,False
2011-08-27,80,0,1,9,10,False
2011-08-28,78,1,2,10,9,False
2011-08-29,82,1,2,11,11,False
2011-08-30,86,1,1,16,15,False
2011-08-31,79,1,1,13,14,False
2011-09-01,87,1,2,16,14,False
2011-09-02,79,0,3,15,19,False
2011-09-03,83,0,1,12,13,False
2011-09-04,89,0,2,10,17,False
2011-09-05,97,0,2,14,16,False
2011-09-06,72,0,2,13,19,False
2011-09-07,85,1,2,12,17,False
2011-09-08,82,2,2,17,18,False
2011-09-09,86,1,2,13,14,False
2011-09-10,74,0,4,14,14,False
2011-09-11,81,0,4,11,14,False
2011-09-12,81,1,2,13,15,False
2011-09-13,80,1,1,15,17,False
2011-09-14,76,2,3,11,17,False
2011-09-15,87,1,3,16,20,False
2011-09-16,78,0,1,11,16,False
2011-09-17,92,0,2,7,15,False
2011-09-18,80,1,4,12,14,False
2011-09-19,71,1,3,16,17,False
2011-09-20,76,1,3,17,22,False
2011-09-21,83,2,3,16,18,False
2011-09-22,84,1,2,13,34,False
2011-09-23,73,0,2,13,26,False
2011-09-24,85,0,2,10,18,False
2011-09-25,91,1,4,15,14,False
2011-09-26,75,0,3,15,25,False
2011-09-27,87,1,3,18,26,False
2011-09-28,89,0,3,15,24,False
2011-09-29,81,0,4,12,18,False
2011-09-30,80,1,2,14,28,False
2011-10-01,82,0,4,14,22,False
2011-10-02,87,0,2,9,24,False
2011-10-03,84,1,4,10,24,False
2011-10-04,83,2,3,11,26,False
2011-10-05,82,1,2,15,26,False
2011-10-06,92,0,1,14,21,False
2011-10-07,86,0,1,16,17,False
2011-10-08,82,0,2,8,10,False
2011-10-09,84,0,2,12,11,False
2011-10-10,87,0,3,16,23,False
2011-10-11,73,0,2,12,23,False
2011-10-12,91,0,3,15,24,False
2011-10-13,86,0,3,12,20,False
2011-10-14,88,1,4,14,21,False
2011-10-15,91,1,3,14,7,False
2011-10-16,90,0,3,17,13,False
2011-10-17,99,1,2,13,20,False
2011-10-18,97,0,1,9,18,False
2011-10-19,88,0,4,15,17,False
2011-10-20,88,1,3,11,16,False
2011-10-21,81,1,2,16,15,False
2011-10-22,81,0,2,11,15,False
2011-10-23,85,0,3,10,14,False
2011-10-24,91,1,4,13,16,False
2011-10-25,85,1,2,15,17,False
2011-10-26,86,0,4,16,19,False
2011-10-27,88,0,3,16,16,False
2011-10-28,81,1,3,14,15,False
2011-10-29,73,0,2,10,11,False
2011-10-30,78,0,5,13,11,False
2011-10-31,81,1,5,13,18,False
2011-11-01,83,1,4,15,17,False
2011-11-02,92,1,3,16,17,False
2011-11-03,76,1,3,13,17,False
2011-11-04,80,1,4,13,18,False
2011-11-05,88,0,4,13,13,False
2011-11-06,91,1,4,11,17,False
2011-11-07,76,1,4,15,16,False
2011-11-08,81,1,4,14,18,False
2011-11-09,73,1,2,14,20,False
2011-11-10,77,2,3,15,18,False
2011-11-11,75,0,2,15,13,False
2011-11-12,82,0,4,15,15,False
2011-11-13,92,0,5,12,14,False
2011-11-14,78,0,4,14,22,False
2011-11-15,85,1,5,11,19,False
2011-11-16,84,1,5,18,19,False
2011-11-17,84,1,3,15,18,False
2011-11-18,76,0,4,15,18,False
2011-11-19,75,1,6,12,8,False
2011-11-20,76,0,6,12,13,False
2011-11-21,75,0,3,11,21,False
2011-11-22,70,1,4,13,17,False
2011-11-23,68,0,3,15,15,False
2011-11-24,76,0,5,10,10,False
2011-11-25,71,1,5,13,11,False
2011-11-26,80,0,6,12,9,False
2011-11-27,81,1,9,7,14,False
2011-11-28,77,1,7,14,18,False
2011-11-29,79,1,8,15,20,False
2011-11-30,71,1,13,18,15,False
2011-12-01,70,2,9,14,20,False
2011-12-02,77,0,14,17,22,False
2011-12-03,81,1,12,13,13,False
2011-12-04,83,0,8,12,17,False
2011-12-05,69,1,9,11,22,False
2011-12-06,73,1,13,16,21,False
2011-12-07,76,1,9,15,19,False
2011-12-08,87,0,8,17,23,False
2011-12-09,78,0,26,12,17,False
2011-12-10,66,0,18,12,13,False
2011-12-11,69,1,15,15,13,False
2011-12-12,75,1,10,11,18,False
2011-12-13,78,1,11,13,20,False
2011-12-14,70,1,8,15,15,False
2011-12-15,75,0,11,14,14,False
2011-12-16,71,0,12,14,10,False
2011-12-17,70,0,17,11,8,False
2011-12-18,71,0,19,13,8,False
2011-12-19,68,0,9,10,13,False
2011-12-20,67,1,8,12,12,False
2011-12-21,66,0,13,17,11,False
2011-12-22,65,1,12,11,7,False
2011-12-23,71,0,12,9,10,False
2011-12-24,60,0,19,9,8,False
2011-12-25,73,0,29,7,6,False
2011-12-26,67,1,5,10,5,False
2011-12-27,73,0,5,15,6,False
2011-12-28,72,0,5,16,7,False
2011-12-29,64,1,4,15,8,False
2011-12-30,69,0,4,15,8,False
2011-12-31,82,1,6,12,7,False
2012-01-01,65,0,3,10,5,False
2012-01-02,80,0,4,15,5,False
2012-01-03,75,0,4,20,11,False
2012-01-04,69,1,4,27,12,False
2012-01-05,72,0,4,20,13,False
2012-01-06,79,1,3,18,10,False
2012-01-07,72,1,3,15,10,False
2012-01-08,84,1,5,13,9,False
2012-01-09,79,0,3,20,12,False
2012-01-10,76,0,3,18,10,False
2012-01-11,77,1,1,19,10,False
2012-01-12,77,1,3,22,14,False
2012-01-13,70,1,4,17,12,False
2012-01-14,79,0,3,16,8,False
2012-01-15,80,1,1,16,7,False
2012-01-16,74,0,4,19,10,False
2012-01-17,75,2,1,21,12,False
2012-01-18,71,1,4,25,13,False
2012-01-19,67,1,4,19,11,False
2012-01-20,70,1,2,23,11,False
2012-01-21,74,1,2,19,9,False
2012-01-22,81,0,3,21,5,False
2012-01-23,71,1,3,23,14,False
2012-01-24,77,0,2,27,15,False
2012-01-25,75,1,3,34,20,False
2012-01-26,77,1,4,32,14,False
2012-01-27,80,1,3,35,12,False
2012-01-28,71,0,3,28,8,False
2012-01-29,85,1,6,21,9,False
2012-01-30,83,1,2,29,12,False
2012-01-31,77,1,3,31,15,False
2012-02-01,73,1,2,27,14,False
2012-02-02,78,0,3,29,19,False
2012-02-03,71,1,3,22,12,False
2012-02-04,84,1,3,27,8,False
2012-02-05,75,1,2,27,15,False
2012-02-06,76,1,3,32,12,False
2012-02-07,67,0,2,25,11,False
2012-02-08,79,1,2,26,15,False
2012-02-09,74,1,3,23,15,False
2012-02-10,74,1,2,23,11,False
2012-02-11,69,0,2,19,7,False
2012-02-12,76,1,4,17,6,False
2012-02-13,71,0,4,17,12,False
2012-02-14,75,1,2,20,16,False
2012-02-15,69,1,2,18,11,False
2012-02-16,79,1,1,21,13,False
2012-02-17,76,1,5,23,10,False
2012-02-18,71,1,4,18,7,False
2012-02-19,80,1,4,19,12,False
2012-02-20,76,1,3,16,11,False
2012-02-21,83,0,2,22,13,False
2012-02-22,80,1,2,26,15,False
2012-02-23,80,0,1,19,13,False
2012-02-24,83,0,3,23,11,False
2012-02-25,73,1,1,19,13,False
2012-02-26,82,1,4,22,12,False
2012-02-27,83,1,3,25,14,False
2012-02-28,80,0,3,22,17,False
2012-02-29,75,1,1,18,15,False
2012-03-01,87,1,4,19,15,False
2012-03-02,73,1,2,21,15,False
2012-03-03,79,1,3,14,11,False
2012-03-04,82,1,2,15,7,False
2012-03-05,79,0,2,19,11,False
2012-03-06,79,1,5,17,16,False
2012-03-07,77,1,4,18,13,False
2012-03-08,78,1,2,13,13,False
2012-03-09,79,1,2,17,14,False
2012-03-10,82,1,3,12,10,False
2012-03-11,76,1,1,17,8,False
2012-03-12,77,1,2,15,11,False
2012-03-13,80,1,2,19,11,False
2012-03-14,85,0,3,16,13,False
2012-03-15,84,0,4,16,12,False
2012-03-16,76,2,4,13,9,False
2012-03-17,68,1,2,13,9,False
2012-03-18,83,0,1,16,10,False
2012-03-19,84,0,2,20,11,False
2012-03-20,76,1,3,21,10,False
2012-03-21,85,2,2,17,11,False
2012-03-22,78,1,2,17,13,False
2012-03-23,79,0,4,16,10,False
2012-03-24,83,0,2,13,11,False
2012-03-25,82,0,1,16,10,False
2012-03-26,86,1,3,19,13,False
2012-03-27,81,2,2,19,14,False
2012-03-28,74,1,2,18,14,False
2012-03-29,84,1,3,13,13,False
2012-03-30,73,1,3,15,10,False
2012-03-31,78,1,1,14,6,False
2012-04-01,95,1,2,15,8,False
2012-04-02,80,1,3,19,11,False
2012-04-03,85,1,2,20,11,False
2012-04-04,80,1,2,18,12,False
2012-04-05,91,1,2,21,17,False
2012-04-06,71,0,1,21,11,False
2012-04-07,95,0,2,17,10,False
2012-04-08,100,1,2,17,11,False
2012-04-09,86,0,3,16,13,False
2012-04-10,79,0,2,22,15,False
2012-04-11,83,1,2,21,13,False
2012-04-12,73,1,2,27,12,False
2012-04-13,76,1,3,25,11,False
2012-04-14,100,0,2,19,11,False
2012-04-15,95,1,3,20,9,False
2012-04-16,85,1,3,31,12,False
2012-04-17,84,1,2,35,15,False
2012-04-18,81,0,1,23,19,False
2012-04-19,85,0,3,20,17,False
2012-04-20,80,0,3,18,7,False
2012-04-21,80,0,3,11,7,False
2012-04-22,88,1,1,12,9,False
2012-04-23,84,1,3,16,12,False
2012-04-24,77,1,2,15,17,False
2012-04-25,81,1,2,19,20,False
2012-04-26,87,0,2,18,17,False
2012-04-27,79,1,3,19,14,False
2012-04-28,83,0,2,14,6,False
2012-04-29,91,0,3,16,12,False
2012-04-30,78,0,2,14,17,False
2012-05-01,81,1,3,18,12,False
2012-05-02,83,1,2,14,15,False
2012-05-03,83,1,4,17,14,False
2012-05-04,85,1,1,18,12,False
2012-05-05,82,0,3,12,6,False
2012-05-06,90,1,2,13,9,False
2012-05-07,88,1,3,18,14,False
2012-05-08,76,2,3,16,16,False
2012-05-09,81,1,2,21,14,False
2012-05-10,79,1,2,13,14,False
