date,lay,liquidate,miser,owe,recession,isPartial
2012-05-11,70,0,1,18,13,False
2012-05-12,90,0,2,20,6,False
2012-05-13,88,0,1,16,11,False
2012-05-14,78,1,2,13,13,False
2012-05-15,88,1,2,17,10,False
2012-05-16,80,1,2,15,14,False
2012-05-17,89,1,1,16,15,False
2012-05-18,73,1,1,13,8,False
2012-05-19,80,0,3,12,10,False
2012-05-20,96,1,1,7,9,False
2012-05-21,84,0,2,15,10,False
