date,gain,generosity,gift,gold,guide,isPartial
2015-10-28,7,0,23,41,39,False
2015-10-29,8,0,22,42,40,False
2015-10-30,6,0,20,41,35,False
2015-10-31,6,0,24,43,40,False
2015-11-01,9,0,26,44,43,False
2015-11-02,8,0,27,42,40,False
2015-11-03,8,0,27,43,44,False
2015-11-04,8,0,26,43,38,False
2015-11-05,8,0,26,43,38,False
2015-11-06,7,0,28,43,36,False
2015-11-07,7,0,33,47,41,False
2015-11-08,7,0,33,48,42,False
2015-11-09,7,0,29,45,36,False
2015-11-10,8,0,29,45,38,False
2015-11-11,7,0,30,48,41,False
2015-11-12,7,0,28,45,38,False
2015-11-13,7,0,29,44,37,False
2015-11-14,6,0,31,45,38,False
2015-11-15,6,0,32,46,42,False
2015-11-16,7,0,31,44,36,False
2015-11-17,7,0,32,43,37,False
2015-11-18,8,0,32,44,36,False
2015-11-19,8,0,32,46,38,False
2015-11-20,7,0,33,44,36,False
2015-11-21,6,0,36,48,37,False
2015-11-22,7,0,38,47,40,False
2015-11-23,8,0,38,47,37,False
2015-11-24,7,0,39,46,36,False
2015-11-25,6,0,36,43,35,False
2015-11-26,5,0,34,42,36,False
2015-11-27,5,0,49,49,36,False
2015-11-28,6,0,50,55,40,False
2015-11-29,7,0,50,53,43,False
2015-11-30,7,0,53,50,39,False
2015-12-01,7,0,51,48,39,False
2015-12-02,7,0,50,48,38,False
2015-12-03,8,0,52,46,38,False
2015-12-04,6,0,52,46,37,False
2015-12-05,6,0,58,52,39,False
2015-12-06,7,0,61,51,43,False
2015-12-07,7,0,62,47,40,False
2015-12-08,8,0,61,46,41,False
2015-12-09,9,0,64,47,43,False
2015-12-10,8,0,67,46,41,False
2015-12-11,7,0,65,48,39,False
2015-12-12,6,0,77,53,40,False
2015-12-13,6,0,76,51,43,False
2015-12-14,7,0,79,52,40,False
2015-12-15,7,0,82,50,41,False
2015-12-16,7,0,86,48,38,False
2015-12-17,7,0,85,49,36,False
2015-12-18,7,0,88,48,36,False
