date,destitute,extravagant,fire,gamble,hole,isPartial
2006-10-13,0,0,52,2,9,False
2006-10-14,0,0,52,1,7,False
2006-10-15,0,0,53,3,10,False
2006-10-16,0,0,55,2,10,False
2006-10-17,0,0,54,1,9,False
2006-10-18,0,0,52,1,11,False
2006-10-19,0,0,48,2,9,False
2006-10-20,0,0,51,1,10,False
2006-10-21,0,0,51,1,11,False
2006-10-22,0,0,50,2,9,False
2006-10-23,0,0,51,3,8,False
2006-10-24,0,0,54,3,9,False
2006-10-25,0,0,52,2,11,False
2006-10-26,0,0,68,3,10,False
2006-10-27,0,0,71,2,8,False
2006-10-28,0,0,65,1,11,False
2006-10-29,0,0,56,1,10,False
2006-10-30,0,0,58,2,9,False
2006-10-31,0,0,53,2,8,False
2006-11-01,0,0,49,2,10,False
2006-11-02,0,0,47,3,9,False
2006-11-03,0,0,52,2,8,False
2006-11-04,0,0,51,1,10,False
2006-11-05,0,0,54,2,10,False
2006-11-06,0,0,59,2,8,False
2006-11-07,0,0,52,2,9,False
2006-11-08,0,0,51,2,7,False
2006-11-09,0,0,56,1,10,False
2006-11-10,0,0,49,1,8,False
2006-11-11,0,0,53,1,8,False
2006-11-12,0,0,54,2,11,False
2006-11-13,0,0,53,2,9,False
2006-11-14,0,0,54,2,9,False
2006-11-15,0,0,48,1,10,False
2006-11-16,0,0,46,2,9,False
2006-11-17,0,0,49,1,8,False
2006-11-18,0,0,48,2,11,False
2006-11-19,0,0,51,0,8,False
2006-11-20,0,0,50,2,8,False
2006-11-21,0,0,53,2,9,False
2006-11-22,0,0,49,1,9,False
2006-11-23,0,0,49,1,9,False
2006-11-24,0,0,47,1,12,False
2006-11-25,0,0,48,1,10,False
2006-11-26,0,0,49,2,9,False
2006-11-27,0,0,53,1,7,False
2006-11-28,0,0,52,2,9,False
2006-11-29,0,0,50,1,8,False
2006-11-30,0,0,52,2,8,False
2006-12-01,0,0,47,2,9,False
2006-12-02,0,0,48,1,9,False
2006-12-03,0,0,54,2,10,False
2006-12-04,0,0,60,2,8,False
2006-12-05,0,0,52,2,9,False
2006-12-06,0,0,50,1,10,False
2006-12-07,0,0,53,2,8,False
2006-12-08,0,0,54,2,6,False
2006-12-09,0,0,55,1,10,False
2006-12-10,0,0,54,1,9,False
2006-12-11,0,0,49,1,9,False
2006-12-12,0,0,50,2,8,False
2006-12-13,0,0,51,1,8,False
2006-12-14,0,0,50,2,7,False
2006-12-15,0,0,46,2,9,False
2006-12-16,0,0,49,1,9,False
2006-12-17,0,0,54,2,11,False
2006-12-18,0,0,53,1,8,False
2006-12-19,0,0,52,2,9,False
2006-12-20,0,0,50,1,9,False
2006-12-21,0,0,48,1,10,False
2006-12-22,0,0,50,1,9,False
2006-12-23,0,0,49,1,11,False
2006-12-24,0,0,55,1,9,False
2006-12-25,0,0,53,1,9,False
2006-12-26,0,0,49,2,10,False
2006-12-27,0,0,50,2,10,False
2006-12-28,0,0,49,2,9,False
2006-12-29,0,0,49,1,10,False
2006-12-30,0,0,47,1,10,False
2006-12-31,0,0,53,1,11,False
2007-01-01,0,0,58,1,10,False
2007-01-02,0,0,50,1,9,False
2007-01-03,0,0,50,2,9,False
2007-01-04,0,0,50,2,9,False
2007-01-05,0,0,50,2,10,False
2007-01-06,0,0,49,2,12,False
2007-01-07,0,0,53,2,10,False
2007-01-08,0,0,51,3,11,False
2007-01-09,0,0,59,2,8,False
2007-01-10,0,0,54,1,9,False
2007-01-11,0,0,48,1,9,False
2007-01-12,0,0,48,2,8,False
2007-01-13,0,0,48,1,9,False
2007-01-14,0,0,53,1,10,False
2007-01-15,0,0,48,1,10,False
2007-01-16,0,0,54,2,10,False
2007-01-17,0,0,53,2,9,False
2007-01-18,0,0,52,1,8,False
2007-01-19,0,0,47,1,8,False
2007-01-20,0,0,50,1,8,False
2007-01-21,0,0,57,1,12,False
2007-01-22,0,0,50,1,9,False
2007-01-23,0,0,53,2,9,False
2007-01-24,0,0,54,3,10,False
2007-01-25,0,0,54,2,8,False
2007-01-26,0,0,51,3,11,False
2007-01-27,0,0,53,2,11,False
2007-01-28,0,0,47,2,10,False
2007-01-29,0,0,50,3,8,False
2007-01-30,0,0,51,2,9,False
2007-01-31,0,0,50,2,10,False
2007-02-01,0,0,48,2,9,False
2007-02-02,0,0,50,2,9,False
2007-02-03,0,0,49,1,10,False
2007-02-04,0,0,50,1,8,False
2007-02-05,0,0,51,1,9,False
2007-02-06,0,0,58,2,10,False
2007-02-07,0,0,59,2,8,False
2007-02-08,0,0,51,2,10,False
2007-02-09,0,0,54,2,10,False
2007-02-10,0,0,56,2,11,False
2007-02-11,0,0,48,2,10,False
2007-02-12,0,0,55,2,8,False
2007-02-13,0,0,51,1,8,False
2007-02-14,0,0,47,2,8,False
2007-02-15,0,0,50,2,7,False
2007-02-16,0,0,53,2,8,False
2007-02-17,0,0,52,1,9,False
2007-02-18,0,0,53,2,11,False
2007-02-19,0,0,54,1,9,False
2007-02-20,0,0,51,2,8,False
2007-02-21,0,0,52,2,9,False
2007-02-22,0,0,51,2,9,False
2007-02-23,0,0,49,1,10,False
2007-02-24,0,0,57,1,11,False
2007-02-25,0,0,67,2,12,False
2007-02-26,0,0,54,2,10,False
2007-02-27,0,0,53,2,10,False
2007-02-28,0,0,52,2,9,False
2007-03-01,0,0,53,2,9,False
2007-03-02,0,0,48,2,8,False
2007-03-03,0,0,50,2,10,False
2007-03-04,0,0,49,1,10,False
2007-03-05,0,0,53,2,9,False
2007-03-06,0,0,53,2,9,False
2007-03-07,0,0,53,2,10,False
2007-03-08,0,0,55,2,8,False
2007-03-09,0,0,50,2,8,False
2007-03-10,0,0,49,1,9,False
2007-03-11,0,0,63,1,10,False
2007-03-12,0,0,60,2,8,False
2007-03-13,0,0,58,2,10,False
2007-03-14,0,0,54,2,9,False
2007-03-15,0,0,53,1,8,False
2007-03-16,0,0,52,1,9,False
2007-03-17,0,0,55,3,8,False
2007-03-18,0,0,55,3,10,False
2007-03-19,0,0,54,2,10,False
2007-03-20,0,0,51,4,10,False
2007-03-21,0,0,52,3,9,False
2007-03-22,0,0,50,3,8,False
2007-03-23,0,0,49,1,10,False
2007-03-24,0,0,48,1,10,False
2007-03-25,0,0,49,2,9,False
2007-03-26,0,0,56,2,9,False
2007-03-27,0,0,51,1,8,False
2007-03-28,0,0,54,2,8,False
2007-03-29,0,0,52,2,10,False
2007-03-30,0,0,64,2,11,False
2007-03-31,0,0,56,2,11,False
