date,destitute,extravagant,fire,gamble,hole,isPartial
2007-04-01,0,0,59,1,10,False
2007-04-02,0,0,55,2,8,False
2007-04-03,0,0,56,2,9,False
2007-04-04,0,0,52,2,9,False
2007-04-05,0,0,54,1,8,False
2007-04-06,0,0,52,2,9,False
2007-04-07,0,0,55,2,11,False
2007-04-08,0,0,56,1,10,False
2007-04-09,0,0,59,2,9,False
2007-04-10,0,0,54,2,10,False
2007-04-11,0,0,55,2,8,False
2007-04-12,0,0,53,2,7,False
2007-04-13,0,0,52,2,8,False
2007-04-14,0,0,49,1,10,False
2007-04-15,0,0,49,2,8,False
2007-04-16,0,0,54,2,9,False
2007-04-17,0,0,54,2,9,False
2007-04-18,0,0,49,2,9,False
2007-04-19,0,0,54,2,8,False
2007-04-20,0,0,50,2,9,False
2007-04-21,0,0,49,1,8,False
2007-04-22,0,0,56,1,11,False
2007-04-23,0,0,57,2,10,False
2007-04-24,0,0,56,2,8,False
2007-04-25,0,0,52,2,9,False
2007-04-26,0,0,52,2,8,False
2007-04-27,0,0,52,2,9,False
2007-04-28,0,0,50,1,9,False
2007-04-29,0,0,57,1,10,False
2007-04-30,0,0,64,2,8,False
2007-05-01,0,0,54,2,8,False
2007-05-02,0,0,54,2,10,False
2007-05-03,0,0,54,2,8,False
2007-05-04,0,0,52,2,10,False
2007-05-05,0,0,52,1,10,False
2007-05-06,0,0,58,1,9,False
2007-05-07,0,0,62,2,9,False
2007-05-08,0,0,68,2,11,False
2007-05-09,0,0,73,1,10,False
2007-05-10,0,0,62,1,9,False
2007-05-11,0,0,77,2,10,False
2007-05-12,0,0,69,1,11,False
2007-05-13,0,0,67,1,13,False
2007-05-14,0,0,64,2,9,False
2007-05-15,0,0,64,2,8,False
2007-05-16,0,0,69,2,8,False
2007-05-17,0,0,61,2,9,False
2007-05-18,0,0,60,1,9,False
2007-05-19,0,0,58,2,9,False
2007-05-20,0,0,58,2,11,False
2007-05-21,0,0,58,2,9,False
2007-05-22,0,0,57,3,9,False
2007-05-23,0,0,56,1,8,False
2007-05-24,0,0,56,1,11,False
2007-05-25,0,0,57,2,11,False
2007-05-26,0,0,57,1,12,False
2007-05-27,0,0,65,1,10,False
2007-05-28,0,0,60,1,13,False
2007-05-29,0,0,59,2,10,False
2007-05-30,0,0,58,2,10,False
2007-05-31,0,0,57,1,10,False
2007-06-01,0,0,56,2,10,False
2007-06-02,0,0,54,2,10,False
2007-06-03,0,0,54,2,10,False
2007-06-04,0,0,58,2,10,False
2007-06-05,0,0,56,1,10,False
2007-06-06,0,0,58,2,10,False
2007-06-07,0,0,54,2,11,False
2007-06-08,0,0,53,1,9,False
2007-06-09,0,0,56,1,10,False
2007-06-10,0,0,51,2,12,False
2007-06-11,0,0,50,2,11,False
2007-06-12,0,0,52,1,10,False
2007-06-13,0,0,54,2,11,False
2007-06-14,0,0,53,2,11,False
2007-06-15,0,0,55,1,10,False
2007-06-16,0,0,55,1,15,False
2007-06-17,0,0,57,1,12,False
2007-06-18,0,0,54,1,12,False
2007-06-19,0,0,69,2,10,False
2007-06-20,0,0,63,1,11,False
2007-06-21,0,0,59,1,10,False
2007-06-22,0,0,60,2,9,False
2007-06-23,0,0,61,1,12,False
2007-06-24,0,0,61,1,12,False
2007-06-25,0,0,97,1,11,False
2007-06-26,0,0,85,1,8,False
2007-06-27,0,0,83,1,10,False
2007-06-28,0,0,73,2,8,False
2007-06-29,0,0,69,2,9,False
2007-06-30,0,0,70,1,14,False
2007-07-01,0,0,76,1,14,False
2007-07-02,0,0,68,2,10,False
2007-07-03,0,0,72,1,11,False
2007-07-04,0,0,100,2,12,False
2007-07-05,0,0,71,1,11,False
2007-07-06,0,0,63,2,10,False
2007-07-07,0,0,63,1,11,False
2007-07-08,0,0,73,1,14,False
2007-07-09,0,0,67,2,10,False
