date,backward,backwardness,broke,cheap,colony,isPartial
2006-10-13,1,0,2,69,5,False
2006-10-14,1,0,2,72,6,False
2006-10-15,1,0,2,74,4,False
2006-10-16,1,0,1,70,6,False
2006-10-17,1,0,2,74,6,False
2006-10-18,1,0,2,72,7,False
2006-10-19,1,0,1,69,5,False
2006-10-20,1,0,1,69,6,False
2006-10-21,1,0,3,72,3,False
2006-10-22,1,0,2,82,4,False
2006-10-23,1,0,2,71,5,False
2006-10-24,0,0,2,70,6,False
2006-10-25,1,0,1,72,6,False
2006-10-26,1,0,1,60,6,False
2006-10-27,1,0,2,66,4,False
2006-10-28,1,0,1,70,4,False
2006-10-29,1,0,2,72,4,False
2006-10-30,1,0,2,64,5,False
2006-10-31,1,0,3,60,6,False
2006-11-01,0,0,1,63,6,False
2006-11-02,1,0,1,71,5,False
2006-11-03,1,0,2,63,5,False
2006-11-04,0,0,2,71,5,False
2006-11-05,1,0,2,78,4,False
2006-11-06,1,0,1,70,5,False
2006-11-07,1,0,1,66,5,False
2006-11-08,1,0,1,60,6,False
2006-11-09,1,0,2,66,6,False
2006-11-10,1,0,2,66,7,False
2006-11-11,0,0,2,77,5,False
2006-11-12,0,0,2,81,5,False
2006-11-13,0,0,2,65,6,False
2006-11-14,1,0,1,71,6,False
2006-11-15,1,0,2,63,6,False
2006-11-16,1,0,1,68,5,False
2006-11-17,1,0,2,60,5,False
2006-11-18,0,0,2,73,5,False
2006-11-19,0,0,2,75,6,False
2006-11-20,1,0,1,70,6,False
2006-11-21,0,0,2,66,6,False
2006-11-22,1,0,2,65,4,False
2006-11-23,1,0,1,77,5,False
2006-11-24,0,0,1,79,6,False
2006-11-25,0,0,1,81,5,False
2006-11-26,1,0,1,74,3,False
2006-11-27,1,0,2,73,5,False
2006-11-28,1,0,2,75,5,False
2006-11-29,1,0,2,70,5,False
2006-11-30,1,0,2,67,5,False
2006-12-01,1,0,2,65,5,False
2006-12-02,1,0,2,72,5,False
2006-12-03,1,0,1,75,6,False
2006-12-04,1,0,2,67,5,False
2006-12-05,1,0,2,73,6,False
2006-12-06,1,0,2,66,5,False
2006-12-07,0,0,2,66,6,False
2006-12-08,1,0,2,61,5,False
2006-12-09,0,0,2,71,4,False
2006-12-10,1,0,2,73,4,False
2006-12-11,1,0,2,67,5,False
2006-12-12,1,0,2,65,6,False
2006-12-13,1,0,2,60,5,False
2006-12-14,1,0,2,60,5,False
2006-12-15,0,0,1,67,5,False
2006-12-16,1,0,2,74,5,False
2006-12-17,1,0,3,76,6,False
2006-12-18,1,0,2,59,5,False
2006-12-19,1,0,2,67,5,False
2006-12-20,1,0,2,65,4,False
2006-12-21,1,0,2,60,5,False
2006-12-22,1,0,2,59,4,False
2006-12-23,0,0,3,62,2,False
2006-12-24,1,0,2,67,4,False
2006-12-25,1,0,2,75,2,False
2006-12-26,1,0,1,84,4,False
2006-12-27,1,0,2,78,4,False
2006-12-28,1,0,2,78,3,False
2006-12-29,1,0,2,74,4,False
2006-12-30,0,0,2,74,3,False
2006-12-31,0,0,2,72,5,False
2007-01-01,1,0,2,69,3,False
2007-01-02,0,0,2,76,4,False
2007-01-03,1,0,2,73,4,False
2007-01-04,1,0,2,68,4,False
2007-01-05,0,0,2,70,4,False
2007-01-06,1,0,2,83,3,False
2007-01-07,1,0,1,84,4,False
2007-01-08,1,0,1,74,4,False
2007-01-09,1,0,2,79,5,False
2007-01-10,0,0,2,79,5,False
2007-01-11,1,0,2,75,5,False
2007-01-12,1,0,3,72,5,False
2007-01-13,1,0,1,81,4,False
2007-01-14,1,0,1,81,4,False
2007-01-15,0,0,2,77,5,False
2007-01-16,0,0,2,77,4,False
2007-01-17,1,0,3,76,4,False
2007-01-18,0,0,1,77,5,False
2007-01-19,1,0,2,77,4,False
2007-01-20,1,0,1,83,5,False
2007-01-21,0,0,3,88,4,False
2007-01-22,1,0,2,80,5,False
2007-01-23,1,0,2,77,4,False
2007-01-24,0,0,2,79,4,False
2007-01-25,1,0,2,70,4,False
2007-01-26,1,0,1,73,4,False
2007-01-27,0,0,1,79,4,False
2007-01-28,0,0,2,81,4,False
2007-01-29,0,0,2,81,4,False
2007-01-30,1,0,3,80,5,False
2007-01-31,1,0,2,78,5,False
2007-02-01,1,0,1,73,4,False
2007-02-02,1,0,2,73,3,False
2007-02-03,0,0,2,81,4,False
2007-02-04,1,0,2,79,4,False
2007-02-05,1,0,2,76,4,False
2007-02-06,1,0,2,77,5,False
2007-02-07,1,0,1,80,4,False
2007-02-08,0,0,2,76,4,False
2007-02-09,0,0,2,77,4,False
2007-02-10,1,0,2,84,3,False
2007-02-11,1,0,3,91,4,False
2007-02-12,1,0,2,78,5,False
2007-02-13,1,0,2,73,4,False
2007-02-14,0,0,1,68,4,False
2007-02-15,1,0,2,73,4,False
2007-02-16,1,0,2,73,5,False
2007-02-17,1,0,3,78,4,False
2007-02-18,0,0,1,81,3,False
2007-02-19,0,0,2,85,4,False
2007-02-20,0,0,3,79,4,False
2007-02-21,1,0,2,80,5,False
2007-02-22,1,0,2,74,4,False
2007-02-23,1,0,2,77,4,False
2007-02-24,0,0,2,81,4,False
2007-02-25,1,0,2,84,3,False
2007-02-26,0,0,1,74,4,False
2007-02-27,1,0,2,76,4,False
2007-02-28,1,0,2,71,4,False
2007-03-01,1,0,2,76,3,False
2007-03-02,0,0,2,71,3,False
2007-03-03,0,0,1,85,4,False
2007-03-04,1,0,1,82,4,False
2007-03-05,1,0,2,75,5,False
2007-03-06,1,0,2,80,5,False
2007-03-07,1,0,2,76,4,False
2007-03-08,0,0,1,81,4,False
2007-03-09,0,0,2,80,4,False
2007-03-10,1,0,2,87,3,False
2007-03-11,1,0,1,83,4,False
2007-03-12,0,0,2,77,5,False
2007-03-13,0,0,2,81,5,False
2007-03-14,0,0,2,80,5,False
2007-03-15,0,0,1,77,5,False
2007-03-16,1,0,1,76,4,False
2007-03-17,1,0,2,79,4,False
2007-03-18,1,0,2,81,4,False
2007-03-19,0,0,2,72,3,False
2007-03-20,1,0,2,57,5,False
2007-03-21,1,0,3,70,4,False
2007-03-22,0,0,1,73,3,False
2007-03-23,1,0,1,74,5,False
2007-03-24,0,0,3,78,4,False
2007-03-25,0,0,2,85,3,False
2007-03-26,0,0,2,72,3,False
2007-03-27,1,0,2,76,4,False
2007-03-28,1,0,2,70,4,False
2007-03-29,0,0,1,75,4,False
2007-03-30,0,0,1,72,5,False
2007-03-31,0,0,2,80,3,False
2007-04-01,1,0,3,82,4,False
2007-04-02,1,0,1,76,4,False
2007-04-03,1,0,1,77,4,False
2007-04-04,0,0,2,80,4,False
2007-04-05,1,0,2,74,5,False
2007-04-06,0,0,2,74,3,False
2007-04-07,0,0,3,82,3,False
2007-04-08,1,0,2,80,4,False
2007-04-09,1,0,2,79,4,False
2007-04-10,0,0,2,76,3,False
