date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2011-02-08,17,34,3,33,0,False
2011-02-09,21,33,3,36,0,False
2011-02-10,19,32,3,33,0,False
2011-02-11,19,29,2,32,0,False
2011-02-12,22,20,4,23,0,False
2011-02-13,26,20,3,23,1,False
2011-02-14,20,34,2,35,1,False
2011-02-15,18,32,3,36,1,False
2011-02-16,18,33,4,48,0,False
2011-02-17,23,35,4,46,0,False
2011-02-18,20,32,3,33,0,False
2011-02-19,22,22,4,23,0,False
2011-02-20,19,22,4,20,0,False
2011-02-21,22,42,3,28,1,False
2011-02-22,20,36,4,36,0,False
2011-02-23,17,35,3,34,0,False
2011-02-24,17,32,4,32,0,False
2011-02-25,21,33,2,30,0,False
2011-02-26,32,21,2,21,0,False
2011-02-27,32,19,2,21,1,False
2011-02-28,24,37,3,31,0,False
2011-03-01,24,35,2,32,1,False
2011-03-02,25,34,2,33,0,False
2011-03-03,22,34,3,32,0,False
2011-03-04,22,33,3,30,0,False
2011-03-05,25,23,2,20,0,False
2011-03-06,22,22,2,17,0,False
2011-03-07,21,37,3,31,0,False
2011-03-08,21,35,2,32,0,False
2011-03-09,18,35,3,30,0,False
2011-03-10,19,37,3,33,0,False
2011-03-11,19,28,2,25,0,False
2011-03-12,26,26,2,16,0,False
2011-03-13,24,26,2,16,1,False
2011-03-14,18,35,2,31,0,False
2011-03-15,19,36,3,32,1,False
2011-03-16,21,37,2,31,1,False
2011-03-17,18,34,2,28,0,False
2011-03-18,22,34,3,29,0,False
2011-03-19,22,29,1,18,0,False
2011-03-20,25,25,2,19,0,False
2011-03-21,19,38,3,33,0,False
2011-03-22,21,41,2,34,1,False
2011-03-23,20,37,3,34,0,False
2011-03-24,21,36,3,29,0,False
2011-03-25,16,32,2,26,0,False
2011-03-26,22,25,2,18,0,False
2011-03-27,26,23,2,18,0,False
2011-03-28,19,41,2,34,0,False
2011-03-29,22,37,3,32,0,False
2011-03-30,19,38,3,33,1,False
2011-03-31,18,35,3,33,0,False
2011-04-01,22,31,2,30,0,False
2011-04-02,22,27,2,18,0,False
2011-04-03,24,27,3,19,1,False
2011-04-04,20,39,2,33,1,False
2011-04-05,21,37,3,31,0,False
2011-04-06,19,40,4,32,0,False
2011-04-07,19,36,3,33,0,False
2011-04-08,18,36,5,30,0,False
2011-04-09,21,29,2,18,0,False
2011-04-10,22,26,2,20,1,False
2011-04-11,18,41,2,32,0,False
2011-04-12,21,38,2,31,0,False
2011-04-13,18,35,2,29,0,False
2011-04-14,19,35,2,31,0,False
2011-04-15,18,35,3,28,1,False
2011-04-16,26,21,2,20,0,False
2011-04-17,23,23,1,19,1,False
2011-04-18,23,41,2,33,0,False
2011-04-19,23,38,3,33,1,False
2011-04-20,19,38,3,30,0,False
2011-04-21,19,38,2,34,0,False
2011-04-22,22,41,3,27,0,False
2011-04-23,26,28,3,16,0,False
2011-04-24,24,20,2,16,1,False
2011-04-25,20,42,3,31,0,False
2011-04-26,20,38,4,32,0,False
2011-04-27,19,36,4,31,0,False
2011-04-28,22,35,3,33,0,False
2011-04-29,18,34,1,23,1,False
2011-04-30,23,26,2,16,1,False
2011-05-01,24,29,2,18,0,False
2011-05-02,21,42,2,28,1,False
2011-05-03,24,38,2,29,0,False
2011-05-04,22,35,2,31,1,False
2011-05-05,21,37,3,30,0,False
2011-05-06,20,34,1,28,0,False
2011-05-07,26,28,2,16,0,False
2011-05-08,29,20,2,14,0,False
2011-05-09,22,42,3,32,0,False
2011-05-10,21,35,2,32,1,False
2011-05-11,21,35,2,34,1,False
2011-05-12,24,35,3,27,0,False
2011-05-13,27,30,2,25,0,False
2011-05-14,62,23,2,16,0,False
2011-05-15,49,20,2,15,0,False
2011-05-16,43,36,3,33,0,False
2011-05-17,57,35,3,32,1,False
2011-05-18,66,35,2,32,0,False
2011-05-19,56,34,2,31,0,False
2011-05-20,65,32,2,28,0,False
2011-05-21,62,23,1,15,0,False
2011-05-22,69,23,2,17,0,False
2011-05-23,59,37,3,30,0,False
2011-05-24,100,38,3,34,1,False
2011-05-25,65,33,2,28,0,False
2011-05-26,49,36,1,29,0,False
2011-05-27,45,33,2,26,0,False
2011-05-28,41,23,2,14,0,False
2011-05-29,47,24,2,14,0,False
2011-05-30,44,34,2,16,0,False
2011-05-31,37,55,2,28,0,False
2011-06-01,32,43,3,29,0,False
2011-06-02,34,45,4,31,0,False
2011-06-03,32,42,3,26,0,False
2011-06-04,38,28,2,18,0,False
2011-06-05,35,22,2,15,1,False
2011-06-06,41,40,3,31,0,False
2011-06-07,40,33,3,28,0,False
2011-06-08,34,30,3,28,1,False
2011-06-09,35,32,3,30,0,False
2011-06-10,31,33,2,28,0,False
2011-06-11,34,25,2,14,0,False
2011-06-12,32,24,3,15,0,False
2011-06-13,25,38,3,32,0,False
2011-06-14,27,36,3,35,0,False
2011-06-15,29,37,3,36,0,False
2011-06-16,24,35,2,32,0,False
2011-06-17,22,30,8,34,0,False
2011-06-18,31,27,4,20,0,False
2011-06-19,28,20,3,17,0,False
2011-06-20,23,35,3,31,0,False
2011-06-21,23,34,3,32,0,False
2011-06-22,24,34,2,32,0,False
2011-06-23,25,36,3,30,0,False
2011-06-24,21,33,3,26,0,False
2011-06-25,26,23,2,19,0,False
2011-06-26,29,18,2,18,0,False
2011-06-27,23,35,3,40,0,False
2011-06-28,24,35,4,36,1,False
2011-06-29,19,39,3,33,0,False
2011-06-30,23,37,3,32,0,False
2011-07-01,23,35,4,27,0,False
2011-07-02,24,28,2,17,0,False
2011-07-03,24,28,2,13,0,False
2011-07-04,29,36,2,14,0,False
2011-07-05,24,49,3,29,1,False
2011-07-06,24,43,2,31,0,False
2011-07-07,23,41,3,34,0,False
2011-07-08,23,34,2,33,0,False
2011-07-09,27,26,2,16,1,False
2011-07-10,24,22,2,16,0,False
2011-07-11,22,39,3,32,0,False
2011-07-12,25,34,2,32,1,False
2011-07-13,23,33,2,29,0,False
2011-07-14,24,32,3,29,0,False
2011-07-15,24,32,3,27,0,False
2011-07-16,24,22,1,20,0,False
2011-07-17,27,17,2,19,0,False
2011-07-18,24,37,3,30,0,False
2011-07-19,25,36,3,34,0,False
2011-07-20,25,34,2,31,1,False
2011-07-21,23,33,4,32,1,False
2011-07-22,23,28,2,29,0,False
2011-07-23,31,22,3,17,1,False
2011-07-24,30,23,2,15,0,False
2011-07-25,25,34,3,32,0,False
2011-07-26,23,36,3,33,0,False
2011-07-27,24,36,3,34,0,False
2011-07-28,22,36,3,28,0,False
2011-07-29,22,33,3,28,0,False
2011-07-30,26,25,2,17,0,False
2011-07-31,26,22,3,16,0,False
2011-08-01,23,38,3,32,0,False
2011-08-02,26,33,3,33,0,False
2011-08-03,25,36,2,29,0,False
2011-08-04,27,34,2,28,0,False
2011-08-05,22,31,4,27,0,False
2011-08-06,24,26,2,17,1,False
2011-08-07,28,20,1,18,0,False
2011-08-08,26,36,2,31,0,False
2011-08-09,26,36,2,31,1,False
2011-08-10,30,33,3,27,0,False
2011-08-11,28,30,3,31,0,False
2011-08-12,24,31,2,27,3,False
2011-08-13,29,22,2,17,1,False
2011-08-14,30,20,2,16,1,False
2011-08-15,25,36,2,29,1,False
2011-08-16,24,32,2,34,0,False
2011-08-17,24,31,2,32,0,False
2011-08-18,25,32,3,30,1,False
2011-08-19,26,30,2,30,0,False
2011-08-20,32,23,2,18,1,False
2011-08-21,36,21,2,17,1,False
2011-08-22,27,35,2,29,1,False
2011-08-23,24,31,2,32,0,False
2011-08-24,25,34,2,29,0,False
2011-08-25,21,31,3,28,0,False
2011-08-26,25,32,2,28,0,False
2011-08-27,26,22,1,14,0,False
2011-08-28,29,20,1,12,0,False
2011-08-29,23,34,2,26,0,False
2011-08-30,22,36,3,31,0,False
2011-08-31,25,36,3,32,0,False
2011-09-01,24,31,2,31,1,False
2011-09-02,40,31,2,27,0,False
2011-09-03,52,24,2,14,0,False
2011-09-04,54,25,2,14,0,False
2011-09-05,48,37,3,18,0,False
2011-09-06,35,41,2,28,0,False
2011-09-07,34,41,4,32,0,False
2011-09-08,33,34,4,32,1,False
2011-09-09,29,33,3,25,0,False
2011-09-10,36,25,3,15,0,False
