date,partnership,patron,patronage,precious,priceless,isPartial
2004-01-01,50,10,0,30,30,False
2004-01-02,51,17,0,72,21,False
2004-01-03,37,26,0,58,52,False
2004-01-04,26,31,0,63,52,False
2004-01-05,12,12,0,37,37,False
2004-01-06,72,21,0,47,26,False
2004-01-07,74,31,0,34,31,False
2004-01-08,46,3,9,46,19,False
2004-01-09,58,35,0,35,19,False
2004-01-10,50,20,0,35,40,False
2004-01-11,30,20,0,61,20,False
2004-01-12,79,18,0,58,33,False
2004-01-13,38,26,0,38,29,False
2004-01-14,21,18,3,44,27,False
2004-01-15,51,15,0,51,33,False
2004-01-16,57,10,0,60,45,False
2004-01-17,44,10,0,34,64,False
2004-01-18,35,25,0,85,45,False
2004-01-19,58,14,0,61,31,False
2004-01-20,92,15,0,47,47,False
2004-01-21,53,18,0,41,35,False
2004-01-22,85,18,0,38,32,False
2004-01-23,52,28,0,37,46,False
2004-01-24,47,5,0,61,38,False
2004-01-25,46,23,5,46,32,False
2004-01-26,73,6,0,52,29,False
2004-01-27,54,14,0,57,37,False
2004-01-28,71,23,0,31,43,False
2004-01-29,65,15,3,24,41,False
2004-01-30,41,9,3,25,50,False
2004-01-31,42,0,0,47,61,False
2004-02-01,28,5,0,19,42,False
2004-02-02,65,6,0,45,48,False
2004-02-03,49,19,3,27,38,False
2004-02-04,65,14,3,33,33,False
2004-02-05,71,16,0,41,27,False
2004-02-06,63,12,0,46,55,False
2004-02-07,12,12,0,62,75,False
2004-02-08,28,28,0,41,35,False
2004-02-09,69,19,0,39,17,False
2004-02-10,58,30,0,30,27,False
2004-02-11,45,11,0,42,39,False
2004-02-12,54,9,0,37,45,False
2004-02-13,28,15,0,46,31,False
2004-02-14,29,19,5,63,34,False
2004-02-15,25,15,0,55,20,False
2004-02-16,65,19,0,29,52,False
2004-02-17,54,34,0,34,20,False
2004-02-18,60,14,3,38,19,False
2004-02-19,51,51,0,40,20,False
2004-02-20,66,12,0,21,42,False
2004-02-21,18,5,0,64,51,False
2004-02-22,36,9,5,63,9,False
2004-02-23,60,16,3,24,24,False
