date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2013-01-15,4,4,1,79,5,False
2013-01-16,4,6,1,92,2,False
2013-01-17,4,5,2,92,5,False
2013-01-18,3,4,0,83,3,False
2013-01-19,1,4,1,59,5,False
2013-01-20,3,6,0,60,7,False
2013-01-21,2,3,1,74,4,False
2013-01-22,4,6,1,80,4,False
2013-01-23,3,5,1,87,7,False
2013-01-24,6,6,1,89,3,False
2013-01-25,2,6,1,72,4,False
2013-01-26,3,5,1,66,5,False
2013-01-27,3,4,0,56,3,False
2013-01-28,2,6,1,86,5,False
2013-01-29,3,4,1,85,5,False
2013-01-30,3,5,1,92,4,False
2013-01-31,5,4,1,86,4,False
2013-02-01,4,6,1,89,5,False
2013-02-02,3,2,1,62,5,False
2013-02-03,1,3,2,54,3,False
2013-02-04,3,3,1,81,7,False
2013-02-05,4,3,1,92,5,False
2013-02-06,4,5,1,89,5,False
2013-02-07,2,4,1,96,6,False
2013-02-08,3,4,2,71,6,False
2013-02-09,3,2,2,61,5,False
2013-02-10,2,4,1,50,5,False
2013-02-11,3,5,1,78,4,False
2013-02-12,4,7,2,79,7,False
2013-02-13,5,6,2,79,4,False
2013-02-14,3,5,1,77,6,False
2013-02-15,1,5,2,71,4,False
2013-02-16,3,3,1,65,5,False
2013-02-17,1,6,1,57,3,False
2013-02-18,3,6,1,72,5,False
2013-02-19,5,5,1,84,5,False
2013-02-20,4,5,2,85,6,False
2013-02-21,4,6,1,79,6,False
2013-02-22,3,6,0,78,4,False
2013-02-23,2,7,1,59,8,False
2013-02-24,2,4,0,57,4,False
2013-02-25,3,3,1,77,5,False
2013-02-26,2,3,1,79,5,False
2013-02-27,2,3,2,94,7,False
2013-02-28,4,2,1,84,4,False
2013-03-01,2,4,2,69,8,False
2013-03-02,3,6,1,56,4,False
2013-03-03,2,6,0,53,5,False
2013-03-04,4,5,2,77,7,False
2013-03-05,2,4,1,75,4,False
2013-03-06,3,5,1,75,6,False
2013-03-07,2,4,1,81,6,False
2013-03-08,2,3,0,67,4,False
2013-03-09,1,4,0,55,5,False
2013-03-10,2,6,1,57,6,False
2013-03-11,1,4,1,84,5,False
2013-03-12,3,5,1,79,5,False
2013-03-13,1,4,0,94,5,False
2013-03-14,3,5,1,80,5,False
2013-03-15,2,4,1,76,6,False
2013-03-16,2,6,1,57,6,False
2013-03-17,2,6,1,59,3,False
2013-03-18,1,3,1,89,4,False
2013-03-19,3,6,1,89,3,False
2013-03-20,2,3,1,85,6,False
2013-03-21,2,4,1,81,4,False
2013-03-22,3,6,1,84,5,False
2013-03-23,2,7,1,59,8,False
2013-03-24,1,4,1,59,6,False
2013-03-25,1,8,1,72,6,False
2013-03-26,2,3,1,92,5,False
2013-03-27,4,5,1,80,2,False
2013-03-28,2,3,1,74,5,False
2013-03-29,1,3,0,71,6,False
2013-03-30,1,5,0,50,7,False
2013-03-31,1,2,1,51,5,False
2013-04-01,1,4,1,78,6,False
2013-04-02,2,5,1,81,5,False
2013-04-03,2,6,0,83,3,False
2013-04-04,3,3,0,82,6,False
2013-04-05,1,3,1,69,6,False
2013-04-06,2,2,0,66,6,False
2013-04-07,1,4,2,54,2,False
2013-04-08,1,6,1,76,4,False
2013-04-09,3,5,2,82,5,False
2013-04-10,3,6,1,83,4,False
2013-04-11,2,5,1,85,3,False
2013-04-12,2,5,1,76,5,False
2013-04-13,1,7,0,57,4,False
2013-04-14,1,3,0,62,5,False
2013-04-15,2,3,1,76,5,False
2013-04-16,1,3,1,78,8,False
2013-04-17,1,5,3,85,8,False
2013-04-18,2,5,1,88,3,False
2013-04-19,2,6,1,72,5,False
2013-04-20,1,6,0,52,4,False
2013-04-21,2,3,0,56,4,False
2013-04-22,3,4,1,86,6,False
2013-04-23,3,6,1,81,4,False
2013-04-24,2,4,1,92,4,False
2013-04-25,1,5,1,89,7,False
2013-04-26,3,5,1,77,5,False
2013-04-27,1,5,0,47,7,False
2013-04-28,2,4,0,56,3,False
2013-04-29,1,3,1,82,3,False
2013-04-30,3,4,1,85,6,False
2013-05-01,1,7,1,83,4,False
2013-05-02,2,4,1,86,3,False
2013-05-03,3,4,1,79,6,False
2013-05-04,2,4,2,54,7,False
2013-05-05,2,3,1,59,3,False
2013-05-06,4,4,1,79,3,False
2013-05-07,4,4,1,85,4,False
