date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2013-08-14,5,1,0,0,65,False
2013-08-15,5,1,0,0,66,False
2013-08-16,5,1,0,0,63,False
2013-08-17,4,1,0,0,69,False
2013-08-18,1,1,0,1,62,False
2013-08-19,4,1,0,1,58,False
2013-08-20,2,1,0,0,75,False
2013-08-21,4,1,0,1,75,False
2013-08-22,5,1,1,0,70,False
2013-08-23,5,0,0,0,68,False
2013-08-24,4,0,0,1,64,False
2013-08-25,4,2,0,0,67,False
2013-08-26,4,0,0,0,62,False
2013-08-27,3,0,0,0,66,False
2013-08-28,3,1,0,0,62,False
2013-08-29,7,1,0,1,54,False
2013-08-30,11,1,0,1,67,False
2013-08-31,6,1,0,0,59,False
2013-09-01,8,0,0,0,65,False
2013-09-02,5,2,0,1,60,False
2013-09-03,5,1,0,0,65,False
2013-09-04,5,1,0,1,70,False
2013-09-05,5,0,0,0,64,False
2013-09-06,7,1,0,0,70,False
2013-09-07,3,0,1,0,57,False
2013-09-08,4,1,0,0,65,False
2013-09-09,8,1,0,1,58,False
2013-09-10,5,1,0,0,69,False
2013-09-11,9,1,0,1,65,False
2013-09-12,5,2,0,0,62,False
2013-09-13,7,2,1,1,61,False
2013-09-14,4,0,0,1,66,False
2013-09-15,5,0,0,0,69,False
2013-09-16,7,1,0,0,68,False
2013-09-17,8,1,0,1,69,False
2013-09-18,8,1,0,1,57,False
2013-09-19,8,1,0,1,56,False
2013-09-20,7,2,0,0,58,False
2013-09-21,4,1,0,0,68,False
2013-09-22,3,0,0,0,53,False
2013-09-23,7,2,0,1,63,False
2013-09-24,7,1,0,0,62,False
2013-09-25,6,1,0,0,62,False
2013-09-26,7,1,0,0,56,False
2013-09-27,4,1,0,1,55,False
2013-09-28,2,0,0,0,67,False
2013-09-29,5,0,0,0,60,False
2013-09-30,7,1,0,1,59,False
2013-10-01,9,0,0,0,71,False
2013-10-02,8,1,0,0,75,False
2013-10-03,6,1,0,0,56,False
2013-10-04,7,1,0,1,60,False
2013-10-05,3,1,0,0,66,False
2013-10-06,6,0,0,1,59,False
2013-10-07,7,1,0,1,61,False
2013-10-08,7,2,0,1,63,False
2013-10-09,6,1,0,0,66,False
2013-10-10,9,1,0,0,64,False
2013-10-11,6,1,0,1,56,False
