date,boom,breadwinner,buy,capitalize,charitable,isPartial
2015-02-16,4,0,77,1,1,False
2015-02-17,4,0,68,1,1,False
2015-02-18,4,0,66,1,1,False
2015-02-19,4,0,69,1,1,False
2015-02-20,5,0,72,1,1,False
2015-02-21,5,0,83,0,1,False
2015-02-22,5,0,86,0,0,False
2015-02-23,4,0,67,1,1,False
2015-02-24,4,0,65,1,1,False
2015-02-25,5,0,68,1,1,False
2015-02-26,5,0,68,1,1,False
2015-02-27,4,0,70,1,1,False
2015-02-28,5,0,87,0,0,False
2015-03-01,4,0,88,0,0,False
2015-03-02,4,0,69,1,1,False
2015-03-03,4,0,66,1,1,False
2015-03-04,4,0,67,1,1,False
2015-03-05,4,0,68,1,1,False
2015-03-06,5,0,67,1,1,False
2015-03-07,5,0,85,0,0,False
2015-03-08,5,0,86,0,0,False
2015-03-09,4,0,69,1,1,False
2015-03-10,4,0,65,1,1,False
2015-03-11,4,0,67,1,1,False
2015-03-12,4,0,66,1,1,False
2015-03-13,4,0,69,1,1,False
2015-03-14,5,0,88,0,0,False
2015-03-15,5,0,87,0,0,False
2015-03-16,4,0,68,1,1,False
2015-03-17,4,0,66,1,1,False
2015-03-18,4,0,66,1,0,False
2015-03-19,4,0,65,1,1,False
2015-03-20,4,0,70,1,1,False
2015-03-21,5,0,83,0,0,False
2015-03-22,5,0,88,0,0,False
2015-03-23,4,0,70,1,1,False
2015-03-24,4,0,66,1,1,False
2015-03-25,4,0,65,1,1,False
2015-03-26,4,0,66,1,1,False
2015-03-27,4,0,68,1,1,False
2015-03-28,5,0,82,0,1,False
2015-03-29,4,0,81,0,1,False
2015-03-30,4,0,68,1,1,False
2015-03-31,4,0,67,1,1,False
2015-04-01,4,0,65,1,1,False
2015-04-02,4,0,66,1,1,False
2015-04-03,4,0,75,1,0,False
2015-04-04,4,0,82,0,0,False
2015-04-05,4,0,81,0,0,False
2015-04-06,4,0,71,1,1,False
2015-04-07,4,0,67,1,1,False
2015-04-08,4,0,68,1,1,False
2015-04-09,4,0,68,1,1,False
2015-04-10,4,0,67,1,1,False
2015-04-11,5,0,79,0,1,False
2015-04-12,4,0,82,0,1,False
2015-04-13,4,0,67,1,1,False
2015-04-14,4,0,66,1,1,False
2015-04-15,4,0,65,1,1,False
2015-04-16,4,0,66,1,1,False
2015-04-17,4,0,67,1,1,False
2015-04-18,5,0,82,0,0,False
2015-04-19,5,0,84,0,0,False
2015-04-20,4,0,69,1,1,False
2015-04-21,4,0,66,1,1,False
2015-04-22,4,0,67,1,1,False
2015-04-23,4,0,64,1,1,False
2015-04-24,4,0,68,1,1,False
2015-04-25,4,0,82,0,0,False
2015-04-26,5,0,83,0,0,False
2015-04-27,4,0,70,1,1,False
2015-04-28,4,0,65,1,1,False
2015-04-29,4,0,65,1,0,False
2015-04-30,4,0,65,1,1,False
2015-05-01,4,0,66,1,1,False
2015-05-02,4,0,76,0,0,False
2015-05-03,4,0,78,0,0,False
2015-05-04,4,0,67,1,1,False
2015-05-05,5,0,64,1,1,False
2015-05-06,4,0,66,1,1,False
2015-05-07,4,0,66,1,1,False
2015-05-08,4,0,68,1,0,False
2015-05-09,5,0,85,0,0,False
2015-05-10,5,0,82,0,0,False
2015-05-11,4,0,69,1,1,False
2015-05-12,4,0,67,1,1,False
2015-05-13,4,0,66,1,1,False
2015-05-14,5,0,65,1,0,False
2015-05-15,4,0,69,1,1,False
2015-05-16,5,0,83,0,0,False
2015-05-17,5,0,85,0,0,False
2015-05-18,4,0,69,1,1,False
2015-05-19,5,0,68,1,1,False
2015-05-20,4,0,67,1,0,False
2015-05-21,4,0,67,1,1,False
2015-05-22,4,0,71,1,1,False
2015-05-23,5,0,87,0,0,False
2015-05-24,5,0,90,0,0,False
2015-05-25,4,0,85,0,0,False
2015-05-26,4,0,70,0,1,False
2015-05-27,4,0,68,1,1,False
2015-05-28,4,0,66,1,0,False
2015-05-29,4,0,71,1,0,False
2015-05-30,5,0,84,0,0,False
2015-05-31,5,0,88,0,0,False
2015-06-01,5,0,71,1,1,False
2015-06-02,5,0,72,1,1,False
2015-06-03,4,0,70,1,1,False
2015-06-04,4,0,71,1,0,False
2015-06-05,5,0,70,1,0,False
2015-06-06,5,0,83,0,0,False
2015-06-07,5,0,87,0,0,False
2015-06-08,4,0,73,1,1,False
2015-06-09,5,0,71,1,1,False
2015-06-10,5,0,71,1,1,False
2015-06-11,4,0,72,1,1,False
2015-06-12,5,0,75,0,0,False
2015-06-13,5,0,88,0,0,False
2015-06-14,6,0,89,0,0,False
2015-06-15,4,0,75,1,1,False
2015-06-16,4,0,74,1,0,False
2015-06-17,5,0,73,1,0,False
2015-06-18,5,0,73,1,1,False
2015-06-19,4,0,77,0,0,False
2015-06-20,5,0,88,0,0,False
2015-06-21,5,0,91,0,0,False
2015-06-22,4,0,77,0,0,False
2015-06-23,5,0,74,1,0,False
2015-06-24,5,0,76,1,1,False
2015-06-25,6,0,77,1,1,False
2015-06-26,6,0,77,0,1,False
2015-06-27,6,0,89,0,0,False
2015-06-28,6,0,97,0,0,False
2015-06-29,5,0,78,0,1,False
2015-06-30,5,0,77,1,0,False
2015-07-01,5,0,78,0,1,False
2015-07-02,5,0,82,1,1,False
2015-07-03,9,0,91,0,0,False
2015-07-04,9,0,95,0,0,False
2015-07-05,7,0,94,0,0,False
2015-07-06,4,0,79,1,1,False
2015-07-07,4,0,78,1,1,False
2015-07-08,4,0,76,1,0,False
2015-07-09,4,0,77,1,1,False
2015-07-10,5,0,79,0,0,False
2015-07-11,5,0,90,0,0,False
2015-07-12,5,0,94,0,0,False
2015-07-13,4,0,81,0,0,False
2015-07-14,4,0,75,0,1,False
2015-07-15,4,0,89,1,1,False
2015-07-16,5,0,79,0,1,False
2015-07-17,5,0,83,0,0,False
2015-07-18,5,0,87,0,0,False
2015-07-19,5,0,93,0,0,False
2015-07-20,4,0,75,1,1,False
2015-07-21,4,0,79,1,1,False
2015-07-22,4,0,77,1,1,False
2015-07-23,5,0,79,1,0,False
2015-07-24,5,0,80,0,1,False
2015-07-25,4,0,91,0,0,False
2015-07-26,5,0,96,0,0,False
2015-07-27,4,0,85,1,0,False
2015-07-28,4,0,81,0,1,False
2015-07-29,4,0,80,1,0,False
2015-07-30,4,0,78,1,1,False
2015-07-31,4,0,86,0,0,False
2015-08-01,5,0,90,0,0,False
2015-08-02,5,0,93,0,0,False
2015-08-03,4,0,81,1,1,False
2015-08-04,4,0,79,0,1,False
2015-08-05,4,0,80,1,1,False
2015-08-06,4,0,76,1,1,False
2015-08-07,4,0,81,0,1,False
2015-08-08,4,0,96,0,0,False
2015-08-09,4,0,97,0,0,False
2015-08-10,4,0,80,1,0,False
2015-08-11,4,0,79,1,1,False
2015-08-12,4,0,79,1,1,False
2015-08-13,4,0,77,1,0,False
2015-08-14,4,0,80,0,0,False
2015-08-15,4,0,98,0,0,False
2015-08-16,5,0,100,0,0,False
2015-08-17,4,0,82,1,0,False
2015-08-18,4,0,78,1,1,False
2015-08-19,4,0,77,1,1,False
2015-08-20,4,0,76,0,1,False
2015-08-21,4,0,78,1,0,False
2015-08-22,5,0,94,0,0,False
2015-08-23,4,0,94,0,0,False
2015-08-24,3,0,79,1,1,False
2015-08-25,4,0,73,1,1,False
2015-08-26,4,0,75,1,0,False
2015-08-27,4,0,74,1,1,False
2015-08-28,4,0,76,1,0,False
2015-08-29,5,0,90,0,0,False
2015-08-30,4,0,96,0,0,False
2015-08-31,3,0,73,1,1,False
2015-09-01,4,0,73,1,0,False
2015-09-02,4,0,73,1,1,False
2015-09-03,4,0,73,1,1,False
2015-09-04,4,0,79,1,0,False
2015-09-05,4,0,94,0,0,False
2015-09-06,4,0,96,0,0,False
2015-09-07,5,0,93,0,0,False
2015-09-08,4,0,73,1,1,False
2015-09-09,4,0,69,1,1,False
2015-09-10,4,0,70,1,0,False
2015-09-11,4,0,74,1,1,False
2015-09-12,5,0,86,0,0,False
2015-09-13,4,0,86,0,0,False
2015-09-14,4,0,72,1,1,False
