date,radical,ruin,segregation,shortage,steal,isPartial
2007-06-24,19,15,2,15,64,False
2007-06-25,26,16,8,22,47,False
2007-06-26,27,9,6,19,62,False
2007-06-27,21,12,8,20,38,False
2007-06-28,21,15,8,16,32,False
2007-06-29,27,7,13,16,43,False
2007-06-30,23,15,6,15,70,False
2007-07-01,19,13,11,15,79,False
2007-07-02,26,9,9,12,37,False
2007-07-03,20,14,16,11,59,False
2007-07-04,27,10,2,6,56,False
2007-07-05,13,10,7,22,33,False
2007-07-06,22,18,7,13,53,False
2007-07-07,22,24,4,12,44,False
2007-07-08,31,16,4,12,51,False
2007-07-09,12,10,10,9,58,False
2007-07-10,25,15,8,14,61,False
2007-07-11,35,17,8,17,46,False
2007-07-12,23,11,4,12,35,False
2007-07-13,17,15,3,18,55,False
2007-07-14,25,12,6,10,49,False
2007-07-15,33,17,2,15,63,False
2007-07-16,17,16,0,16,57,False
2007-07-17,25,8,9,12,63,False
2007-07-18,39,14,4,17,44,False
2007-07-19,16,18,5,8,58,False
2007-07-20,28,17,4,13,46,False
2007-07-21,21,6,2,17,68,False
2007-07-22,15,15,6,15,49,False
2007-07-23,40,9,8,23,54,False
2007-07-24,18,13,6,15,46,False
2007-07-25,27,16,5,18,56,False
2007-07-26,27,11,3,17,45,False
2007-07-27,21,12,12,21,55,False
2007-07-28,22,16,2,6,58,False
2007-07-29,34,6,0,16,73,False
2007-07-30,25,5,6,10,54,False
2007-07-31,19,6,5,9,60,False
2007-08-01,26,21,1,4,56,False
2007-08-02,23,15,1,16,55,False
2007-08-03,11,23,4,11,32,False
2007-08-04,22,20,6,10,59,False
2007-08-05,25,8,4,8,49,False
2007-08-06,17,20,11,8,40,False
2007-08-07,26,16,6,19,36,False
2007-08-08,14,6,10,22,59,False
2007-08-09,22,14,12,10,43,False
2007-08-10,28,15,7,15,40,False
2007-08-11,16,20,6,6,77,False
2007-08-12,30,18,6,6,48,False
2007-08-13,23,10,0,14,41,False
2007-08-14,31,10,4,13,49,False
2007-08-15,26,14,6,15,82,False
2007-08-16,34,8,8,9,50,False
2007-08-17,25,14,4,22,41,False
2007-08-18,20,12,2,18,69,False
2007-08-19,20,22,6,12,57,False
2007-08-20,23,20,10,11,57,False
2007-08-21,17,20,5,17,47,False
2007-08-22,24,11,4,12,45,False
2007-08-23,27,9,5,14,56,False
2007-08-24,5,11,3,20,66,False
2007-08-25,17,19,8,11,70,False
2007-08-26,31,13,2,8,67,False
2007-08-27,24,7,4,12,47,False
2007-08-28,21,13,9,10,39,False
2007-08-29,31,9,6,13,48,False
2007-08-30,29,5,11,15,32,False
2007-08-31,28,10,6,17,36,False
2007-09-01,34,16,4,6,65,False
2007-09-02,27,8,8,10,39,False
2007-09-03,37,16,3,14,58,False
2007-09-04,34,11,4,24,61,False
2007-09-05,31,13,4,16,48,False
2007-09-06,38,10,9,18,61,False
2007-09-07,37,13,8,18,38,False
2007-09-08,27,13,5,11,74,False
2007-09-09,28,19,7,16,49,False
2007-09-10,44,12,8,9,39,False
2007-09-11,27,6,12,10,43,False
2007-09-12,20,14,7,13,63,False
2007-09-13,26,15,9,15,70,False
2007-09-14,28,5,6,22,73,False
2007-09-15,27,22,5,14,71,False
2007-09-16,32,16,11,29,51,False
