date,radical,ruin,segregation,shortage,steal,isPartial
2007-09-17,32,12,11,16,48,False
2007-09-18,24,13,19,14,51,False
2007-09-19,36,10,15,13,60,False
2007-09-20,26,13,17,17,37,False
2007-09-21,25,22,9,13,49,False
2007-09-22,28,12,5,9,64,False
2007-09-23,33,14,4,21,42,False
2007-09-24,31,20,14,14,45,False
2007-09-25,28,14,12,20,35,False
2007-09-26,27,6,16,27,41,False
2007-09-27,30,11,17,17,54,False
2007-09-28,28,11,16,21,57,False
2007-09-29,37,18,9,11,55,False
2007-09-30,32,18,7,7,52,False
2007-10-01,31,15,13,21,44,False
2007-10-02,32,9,16,14,52,False
2007-10-03,35,10,17,24,55,False
2007-10-04,45,11,20,22,52,False
2007-10-05,35,13,10,24,40,False
2007-10-06,35,9,2,16,62,False
2007-10-07,39,14,11,11,66,False
2007-10-08,37,8,12,25,55,False
2007-10-09,32,15,14,17,45,False
2007-10-10,39,14,16,19,54,False
2007-10-11,43,13,21,15,50,False
2007-10-12,25,11,13,15,53,False
2007-10-13,20,15,11,17,57,False
2007-10-14,30,16,24,16,59,False
2007-10-15,26,10,14,18,47,False
2007-10-16,37,19,17,36,52,False
2007-10-17,33,16,12,37,69,False
2007-10-18,44,16,15,25,33,False
2007-10-19,34,11,15,23,55,False
2007-10-20,19,9,2,21,57,False
2007-10-21,35,16,3,21,58,False
2007-10-22,32,12,12,37,63,False
2007-10-23,21,10,17,17,36,False
2007-10-24,29,10,11,27,39,False
2007-10-25,33,10,11,20,56,False
2007-10-26,24,7,12,15,57,False
2007-10-27,24,24,2,26,57,False
2007-10-28,37,28,19,41,53,False
2007-10-29,26,6,16,21,44,False
2007-10-30,26,12,19,20,48,False
2007-10-31,43,21,19,21,50,False
2007-11-01,35,18,13,17,40,False
2007-11-02,29,21,13,18,56,False
2007-11-03,37,12,9,19,61,False
2007-11-04,34,15,10,19,44,False
2007-11-05,29,13,12,27,43,False
2007-11-06,32,12,16,28,44,False
2007-11-07,28,17,12,23,49,False
2007-11-08,24,12,20,29,53,False
2007-11-09,21,8,12,18,50,False
2007-11-10,15,14,7,15,58,False
2007-11-11,27,15,12,20,61,False
2007-11-12,28,15,15,23,63,False
2007-11-13,25,21,17,25,53,False
2007-11-14,31,9,19,21,53,False
2007-11-15,45,26,25,31,51,False
2007-11-16,34,8,14,24,45,False
2007-11-17,27,13,10,13,45,False
2007-11-18,38,17,8,17,73,False
2007-11-19,30,18,18,30,44,False
2007-11-20,28,9,16,20,51,False
2007-11-21,33,16,10,21,55,False
2007-11-22,19,14,4,16,46,False
2007-11-23,34,18,3,10,27,False
2007-11-24,34,10,9,14,63,False
2007-11-25,21,19,15,18,62,False
2007-11-26,32,11,14,30,44,False
2007-11-27,31,18,12,17,51,False
2007-11-28,30,17,17,27,37,False
2007-11-29,34,17,16,16,36,False
2007-11-30,38,10,12,27,34,False
2007-12-01,17,11,9,16,48,False
2007-12-02,36,12,11,19,64,False
2007-12-03,28,6,10,28,50,False
2007-12-04,31,14,26,21,36,False
2007-12-05,24,14,22,18,50,False
2007-12-06,26,25,19,16,55,False
2007-12-07,34,14,16,21,57,False
2007-12-08,20,9,13,20,55,False
2007-12-09,28,24,13,16,43,False
2007-12-10,33,16,18,18,55,False
2007-12-11,36,10,18,17,55,False
2007-12-12,27,11,14,29,45,False
2007-12-13,31,10,14,25,39,False
2007-12-14,27,9,23,17,53,False
2007-12-15,38,16,10,19,69,False
2007-12-16,24,19,8,14,56,False
2007-12-17,36,18,14,22,37,False
2007-12-18,39,12,14,17,50,False
2007-12-19,24,10,7,19,42,False
2007-12-20,20,13,11,16,35,False
2007-12-21,31,35,10,6,40,False
2007-12-22,16,59,2,13,48,False
2007-12-23,15,44,4,19,38,False
2007-12-24,26,23,0,12,56,False
2007-12-25,20,23,2,2,45,False
2007-12-26,24,10,3,13,47,False
2007-12-27,25,32,3,9,40,False
2007-12-28,18,18,8,13,53,False
2007-12-29,22,12,5,7,74,False
2007-12-30,16,21,2,20,100,False
2007-12-31,19,26,6,15,74,False
2008-01-01,21,21,4,28,51,False
2008-01-02,29,18,9,17,66,False
2008-01-03,14,15,10,11,64,False
2008-01-04,29,10,11,19,53,False
2008-01-05,36,25,2,17,66,False
2008-01-06,25,27,6,13,76,False
2008-01-07,32,17,8,21,54,False
2008-01-08,37,13,17,19,57,False
2008-01-09,39,15,12,21,44,False
2008-01-10,29,26,12,14,47,False
2008-01-11,29,13,12,21,45,False
2008-01-12,25,26,5,11,57,False
2008-01-13,30,20,3,17,64,False
2008-01-14,17,23,15,15,52,False
2008-01-15,28,10,12,22,49,False
2008-01-16,38,17,20,17,44,False
2008-01-17,37,23,22,16,49,False
2008-01-18,34,21,21,10,50,False
2008-01-19,26,32,6,12,57,False
2008-01-20,42,33,8,13,56,False
2008-01-21,17,39,12,14,36,False
2008-01-22,24,33,17,16,39,False
2008-01-23,26,28,13,13,45,False
2008-01-24,32,28,18,24,48,False
2008-01-25,32,20,12,19,54,False
2008-01-26,16,26,6,23,44,False
2008-01-27,30,45,13,16,60,False
2008-01-28,32,25,16,19,43,False
2008-01-29,34,25,13,16,51,False
2008-01-30,36,28,17,20,39,False
2008-01-31,34,29,16,10,55,False
2008-02-01,45,23,13,17,37,False
2008-02-02,30,29,9,21,70,False
2008-02-03,47,29,15,14,46,False
2008-02-04,31,19,12,15,57,False
2008-02-05,41,22,19,22,42,False
2008-02-06,43,16,18,17,45,False
2008-02-07,39,27,19,15,41,False
2008-02-08,37,21,10,15,54,False
2008-02-09,28,16,3,6,63,False
2008-02-10,28,31,9,22,48,False
2008-02-11,31,17,19,20,47,False
2008-02-12,25,24,21,19,55,False
2008-02-13,38,13,14,19,52,False
2008-02-14,36,14,20,13,51,False
2008-02-15,31,18,16,20,56,False
2008-02-16,37,18,2,20,52,False
2008-02-17,25,25,17,14,56,False
2008-02-18,29,22,10,22,55,False
2008-02-19,33,20,18,22,55,False
2008-02-20,38,25,15,19,46,False
2008-02-21,32,14,23,16,53,False
2008-02-22,33,23,18,18,42,False
2008-02-23,26,22,6,22,54,False
2008-02-24,33,22,15,21,73,False
2008-02-25,35,26,17,25,60,False
2008-02-26,27,18,16,19,48,False
2008-02-27,36,19,16,19,52,False
2008-02-28,33,23,16,23,48,False
2008-02-29,23,14,17,17,55,False
2008-03-01,30,26,6,14,60,False
2008-03-02,38,20,22,15,51,False
2008-03-03,26,9,15,18,42,False
2008-03-04,36,12,22,18,44,False
2008-03-05,28,19,19,23,59,False
2008-03-06,33,15,25,24,46,False
2008-03-07,25,17,15,19,51,False
2008-03-08,29,29,6,19,57,False
2008-03-09,25,18,9,18,56,False
2008-03-10,30,10,9,25,43,False
2008-03-11,24,16,23,21,52,False
2008-03-12,36,19,13,19,35,False
2008-03-13,39,11,11,23,33,False
2008-03-14,29,11,9,13,39,False
2008-03-15,23,15,12,11,65,False
2008-03-16,23,5,9,20,49,False
2008-03-17,39,16,11,16,52,False
2008-03-18,31,18,15,21,55,False
2008-03-19,41,17,13,18,53,False
