date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2016-09-05,1,2,66,32,7,False
2016-09-06,0,3,81,47,7,False
2016-09-07,1,3,87,48,6,False
2016-09-08,1,4,87,49,7,False
2016-09-09,1,3,81,45,9,False
2016-09-10,0,1,58,41,6,False
2016-09-11,1,2,53,61,8,False
2016-09-12,1,3,83,54,6,False
2016-09-13,1,3,92,50,6,False
2016-09-14,1,4,93,51,7,False
2016-09-15,0,4,84,47,6,False
2016-09-16,0,2,72,45,6,False
2016-09-17,0,2,48,39,8,False
2016-09-18,1,2,49,57,6,False
2016-09-19,1,3,90,53,7,False
2016-09-20,1,3,82,42,7,False
2016-09-21,2,2,82,45,8,False
2016-09-22,0,3,81,47,9,False
2016-09-23,1,3,72,44,8,False
2016-09-24,0,1,44,38,7,False
2016-09-25,1,3,47,68,8,False
2016-09-26,1,3,92,43,8,False
2016-09-27,1,3,83,43,6,False
2016-09-28,1,3,88,53,7,False
2016-09-29,1,2,74,42,8,False
2016-09-30,0,2,71,40,9,False
2016-10-01,0,1,42,40,8,False
2016-10-02,1,2,45,66,7,False
2016-10-03,0,3,81,44,7,False
2016-10-04,1,3,81,48,9,False
2016-10-05,1,3,76,39,8,False
2016-10-06,2,2,74,44,6,False
2016-10-07,1,2,64,37,8,False
2016-10-08,1,2,43,35,6,False
2016-10-09,1,2,43,60,7,False
2016-10-10,1,2,77,39,7,False
2016-10-11,1,3,81,40,9,False
2016-10-12,1,2,79,45,9,False
2016-10-13,1,4,77,40,7,False
2016-10-14,1,2,71,39,6,False
2016-10-15,1,1,42,40,9,False
2016-10-16,1,1,49,56,6,False
2016-10-17,1,3,83,45,8,False
2016-10-18,1,2,85,45,7,False
2016-10-19,1,3,85,49,10,False
2016-10-20,1,2,82,37,6,False
2016-10-21,0,2,71,38,11,False
2016-10-22,0,1,40,35,10,False
2016-10-23,1,2,44,60,7,False
2016-10-24,1,3,80,45,8,False
2016-10-25,0,3,89,43,8,False
2016-10-26,1,3,87,45,8,False
2016-10-27,1,2,83,45,9,False
2016-10-28,1,2,69,43,8,False
2016-10-29,0,2,43,37,6,False
2016-10-30,1,1,47,58,6,False
2016-10-31,1,2,82,52,6,False
2016-11-01,0,2,80,47,9,False
2016-11-02,1,2,87,46,9,False
2016-11-03,1,2,76,42,8,False
2016-11-04,0,2,72,41,8,False
2016-11-05,1,1,48,39,8,False
2016-11-06,1,2,49,65,10,False
2016-11-07,1,2,79,43,7,False
2016-11-08,0,2,77,42,7,False
2016-11-09,0,1,54,26,5,False
2016-11-10,1,2,74,37,8,False
2016-11-11,1,2,65,35,7,False
2016-11-12,0,1,46,38,7,False
2016-11-13,0,1,47,57,8,False
2016-11-14,1,2,82,42,6,False
2016-11-15,1,2,88,43,10,False
2016-11-16,0,3,83,46,7,False
2016-11-17,1,3,79,44,9,False
2016-11-18,1,2,70,39,7,False
2016-11-19,0,1,46,32,8,False
2016-11-20,1,0,45,51,6,False
2016-11-21,1,3,75,48,8,False
2016-11-22,1,3,78,44,8,False
2016-11-23,1,1,62,30,11,False
2016-11-24,0,0,29,23,10,False
2016-11-25,0,1,29,27,10,False
2016-11-26,0,0,37,30,9,False
2016-11-27,0,1,39,57,9,False
2016-11-28,0,3,73,41,8,False
2016-11-29,1,3,83,37,8,False
2016-11-30,0,2,89,42,9,False
2016-12-01,0,3,96,43,9,False
2016-12-02,1,2,74,40,9,False
2016-12-03,1,1,47,37,8,False
2016-12-04,0,1,58,59,7,False
2016-12-05,1,2,92,43,8,False
2016-12-06,0,2,86,40,8,False
2016-12-07,0,1,92,51,9,False
2016-12-08,1,3,89,44,8,False
2016-12-09,1,1,76,40,6,False
2016-12-10,0,2,51,33,9,False
2016-12-11,1,1,56,58,9,False
2016-12-12,1,2,82,44,4,False
2016-12-13,1,2,88,41,8,False
2016-12-14,1,2,85,39,6,False
2016-12-15,1,2,81,39,7,False
2016-12-16,2,2,69,39,8,False
2016-12-17,1,0,34,30,8,False
2016-12-18,1,0,38,54,9,False
2016-12-19,0,1,67,42,7,False
2016-12-20,1,2,63,39,8,False
2016-12-21,1,3,61,41,7,False
2016-12-22,0,2,50,39,7,False
2016-12-23,0,1,46,36,9,False
2016-12-24,0,1,30,49,10,False
2016-12-25,0,0,30,43,7,False
2016-12-26,0,1,30,27,9,False
2016-12-27,1,1,57,28,7,False
2016-12-28,1,1,59,37,8,False
2016-12-29,0,1,57,35,8,False
2016-12-30,0,1,43,32,9,False
2016-12-31,1,1,40,37,6,False
2017-01-01,1,1,31,61,9,False
2017-01-02,0,1,42,38,10,False
2017-01-03,0,1,75,45,9,False
2017-01-04,1,4,75,46,9,False
2017-01-05,1,2,70,46,8,False
2017-01-06,1,2,67,42,9,False
2017-01-07,0,1,47,41,11,False
2017-01-08,1,2,46,78,8,False
2017-01-09,1,1,67,50,8,False
2017-01-10,1,2,76,51,9,False
2017-01-11,1,2,81,49,13,False
2017-01-12,0,2,84,48,9,False
2017-01-13,0,2,76,43,7,False
2017-01-14,0,1,46,38,7,False
2017-01-15,1,1,44,63,9,False
2017-01-16,0,2,59,42,8,False
2017-01-17,0,3,85,47,8,False
2017-01-18,1,4,88,44,9,False
2017-01-19,1,2,98,50,9,False
2017-01-20,1,2,73,38,10,False
2017-01-21,0,2,54,39,8,False
2017-01-22,1,2,60,61,8,False
2017-01-23,1,2,88,47,7,False
2017-01-24,1,4,97,45,9,False
2017-01-25,0,3,89,47,9,False
2017-01-26,1,4,92,45,7,False
2017-01-27,1,3,80,40,8,False
2017-01-28,0,1,53,35,9,False
2017-01-29,1,2,57,65,10,False
2017-01-30,1,4,91,49,10,False
2017-01-31,1,3,94,50,8,False
2017-02-01,1,3,97,47,10,False
2017-02-02,1,4,91,40,9,False
2017-02-03,1,2,83,40,8,False
2017-02-04,1,1,57,38,7,False
2017-02-05,0,3,58,58,10,False
2017-02-06,1,2,90,43,7,False
2017-02-07,1,2,99,49,6,False
2017-02-08,1,3,91,42,9,False
2017-02-09,1,4,81,42,9,False
2017-02-10,1,3,80,42,7,False
2017-02-11,0,2,58,39,6,False
2017-02-12,0,1,61,68,9,False
2017-02-13,0,4,88,44,9,False
2017-02-14,1,3,88,38,9,False
2017-02-15,1,5,93,48,5,False
2017-02-16,1,3,90,45,9,False
2017-02-17,1,4,83,35,8,False
2017-02-18,1,1,54,36,9,False
2017-02-19,0,2,55,61,7,False
2017-02-20,0,3,79,43,10,False
2017-02-21,1,2,92,49,8,False
2017-02-22,1,4,94,43,8,False
2017-02-23,1,2,86,38,10,False
2017-02-24,1,3,73,41,8,False
2017-02-25,1,2,60,40,9,False
2017-02-26,1,1,58,61,10,False
2017-02-27,1,3,100,58,7,False
2017-02-28,0,3,96,53,8,False
2017-03-01,1,4,94,56,9,False
2017-03-02,1,2,87,42,8,False
2017-03-03,0,3,85,46,10,False
2017-03-04,1,2,61,42,9,False
2017-03-05,0,2,59,56,9,False
2017-03-06,1,3,90,48,9,False
2017-03-07,1,4,93,48,7,False
2017-03-08,0,2,88,47,7,False
2017-03-09,1,2,84,44,9,False
2017-03-10,1,3,76,44,9,False
2017-03-11,1,1,56,41,9,False
2017-03-12,0,1,50,61,7,False
2017-03-13,1,3,85,45,8,False
2017-03-14,1,2,84,43,6,False
2017-03-15,1,3,80,45,8,False
2017-03-16,1,2,75,39,8,False
2017-03-17,0,2,71,45,8,False
2017-03-18,0,2,50,43,8,False
2017-03-19,1,1,53,65,5,False
2017-03-20,0,3,100,45,9,False
2017-03-21,0,3,98,49,8,False
2017-03-22,0,3,87,48,8,False
2017-03-23,1,3,85,45,7,False
2017-03-24,0,3,72,43,7,False
2017-03-25,0,2,43,38,9,False
2017-03-26,1,1,61,63,7,False
2017-03-27,0,3,91,46,7,False
2017-03-28,1,3,88,47,9,False
2017-03-29,1,4,86,49,9,False
2017-03-30,1,2,88,37,8,False
2017-03-31,1,2,72,44,8,False
2017-04-01,0,2,46,41,7,False
2017-04-02,1,2,52,65,9,False
2017-04-03,1,3,95,47,7,False
