date,cost,crisis,deficit,depreciation,domination,isPartial
2010-12-15,71,7,2,1,1,False
2010-12-16,67,8,2,1,1,False
2010-12-17,63,6,2,1,1,False
2010-12-18,60,3,1,1,1,False
2010-12-19,61,4,1,1,1,False
2010-12-20,66,5,2,2,1,False
2010-12-21,65,5,2,2,1,False
2010-12-22,70,5,1,1,1,False
2010-12-23,60,5,1,1,1,False
2010-12-24,54,4,1,0,1,False
2010-12-25,51,4,1,0,1,False
2010-12-26,59,3,1,0,1,False
2010-12-27,62,4,1,1,1,False
2010-12-28,68,5,2,1,1,False
2010-12-29,69,5,1,1,1,False
2010-12-30,74,4,1,1,1,False
2010-12-31,63,4,1,1,1,False
2011-01-01,68,4,1,0,1,False
2011-01-02,77,6,1,1,1,False
2011-01-03,87,6,2,1,1,False
2011-01-04,86,6,2,1,1,False
2011-01-05,88,6,2,1,1,False
2011-01-06,82,7,2,1,1,False
2011-01-07,80,7,3,1,1,False
2011-01-08,81,4,2,1,1,False
2011-01-09,81,5,2,1,1,False
2011-01-10,84,7,2,1,1,False
2011-01-11,81,7,2,2,1,False
2011-01-12,84,7,2,1,1,False
2011-01-13,86,6,2,1,0,False
2011-01-14,83,6,2,1,1,False
2011-01-15,83,5,2,1,1,False
2011-01-16,81,5,1,1,1,False
2011-01-17,84,6,1,1,1,False
2011-01-18,82,7,2,1,1,False
2011-01-19,86,6,3,1,1,False
2011-01-20,86,7,2,2,1,False
2011-01-21,80,6,2,2,1,False
2011-01-22,82,5,2,1,1,False
2011-01-23,85,6,2,1,1,False
2011-01-24,89,6,2,2,1,False
2011-01-25,88,6,2,2,1,False
2011-01-26,90,7,4,2,1,False
2011-01-27,83,9,3,2,1,False
2011-01-28,81,9,2,2,1,False
2011-01-29,79,7,2,1,1,False
2011-01-30,84,9,2,1,1,False
2011-01-31,91,10,2,2,1,False
2011-02-01,83,10,2,2,1,False
2011-02-02,79,7,2,2,1,False
2011-02-03,83,9,2,2,1,False
2011-02-04,84,9,2,2,1,False
2011-02-05,78,5,2,2,1,False
2011-02-06,86,5,1,1,1,False
2011-02-07,100,9,2,2,1,False
2011-02-08,90,8,3,2,1,False
2011-02-09,84,9,2,3,1,False
2011-02-10,87,8,3,2,1,False
2011-02-11,83,8,3,2,1,False
2011-02-12,81,6,2,1,1,False
2011-02-13,87,6,2,1,1,False
2011-02-14,82,8,3,2,1,False
2011-02-15,88,8,4,2,0,False
2011-02-16,89,8,3,2,1,False
2011-02-17,87,7,3,2,0,False
2011-02-18,83,7,3,2,1,False
2011-02-19,82,5,3,1,1,False
2011-02-20,86,5,2,2,1,False
2011-02-21,90,7,3,2,1,False
2011-02-22,89,8,3,2,1,False
2011-02-23,94,8,3,1,1,False
2011-02-24,86,8,3,2,1,False
2011-02-25,85,7,3,2,1,False
2011-02-26,82,5,2,1,1,False
2011-02-27,87,6,2,2,1,False
2011-02-28,89,8,2,2,1,False
2011-03-01,90,7,2,3,1,False
2011-03-02,94,8,3,2,1,False
2011-03-03,92,9,3,2,1,False
2011-03-04,84,8,2,1,1,False
2011-03-05,84,6,2,2,1,False
2011-03-06,87,6,1,1,1,False
2011-03-07,99,8,2,2,1,False
2011-03-08,90,8,2,2,1,False
2011-03-09,89,9,3,2,1,False
2011-03-10,90,8,4,2,1,False
2011-03-11,78,7,2,2,1,False
2011-03-12,80,6,2,1,1,False
2011-03-13,80,8,1,1,1,False
2011-03-14,84,8,2,2,1,False
2011-03-15,86,10,2,2,1,False
2011-03-16,86,17,2,2,1,False
2011-03-17,84,23,2,1,1,False
2011-03-18,84,19,2,2,1,False
2011-03-19,86,14,1,1,1,False
2011-03-20,94,14,1,1,1,False
2011-03-21,97,15,2,2,1,False
2011-03-22,99,12,2,2,1,False
2011-03-23,93,12,2,2,1,False
2011-03-24,87,12,2,2,1,False
2011-03-25,85,11,2,1,1,False
2011-03-26,85,9,1,2,1,False
2011-03-27,89,9,1,1,1,False
2011-03-28,91,11,2,2,1,False
2011-03-29,93,12,3,2,1,False
2011-03-30,97,12,2,2,1,False
2011-03-31,91,11,2,2,1,False
2011-04-01,84,10,2,2,1,False
2011-04-02,78,7,2,1,1,False
2011-04-03,89,9,2,2,2,False
2011-04-04,97,11,2,2,1,False
2011-04-05,93,10,3,3,1,False
2011-04-06,96,10,3,2,1,False
2011-04-07,93,10,3,2,1,False
2011-04-08,87,8,4,2,1,False
2011-04-09,81,9,4,2,1,False
2011-04-10,90,7,3,2,1,False
2011-04-11,96,10,4,3,1,False
2011-04-12,96,12,4,2,1,False
2011-04-13,96,10,6,2,1,False
2011-04-14,91,10,6,2,1,False
2011-04-15,88,9,4,2,1,False
2011-04-16,84,6,1,2,1,False
2011-04-17,85,7,2,2,1,False
