date,partnership,patron,patronage,precious,priceless,isPartial
2015-10-28,71,47,4,36,7,False
2015-10-29,58,64,7,45,5,False
2015-10-30,57,63,7,45,8,False
2015-10-31,27,61,1,35,3,False
2015-11-01,27,77,3,52,7,False
2015-11-02,73,63,7,47,7,False
2015-11-03,74,53,6,55,8,False
2015-11-04,81,49,8,35,5,False
2015-11-05,82,53,7,61,5,False
2015-11-06,69,53,6,52,7,False
2015-11-07,34,60,2,58,6,False
2015-11-08,33,62,4,57,6,False
2015-11-09,82,53,5,45,6,False
2015-11-10,82,52,7,50,6,False
2015-11-11,74,46,7,45,5,False
2015-11-12,75,39,7,47,7,False
2015-11-13,60,46,4,50,9,False
2015-11-14,28,56,2,48,8,False
2015-11-15,33,51,3,50,9,False
2015-11-16,63,41,4,47,8,False
2015-11-17,65,46,5,44,10,False
2015-11-18,86,42,7,48,8,False
2015-11-19,75,48,7,50,9,False
2015-11-20,68,50,6,53,5,False
2015-11-21,27,51,2,54,6,False
2015-11-22,32,52,3,46,5,False
2015-11-23,64,48,5,51,8,False
2015-11-24,70,39,4,58,7,False
2015-11-25,50,39,2,43,5,False
2015-11-26,19,47,1,49,10,False
2015-11-27,23,46,1,46,11,False
2015-11-28,27,46,2,57,11,False
2015-11-29,29,48,1,65,4,False
2015-11-30,59,43,4,47,9,False
2015-12-01,70,37,5,50,8,False
2015-12-02,67,40,3,50,8,False
2015-12-03,67,46,5,50,8,False
2015-12-04,62,55,6,50,6,False
2015-12-05,24,64,2,64,7,False
2015-12-06,31,52,6,51,10,False
2015-12-07,72,49,6,56,6,False
2015-12-08,72,49,4,47,5,False
2015-12-09,65,60,6,49,6,False
2015-12-10,63,47,5,47,6,False
2015-12-11,61,57,4,52,4,False
2015-12-12,30,62,8,58,10,False
2015-12-13,25,65,4,49,6,False
2015-12-14,62,53,5,56,9,False
2015-12-15,68,58,6,47,7,False
2015-12-16,61,49,6,52,10,False
2015-12-17,68,61,6,52,7,False
2015-12-18,53,55,3,45,7,False
2015-12-19,25,62,0,52,6,False
2015-12-20,24,59,1,56,5,False
2015-12-21,47,53,3,47,11,False
2015-12-22,59,54,1,54,8,False
2015-12-23,53,64,1,45,12,False
2015-12-24,19,70,2,48,10,False
2015-12-25,16,64,1,60,9,False
2015-12-26,16,50,1,52,7,False
2015-12-27,15,63,0,49,9,False
2015-12-28,54,48,3,49,13,False
2015-12-29,54,51,4,47,6,False
2015-12-30,48,53,0,51,6,False
2015-12-31,41,63,2,41,6,False
2016-01-01,20,71,3,50,7,False
2016-01-02,24,49,3,47,5,False
2016-01-03,24,55,1,51,8,False
2016-01-04,60,48,3,40,10,False
2016-01-05,66,42,3,46,9,False
2016-01-06,61,41,3,46,7,False
2016-01-07,58,43,3,49,9,False
2016-01-08,55,48,3,42,9,False
2016-01-09,35,57,1,45,7,False
2016-01-10,26,59,3,52,10,False
2016-01-11,61,44,2,50,7,False
2016-01-12,65,40,4,45,8,False
2016-01-13,73,46,4,37,10,False
2016-01-14,59,43,4,45,5,False
2016-01-15,63,50,4,47,7,False
2016-01-16,31,57,2,61,8,False
2016-01-17,25,57,1,44,8,False
2016-01-18,40,39,3,45,5,False
2016-01-19,62,49,5,55,7,False
2016-01-20,61,40,4,45,7,False
2016-01-21,59,47,6,50,6,False
2016-01-22,57,49,5,47,8,False
2016-01-23,29,51,2,56,8,False
2016-01-24,29,54,3,56,9,False
2016-01-25,67,49,5,46,9,False
2016-01-26,68,40,5,52,12,False
2016-01-27,67,50,4,49,7,False
2016-01-28,68,50,2,52,8,False
2016-01-29,64,46,3,51,6,False
2016-01-30,39,56,3,47,7,False
2016-01-31,32,67,2,45,10,False
2016-02-01,68,45,5,55,8,False
2016-02-02,69,47,6,46,5,False
2016-02-03,79,52,5,45,6,False
2016-02-04,75,50,7,52,7,False
2016-02-05,68,50,4,44,7,False
2016-02-06,44,55,4,55,9,False
2016-02-07,35,55,2,54,11,False
2016-02-08,55,40,3,40,7,False
2016-02-09,80,49,3,49,6,False
2016-02-10,71,42,6,53,8,False
2016-02-11,73,50,7,55,9,False
2016-02-12,59,44,4,55,7,False
2016-02-13,37,60,2,53,10,False
2016-02-14,25,59,4,54,7,False
2016-02-15,48,44,3,55,8,False
2016-02-16,65,38,5,44,9,False
2016-02-17,73,43,5,51,12,False
2016-02-18,74,46,4,45,7,False
2016-02-19,65,47,4,50,5,False
2016-02-20,35,52,1,49,5,False
2016-02-21,36,52,3,50,8,False
2016-02-22,73,50,6,45,4,False
2016-02-23,76,50,6,45,4,False
2016-02-24,70,47,6,49,8,False
2016-02-25,73,47,6,46,7,False
2016-02-26,62,46,4,48,6,False
2016-02-27,36,53,4,64,7,False
2016-02-28,40,56,3,72,7,False
2016-02-29,64,41,4,50,8,False
2016-03-01,81,44,5,45,5,False
2016-03-02,69,43,4,42,6,False
2016-03-03,70,47,8,49,7,False
2016-03-04,65,48,4,47,7,False
2016-03-05,36,59,2,51,5,False
2016-03-06,35,48,2,54,7,False
2016-03-07,74,41,5,43,5,False
2016-03-08,75,45,5,50,5,False
2016-03-09,71,46,3,58,5,False
2016-03-10,74,47,3,41,5,False
2016-03-11,62,50,3,45,7,False
2016-03-12,36,54,4,49,8,False
2016-03-13,35,60,2,50,6,False
2016-03-14,74,46,5,45,7,False
2016-03-15,79,49,5,53,7,False
2016-03-16,75,46,3,50,7,False
2016-03-17,63,62,4,53,6,False
2016-03-18,59,59,4,52,8,False
2016-03-19,31,53,2,58,5,False
2016-03-20,40,62,1,51,7,False
2016-03-21,66,45,8,46,7,False
2016-03-22,66,45,8,42,8,False
2016-03-23,72,50,4,57,4,False
2016-03-24,68,41,3,50,9,False
2016-03-25,47,57,2,52,7,False
2016-03-26,34,61,1,59,7,False
2016-03-27,31,54,0,65,5,False
2016-03-28,67,47,5,54,8,False
2016-03-29,72,44,2,41,8,False
2016-03-30,69,41,3,55,6,False
2016-03-31,70,46,4,57,7,False
2016-04-01,65,55,2,49,5,False
2016-04-02,45,53,2,51,7,False
2016-04-03,37,61,3,55,7,False
2016-04-04,69,48,3,53,7,False
2016-04-05,74,43,5,47,6,False
2016-04-06,73,41,4,47,12,False
2016-04-07,75,52,4,58,9,False
2016-04-08,59,51,3,54,14,False
2016-04-09,37,62,3,55,11,False
2016-04-10,34,58,2,47,9,False
