date,liquidation,pollution,poor,poverty,race,isPartial
2010-12-15,2,4,10,8,38,False
2010-12-16,2,4,8,6,36,False
2010-12-17,2,3,8,5,32,False
2010-12-18,2,1,7,3,32,False
2010-12-19,2,2,7,3,37,False
2010-12-20,2,3,7,4,35,False
2010-12-21,2,3,6,4,30,False
2010-12-22,2,2,7,3,27,False
2010-12-23,2,2,7,2,30,False
2010-12-24,1,1,7,2,27,False
2010-12-25,1,1,5,2,33,False
2010-12-26,1,1,5,2,33,False
2010-12-27,1,1,7,2,31,False
2010-12-28,2,2,6,3,33,False
2010-12-29,1,1,8,3,31,False
2010-12-30,2,1,8,3,34,False
2010-12-31,2,1,6,3,33,False
2011-01-01,2,1,8,2,38,False
2011-01-02,2,2,9,2,41,False
2011-01-03,2,4,8,5,38,False
2011-01-04,2,3,9,5,37,False
2011-01-05,3,3,8,5,38,False
2011-01-06,2,4,8,6,37,False
2011-01-07,3,4,10,5,38,False
2011-01-08,3,2,9,3,36,False
2011-01-09,2,2,9,5,40,False
2011-01-10,1,4,9,5,36,False
2011-01-11,1,4,9,6,34,False
2011-01-12,1,3,8,5,36,False
2011-01-13,2,3,9,6,36,False
2011-01-14,2,3,8,7,40,False
2011-01-15,2,2,10,4,40,False
2011-01-16,2,2,6,3,46,False
2011-01-17,2,3,9,3,43,False
2011-01-18,2,4,9,5,41,False
2011-01-19,2,4,10,6,36,False
2011-01-20,2,4,8,6,41,False
2011-01-21,2,4,8,5,38,False
2011-01-22,2,2,9,2,44,False
2011-01-23,2,2,8,4,46,False
2011-01-24,2,4,11,5,45,False
2011-01-25,2,5,9,6,40,False
2011-01-26,2,5,10,6,43,False
2011-01-27,2,4,9,6,36,False
2011-01-28,2,4,8,6,37,False
2011-01-29,2,2,8,4,44,False
2011-01-30,2,3,9,6,49,False
2011-01-31,2,4,9,7,42,False
2011-02-01,1,4,8,6,40,False
2011-02-02,2,4,8,5,37,False
2011-02-03,2,3,10,6,37,False
2011-02-04,3,3,8,6,39,False
2011-02-05,3,2,7,4,43,False
2011-02-06,2,3,9,5,44,False
2011-02-07,2,5,8,7,38,False
2011-02-08,2,4,9,6,42,False
2011-02-09,2,5,9,7,43,False
2011-02-10,2,5,8,7,40,False
2011-02-11,2,4,8,5,39,False
2011-02-12,1,2,7,4,45,False
2011-02-13,2,3,9,5,55,False
2011-02-14,2,5,9,6,44,False
2011-02-15,2,5,11,7,41,False
2011-02-16,2,5,10,7,40,False
2011-02-17,2,5,10,8,44,False
2011-02-18,2,3,9,7,45,False
2011-02-19,2,1,7,3,57,False
2011-02-20,2,2,7,5,70,False
2011-02-21,2,3,10,6,70,False
2011-02-22,2,5,8,6,53,False
2011-02-23,2,5,11,7,47,False
2011-02-24,2,5,8,7,42,False
2011-02-25,2,3,10,5,41,False
2011-02-26,2,2,8,4,52,False
2011-02-27,2,3,8,5,72,False
2011-02-28,2,5,8,7,62,False
2011-03-01,2,5,9,8,47,False
2011-03-02,2,5,8,7,43,False
2011-03-03,2,5,9,7,43,False
2011-03-04,2,4,9,6,42,False
2011-03-05,3,2,8,4,52,False
2011-03-06,2,3,8,4,63,False
2011-03-07,2,5,9,7,65,False
2011-03-08,2,5,10,7,53,False
2011-03-09,2,5,10,8,48,False
2011-03-10,3,6,10,7,44,False
2011-03-11,3,4,9,6,39,False
2011-03-12,3,2,9,3,50,False
2011-03-13,1,2,7,4,52,False
2011-03-14,1,5,8,6,54,False
2011-03-15,2,5,10,6,48,False
2011-03-16,2,5,9,6,45,False
2011-03-17,2,4,10,6,42,False
2011-03-18,2,4,9,5,41,False
2011-03-19,2,3,8,4,51,False
2011-03-20,2,3,8,5,62,False
2011-03-21,1,5,9,6,73,False
2011-03-22,2,5,9,8,53,False
2011-03-23,2,5,9,7,47,False
2011-03-24,2,5,9,6,46,False
2011-03-25,2,5,9,6,48,False
2011-03-26,2,3,8,4,55,False
2011-03-27,1,3,9,5,61,False
2011-03-28,2,5,9,6,69,False
2011-03-29,1,6,11,7,49,False
2011-03-30,1,5,10,7,49,False
2011-03-31,2,5,11,6,45,False
2011-04-01,2,4,9,5,46,False
2011-04-02,2,2,7,4,51,False
2011-04-03,2,3,9,4,61,False
2011-04-04,2,6,8,8,57,False
2011-04-05,1,6,9,7,49,False
2011-04-06,2,5,10,7,57,False
2011-04-07,2,6,10,7,48,False
2011-04-08,2,5,9,5,45,False
2011-04-09,1,2,7,4,56,False
2011-04-10,2,3,9,5,68,False
2011-04-11,2,5,9,7,69,False
2011-04-12,2,5,10,7,55,False
2011-04-13,2,5,9,9,52,False
2011-04-14,2,7,10,7,46,False
2011-04-15,2,5,9,7,48,False
2011-04-16,2,2,8,3,63,False
2011-04-17,2,3,9,5,71,False
2011-04-18,1,6,9,7,66,False
2011-04-19,2,5,9,8,49,False
2011-04-20,2,5,9,8,46,False
2011-04-21,2,6,11,6,42,False
2011-04-22,1,3,8,4,43,False
2011-04-23,2,2,8,4,50,False
2011-04-24,2,3,11,4,52,False
2011-04-25,2,7,8,7,59,False
2011-04-26,2,5,10,7,51,False
2011-04-27,2,6,10,7,47,False
2011-04-28,2,7,10,7,47,False
2011-04-29,2,5,8,5,48,False
2011-04-30,2,3,8,4,60,False
2011-05-01,2,4,9,4,75,False
2011-05-02,1,6,9,7,74,False
2011-05-03,2,6,9,7,58,False
2011-05-04,1,6,10,7,57,False
2011-05-05,1,5,9,7,52,False
2011-05-06,2,6,9,6,58,False
2011-05-07,2,2,8,3,100,False
2011-05-08,1,3,8,4,82,False
2011-05-09,2,6,10,6,93,False
2011-05-10,1,6,10,6,57,False
2011-05-11,1,6,9,7,50,False
2011-05-12,1,6,8,6,47,False
2011-05-13,2,5,8,6,47,False
2011-05-14,2,2,7,2,59,False
2011-05-15,2,3,7,4,67,False
2011-05-16,1,6,9,7,57,False
2011-05-17,1,5,9,6,48,False
2011-05-18,2,6,9,6,50,False
2011-05-19,2,5,10,6,47,False
2011-05-20,2,5,8,5,49,False
2011-05-21,2,2,7,3,82,False
2011-05-22,1,3,8,4,80,False
2011-05-23,1,5,9,5,52,False
2011-05-24,2,5,8,6,44,False
2011-05-25,1,5,8,5,45,False
2011-05-26,2,5,8,5,43,False
2011-05-27,2,4,7,5,49,False
2011-05-28,2,2,8,2,51,False
2011-05-29,1,2,6,3,72,False
2011-05-30,1,2,8,4,61,False
2011-05-31,1,5,9,4,49,False
2011-06-01,2,5,9,5,46,False
2011-06-02,2,4,9,5,44,False
2011-06-03,2,5,9,4,50,False
2011-06-04,2,2,8,4,60,False
2011-06-05,1,2,8,3,67,False
2011-06-06,1,4,8,4,51,False
2011-06-07,1,4,8,4,42,False
2011-06-08,1,4,9,5,43,False
2011-06-09,2,3,8,5,39,False
2011-06-10,1,3,8,3,47,False
2011-06-11,2,1,7,3,77,False
2011-06-12,2,2,9,2,69,False
2011-06-13,1,2,9,5,46,False
2011-06-14,2,3,9,5,41,False
2011-06-15,1,2,8,4,41,False
2011-06-16,2,3,8,4,39,False
2011-06-17,2,2,7,4,40,False
2011-06-18,1,2,8,2,54,False
2011-06-19,1,2,9,3,66,False
2011-06-20,2,2,7,3,45,False
2011-06-21,1,3,8,3,44,False
2011-06-22,1,2,9,4,39,False
2011-06-23,1,2,7,3,39,False
2011-06-24,2,2,7,3,41,False
2011-06-25,1,2,7,3,51,False
2011-06-26,2,2,7,3,60,False
2011-06-27,1,2,7,3,45,False
2011-06-28,2,2,8,4,39,False
2011-06-29,1,3,8,4,40,False
2011-06-30,2,2,8,4,39,False
2011-07-01,2,2,8,4,43,False
2011-07-02,1,1,9,3,55,False
2011-07-03,1,2,8,3,61,False
2011-07-04,1,1,7,3,68,False
2011-07-05,2,2,8,3,49,False
2011-07-06,1,2,8,4,39,False
2011-07-07,1,2,7,4,41,False
2011-07-08,2,2,6,4,42,False
2011-07-09,1,1,8,3,53,False
2011-07-10,1,2,8,4,58,False
2011-07-11,2,2,7,4,45,False
2011-07-12,2,2,8,3,42,False
2011-07-13,1,2,7,4,40,False
2011-07-14,2,2,7,4,40,False
2011-07-15,2,2,8,3,43,False
2011-07-16,2,2,8,3,49,False
2011-07-17,2,1,8,3,58,False
2011-07-18,3,2,8,4,52,False
2011-07-19,4,2,9,5,48,False
2011-07-20,3,2,8,4,45,False
2011-07-21,3,2,8,5,41,False
2011-07-22,4,2,7,3,43,False
2011-07-23,3,2,8,2,53,False
2011-07-24,2,2,8,3,59,False
2011-07-25,1,2,8,4,47,False
2011-07-26,2,2,8,4,43,False
2011-07-27,2,2,8,5,41,False
2011-07-28,1,2,8,4,41,False
2011-07-29,2,1,9,3,43,False
2011-07-30,2,1,8,4,54,False
2011-07-31,1,2,8,4,64,False
2011-08-01,2,2,7,3,49,False
2011-08-02,2,2,8,4,39,False
2011-08-03,2,2,9,3,42,False
2011-08-04,2,1,8,4,39,False
2011-08-05,2,1,8,3,42,False
2011-08-06,1,2,12,3,58,False
2011-08-07,1,1,11,4,63,False
2011-08-08,2,2,12,4,44,False
2011-08-09,1,2,10,5,41,False
2011-08-10,1,2,7,4,42,False
2011-08-11,2,2,9,5,40,False
2011-08-12,2,3,8,4,44,False
2011-08-13,2,1,7,3,51,False
2011-08-14,2,2,7,4,64,False
2011-08-15,1,2,7,4,57,False
2011-08-16,2,2,8,4,43,False
2011-08-17,1,2,10,5,44,False
2011-08-18,2,3,8,4,42,False
2011-08-19,1,2,10,4,44,False
2011-08-20,2,2,9,3,56,False
2011-08-21,2,1,9,3,61,False
2011-08-22,2,2,8,4,51,False
2011-08-23,2,2,7,3,42,False
2011-08-24,2,2,9,3,44,False
2011-08-25,1,3,7,4,43,False
2011-08-26,1,2,8,4,44,False
2011-08-27,1,1,7,3,65,False
2011-08-28,1,2,7,2,60,False
2011-08-29,1,3,7,4,46,False
2011-08-30,1,2,9,4,42,False
2011-08-31,1,3,9,5,46,False
2011-09-01,1,3,9,4,44,False
2011-09-02,1,2,7,4,44,False
2011-09-03,2,2,8,3,50,False
2011-09-04,1,1,8,2,62,False
2011-09-05,1,2,8,3,57,False
2011-09-06,2,3,9,4,56,False
2011-09-07,2,3,9,5,46,False
2011-09-08,1,3,9,5,39,False
2011-09-09,2,3,9,4,40,False
2011-09-10,1,2,7,3,53,False
