date,luxury,meritorious,nobility,nobleman,partner,isPartial
2008-03-04,90,1,2,1,44,False
2008-03-05,80,0,1,0,41,False
2008-03-06,73,1,2,0,39,False
2008-03-07,69,0,2,0,38,False
2008-03-08,81,0,2,0,36,False
2008-03-09,85,0,3,0,34,False
2008-03-10,88,1,1,1,42,False
2008-03-11,83,1,0,1,50,False
2008-03-12,77,1,3,1,35,False
2008-03-13,79,0,2,1,36,False
2008-03-14,75,1,2,0,40,False
2008-03-15,81,2,1,2,24,False
2008-03-16,87,0,1,0,27,False
2008-03-17,74,1,2,1,43,False
2008-03-18,79,1,2,1,44,False
2008-03-19,77,1,2,0,38,False
2008-03-20,76,1,1,0,46,False
2008-03-21,79,1,2,1,48,False
2008-03-22,67,0,3,0,26,False
2008-03-23,85,2,0,0,22,False
2008-03-24,93,1,4,0,45,False
2008-03-25,68,2,1,0,41,False
2008-03-26,69,1,1,1,41,False
2008-03-27,71,1,0,0,40,False
2008-03-28,69,0,1,0,37,False
2008-03-29,70,0,2,0,25,False
2008-03-30,70,2,0,0,33,False
2008-03-31,79,0,3,1,33,False
2008-04-01,73,0,1,0,45,False
2008-04-02,70,0,3,0,40,False
2008-04-03,72,0,2,1,38,False
2008-04-04,66,0,2,0,44,False
2008-04-05,74,1,1,0,27,False
2008-04-06,85,0,0,0,31,False
2008-04-07,80,1,3,0,49,False
2008-04-08,74,2,1,0,37,False
2008-04-09,65,1,2,0,50,False
2008-04-10,69,2,1,0,35,False
2008-04-11,66,1,4,1,38,False
2008-04-12,69,0,0,0,22,False
2008-04-13,82,1,3,0,26,False
2008-04-14,86,0,1,1,43,False
2008-04-15,80,1,1,0,39,False
2008-04-16,79,1,0,1,43,False
2008-04-17,80,1,0,0,43,False
2008-04-18,79,0,3,1,34,False
2008-04-19,79,0,2,1,33,False
2008-04-20,89,1,2,0,21,False
2008-04-21,85,1,1,0,43,False
2008-04-22,77,1,1,0,38,False
2008-04-23,94,1,2,0,40,False
2008-04-24,75,0,1,1,38,False
2008-04-25,87,1,2,0,40,False
2008-04-26,69,2,0,0,23,False
2008-04-27,80,0,3,0,30,False
2008-04-28,79,0,1,0,45,False
2008-04-29,78,0,2,0,39,False
2008-04-30,76,1,2,0,38,False
2008-05-01,74,1,0,0,38,False
2008-05-02,70,2,3,0,35,False
2008-05-03,86,0,2,1,28,False
2008-05-04,81,0,3,1,34,False
2008-05-05,65,1,3,0,35,False
2008-05-06,90,0,2,0,36,False
2008-05-07,76,2,1,1,39,False
2008-05-08,71,1,2,1,38,False
2008-05-09,60,1,0,0,33,False
2008-05-10,71,0,1,1,37,False
2008-05-11,78,0,2,0,27,False
2008-05-12,76,2,1,0,42,False
2008-05-13,63,1,2,0,34,False
2008-05-14,72,2,2,0,41,False
2008-05-15,71,1,1,0,35,False
2008-05-16,72,2,2,1,40,False
2008-05-17,83,1,2,0,26,False
2008-05-18,84,2,1,0,33,False
2008-05-19,76,1,2,1,40,False
2008-05-20,75,2,4,0,45,False
2008-05-21,87,1,1,1,46,False
2008-05-22,76,1,1,0,45,False
2008-05-23,81,1,0,0,34,False
2008-05-24,80,1,0,1,23,False
2008-05-25,72,0,0,1,29,False
2008-05-26,89,1,3,0,49,False
2008-05-27,63,1,2,0,45,False
2008-05-28,68,0,2,0,48,False
2008-05-29,75,1,1,0,42,False
2008-05-30,78,1,2,0,35,False
2008-05-31,56,0,1,0,35,False
2008-06-01,75,2,2,0,25,False
2008-06-02,90,1,3,0,38,False
2008-06-03,57,1,5,0,40,False
2008-06-04,80,1,1,1,36,False
2008-06-05,69,0,2,0,32,False
2008-06-06,70,0,1,0,34,False
2008-06-07,69,2,0,0,42,False
2008-06-08,85,0,2,0,26,False
2008-06-09,66,1,1,0,44,False
2008-06-10,78,1,1,0,43,False
2008-06-11,67,0,3,1,43,False
2008-06-12,69,1,1,0,43,False
2008-06-13,68,0,1,0,38,False
2008-06-14,68,0,0,1,34,False
2008-06-15,89,2,4,0,39,False
2008-06-16,76,2,1,0,36,False
2008-06-17,81,0,2,0,48,False
2008-06-18,71,2,0,0,41,False
2008-06-19,76,0,0,1,38,False
2008-06-20,75,1,1,1,44,False
2008-06-21,75,0,1,0,21,False
2008-06-22,100,1,1,0,22,False
2008-06-23,74,2,0,0,35,False
2008-06-24,77,2,1,0,41,False
2008-06-25,84,0,1,0,35,False
2008-06-26,79,1,0,0,45,False
2008-06-27,71,1,1,1,42,False
2008-06-28,71,0,1,0,39,False
2008-06-29,90,0,0,1,29,False
2008-06-30,82,1,0,0,35,False
2008-07-01,86,1,2,0,42,False
2008-07-02,77,1,1,1,37,False
2008-07-03,72,0,0,0,38,False
2008-07-04,76,0,2,0,26,False
2008-07-05,68,0,4,1,31,False
2008-07-06,83,1,5,0,36,False
2008-07-07,89,0,3,0,38,False
2008-07-08,83,2,1,0,41,False
2008-07-09,73,1,1,0,37,False
2008-07-10,83,1,1,0,33,False
2008-07-11,67,0,0,0,37,False
2008-07-12,72,0,1,0,36,False
2008-07-13,80,0,0,0,34,False
2008-07-14,78,1,2,0,34,False
