date,radical,ruin,segregation,shortage,steal,isPartial
2014-06-07,14,15,5,6,31,False
2014-06-08,17,16,4,8,31,False
2014-06-09,20,14,7,7,27,False
2014-06-10,22,13,7,9,28,False
2014-06-11,21,16,5,7,27,False
2014-06-12,16,13,5,10,27,False
2014-06-13,15,13,2,6,25,False
2014-06-14,12,12,3,5,31,False
2014-06-15,16,15,4,6,38,False
2014-06-16,18,15,4,7,25,False
2014-06-17,18,11,3,9,31,False
2014-06-18,19,10,3,8,27,False
2014-06-19,16,15,5,8,34,False
2014-06-20,17,14,4,9,28,False
2014-06-21,12,15,2,5,34,False
2014-06-22,14,17,3,7,36,False
2014-06-23,16,10,4,8,29,False
2014-06-24,15,18,2,8,32,False
2014-06-25,15,12,5,8,28,False
2014-06-26,17,13,6,7,26,False
2014-06-27,14,14,5,8,31,False
2014-06-28,14,13,2,6,36,False
2014-06-29,13,17,2,8,34,False
2014-06-30,15,14,3,7,31,False
2014-07-01,17,14,3,8,26,False
2014-07-02,16,16,5,7,29,False
2014-07-03,12,14,3,7,31,False
2014-07-04,11,16,2,5,31,False
2014-07-05,10,15,2,8,34,False
2014-07-06,15,16,3,9,38,False
2014-07-07,17,14,5,9,35,False
2014-07-08,14,11,2,10,42,False
2014-07-09,14,14,5,8,39,False
2014-07-10,13,13,2,7,36,False
2014-07-11,15,13,4,7,32,False
2014-07-12,13,24,2,6,40,False
2014-07-13,10,18,2,6,32,False
2014-07-14,17,17,5,9,34,False
2014-07-15,17,14,3,10,31,False
2014-07-16,16,14,4,9,28,False
2014-07-17,15,14,4,7,30,False
2014-07-18,13,15,4,6,31,False
2014-07-19,12,20,2,6,39,False
2014-07-20,14,20,3,7,37,False
2014-07-21,15,16,4,5,28,False
2014-07-22,17,16,3,8,29,False
2014-07-23,17,20,7,7,26,False
2014-07-24,15,18,3,7,33,False
2014-07-25,12,16,3,11,36,False
2014-07-26,12,15,4,9,33,False
2014-07-27,14,18,2,7,37,False
2014-07-28,11,15,4,8,31,False
2014-07-29,16,15,4,8,31,False
2014-07-30,17,13,4,7,29,False
2014-07-31,15,16,3,9,28,False
2014-08-01,12,15,4,7,30,False
2014-08-02,13,18,2,10,34,False
2014-08-03,11,18,1,11,29,False
2014-08-04,16,16,3,8,28,False
2014-08-05,16,12,5,6,28,False
2014-08-06,15,15,4,11,30,False
2014-08-07,16,11,4,10,30,False
2014-08-08,16,14,1,6,30,False
2014-08-09,11,14,2,7,31,False
2014-08-10,13,18,3,8,35,False
2014-08-11,15,12,4,9,28,False
2014-08-12,16,13,2,8,26,False
2014-08-13,15,13,2,12,30,False
2014-08-14,17,11,4,11,34,False
2014-08-15,14,16,4,7,32,False
2014-08-16,15,17,3,6,32,False
2014-08-17,17,18,2,7,35,False
2014-08-18,19,12,3,10,29,False
2014-08-19,16,13,4,8,33,False
2014-08-20,19,11,5,9,31,False
2014-08-21,22,13,4,7,29,False
2014-08-22,20,15,3,9,26,False
2014-08-23,13,12,3,9,33,False
2014-08-24,20,17,4,10,34,False
2014-08-25,22,14,5,10,29,False
2014-08-26,27,13,5,8,25,False
2014-08-27,26,14,4,10,26,False
2014-08-28,28,15,6,10,24,False
2014-08-29,27,18,5,10,30,False
2014-08-30,19,18,1,5,30,False
2014-08-31,20,17,3,8,34,False
2014-09-01,24,22,4,7,34,False
2014-09-02,23,18,5,9,26,False
2014-09-03,31,14,6,8,28,False
2014-09-04,31,12,6,9,24,False
2014-09-05,26,17,6,8,27,False
2014-09-06,18,20,3,6,32,False
2014-09-07,25,23,2,7,30,False
2014-09-08,30,14,6,13,24,False
2014-09-09,27,13,7,12,24,False
2014-09-10,28,15,5,11,22,False
2014-09-11,29,14,7,8,28,False
2014-09-12,27,13,6,10,28,False
2014-09-13,18,14,3,8,32,False
2014-09-14,23,14,7,12,42,False
2014-09-15,27,15,8,11,36,False
2014-09-16,34,13,7,9,33,False
2014-09-17,31,13,10,8,27,False
2014-09-18,27,15,9,9,30,False
2014-09-19,21,15,6,15,23,False
2014-09-20,16,20,3,5,30,False
2014-09-21,23,18,5,9,38,False
2014-09-22,29,14,7,9,36,False
2014-09-23,29,13,9,10,35,False
2014-09-24,24,11,10,11,32,False
2014-09-25,28,14,8,10,28,False
2014-09-26,26,13,5,9,30,False
2014-09-27,17,16,5,7,36,False
2014-09-28,23,14,6,6,82,False
2014-09-29,27,13,8,12,81,False
2014-09-30,30,14,6,11,66,False
2014-10-01,31,13,10,10,48,False
2014-10-02,27,11,10,12,43,False
