date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2012-05-06,3,1,0,0,68,False
2012-05-07,7,0,0,0,68,False
2012-05-08,2,0,0,0,68,False
2012-05-09,5,1,0,0,64,False
2012-05-10,5,0,0,1,71,False
2012-05-11,3,1,0,1,64,False
2012-05-12,6,0,0,0,71,False
2012-05-13,2,2,0,0,65,False
2012-05-14,5,1,0,0,70,False
2012-05-15,4,1,0,1,66,False
2012-05-16,3,0,0,0,63,False
2012-05-17,3,1,0,0,69,False
2012-05-18,4,0,0,0,67,False
2012-05-19,4,0,0,0,71,False
2012-05-20,4,1,0,0,76,False
2012-05-21,1,0,0,0,59,False
2012-05-22,4,1,0,0,61,False
2012-05-23,4,2,0,1,73,False
2012-05-24,3,1,0,0,64,False
2012-05-25,4,0,0,0,62,False
2012-05-26,1,0,0,0,70,False
2012-05-27,0,0,1,0,54,False
2012-05-28,6,0,0,1,61,False
2012-05-29,5,1,0,0,65,False
2012-05-30,3,1,0,1,64,False
2012-05-31,3,0,0,0,72,False
2012-06-01,3,1,1,0,59,False
2012-06-02,1,0,0,0,73,False
2012-06-03,2,1,0,0,69,False
2012-06-04,5,1,1,0,67,False
2012-06-05,2,1,0,0,84,False
2012-06-06,7,1,0,1,67,False
2012-06-07,6,0,0,1,72,False
2012-06-08,4,0,0,1,72,False
2012-06-09,5,0,0,0,65,False
2012-06-10,4,0,0,1,65,False
2012-06-11,3,0,0,0,63,False
2012-06-12,7,1,0,0,69,False
2012-06-13,2,0,0,1,63,False
2012-06-14,4,0,0,0,71,False
2012-06-15,3,3,0,0,69,False
2012-06-16,2,1,0,0,69,False
2012-06-17,5,0,0,1,69,False
2012-06-18,4,0,0,0,60,False
2012-06-19,3,1,0,0,61,False
2012-06-20,3,0,0,1,74,False
2012-06-21,1,1,0,0,67,False
2012-06-22,4,0,0,0,71,False
2012-06-23,4,0,0,0,65,False
2012-06-24,3,1,0,1,65,False
2012-06-25,2,0,0,0,65,False
2012-06-26,5,1,0,1,64,False
2012-06-27,7,1,0,0,63,False
2012-06-28,3,1,0,0,61,False
2012-06-29,2,1,0,0,70,False
2012-06-30,1,0,0,0,64,False
2012-07-01,2,1,0,0,70,False
2012-07-02,2,0,0,0,67,False
2012-07-03,3,0,0,0,59,False
2012-07-04,2,0,0,0,64,False
2012-07-05,4,1,0,0,69,False
2012-07-06,3,1,0,0,69,False
2012-07-07,3,0,0,0,63,False
2012-07-08,4,1,0,1,66,False
2012-07-09,3,0,0,0,61,False
2012-07-10,3,0,0,1,71,False
2012-07-11,3,0,0,0,68,False
2012-07-12,5,1,0,0,63,False
2012-07-13,3,1,0,0,65,False
2012-07-14,5,0,0,1,77,False
2012-07-15,3,0,0,0,74,False
