date,advantage,affluence,affluent,afloat,allowance,isPartial
2004-09-11,54,0,0,3,6,False
2004-09-12,44,0,0,3,9,False
2004-09-13,67,0,0,2,9,False
2004-09-14,70,0,2,0,17,False
2004-09-15,67,0,0,3,7,False
2004-09-16,69,0,4,2,9,False
2004-09-17,71,0,4,0,7,False
2004-09-18,79,0,3,0,18,False
2004-09-19,71,0,0,0,9,False
2004-09-20,71,0,3,2,10,False
2004-09-21,82,0,2,2,12,False
2004-09-22,77,0,0,0,19,False
2004-09-23,85,0,0,0,10,False
2004-09-24,71,0,0,0,17,False
2004-09-25,60,0,0,3,6,False
2004-09-26,61,0,3,0,6,False
2004-09-27,80,0,0,0,12,False
2004-09-28,67,0,3,0,18,False
2004-09-29,67,0,0,3,3,False
2004-09-30,87,0,0,0,10,False
2004-10-01,76,0,0,0,9,False
2004-10-02,54,0,0,0,9,False
2004-10-03,66,0,0,0,0,False
2004-10-04,69,0,2,0,7,False
2004-10-05,84,0,3,0,10,False
2004-10-06,65,0,0,0,14,False
2004-10-07,76,0,0,2,12,False
2004-10-08,41,0,0,2,13,False
2004-10-09,80,0,6,0,12,False
2004-10-10,50,0,3,3,24,False
2004-10-11,65,0,0,0,11,False
2004-10-12,42,0,7,0,0,False
2004-10-13,95,0,2,0,15,False
2004-10-14,62,2,0,0,14,False
2004-10-15,57,0,2,0,9,False
2004-10-16,44,3,0,0,3,False
2004-10-17,77,3,0,0,9,False
2004-10-18,65,0,2,0,5,False
2004-10-19,75,0,5,0,16,False
2004-10-20,69,0,2,2,12,False
2004-10-21,66,0,0,0,10,False
2004-10-22,50,2,2,0,7,False
2004-10-23,46,0,0,3,12,False
2004-10-24,67,0,0,3,3,False
2004-10-25,78,0,2,0,13,False
2004-10-26,95,2,2,2,13,False
2004-10-27,88,2,2,15,15,False
2004-10-28,71,0,2,3,5,False
2004-10-29,97,0,0,0,7,False
2004-10-30,50,0,0,0,8,False
2004-10-31,50,3,0,0,15,False
2004-11-01,68,2,0,2,10,False
2004-11-02,79,0,2,0,6,False
2004-11-03,63,2,2,2,8,False
2004-11-04,64,2,0,0,10,False
2004-11-05,78,0,2,0,9,False
2004-11-06,59,0,0,0,11,False
2004-11-07,78,0,0,0,8,False
2004-11-08,94,6,0,0,6,False
2004-11-09,0,0,0,0,0,True
2004-11-10,82,0,0,0,9,False
2004-11-11,78,0,0,0,3,False
2004-11-12,76,0,0,0,10,False
2004-11-13,47,0,3,0,11,False
2004-11-14,41,0,0,3,3,False
2004-11-15,72,0,2,0,5,False
2004-11-16,72,0,2,0,12,False
2004-11-17,81,0,0,2,6,False
2004-11-18,66,0,0,2,10,False
2004-11-19,77,0,0,0,12,False
2004-11-20,60,0,0,0,9,False
2004-11-21,58,3,0,0,11,False
2004-11-22,61,0,3,0,19,False
2004-11-23,88,0,0,2,11,False
2004-11-24,53,0,2,0,6,False
2004-11-25,46,0,0,0,6,False
2004-11-26,75,0,0,0,0,False
2004-11-27,55,0,0,0,14,False
2004-11-28,56,0,0,0,16,False
2004-11-29,78,0,0,3,12,False
2004-11-30,57,0,2,0,20,False
2004-12-01,62,2,2,3,9,False
2004-12-02,78,2,3,0,9,False
2004-12-03,91,0,0,0,13,False
2004-12-04,72,0,0,0,8,False
2004-12-05,77,0,0,0,5,False
2004-12-06,78,0,0,2,18,False
2004-12-07,73,3,4,1,16,False
2004-12-08,73,0,5,0,12,False
2004-12-09,66,2,2,0,14,False
2004-12-10,61,2,2,2,11,False
2004-12-11,65,0,0,5,8,False
2004-12-12,52,0,0,0,3,False
2004-12-13,68,0,2,0,14,False
2004-12-14,88,0,0,1,10,False
2004-12-15,80,3,0,0,11,False
2004-12-16,48,0,2,0,12,False
2004-12-17,71,0,2,0,14,False
2004-12-18,40,0,3,0,8,False
2004-12-19,49,3,3,9,9,False
2004-12-20,54,0,3,0,21,False
2004-12-21,79,0,2,2,9,False
2004-12-22,52,0,0,2,13,False
2004-12-23,73,0,2,0,6,False
2004-12-24,55,0,0,0,3,False
2004-12-25,46,0,0,0,8,False
2004-12-26,52,0,3,0,14,False
2004-12-27,84,0,4,0,8,False
2004-12-28,84,0,0,6,13,False
2004-12-29,60,0,0,0,15,False
2004-12-30,45,0,0,0,10,False
2004-12-31,36,0,0,0,15,False
2005-01-01,32,0,0,5,18,False
2005-01-02,50,0,3,5,3,False
2005-01-03,84,0,0,2,17,False
2005-01-04,76,0,3,0,13,False
2005-01-05,53,0,0,0,20,False
2005-01-06,84,0,3,0,14,False
2005-01-07,71,0,0,3,13,False
2005-01-08,56,0,0,0,0,False
