date,expense,expensive,fine,ghetto,intervention,isPartial
2004-01-01,9,22,87,0,12,False
2004-01-02,7,7,71,13,5,False
2004-01-03,3,20,100,11,2,False
2004-01-04,3,11,72,6,3,False
2004-01-05,4,8,65,19,8,False
2004-01-06,5,11,53,7,11,False
2004-01-07,4,11,52,8,9,False
2004-01-08,11,13,64,13,6,False
2004-01-09,6,9,53,6,8,False
2004-01-10,6,11,80,16,3,False
2004-01-11,8,9,62,14,9,False
2004-01-12,3,9,72,13,7,False
2004-01-13,9,12,56,10,8,False
2004-01-14,6,12,49,11,7,False
2004-01-15,6,11,59,11,7,False
2004-01-16,6,18,55,9,14,False
2004-01-17,3,12,66,14,6,False
2004-01-18,3,5,70,16,8,False
2004-01-19,7,10,63,10,5,False
2004-01-20,5,10,78,10,8,False
2004-01-21,7,12,47,13,11,False
2004-01-22,5,18,65,10,7,False
2004-01-23,7,8,62,13,11,False
2004-01-24,4,15,90,15,7,False
2004-01-25,10,19,56,19,4,False
2004-01-26,3,10,57,11,12,False
2004-01-27,9,12,66,11,4,False
2004-01-28,10,16,77,14,11,False
2004-01-29,4,14,64,17,5,False
2004-01-30,10,18,53,10,5,False
2004-01-31,1,7,93,13,6,False
2004-02-01,6,4,67,12,6,False
2004-02-02,7,11,60,9,4,False
2004-02-03,7,14,60,8,8,False
2004-02-04,9,8,60,14,7,False
2004-02-05,7,16,60,12,10,False
2004-02-06,10,8,68,14,4,False
2004-02-07,8,4,66,27,15,False
2004-02-08,11,9,67,11,6,False
2004-02-09,11,11,62,11,11,False
2004-02-10,3,12,79,17,13,False
2004-02-11,6,15,62,16,10,False
2004-02-12,9,9,61,10,8,False
2004-02-13,6,12,69,7,3,False
2004-02-14,6,10,90,13,7,False
2004-02-15,5,16,82,14,6,False
2004-02-16,6,8,87,10,8,False
2004-02-17,6,14,59,11,7,False
2004-02-18,6,14,59,12,9,False
2004-02-19,7,16,63,11,7,False
2004-02-20,8,9,59,21,8,False
2004-02-21,4,14,56,17,7,False
2004-02-22,7,7,65,10,10,False
2004-02-23,4,17,57,9,8,False
2004-02-24,4,12,46,17,12,False
2004-02-25,4,12,64,13,10,False
2004-02-26,4,11,44,13,5,False
2004-02-27,5,9,51,10,12,False
