date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2013-01-15,1,1,77,61,13,False
2013-01-16,1,3,73,60,9,False
2013-01-17,1,2,64,57,12,False
2013-01-18,0,2,62,53,10,False
2013-01-19,1,2,36,50,13,False
2013-01-20,0,3,39,76,12,False
2013-01-21,0,2,55,53,9,False
2013-01-22,1,2,73,58,11,False
2013-01-23,1,1,74,64,11,False
2013-01-24,0,3,78,53,12,False
2013-01-25,1,1,66,54,13,False
2013-01-26,0,1,42,53,13,False
2013-01-27,1,2,50,82,11,False
2013-01-28,0,2,81,63,11,False
2013-01-29,0,3,74,63,12,False
2013-01-30,1,3,73,57,12,False
2013-01-31,1,2,73,64,9,False
2013-02-01,0,3,77,57,10,False
2013-02-02,1,1,50,51,11,False
2013-02-03,0,2,45,73,11,False
2013-02-04,1,2,70,59,11,False
2013-02-05,1,3,81,56,13,False
2013-02-06,1,4,77,59,8,False
2013-02-07,0,3,68,55,10,False
2013-02-08,0,3,66,49,12,False
2013-02-09,1,1,47,44,11,False
2013-02-10,0,2,39,72,11,False
2013-02-11,1,2,79,53,12,False
2013-02-12,1,2,77,50,11,False
2013-02-13,1,3,82,57,13,False
2013-02-14,1,2,74,51,12,False
2013-02-15,0,2,61,51,9,False
2013-02-16,0,2,44,44,16,False
2013-02-17,0,1,42,67,13,False
2013-02-18,1,3,61,49,11,False
2013-02-19,1,2,79,51,12,False
2013-02-20,1,2,79,60,11,False
2013-02-21,1,2,69,47,9,False
2013-02-22,0,2,69,51,12,False
2013-02-23,1,3,47,48,12,False
2013-02-24,0,1,45,76,13,False
2013-02-25,1,2,67,50,9,False
2013-02-26,0,4,82,54,10,False
2013-02-27,1,2,73,53,10,False
2013-02-28,1,2,77,58,10,False
2013-03-01,1,2,70,56,13,False
2013-03-02,0,2,37,44,12,False
2013-03-03,1,2,50,73,12,False
2013-03-04,1,3,76,57,11,False
2013-03-05,0,1,70,55,14,False
2013-03-06,0,2,73,55,10,False
2013-03-07,1,2,76,48,9,False
2013-03-08,0,2,69,48,11,False
2013-03-09,1,2,46,43,19,False
2013-03-10,0,3,43,66,10,False
2013-03-11,0,3,78,61,10,False
2013-03-12,0,2,72,58,11,False
2013-03-13,0,3,72,54,12,False
2013-03-14,1,1,73,51,10,False
2013-03-15,1,2,65,54,10,False
2013-03-16,0,2,40,48,10,False
2013-03-17,1,3,42,77,12,False
2013-03-18,0,3,69,64,10,False
2013-03-19,1,2,72,58,10,False
2013-03-20,0,3,73,53,10,False
2013-03-21,0,1,66,61,10,False
2013-03-22,1,3,62,52,13,False
2013-03-23,0,2,48,47,11,False
2013-03-24,0,1,59,68,13,False
2013-03-25,1,2,78,55,11,False
2013-03-26,1,3,76,56,9,False
